# colors_mcd20.0_mld5.0_nc6_cvd100_minj40_maxj80_ns10000_f
# Python 3.6.9 (default, Jan 26 2021, 15:33:00) [GCC 8.4.0]
# NumPy 1.19.5, Numba 0.53.1, Joblib 1.0.1
0045ff 60639d 876d6f 99c2e4 aaaa8a e93f23
605bd5 834470 89c443 aa909e c04b39 fa98f1
605d3c 8135fe abc3df bc73e9 cf3a8c f2917a
605d5a 72c918 97479b b08e8c c8b4fa d03311
606043 61c734 7974d4 c0b7ea c11084 c58a9b
606257 6d9cac 9c5cf2 ad510c bbc1b1 fa9100
60642e 609e7b 955fff a54290 b9a3cd efb105
606683 68581d 919666 97b2d6 cb2dec f0b033
606822 7ca47f 9567e4 ab4f82 c7b6da ea8d08
60686c 8113cb 91b194 a86bf8 c74f33 dca0da
60695e 7d407e 9498a0 9940ff e04412 ff75ff
606966 7f30a9 b2c0e4 c4471e c5aa99 da4afb
606a61 794286 8da574 ad60ee b35804 e6a7e6
606a77 91d449 953633 9a87ea dc95af e04a00
606bd2 82b3ff 933572 b2cb2e c6927d d44b06
606c5c 75b59d 873a80 b2cd1c ca71db d35705
606c9b 83a1fd 9c2f31 9f7c7d bab7c9 fe4b18
606d57 813a87 87b6ae a070fe c35d00 ebb252
606d61 62bec8 670ffe 9d8739 b7c394 ba3ba7
606e73 6fc0ae 84481a 8fa552 c34ef0 d9a8fa
606f41 6526ee 89bdae 9c61a4 d3aff8 d88e31
606f79 8b4127 9fa9aa a4810f e0b64d ef3bdd
60701a 72cbf6 77ad0b 7910e7 ad54a6 f18897
60716e 99a99b a62b21 ab56ce dca2fc ec6631
60718c 9c56f7 a3222f a4b1da ba7d67 c9c35c
607277 7f3bbd 91b0a5 c35430 c6c440 c778cb
607401 6984f7 771cf0 b29882 cd3295 fd9315
607461 7bb28f 9f66c2 aa1d0a d5a1e0 d67005
607517 6567ff 972d67 a18381 a3a8d5 f7a655
60751e 748ad6 8e19ab b6bccd c7397b e28979
607568 8dbc96 8e25c8 cfc30d de6ae3 ec3914
607660 a3c6d0 a789e6 a90701 cba785 e15c0a
60767c 675639 85afa0 9f5fe5 c87a3c eba2f7
6076a0 65ccfe 6e6644 751edc a09da1 f98a0b
6076ca 6e6c0f 8cbdf3 94989b a2185c cc9a43
60787b 80cee2 851ac6 b5ab88 d55aff f72206
607e28 6582f0 691df2 8e4888 9dc994 b29bba
607f7a 61c39f 814f04 8729ff b2c83f b96ee8
6080d8 7b6955 95c8e8 9a1675 cfa29b d96d19
6081f3 61d1fb 6b6086 824638 a1b5a7 a3951e
6082ed 65cfcd 765880 b1b112 be4125 d87f84
6083eb 6b11fb 7c6c86 aba9b5 b02d43 c39143
608448 803e7b 8242e8 89b7a3 a27cbd d4bd3d
60847d 6c5293 9a5d2d ab86ca b6c2c5 f09667
608495 6f613c 72bbe3 8c3df9 b5c2b5 b9991e
6085d4 6d7472 854e19 b1bbda c8a090 fa680b
608775 794f1b 8134f1 84cb9f cb93d2 e46a05
6087d0 626063 82cad5 a39089 b9512d f09214
60887b 6c44b6 b8c2c1 be1e28 dd8af5 e2740f
60887c 7c4f00 8061ae 96b0f7 c5bdbf e1852f
60912e 755354 8651eb a6a8f3 ba7797 c9c02d
6091c8 6d44bc a24b59 a9d019 e58b91 e90901
609377 9e4898 a41e1d c1bebe c96ffb fc7f10
60a1f9 6d52f9 8f3289 8f7d5b bbbaaf e49622
60a3fc 91817c 9222a7 c1b6bf cf290a e19843
60a890 7a45ff 8a4831 9c8405 cabe4f f16be4
60a98c 69666f 920aad afc418 b06ec2 e22221
60aae5 7d4c3c 8a54fe 938626 bb0284 fd8294
60abcb 6560c3 7c4c66 cc7181 cdbb35 ec1102
60ac95 673ac6 8e71aa 944a5f d40215 f1b114
60b14f 7e4aff 998092 a22b48 cdb9b9 fe71f4
60b1fb 6959ee 6e8c26 854a77 a9c471 b7839d
60bb29 787231 7d1dff a37cff c9b7b6 e1249e
60c30f 6e5493 8f71ff b8450e b98983 cbadfa
60c46b 7c4c2d 803efa 837e83 babcc6 ce77e8
60c5b2 72776a 806eff 8d4c91 a5180c b29b4b
60c6d9 6a5f43 952bfd a0a591 b156a3 ed5d01
60ca93 6612fe 7a7390 8a544f cd7eef dc692b
60cbcb 637523 7934b5 8a7bfc a4a77b be548d
60cd80 6a4b99 9b5258 a49fb2 c95efb e72a07
60d05f 87529e 89978f 9f1c4d d97ed2 eb1901
60d0dc 717b96 a302f5 ab2838 e3948d fb3003
60d0fc 658999 9b02ad a673ff c43f18 eb886e
60db1a 6654fe 6d558e a8afae bb7ed1 f5145f
6120fc 646761 6fc773 9f59a0 b09bab dc4c00
6120fe 9266cb a9a8d1 b23269 f9a498 fb2c33
612bec 768afe 8d488e a7b65c ca3438 f6a2cb
612bf7 9164bf a34a68 a7b1db c98d81 f13a0c
612df3 6da975 72617b c3c22c c93d05 f07fc3
612ef4 8db4b2 9078bb a44762 de0205 ecb163
6131ed 855f02 98b02c a969ff cf3e77 dc99dd
6132ea 6f6466 7ed712 888db7 bb9b88 da451c
6138e1 75bba7 93536d 9573c8 dea8ff f64d4e
6140d6 7e7985 8a8fed bacb0a c5061d e19c98
6141dc 746389 91cb9d a887f2 a96d6b fa330c
6143be 6588c7 8dd07e af445c afa0a8 ff4300
6146b4 618d69 785e79 84d821 ad94be d32201
6146ba 7b5b77 a27fe7 a7cb35 af5433 c991a1
6149be 7a627b 7acdca 879a7e c58afb e90c1c
614ceb 7e4750 96ba89 af7596 d9aded da340a
614dfd 67cdd2 735448 957fcf c4a389 f66507
614ea8 668afc 8a7889 cb2138 cea690 f67611
615279 78b3f5 7d66e1 92534d aa94a0 fea222
61546b 716af5 8b8895 b22f2a df98ee f87762
61556f 78d872 8e9183 bc1732 be2fec fe74df
615672 65c799 8c56fb a1493b b787c7 faac20
6157ca 7f4558 85a5d4 958b8d ce503e fd9e74
61585a 67b7a1 a6319e c5c337 d160fd d22c1d
6158f0 787989 82bca1 9d2934 ca743c ee9bfb
615955 7d50f1 84a3ea 969492 ca6209 e1b35a
615d0f 75d707 9103f8 968d77 b43e9a ef6cf0
615d69 659774 94d517 9e6003 d29abe fc14ff
615eff 65d184 745c7f 883f3e cf551a d285b1
615eff 705d84 87413b 8caf98 d45d0e f09ff2
6162bb 7f737e 963a08 98afa5 cc8326 d8a6ef
616649 659e0f 75d0aa 8d5efe a35188 b19ec7
6168f1 6c657d 824542 a4c794 cc9ac2 f94f2d
61696e 93362e 96d354 9d4eea e04f0d e298aa
6169cb 685869 99b0f3 a18d96 d6421f fca66d
616a4b 725ef4 91297b 9c88bd adc7a7 eb9329
616b2c 6a8ea4 7ed3b6 804261 9149f2 9fb515
616b3f 7f6de2 8c2f7d 90bf59 cc6c8e e7a7e3
616c11 807ccf 92c7f4 9da322 c53176 e68ea1
616d22 618afe 6429ee a6bcf1 c48c8c d4339f
616d6d 7ba987 a41621 a952e0 caa5de d76818
616dd7 69b2eb 785256 92989d d0b286 ec4112
616e43 6d6ef2 922b81 9abbe1 9b9f00 e58993
616e61 7e36a9 99c698 b27cd3 c54502 fd810c
616ee9 8fbed3 955264 a1a08b ad0912 f54524
616f03 7621d6 a2c4d8 a984e8 c0377e fa827c
61710d 7824e1 82b162 9d6172 a672ef e0a7ea
617199 85abc3 894313 9c756d dea891 ed6213
6171bd 804d21 9a8172 a5b3c8 ecb082 ed6200
61726c 76afb6 883199 bab483 d852f6 de4b1a
617539 65ad09 844c6c 9859ee cea4ec f87496
617627 67c7f7 814095 aa66fa b5ab21 de718b
61763b 6390f0 8e05c8 b1aeb8 c44194 e5b652
6177ff 6adc34 7c5900 829768 c0299a c7a1d2
6178e1 69517c 7dc2f0 a54e54 b09f93 f33e03
617a81 62d59c 903936 9614de a89ed8 f4532b
617a87 6ed3d3 8126b5 ae3947 bc9f81 ee42e9
617a9d 7b5044 9214fc 9b9a99 c46d13 e993fd
617bfb 87c9c0 8f3388 b5b103 c82702 ce7170
617c58 731ee4 79caa8 ad69d9 af1e7f e48f2e
617c94 9d02e0 a80c26 beb0ca f14bf8 f23923
61841a 7f20c4 82cde1 a04078 b46ee4 eb828b
6184fc 69628c 7f4a43 a3bff9 bf9f6e cb4502
6185b4 6c30dd 7ccfd8 9cbd24 b13f10 bb8a7e
618637 8600cb a9a3ad ad3177 edb329 f52bee
618780 66bfc4 a41ddf a61d3c ae8c03 b0c98c
618a6a 62d6c1 794186 b17ae4 b82908 e08e12
618a81 8662ac 8b3f3b 9dbdbd b6802f be90f7
618c56 63d0b4 8646f8 aa1188 b08ae5 db9d04
61916c 62576a a6c947 b72fce bb2902 e985be
6191a8 65d0ff 844a24 9440dd 94c30b a79371
619295 804a97 93ccb1 a981f7 bfa502 d21558
619605 7abddc 9a5abf a33759 b3cc44 fa6a91
6197ab 655270 a3423d a89b47 aec5c1 bb00ff
619ade 6d7f14 7243fc 7a4b5d bac0cb c99e7a
61a582 6559db 755358 cb4013 dfadcd fb8b10
61a582 89658a 9467f8 ad0d3a e49cef ff7e14
61a7ce 797e81 7c498f a6b803 b73f3e eda89e
61acfd 66626b 7a55f8 9a93a4 f0021e fa917d
61b7b8 7626f5 7e7b6b a185fd a44495 e9a553
61bac0 73726e 8f29a8 b76dfb cabb58 cc5d16
61bedf 6a6bfe 6d6b75 795323 aa8b4f bcca1a
61c1c2 7460ee a02762 afcc1b cb6d80 ef101b
61c1da 6978e3 746c7c 8d4915 b2c893 c38512
61c7cd 675468 838c82 b33dd6 c11916 e6832c
61caab 758180 911897 b567ff c0162f cc934a
61cba4 67685d 6b12f7 aa8727 b68fff c52d9d
61d03d 634cef 734b68 9688df b99baa ca5151
61d0e2 797cd4 8b4d77 8ebf15 c19185 cd381a
61d1cd 6272f1 685d82 99bb04 cd1302 d27e7e
61d1f7 7385fd 90337e a09da2 cd352f e29b2c
6223f7 70718b 80d716 845b42 adaf8c f53ff2
622eee 6fb3f5 836c82 b32c37 d0b3b4 f85f26
6230e6 6d8fc2 75626c 9d9c93 bd4b31 dca73b
6232e5 7db5dc 8167a2 aa3459 b48754 bac0b1
6234e4 6486f5 94557f a7c5c8 b9ab2c ca4243
6235db 6e6b08 9177e8 a2befa a95a77 b9a69c
6236f2 80bdc1 938900 9e82ec c3066a e1b577
6237e1 7ba19f 806213 9772d0 d9a7f9 e39348
623be1 8eb2c0 9377cf 9f5454 efac8c fe4b19
6240c5 966e8f 9778f9 afc3bc c20648 f76b64
6242be 6e635f 8db352 c63601 c967a2 e49ffb
6244c3 65b26a 7b652e 957ecd b8447b cbb8d3
6245ce 6bc948 987afe 9e6995 c23438 cabac5
624afc 734f46 86a4fb bb835e cbb9c3 da2891
624bcb 7496d0 828672 a2540c b9bdbc d29109
624edf 7db5a2 844525 897699 d2a5ee da6c3f
624fde 6e5504 70a5ca abb325 c54a83 f1a6a8
6250e8 7c7091 84afdd a70b14 b5795e bdc81c
625182 83c7ff 859c97 985650 a467e9 c8a85d
62536e 647fe4 6fceeb 96978d a04e41 e89743
6254d0 926488 96c5ed 9b2549 a69e9c fd3235
6254d4 6e7939 833f6b 94c9d8 af87f5 ce9e83
62555f 7774c8 9e8b94 9f4725 a5c2ee f79224
62574f 9653ed a2b9d0 a74102 ac8378 ee7700
625758 998ea5 a9c0fe ac3ad9 b92a04 fc8e25
6257f9 847790 87adef a40e36 beb9bc fa5847
62595e 63a881 9761eb 9b5d1f aab028 fc8efb
625a57 80cee6 8923fc a66d1b b178ee fb8996
625b46 73a68f 9508fe bf51ab caadda ff820c
625bbf 8e3949 919fd9 977d89 d43315 fc9269
625be4 67bac4 968101 9e2d3f aacf1f f63386
625c8e 7298cc a66669 b5c1b2 c42d04 f49145
625d35 674deb 7ca633 bb5b8e c098f1 f89da7
625e39 88b0ee 955eeb b1cb3a b68e7e be2d81
625e5c 63b88e 8634fe ab5aa7 e594ec fb4a29
625e74 65ccda 6f9688 aa50e7 ac4d31 aead50
625eef 6ba8fc 878613 a71b4e a9c463 d56b9d
626272 80c3e5 8a9896 a547f2 b93e36 fe7548
6263af 6e5940 70c093 8e8697 c6b4f8 ed6720
626665 75b4a5 8c278f c459e7 c84d25 cdb53f
626680 97d135 9f1e42 c4a3ac de3be4 e9231f
626796 997579 9c2b2c aa91e6 e06211 fa9bb4
626852 819f94 8e2d77 a74ee9 d4aaf5 fe7d3a
626973 a533ef a71038 bc98df ee4827 fba0af
626c6d 65ac45 7d4d09 ba06f1 bbb9b9 fa5ffd
626c8c 7bb6cc 9e6a63 a568f8 aa2000 e1ae6f
626c8e 6a8cf8 6f5a4e 999da0 cc4400 f7ac24
626d3d 6e76f9 84378a a5adda ae9683 fda64a
626d5d 6f9ab9 a71404 ac2ff4 c2bbb0 e09031
626dde 62d9a5 983421 997a86 9c9ed2 f79232
626e56 7902eb 9fb293 b553ca e7630f ed9adf
626f80 930cc9 9acad2 acac89 dc64e3 e24e0c
626f92 6fc1b6 913836 a88fea d07253 d8be2d
627047 72c7e8 8f2b7f a953fe c99d57 fc469e
62705d 6cda3d 843f7e a6a8b8 d62ceb d83200
62706e 9a5ac4 9fa4c6 b30a28 ec572d efa39e
6273ab 80b9d3 9a3655 a58b8d e33128 f2ad7c
6273e4 714f70 71cdb4 908aa5 aa3c42 c3a120
62746e 6ba9ce a12b1e b23efd dca5a2 fb4310
6275e3 636c44 6bcbf5 94277b a39f9f b48208
6276df 6d5a71 93918f 96c6d9 9f5a08 e29251
6277d0 665571 985929 a09189 afaffd df8a32
62786f 8921e2 9cb8b0 a882d7 d05507 f2ae61
627889 8c5748 99aeb5 a856f8 dcb482 f05507
62798d 8806c2 a1473f b6b3c4 c34cf6 fb610e
627a1b 6dcbfe 7c4e66 86b258 9257fb c67998
627ecc 665463 8d8b93 a44d20 e5a8e0 f18801
627f75 9235ca a3231a abc796 c39bba cd762e
628090 7838cc 82c440 ad8af7 c1165a e1acc1
6280ae 7431cf 846523 87c8fb 90a500 cf959e
628270 8a3e97 9ca857 b85ffa c32815 eca4d5
6282fb 706d25 7414eb a0c5ba afa758 c23c9c
62847b 8ac59e 8b401a 9831db a79417 f95ee6
628553 764a65 882eea a7c894 bc6de6 ea8e01
628888 8dd720 8f40f9 91903b a21a44 ec6ee3
6288c0 7a2dcd 8e9d25 a6bffe bf3173 d98b98
628d00 805bb3 923d45 9dcd46 d484f8 f45886
628d91 776c10 9e0496 c3b8ec c99c53 ef13fc
628e36 6c534b a43085 a61bff ad91e0 f4a4b7
628e82 7fd661 853a72 8934d8 b19dcf d40e37
629004 78ccfa 7a06e9 9b4b93 a170fe ff7aa5
62939b 6d2ed8 706358 b387fb d04105 fd9d4b
629bd8 7e42d4 8e306f ad7285 b3b83e d22c34
629c34 6a6955 9f0f79 b423ef d39ff9 f6789f
629ce3 868987 8c1eec 996612 b8c1cc c8a462
62a37a 636970 8335a0 aa9bcf d32e18 edb018
62a3e7 7d48d4 8b4424 96758b b3c5b4 d9a812
62a6fd 728206 8c1dfe 8c404b ef25a5 fe9b7d
62a8a0 7b4568 8456ed b82908 c7abf8 c99e3d
62a8d7 7057b5 9e2822 a6718a a9b898 e1642a
62a975 8956c6 95364a af9cd6 dc3a00 dfb820
62b299 6818fa 6f5d8e afc522 b25036 ba67f9
62b3a0 786a67 8c59f9 ab0601 bca0ff bf833f
62b3fe 64646d 9e97a6 a331de be5e0a fb9f45
62b6e5 6c592f 7d56ce 83a422 b76589 e0b2ae
62b9e1 8268fe 913f64 97908d c81d15 fba74b
62b9ea 847796 8d22bd b5c932 c92623 d77d7c
62bad9 668381 695e3a ab1fd0 e46600 eea783
62bbdb 6a6c14 96247a a439e8 cac244 e46285
62c06a 7e04e0 85625f d3afc9 d43a05 e048e7
62c2bf 64616c 9e9574 a7cf41 ce1a03 df27ce
62c5aa 703beb 947cc3 b69335 ca1878 cdb2f7
62c89e 781ae6 9a6ac0 a54243 c1b9f0 ca902d
62d1d7 676f2c 6e0cf9 89aa63 a163fa a85983
62d2d4 6f5a70 7d83dd a9968c b45c2d ef9521
62d2d5 654aa3 825b6b 8b8ceb d63d10 d89c76
62d9a9 6440c0 86b102 99836a be1708 ef87d5
62db81 634eae 738afd 846d6d be9dbd ea2a1a
62db92 89a702 936b77 af3328 d198c5 e11cea
6323f6 7ac0ab 828701 b32757 c765b7 ddb957
6328f2 656b62 6daead a866ea b95e0f f99f0a
632aed 85c0c4 884c92 a46dfa b99e6c c8321a
6331e3 7185de 7c603e 9fbea0 b39d20 cf2b87
6332e1 7b635d 9e9f6e c057a3 d62300 f0a2d7
6337f9 77c498 7b7d9a 94623f dd872a e2aae8
6352aa 6ba0e6 96718a b8b5bf c91c4b e78e56
635372 6f45f3 8ccba5 a880fb e63752 f19105
63537d 6f96ad 8f5f20 ac4dfe c2bab3 ef883a
6354df 64d2b4 83473d 88768b aa9afe c8815b
63555f 6977c5 85c5f2 9ba283 c52614 f88b14
635566 6ca485 a809cd adc01b d82e0c e677d4
63556a 655dc0 6e9cff a46c61 a5aab6 f3af4b
635655 7a2ffd 828f77 82d386 c798c0 cd2d10
63575b 688fa5 b0461c b138ef c1b6f9 fa8b75
63575d 6c79d1 978e9d adbcff b14814 e59d2f
6358f7 7e759e 84a8fe a22358 b0bf57 c27579
635a7a 8cb7b0 b92aed c70035 d7a6ff f26825
635ac7 75b3f9 7e797d 933827 acc497 c39019
635ad8 784b64 90b8cf 9a958a df022a ebb262
635b14 6370ca 7a9812 7fbde4 9a446f be8d8d
635c0a 7dc4fe 9771f7 a43a6c bea39e dd7f2c
635d6b 70afe6 7669e5 9b998d 9f5412 dfac25
635ea0 744c57 7f9bd5 b2cd25 d13d02 e19b9a
635f96 8f3b1a 95818c 97b3d9 cebaad f55f4d
635f9a 7c8bfe aeaac0 b27076 d02318 e3b435
636363 9e28ee a4ad9f d265c6 d83f03 dbbd04
636485 63aac6 814543 8f822d 9e2efe acc98d
63656f 8320b8 a97ce3 b0c4ca dd0e18 e59665
6365bd 94770b 9d2f4b a0a5ec ebb23f f26288
636738 71dd04 a016fe a58dee e51796 eb9291
636760 64d2eb 843784 ac55f9 bd450c d49187
6367f9 655b00 7bcf2f 889665 af2483 d87bb7
63686c 7bacbe 921697 ccac88 d23525 dc29f9
6369fd 76cdaa 85387b af7499 bf0209 f97840
636b79 8310db a5bfd9 afb00f ba5be8 bd5941
636c49 7e436e 7e7ae9 a7c6d2 c6ae50 df6c8d
636e45 716aff 89b72a 962a79 c46a9c dbaaed
636e76 78ccb1 830de1 967148 adb046 ee43d0
63706b 63d0fe 6b77fb 8a450a a39a3f f878b2
63708b 8b4b1f a3c7c3 c227fc d096f7 ec6662
63716f 85adaf 873b92 b26af8 c94a22 e1aa55
6372f0 736b84 99b3ea a8022e a99e9b c76e34
637305 8722cd 8db5f4 95a734 b7687a fca1b1
637371 8aaefa a03821 aa47f0 cb8b02 d0b7c0
637391 752ec4 96c3c9 9b473f b07cf8 e48d29
6374b5 655362 6bbbcb 8a8f73 9d4811 e3b435
6374fd 6d7760 86b392 8b4684 d0a3e4 ec6c17
637591 8b1bf0 8f3b23 ac90ed dc6b02 f3aa81
63769b 6b5d1d 80b2cd 93a005 b37372 f0aa9a
63777c 8fafe3 b34efe b70215 c7bbb0 ff5929
637965 7c3f83 851dfe b2be51 d081cf d34b09
637f81 822fa6 a93b36 ae6ce6 afb3b7 f76a32
63802d 6fbf3c a1297e bb37ff ddb3b2 e85cb1
638586 7933b7 8bc4d7 a477f4 a5471b c69f61
63867f 886930 98bf3e 9c1284 d82cfa d9b1c8
638837 6d514f 79d63f a809a9 ad8bf2 db95a9
6388fa 691ef4 746530 b1c0c4 b89558 c5478b
638e1d 76cb01 7912dd 855c62 b29f8d e540fb
638ebc 784f1e 9700ed acbcc8 c62876 cf9151
638efe 7e24e1 8f5995 b7bbe9 d1462d d68d91
639186 6fd7ad 8c438f 9fc01f c74304 dd74e6
63929b a22cbd a80f2d c6bdb4 fa5408 ff6afe
639a06 645d33 8a31f8 b5b6a5 c173dc c43c83
63a167 735834 885eec a8cf3e b7267c c592cd
63a1f0 6d718e 9b7d6d ab090c bebdc6 ee9548
63a2d8 92866f 9c2f09 a91add b3c4ae ed9907
63a7e8 818c7d 8a368a c0bfc0 c62019 dea34e
63a9ef 755887 844bf5 b26f56 c6bcc2 ff8d04
63aaff 6d9711 8152f1 885459 d5b0a2 e060a7
63b87e 8057f9 86507f 9a2b2b e297cf e64202
63bb66 6c6a28 9a0b8f ae3fff c2bec1 d260ab
63bcec 66971a 895ed6 963a51 adca7b e36291
63bddf 696cc2 96a725 ad7389 b5103d e7aca0
63beb6 67727f 9d8e68 a63003 ca20e8 f1ad3e
63c219 661efa 8750a2 a586fd e41d62 e7a1c7
63c6fe 846885 8c74ed aca2aa ad2321 ec6436
63ccd7 643cd0 7e676a 9484e3 d63915 f4847b
63cd2f 7a7186 a12d01 a21cc8 bfbfc3 c277ee
63d0d7 72535b 797fb6 99bc3d d08894 d50918
63d458 7d2bdc 8d80d7 a65271 be9fad e51e27
63d4dd 6712fc 7ba386 8e5348 9168ca e69202
63d5b5 754bc4 8890d3 ba5e81 bead15 ce211c
63d723 878b6a 8f298c a734fe c01c03 f058b4
63d893 6d2bdc 805f19 b2a7c5 cb3281 cf5ffb
63db67 7510e6 9d3f66 a2aaa9 c566e5 e41e2b
63de54 675b33 8b60ff 8f915d a43f8f f189d1
642ef0 7a8b7d 84caec 8d5296 b470ff dd9206
6439d7 9b4765 a38cb6 accf04 e82534 e9938c
6444f6 94342e 96647f 99bec5 b989f8 e16b39
6445f9 794570 8e8efb b57498 bbb390 d2261f
644cb7 798ce5 9bb04e 9f6b74 bb3b1a ee9cb7
644d93 6b8985 92c4e9 a96ff6 ac523b c39e60
644de8 7198fe 87423a 896695 c19e83 d75614
644df5 76840c 784581 8ac1cc a885fd b87083
645175 6565d6 80cded 8e899e d29881 dd3904
645178 6fd736 775bed 955042 a6ab9b c97ebf
645275 7bb0ce 816dd6 975b58 e9a186 f45401
645279 6d87eb aa9198 ae3631 aebdeb f8813f
64536e 83be97 a95ad2 ad3d32 e5a5e6 e6780d
64537a 816af7 928c80 98d426 b0550a dd93d7
6454e0 8f3f0c 95a588 9f6a8d df6b05 ea98df
64555d 7c8b74 8ccfbb b777db c34c07 ea9b39
645680 7a73fc a0cc96 c49dcf c62736 e8791b
6456c3 704c6a 7fd19f 8b868d b24d39 e979f9
645959 72c4ea 7f9190 c71308 d400cc df931e
64596e 737def 98cea0 996017 a293ab db9b04
6459d5 8d698a 943a08 9dbdf9 b2a4a7 ef6141
645a18 6556ec 6bcebc b18f46 b88ffe d23c83
645c01 64d97a 82950c 8357fe a63b6a dc96b5
645c5b 8fc9f4 9057fa b3430d b575a0 fc8b44
645e43 6e76d0 89b3fe ab798a bfbfc6 fc601d
645f86 666ff8 77c8d5 9d878e a45812 f08153
645f88 6add28 ac9da3 af13ff cc5f38 f678f8
6460e4 85c792 8f788e a7343a b394fe f85926
64617b 6b7ff9 92c7fd ac5422 af93a2 f1965b
6461fa 785b82 79cb83 a70036 ac9eb0 bf6407
6462bd 70aff4 765110 888383 cabcaf dc7802
6463a1 9b7b62 a183ff a61506 d1abd5 ff7600
646668 6b09fd 96a4a3 a65f1a a675c1 f99e65
64667f 7084fb 851ac2 9999ad b56445 ff9d6c
6468d8 7fb4d8 ae6f85 b50511 d3b5ad ff4221
6468fa 6fb328 8b8778 8d4a8e a51724 e9a5c7
64699a 71a8a3 784d4c ba5b07 c3b6fc ceab5c
646b0a 715af6 a1085c b99bf3 e2538c edab84
646bad 7cb2c4 9f3533 a27681 bdc2a5 ee5f43
646d86 96a4d2 ae1c11 af46ed e2a79f ec5d06
646e09 80c4d2 9c2559 a453dc ce9702 f14a7b
64706a 74bd80 8e2c84 c3afe6 d147f0 e4301c
6471cf 675169 948795 94c7a3 ae3c2a f18c35
6472f9 685879 90959a 91bdf7 c22e3a dc9050
647384 6cbdaa 895441 a454fb dd6f23 e6a5f9
6476f2 696f4c 74ccfa 92c126 9e2187 e67696
647773 7bb3bb 902cbc a97efb b7782a dbbb45
647778 713ab1 875830 9ec7b2 acaf1c e061de
64787f 7daec7 a066ea b61321 fd480d fe8f8e
647896 8f19fe 93b7c1 b00110 c47ffe d46f4b
6478e7 6d5478 a885a3 ab4840 b3bafd e98f54
647a97 8e25f6 a4a8fa a71129 e65225 faa1a4
647a9a 8ecaa7 94360f 951fed b48dfd cf6a1a
647b95 7b2eba ad3a4c afa0fa d0b597 e97714
647c6e 894417 9004f9 91ba2d e4a9c0 fd3dd5
647d8f 7621da bd2242 c26ef4 c2bcd5 fd9030
648186 6bc527 7702ee 85691a ad5ffb fc8fe7
6482b8 70d57c 8219e8 a74f4c b7a5b2 f54a07
64836b 7c419d 7fd44f a65106 c756ff ff6ab1
648430 775158 7f3cff 97ba48 f11d99 fa92f6
64850b 705550 7fb87e 9802ff d8aed2 dc39a9
648c94 726b1a 7427e0 8dc0e4 b26cfd ca9c42
648e79 661ffe a74fa7 aba2c4 b82c1a eba861
649009 7b37cf 8f626c b171fe b9c44a ef81b6
649420 8633ff 887172 952684 d9b5a7 f761c2
6499ff 717a77 9acd90 9c2da2 bda5be d95f1f
649ae6 727b53 804373 8d22f3 b3a7a6 fba535
649c9c 8f3a80 a358fd cdaffa d22345 e29546
64a071 793fc6 93597f d8be30 ed0306 fd6de7
64a186 8b2794 b53329 b748fd c8a5e1 d99415
64a1cf 874af6 933a32 b6c2c3 c2a626 e04883
64a28f 7133d6 84597f bc5032 c3c258 ea7df4
64a67d 695365 b844e6 c23615 d1bd2a f973c9
64a840 705835 ab52fb bfc1a7 cd1283 ed88cc
64aaa6 7967a6 a51d1f ba99ff e9ae04 f13e63
64ae47 6b6816 7403ef b75dea be4378 c4bcc9
64aecf 6b5ecf 907383 993c02 cb7521 ccb496
64baa9 6b7187 8703d6 977a43 d4b258 f434f5
64bcf3 7b5038 7f49e1 8c9f9e bc783a e0ba2e
64c0d3 737b7b a43d33 ae5eea c88114 ccbc95
64c507 83868d 912684 bebeb0 d11714 db53f6
64cb23 7725fc 828a6a ae418e c7bac9 d773f1
64cdc1 714783 755bfb a64115 c291fb e87350
64cf9c 7b7e84 9a22e9 a52434 c294e6 df7a0f
64d1c9 6b966e 9b59e2 9c3280 cc9e12 ce050a
64d1f8 66788c a22905 a6af96 d32ffd f56024
64d267 6c46de 967f06 ab7ff9 b84769 e585ac
64d2d2 6e32cb 7a8a24 8a5b61 c2aa86 df55ea
64d2da 736cf6 8c8e86 933c7c c42527 f58803
64d4bb 777788 7f0cd4 b33635 b859f6 f4833c
64d9aa 66721f 8799a4 9e2961 a456cd e5a12a
651afa 7a91f2 9d6e09 afae6e b3205a f6a2c6
651ef6 73b989 8d798d b71644 d37315 dca0df
6520fa 96b8ec 9c6ae9 b0453b bb8595 fa7d06
6524f1 879b9c 9161c1 a2424e d4a9fd e0933a
6525f1 6ca67a 836c93 98512f e693f8 f58301
652de6 7c775c 997cf9 9c3e81 d5a5a8 f97917
6537d8 90c9cf 987bfe 9e749a bc3b40 e78126
653ad5 6894e1 716270 8ed649 b0562f d2a0a2
653bdc 688fc6 947101 a5a2a1 bb0e69 ed9f51
653ec9 7a6452 89c870 9e77e1 c35d00 c68ea6
653ece 81c232 87827e c93c01 cbb6b9 e064f4
6542d9 8597e9 986175 ada7b2 d15826 e4b346
6543b3 7392f2 888190 915323 dda592 fd7006
6545ce 8fc880 ab77fb b13f6b d188af f31f28
6547ba 68d4b7 9c8ee6 9d6971 c42408 daa13a
655177 7469da a73b47 acca93 d097d0 f44d31
65517a 8354ff 89c1b9 a07ebb a9424e d98b5e
655291 6d90dd ac5869 aec25c c70006 d495a7
655365 66bedc 713eef 88908f aa5d36 deb860
65536f 6ebaf1 7a67ce a08470 aacd71 be1f00
