# colors_mcd18.0_mld4.2_nc8_cvd100_minj40_maxj82_ns10000_f
# Python 3.6.9 (default, Jan 26 2021, 15:33:00) [GCC 8.4.0]
# NumPy 1.19.5, Numba 0.53.1, Joblib 1.0.1
0049f9 43bfff 5c80e7 707181 93513c 98a1af d96c21 ddb285
6b6d0c 6d99a5 7002ff 93d6a8 a0616b a3ac38 a656f2 e990fd
6b7028 92d1e0 a33aff a590ee a61962 b4649a babf33 f78091
6b706a 76418e 8362fa 9ac49a aa72aa b80e29 edafd9 ff6637
6b7280 6caf83 746219 93109d 989403 ac4cfd b5d42a dca3da
6b7465 7a33e9 7ed4e0 803b81 99a795 bb79d1 d04817 ef9434
6b755f 7f8de9 824370 8635dc a89f9c b4c8e6 e1a153 e32a0c
6b77f4 6e01fa 6f605b 82bcda 9ba791 b18337 c5149a dfb944
6b80a6 7adf8a 854053 8832ce aa8571 b4b0ba c62615 f47223
6b8279 74bb84 7a2df4 8b5998 9f2134 bf76f4 c0bccc d16f0f
6b8285 79c02c 8a2e94 8b00ff ab6bd7 bb4712 d4c1a1 fd8bc7
6b8580 863a83 8a1bfd a5cbaa ab70c1 bd453b c0abcf f97a0e
6b8795 797524 83cb58 9613da 9e1c51 a2a494 c75bec f9a4d7
6b897c 7326d5 80c48a 92427c baa608 c6c0d6 c73e31 e241fc
6b8a1e 7c9efe 9211f5 976167 a00273 bdc6db e2ad5f f026ad
6b8cde 6e41e6 7d6b8a 814915 9ccbf9 a49dab c35860 ef9077
6b8f79 775e86 85ceda 8a4706 8c4dfa a7bb85 c588ff cf7510
6b9196 864d94 923932 933bfd bd77e8 c3c1c0 d64208 f68e61
6b98e5 787790 885006 9512fd 9b805f b6c6de c2b68f ea8b08
6b9997 6f6657 932c8a 98d2ce b1a36a b73ef8 c43e03 fd74f5
6b9af3 73503d 747a7e abb8cf b100a2 bda589 e5572a fdb10b
6b9f88 6f6e87 8ad7c7 8d5610 a40653 a9c271 c190d2 cd2aea
6ba16f 8450f8 8b3f54 8dd5ba 967490 af91fa c11b1a cdb437
6ba3fd 6f4c7a 7441e6 908095 a5525b b1cbd3 dd2415 f89a6e
6ba7ad 716fa3 76680f 8407e4 aecfad b791ff ba6172 cdb140
6ba8e2 7f3d8b 8f4ff4 977e90 ab4228 add26a cc7d18 d1a9af
6bb2cb 74675b 7a1bd9 8e9d8a ae489b b95aff e5290c faa94c
6bb5ab 7a47c9 814172 8c7a6c 9982f2 ca2e15 d4b7fe e4a04d
6bb97f 8b3cbe 8f3368 a287f2 cd6098 d9b7e7 e23603 eba812
6bba3d 70632d 767ba6 8b3861 a519ff b57b7f b6a5fa d5b9b6
6bbb02 777b83 7e4744 8720e9 ba410c be5bca c8beef eca294
6bbc8b 7933b1 7c8690 9e3e53 b5b0d2 bb69e1 d5c03f dc161f
6bc29e 7b858a 7d36ff 915dae ae0a4a ba88fd d3c638 e06149
6bc3c8 753df0 799883 82659e a31a4f b5700a b5cd41 d072fb
6bc5c7 7b48c6 9288dd 966280 9b2a32 aa9c7b e33718 ffb008
6bcca5 7a9097 864ab0 91430d c072ed e80264 f9a5e8 fc7d1f
6bdf69 8b34ce 94aa95 962c4d af6ffd b35e8f d21d19 dc99dd
6bdfab 7617e5 7c7b63 8abc2e 9f348d b65de8 c52f00 ec96ed
6c14fa 71625b 729026 78a6f8 9fc341 b13e9a b3859d fca8ad
6c2bdc 6d847c 71d19b 8a5d96 a46cfd b80f22 e08ec9 fc682c
6c2edf 8b5ca0 8b88ff 9b4551 9ea78f da3e10 deb2f5 f1a223
6c37fd 764190 a671ef aeafdd b0666d c22e10 f7aa83 fb6509
6c3abf 717af8 93bdfc a15666 b8141b d2c588 de89ab fe443f
6c4893 9163fb 93524e 9fcdc8 c1a511 c3a5fb d50400 ed4e89
6c48a9 7f7cfc 949c8e 956e92 95d88a bb4218 ed92d2 ff7412
6c4b93 6d72fd 986377 9c93c8 aecbd7 b03f02 c2b945 e48797
6c4be0 784f03 7d7b5f 9ab77f b26b9a b889f6 e76906 e9a3c8
6c5067 7492ca 754acb a1c8f8 b25f60 cdadb4 d20c00 f68214
6c5156 6e7c98 89b6a9 a94727 be4ffd c3d004 f68eec f96862
6c517b 822bf7 83c4a1 a682a0 ae4f5c e2afdd ea210c fe45f7
6c5343 7d61cd 95b7b6 a53479 a77879 b392e4 e6bd75 f74f31
6c5440 814fe7 90a3c6 a27927 b20286 c6c6bc e7ab58 f23c8e
6c54fc 6d5f7e 6faaf1 7d4c3d 8c9197 b6c7d2 d3b162 dc4c01
6c58c0 6dd8d8 6f4c6d 88808c 9096d9 aa5c52 ee9c80 f74301
6c594f 768b9e 8cd7b7 a235fc a3500b a38e78 c2adeb e08d27
6c5af3 74bcb1 917b60 978dce a62a87 aa0300 e15701 fcaa0a
6c606b 6f65c3 973416 9ea5e7 a08d8d c16b1a d3c0a8 ff9b1a
6c6387 73d986 7868ff a4595b a90103 b2a4fe c591ad ec5e18
6c6604 747b92 8c9bfe 952d51 973ce4 af7e5f c0b9d1 f8922c
6c6c90 80db5f 914325 94836f b2afb9 b625f1 ec6aec f54f01
6c6f69 6e67f4 7db98d 854b8d a80914 ae8db1 b8d241 cb6b1f
6c6f8b 78d14e 922cca a4144f b18777 c4c6b5 e44319 f765dd
6c7090 74b7a8 9712de a61417 b6b95e c560fe cf4e62 ff9cf7
6c7181 74afb7 8a3f49 8b2bdb b570f2 b6cbaa d14127 ef9743
6c761e 6ea478 85d6c6 9315b6 b260f3 bbaced c44392 d7960b
6c798b 74b084 918820 9c11de a12346 c0bceb ccb407 cd5de5
6c79b9 6cdfad 7725d1 95446a a79098 beaff6 e24d4e ea9701
6c7aaa 721fe2 8c5353 95918f 9cd28e cd1c03 d89ce6 e58908
6c8097 78555c 81b998 992dfd bdb1d1 d46ef2 e94127 fbb234
6c825f 734dfa 77c580 942181 ba0d07 c071a8 dbadf4 f46f05
6c8608 7332fc 738eff 86655e 9c166f 9eced4 bbbe25 dc3daa
6c8662 76c5f9 794ffd 7a586f a80b00 b0d286 be9bad d37a07
6c8b22 715360 82b498 8824ff af43a1 b673ff bfce5d e59adb
6c8d91 8857c0 91325f b2b9ab bb1310 c77857 d088fe fab613
6c8d97 75497e 7cd3fd 9005fc acbcba ba70f0 d23450 ef844a
6c98e2 6cd7f8 8c34ee 8c3b75 b17390 cab0ad dc2750 f48649
6c9d72 88d8a5 8c1cf6 a50e67 af5dc8 cda5e6 dd0106 ea9117
6c9ea7 6d03fb 705c83 90d0ec a25d5d b289fc ceb089 db4a0e
6ca3ff 8138fe 818c7e 953b1b 95d377 9d5ca7 cfa5bf dc7300
6ca7b9 8548ef 855080 a60f27 c96978 cbc4b3 e6ab31 eb1802
6ca7ff 6fa237 786764 abd64e b103ff b60605 ca43a6 de9da0
6cb2f9 707013 7d869e 953b5a 9bca1d 9d47fa dbbac9 e27a7a
6cbaa8 715465 8586ab a44f0b a64df2 afd620 c78854 da9ffd
6cbfa2 7247f5 928353 968ae1 a61902 b25482 dbb8e5 f2a54d
6cbfe7 6f38ff 7f4743 88979c 9a6ac5 c63304 edac87 fd6b01
6cc1f7 7039d6 7d7cf2 966487 a3a8af b72c37 d27f4c e3be0f
6cc3b8 6d51e4 748671 8d491f 8f6691 aad13e c087f6 cf7011
6cc7c5 6e14fc 7c7593 885b55 9c8efc b6d133 d39782 de6009
6cc8ca 788888 884793 9444fa 973303 b987f5 d8c44e f64540
6cd08b 791bf9 7b9796 7c7851 9c4692 bfc5d0 db86f9 e7801d
6cd193 786051 80839d 941f82 c43802 c49d1f c5c4d3 ed11f7
6cd9be 844cea 8a3082 a09af8 a27603 b3184b cab549 e553a5
6d01fd 6dc7ea 896886 8970e7 9c5130 b5cf83 c691a0 db701e
6d04fd 7b7173 8d97b2 97369c abc7fd c151fb cf5101 d0a77b
6d0aff 728a90 7a5aa0 9bd2a4 a976ff cf2650 d1a5de e7931d
6d19ef 814b9a 98bbd9 a773ff b73b5a bad05a c59f92 f3010c
6d25e3 769296 8951a0 92cffa aeb78e cf62ff da3334 f68106
6d28ee 728b70 8a63b0 9b5115 a1bfa9 bd8700 bd90f3 dec25a
6d30e6 708c98 a5baa1 ac5960 b279ff c21100 e5aadd fc7b4c
6d39ff 7b6f5e 8fcbbe 9c0f86 b39e65 bca1ff d754ab e60300
6d3aff 71a1fa 865ea5 993011 b8acbb bd7b7b d95200 fdac12
6d3ef7 7d8994 7e4073 96c495 bc4723 c868df d0bce1 fb8309
6d3efe 704991 7696d1 7e7f85 8dd1ec 9b612f c2a889 ef7d03
6d3fed 76d3f7 7e3c84 88a39c a372c2 b54360 e60907 e9a461
6d41e4 6fa0a5 704d63 a96a6a bec6ad c581fc d41717 e2a546
6d46fe 72affb 747669 a52016 c07103 c9c3c3 e4ac50 ff1fa9
6d4890 97b6fe 985ef6 9d5568 aca6b0 bb0911 f15754 fcb524
6d4d75 738c9d 8237ea abc0d0 b9b505 bc6bfd cf4303 da867a
6d5437 789fe2 7b57ce 9dbd39 9f898a af6c0f b20178 debbaf
6d55b4 829dfc 9290a8 a21a26 aa5a6e b6c7cc e6a36f e73b15
6d56fe 6f6721 82baf1 8f9374 982961 b167a3 cac495 ed831a
6d5781 7b878b 83c496 ad8a05 b71beb bf2246 c9ca06 fa5cef
6d5800 70be15 7244e6 7c8464 9c85fc b63c88 bccc98 e59ac9
6d589c 73b98f 7f464c 9375fc 967688 bfb72e c2b6fe c64220
6d595a 899a83 8d44fe bf54a6 c21601 c5bee2 cc81ff fd9428
6d5ab0 9584a3 97a8f8 a2075c a56719 cac3c9 e1b019 f07071
6d5af2 795883 808782 963504 98c0ae bb8ddd ca7c06 f6b44d
6d5b90 754efa 95aeac 9a6d60 ab0202 b183f0 de6309 deb85f
6d6030 6fe16a 7c8f75 a739fd b62a8e bbb6b9 d583dc ea6a00
6d6172 79d6bf 809881 a31c20 ad1fef b9b93d c56102 e371fa
6d61fb 70b0cb 818186 934196 9c2a13 aeb3a6 eb4c3a f7b563
6d6366 8fc7a0 961a97 9870e9 b584a9 d10c18 dab4fe fc7b2c
6d6367 73ac94 775afb 932393 af7ec3 c5c0ec dc4e1f f1a62d
6d6396 7b7ff8 7fcba0 95757c 9d2b3a b0a4c2 f65f46 fdb50f
6d6441 6de41c 7880a7 9b1e69 a032f6 c0a8e8 d59181 e26001
6d6d5a 7960fa 79aaf0 8d3976 bdc3c1 d262a2 d3ae4f e83506
6d7083 9409ec 982f47 98d886 a587ce ae7966 dca7bc f37e02
6d7170 8a4795 93a3a9 a01f31 a045fd c5682a d3c53f ff6ffd
6d725c 8d448c 93bce8 a12206 ad4cfe b7cd80 bf9ca2 da6801
6d7382 862eda 893d47 8cbff4 b768fb bcd20c dc3826 f18779
6d757d 764096 79afbf 974c0c 999610 add515 ca34fc e29b8a
6d7b62 71497f 7fb3fc 806ff9 b72602 bfc79f c078a3 f76e03
6d7c6a 7231f3 8db182 ab6bfe af649f c32804 d3b0d8 f8621c
6d7c9a 74d7f2 7e4c28 8a2fdb a0aaa7 ab7a36 b674f9 eea657
6d7cd5 7f19cb 8fca6b 916a53 a52a75 a99ba1 e45700 fe9ff5
6d8068 825287 8c3ff4 93b0ad 9f2c04 b07adb ba7505 c2c02c
6d892a 7343e4 784d3f 7fc24b a877f5 bb337e d7a7e2 ee6c9b
6d8da2 6e5607 7cc5c2 8355cf af9474 afd316 b31162 b797fc
6d8e0a 746454 76a6f2 7c57ff 9cc847 9f0393 d8beb0 ea4f91
6d908e 903b7d 90cad4 9b0df3 a1aa79 c8491a ce6adb fe900c
6d90ea 78d5c8 921bf8 a79b7d a90c39 a94e92 ef1302 f29e1e
6d922a 8e18f9 8fc0df 96324b 9658a1 b777fe bbd147 dd929a
6d9698 7ad8dc 7c8a1e 7d5389 844cf0 8f394d c080f9 f7997e
6da489 7f3af1 8c4360 917aa0 bbc7cf cfb821 d3182e fd56fd
6da8fd 8582a1 8b5911 93db18 a039ea a50165 bab3c0 bd8a4e
6db1cc 743bff 8a918e 91354a 975fad c6c1b7 d84845 e79f4e
6db3e9 7a62fd 803695 a2787f b6b6b6 b7222d e86a0b fbb077
6dbc33 706060 7212ed 919384 ad592a b154de c5c1c7 f185f2
6dbe70 742ad9 8b4c82 8f9495 ad60ed bd4751 c0c7c5 daa1e8
6dc1ff 718372 853d6a 8a37d0 bac7b7 bd4506 bf6fac f9812b
6dc256 7651fa 78495a 817c56 ac0393 b786f4 b86c98 fd97bb
6dc3dc 7a9d2b 8625f8 9e5c58 aa0700 b7d339 c19b94 e1259c
6dc6bf 6f7362 763bf0 8c3286 8f8fd2 aca073 e64800 fbb335
6dcab0 760af4 8476f5 855762 a689b2 cbbcf6 d0111f e08f31
6dde91 803a84 857582 893af9 9fadaf ae2b26 bb880d d2a0f3
6de247 7d9080 8701fc 9e2137 a242a5 c9acd5 e50a0e f44afe
6e05f8 81908b 96359c 9dccfc b4be94 b57df5 cb323b ef8b27
6e0cfb 767ca7 97b7c6 a13b5c bb8080 d00c16 e2bb9b fa6d36
6e22e5 8dbef0 9c61f4 a05373 b61b18 b9ce6c f0809e f94110
6e25e2 845c46 8b9c16 9f65ff 9fb8f2 bad22c c43790 fd70a5
6e2fd9 7d6a94 7d9992 8a5551 90d5a3 aec006 c85c1f cd7fec
6e34c6 7b7b5f 8e4a73 9dd0df b970c8 cc1507 fc9990 fe6002
6e38fe 738582 82b3c2 8c58a8 a12237 c377fc e05d34 feab86
6e3af8 81444e 8accec 9bbb4c 9d78fe 9d7c5a c5158b f365a7
6e4887 7c6ee4 92b5e6 9f596b b9d11e ba0e08 cf9188 ec5607
6e488b 7f56f3 8cb57b 985064 b47bb3 cdc0d1 d55212 fa9f01
6e4e64 7fa8f4 847e9e b00fd7 b02a37 b0b3b7 ce7b4c dec435
6e4e6b 805ec4 9aa4c1 a77078 aa3c01 c3d002 df6c1c e5a397
6e50ff 73ddb6 799c99 883d61 9070b5 ba0d28 c8a8e7 d5925e
6e515d 879efc 9b45fb a28c83 a4bd66 be0c1e c94e9f e6adc9
6e535b 794ccc 7e9e83 99d798 9e77b3 beafd5 d21718 dd8d20
6e55b1 8ac96c 8c6476 9686e1 a31a37 bf91a5 c36128 d0b8f5
6e5bfd 843885 90a1c8 ab7607 ad3448 c9c3c4 d9aa24 fb3a82
6e5eda 725e72 869682 9b2e35 a8cca0 bc8fdb bf6d05 e8a506
6e615d 85d0f8 960c96 99c804 ae41fe b59166 d00c0e d650a1
6e63ff 7eac92 7f5871 90392c a182b7 d3b9f6 da4f01 f2a427
6e6491 71a093 8d3a45 ab27fa b6c6d8 ba7237 cc8af6 f99b38
6e6778 759a89 85d7c7 a8053a a844c9 c5b967 ca6100 e671f3
6e758a 86c2a0 9705e0 a47263 a90b0a e7560c e8afdf ea41ff
6e7788 7710e5 88a8cc a163e4 b7d415 ba034e c27a3b daaca1
6e7d5e 791bd8 876dfe 89517d 8ec39f ac8fc8 db6b03 f3b724
6e7e97 6f1fe7 7cd5eb 8d5050 9db290 c45ff6 c63409 ff9c08
6e819d 8337df 8dcdca 992b62 a28476 bea0f9 ce2308 ed8004
6e8d82 81aff1 8a3787 a047ea b4b9bb b82034 db771a e5bc87
6e8e85 774b80 7840ed 91c59e ba4a34 c06ff1 d5b7f2 ec8c22
6e96ca 737681 8202da 998302 ac3748 b6c8cc bfba11 e28782
6eaef8 754f7c 7a6bd6 95819c a74527 b1b8bd ca7b74 e6bd72
6eb0ce 775457 793ef5 86977d b73b90 b9ccaf f1220f f2a54c
6eb534 72542f 78d6f2 85876e 9c37f6 a93176 c06fbe c6b4a6
6ec14b 707d4e 7a497b 8e25f5 a47efc af7190 bec8b0 dba1cf
6ec6c8 7c27cb 96678e 9a82f1 aad24c ab3a4c e97484 f31404
6ed3ee 847af3 8b7096 901fa1 a4a5a8 bc1a14 d5b00b eb6468
6ed9bf 7d795f 873195 a2ad6a bc3cfe c91102 e651a5 e78cfa
6f14f2 74988e 8f6447 a39f11 a757ff ad1a76 c4c4c9 e989f4
6f1ee8 737af9 786047 a2b6e2 ad8c13 c12489 eb718d f1b856
6f25f1 6f785a 9c71ff 9eb6b5 aa6495 c41000 d1c273 fd5502
6f26ec 78a112 7cde5e 895e5f a460f3 c0abde ca2094 e5869a
6f46f0 749874 75d9d2 84454e 9e6aa5 c092fc c2411e f6a222
6f4e62 769a83 8236f4 90d99e 957aa2 ac5e04 c1b2d4 e99120
6f507b 915bfd 96a2dd 9a4e48 9a808f c2b4b9 de724c fab52a
6f523b 74837e 92c496 a32789 a816fb c681c4 f24d19 fdb02a
6f52bb 768ef7 794c4e 9bd2ad ac7872 afa4ba e51916 fe9842
6f57e7 70a7fe 8f9c84 943c65 b770a7 deb9c7 e30c25 fd8c28
6f598d 836aed 88aebd 9a606b 9b2d10 cacd00 e15711 ef9b85
6f5bf7 75b7b4 78817b 92418b a50838 bca7ff d0692f d2c656
6f5c82 7866e9 804845 89d0f9 9eaf98 ae88af ce5c36 f89b2c
6f5d82 70947c 7f4747 9cd1b3 ac0ff3 cdb042 e32b12 e860d5
6f5e4a 6f7b95 a50ced a5bac0 b47cf5 e2c107 e73c00 f38070
6f5e7b 83969e 98d492 9d223c aea601 b839d7 d94f61 f380ef
6f5f79 7e5bfb 7f4a22 85b49d b77bc2 c06809 d2bce4 f49c28
6f6042 748292 76adfe a6947c ad2ee3 b1b7c6 d36707 f9b555
6f61f5 785154 a394ff a5c22c ac2987 b18c70 ea1d08 fba7d4
6f6387 735dfa 834810 849698 9e7958 acc8d4 ba90ec eb9d2a
6f6555 7227dc 7cd7c3 7f7eab a6937b b95107 c1a9fb ea8a10
6f66b4 765d6e 9b2e36 a5a3de b58079 e2b4bf e4371d ff9452
6f67fd 775d03 88969a 95d3c5 b9099e cb9df7 ed871d f3165f
6f737e 8518c6 8da2c5 ab60f0 b0d40f b72346 c8a7a4 e6634f
6f7669 77d9a9 9d28a1 a11e20 aea0b7 e43607 e5a919 ec27fc
6f7be9 7d00f6 8a5b43 96a077 96bbf3 c81c96 d7bec4 dd9500
6f8095 77c5d6 978b78 9b2cb5 a02343 b4cd9d d764ff f58417
6f82b0 7033c4 84bcd0 8a4c6b a88180 b84030 eeab8f fa6f21
6f8491 7623d7 914b56 a66bfb b1ceac c73303 d59ef7 e69042
6f84ac 83496a 91bfe9 993ef2 b82e20 c2c8aa c37671 fe5c0d
6f859e 8227d3 9a4c64 a1bbdb a9ae47 be66ff cb3321 f1b1ad
6f85a0 7e23ff 87744f 91c493 962a65 ac69fe f17810 fa9df0
6f8983 7e4f17 9632ff 9fd1c5 b0850e b3008e b7be74 ff63d6
6f8c23 735dd7 7c5c5e 8bbc7b 991b7e ae8bfe b57e96 d4b0d6
6f9642 706054 9051ff a7c636 a90602 b1348d f2a7f5 f55faa
6f988a 835e96 8f4ffd 92454f 9ccec4 b7ba69 d74f20 e081e5
6f9bb0 737661 824773 96ceef a9a98d ad410c bc42fb e1ad08
6f9e7f 7f5248 7f778f 84d5bc 9f05f5 b2bb5c d65802 e460ee
6fa093 75d7ee 853b72 8d57c8 a97c03 b18bff b61741 bbc02a
6fa7ef 724f5f 855be2 a0789a aa3813 bfc3d2 c9b810 d07264
6faeab 7f5386 893efe 919904 aa0310 ba9ffe bd5e6f d0be70
6fb8c3 707076 9e2335 a09f81 a111bf da44fe dd4716 ebbd4a
6fbedc 74768d 8727bf 9caa89 a44537 a968e7 c38509 ebbf00
6fc2d1 72753b 814472 839b8c 8d10fc bbca9f bc58d3 ee840d
6fce36 72448e 9a957a 9f3e55 bb47f1 db2319 e3b8be f46ec2
6fd253 824e98 8789f8 98294c aa9bb9 c26973 e10019 e7b7b8
6fd34b 754dc0 943b05 947062 ac74ff cbc4b5 cd6401 d58dc3
6fe412 7352fc 8f7375 8f98fa 902e84 b52626 cca5ba d2783b
7006f6 70664d 97a599 a158fe b14597 cca0de ea5206 fcab48
7018ec 82c794 878b90 9a6c49 af0289 d1b9f0 d29c24 f331ee
7021ee 87c392 999607 a15fff a9409d caca26 d72561 e57dca
704a7c 70a7f8 8446fc 97474c a6c24b b57ea1 d94d13 fda4b5
704f67 7dba16 8328f9 b56efe c7606c c9c69f d50a00 e996cf
70527d 7b8184 83bdb9 ae8f06 b200f0 b62e3f bbc772 fe49ed
70541a 738b61 8049e7 a3b7be b181d3 b64b89 e3ba8b eb8202
7055ff 724892 768165 aa76af b13107 b2adb4 df730f e6ae82
70561d 76856b 8a0dff a7befa ae71fa b6b635 bc2c9a d77dad
7058fc 84d4ef 8f526c a12909 a185d0 a6c62b d25b4d d39a9d
7059e6 714a7c 77d8d4 888a91 9d4448 c58cff e9a28d ff511f
705b89 7768e8 9eb0fe a1241c a199ad b46e6a f44d14 f8aa91
705ff6 78c7d8 795507 8a7ba7 aeb130 b2256c cb757d f4b1a4
706088 746ef0 86444d 8d9495 a4cdb5 c63602 ce9ddc f07153
70615d 9069eb 91c89d 9c0988 b58ba6 d2b9fa d8210a f88626
7062fc 81888e 854191 8fc4ad b0394a c3833a c38ff9 e4bf18
706575 7d927d 972d40 9bc5bc af28e1 b78dc8 df361a f98f02
706862 7774ff 87440e 92cff9 98a6ac b78151 c8bb36 cd159d
706a36 7a2ece 85da8f 889a7f ad5b92 af5dfc e98dec f57921
706e74 7138f6 758ae2 82388c 93de01 aaa7ba af6a34 e0ab8d
706f96 727eff 8026bc 947b01 b0bee0 b91a52 bfb018 dd7882
7072f2 725053 89cfa3 9f99d0 af0688 b5af21 c86889 d60611
707487 78ba93 852eb1 9f4650 cdbae7 d8ae38 db3d0e e153ec
707586 8640c3 864721 86b995 b97924 bb71f7 c7ca56 f095d3
70839c 90c3ca 913f3d 933bd7 99897c b093fc cdc599 d18233
708c83 764974 9e28ff ab3b07 b3c59c cea3c2 d05ecd fd6635
7098fe 7b7972 891cf0 9b4ca0 a0252d a5a8a6 df562c f4b66d
70a3fc 785236 795be7 84871b b10a8f b6c9d2 c2ae7f c770a7
70aafc 758589 7733fb 824839 915fb2 b7c8db d5a79d f0591d
70bca0 7a838b 883281 983fe2 ae2d05 b1d36e d0a6db e3614d
70c6a4 7c446b 887d81 8a4bf6 af383c ce71c9 ddc23b f53c03
70c89c 818b90 8a2bfc 934157 c56ae6 cd3114 d6b2df fb7a0a
70ce69 7a6492 804d3b 869681 b719f8 d1c0c2 d25a19 ed7cd0
70cff8 803ade 866a5b 8a89ff 9a1d7a bfb372 db4aa0 e41704
70d7e6 8aaa98 8b43fe 97458c a6153b b679e5 f11329 f2a153
70d8e7 7f3efb 81949d 9a268f bab599 d83244 d86bf3 fd8005
70dada 7a5a77 8a5ddc 943a2c 9e9be5 a3909b d6510d e09d75
70e428 790de7 7c6a80 7ca85d ab3a22 b6a6b3 c548d0 f58bfe
7115ed 767164 84c6d3 90477f a8a785 cb69e9 ecbd46 f33115
7122e6 8677e4 875864 91bdf2 a08ba3 c93b12 d3c91b e7857a
7124f8 878392 894fa0 8b86ff b6b1d0 b94846 faaf91 fe6d01
7126dc 7994f6 7cdd31 848199 876e01 ad2c63 b6b1c9 cb9b85
7127e2 869a95 89689f 89cfe1 99514f ba86ff d2ac6b e14912
712bd3 7f5c51 7f9f75 88da83 c13800 c7a2c2 cb53ca ff6a09
7135c3 73a033 7edf49 7f5d4c 9f62fd afa2a0 c23f89 f28bf0
7143f6 7c8a6f 833c7f 8cc6ac c678b3 cf2609 e4adff f97709
7145fc 992f1a 9c5ba6 a8b1b8 be7eff ce7902 e81766 f3ba25
714889 78a7fd 864cff a68987 b1cdbe b66907 b80f4c e6ab5b
7149e9 7ab0ba 80921b aa0519 b05575 b578fd c3d00f e9a38a
714c66 7e8069 9c27fd aece88 b32501 cd56be e39cc9 fd5512
714d60 74c1f1 7e948a 844cff a13e2d ab68ae aecc9e f66304
714d65 748bca 7844da 7c7e70 98cbff a7adb0 b7461f eb7738
714d81 727c6a 872df7 97af83 c463e2 d45615 e1acd6 fd940b
7153b0 7b4765 7d95f9 9e7a9d b3b8c8 cc463a d7c62d ee8a84
7156ec 788368 78c8b8 95417b a3191c b0d253 b48bf2 ba840a
715717 74abd8 796cc2 868d06 a6c522 b70674 d36b8b e9b5b8
716183 91969b a6ceab a82602 b427e0 c68ae4 f22c5c f69d49
716256 7808e9 787cff a0bed4 cc28a5 d10205 d2ca00 e6886c
7165d0 795d59 8fb4f5 991877 a087a2 c4c6bf e81000 e9776b
716980 745132 ad8a76 aebcbb ba21e4 d75601 e0c251 f66ee3
716f86 807ff6 8131a3 ab2f4e b9d304 d69fc9 e80905 f3786b
71708d 7ec7e1 8e37cb a5193c a5b750 b373f5 be6e6e e71205
717173 7ab1a0 7e07db ab341e c746c6 c9a7de f05209 f8af59
7172fc 8ab4fa 8c6e69 9fa1a5 a61607 a62898 d2be69 e35718
717760 7aca72 8683fb a90407 ac1c9f b58db0 d0b8ff e24501
71797a 79c5d1 9a10fd a4a593 b3162a e253ef f1b74d f73927
717d90 7c3b91 9528ff a13a5b a4cd6e a6812c c6a8bc f266ef
718258 8334d4 87c6bd 9f4c86 a02308 b49306 b691fc bbcf79
7194fe 723af4 7c408c 837a90 a8afc3 c81e58 debf0e e68074
71b593 7e838f 8b22e8 8f2c7c b9a8d7 c3383e ca60fa e7b44b
71b99d 827cca 8527e7 a4142f a85d7c b3d264 d6a6dd ee5a0a
71bdf7 766c5f 786ef9 85ae34 9c0b7c bc0001 c4779f debcb0
71c8aa 7d437c 8156ef a17d94 ae92ff b52c02 cacc39 d87451
71c9c9 7456c6 986889 9e3729 b383f4 dec335 ef3e00 f77b8e
721ceb 7679e0 787187 a04845 aab7df bea3a0 e46324 ffae66
721cf3 7a9b84 a0d1a7 a23490 a35efc cf1825 d599fc eb860d
722de5 7c6179 9e94a6 b9c4f1 c05bd9 da0624 e7a494 ff750f
722ffe 916881 96138c 9d77fe a5bdd3 c29a00 ca5654 ccc5a8
7231cd 7876fe 7cbfab 8e6087 a93a2d ac99cd cd7625 dcc34d
7238fc 8a648c 8eafc7 913641 a473f8 b3d414 d3ad8d de432f
723db7 818ffe 81d9ac 918875 a65a8f b7b1d2 bb1f09 e29143
724d80 778c93 9ac1bd ba96f2 bf0d3f c315ec f2bb01 f45f42
724f59 7d8a86 7dc998 af2f14 b319da b3901f cfbae2 f954ff
7251b6 8bbfa8 8d3659 9a81eb a57094 cd1520 d2b9e5 ef7623
725ae5 7e4a25 83c692 8f8480 aa8dff b4057f c4842d e1aedc
725af0 7f5776 8c9288 a41b33 accbc8 ba6512 c180d4 fb9c41
725b71 8659f0 8fd999 913730 b1846e b791fa d84d02 f7a20e
725c72 770fe4 7d7fe0 7ebee9 979388 a16339 cfc3a5 db902f
7264ff 796598 883f4f 97acee bc0b09 bd9197 bfcc8d f54a3e
7265f7 873291 8db89a a179a5 ba2059 cba9f2 d3783e f2b948
726e6c 779f35 7f4c1e 821aff 84d4e7 c483fd c933a6 efa094
727172 85a5af 8f1fdf a41031 c061e5 c85d21 cbc1a3 f19c3d
727177 7bbfea 8322ff 9b3231 a1a2a5 b65dd7 f6b501 fa5144
727268 78c2ce 7c4575 9004fb 9cae85 db4cfa e1521a f7b131
72748e 8029b2 97473b a0b8ce b19f8d d644ff d8550a f6b552
727d76 7929ff 8cd957 a21f2d a3449d bfb0b5 dd5518 e661f6
7282f5 787f7a 7b23d2 7bd1f9 9c5498 ac3c1f b39906 fd81b4
72838b 7a3c95 7f1eff a0cbfc bab9ae bd324b bf61d7 ed7653
72839f 7319ea 815e1c a8b9d3 bb5cfc c4276f cacd26 dd9277
728772 74536e 80c389 963dfe b072c5 bc291d e3751c e6abd3
72a194 88d6d1 904269 904ffc a470b2 bd2b2a bda5fe db8f36
72abfa 767f9a 797402 982bb4 a11056 aeb2ba eaba43 f5566b
