# colors_mcd20.0_mld2_nc6_cvd100.0_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
c3311f 4dd02c 0047fa cec8ef 844d8d de7193
f28a05 c6dbab 5ea9a2 6322f7 e8a1fd ac3545
746f4e adaca0 5ead12 88fa59 ed8dff ca10dc
dc7400 86f279 5ead83 8d52f1 cb92d2 844178
a7280f f9d62c ac9c05 5eb2e5 7868e3 845279
954911 5ecb79 9a27e4 e9d6ef c486cd e5208a
746b2f cbdbad 5ed609 6e6cdd f4a4e9 c7678c
859106 c5db12 5ed7e9 7827ed c762de ad3e63
f6d15f 699288 5eddfb 8e0cc7 bc6bc9 cc131b
7e6704 5ee948 bdbee0 8208da cb51f7 bb366d
796a1d aaba2f 5ee9b6 6b6bf6 fdbffe e5118c
cb1a00 777d64 88be43 5eecec a12aad dd65e1
b8d419 628949 5ef3b4 6c94ff 844799 c686a2
e3bc22 5ef4b9 848787 bd5deb 973483 bc1225
9c7b14 5ef758 646efa f996ea ae108e fe4a9b
b2aba3 60864e 5ef86f fc01e5 fea8f6 9c487f
fd460f dadfc5 5efa3a 9848dd a50271 c59bb6
e0837b 737228 5efc00 704ece d8b5ff a31565
747114 bac708 67b37a 5efdab e78cd5 a01478
7c8419 62d868 5f4eea fc75f9 f0cfeb 903b65
665c44 fad46a a29a60 81b3fa 5f50d3 c8639a
ab7360 e9ac4c b6edc8 86a0ce 6155fb 5f567e
bd695e e0e002 6ee89d 6465f9 aeade8 5f5883
dbb47a 5f5c23 99e8db 6c96c8 9b0fd2 dd2b86
f20803 6ae007 5f68cc 9b91a3 774c6e f3c3d1
5f6916 6eea3f 905bf1 d8cbe8 c70a82 f86f91
86872a 83d92a 5f6bba edbfee 8d475e f96e94
cfbb5b 5f6d4a 76a293 6deddc 8701c7 d347bb
d8dcc9 5f751c 81c136 7f04fa f48ccd a55979
bca205 dbe497 5f7634 8fc9ed 6b1ff1 e4119e
824c4b f5d70e 66c375 5f7e8c ca9efd ad49f0
f0be46 5f8502 d4dddd 82c8fd be159e a1727d
cb7850 ddc842 66f8e1 5f8af5 8f6993 af0454
aeb1a2 60f057 5f95c7 9a07ae ffc5f6 df3942
844735 ff4d03 81f724 5f9a73 a73df0 fc9ae3
837e33 b2e63e 63f5ed 5fa2fe 6054d6 d58b9a
7af724 5fa331 8350a2 c48aaa fbd0dc a90318
635b01 5fa402 77e463 9e11c1 f781be cf2d6b
8a5620 b5aa2f a3e9d1 5fa4cc a111fd ee017e
f9ac02 756708 d7d9d3 5fa878 da48e1 a90879
d31a08 a8c03a 5fa8fb 833e97 c26186 e9a7b2
e1a63c c4d6b2 5fadd0 8f30fa a80b86 f5478b
d74e03 d8be65 cbdfd7 5fb5dd 6c32e9 895f67
a5a182 b6e56a 5fb7dd b826ea b62b62 ff1018
a0842e dde820 5fcd98 ac95f4 a12bfe b01c74
cac6b9 5fd638 7735f9 f95cd8 96868b ce0c2f
eb9530 a6a190 746e47 5fdfd8 6d78ed a50681
a47766 f4b003 d6e1ac 5fdfe7 7491f5 c81094
d3dcd2 5fe161 d4a4db dc2ae2 93317a f00d50
7e4e43 f8410c 86a07f 5fe46d 6b62f6 d4d0f7
a32b24 c38419 bfeb20 73908e 5fe5f4 854cd5
7b9934 5ff6a2 9119ff f0aceb a26f94 af0c48
f51402 e6c906 6b9e75 5ffcb4 bb4ca6 a21243
a0e76d 6025ff 8c68c7 ebb7e4 b61654 de7e7f
8c5352 dd2a02 fa9514 a9d4d2 602af8 9983ab
ddc77c 9ee2e0 9594ff 6039e0 ac7b9e c62b3d
d24410 f7d24e aca27a 8ab0c2 603bd9 7d5375
a2a284 72d803 603ecc c45da9 fdcbe2 e9111c
c08c26 606014 98e9c2 8c6ffa d9b3f8 ea3d8f
c58b75 606323 6bf743 9790ad ad1ef3 d2cace
c02c13 987f72 6fc937 60677f d3aef1 e912f8
ee1701 7de242 9ea69c 607261 df9fe4 c223cd
60bd10 61fcae 6076ae fba5f2 824362 be2023
f8682c 69fdc0 607c86 972cf7 d989f5 b1193d
9c8806 a6c68f 69ddf7 6081b7 7c1ad3 ab1e51
bae201 608350 67b7a4 a754e6 d49dfd aa2d7d
924e02 acbf8d 88f731 608b6b f00fdd de91be
7b5352 609101 6adb6f dddedf e291db cb14b2
d4100a ef897c 72fa38 60a0c1 8152c4 7e4a51
c3c470 818b3c a0e4ed 60a7e4 871add c01878
854c29 9deb0a 60a812 6f5fee c7b0dc de2480
847135 b7c805 bfe5ec 60a9e3 635e95 e68e91
e49e9e d2e458 60b1e6 656376 8c0cb3 e32741
9dae32 b7f08a 60c0fa 6d4e91 de7893 c7153c
c70f0a eeb37f 60c6fd 906dfc a987a3 71585d
70554d 859c33 b3e27f 60c8e9 8306f8 de199f
894701 abad1c 60c99f 666b72 a801f2 f95ac8
89582e 60ca4f cacecd 9a57ed eba0fc d56c8c
775f0f c2ed42 76ad21 60dbf1 c357d3 bd046f
8b4314 eedd87 83af25 60ddda f612f9 a07c8a
c26053 60e99c 70788a 7739b2 c069f1 fe9fd8
ebda5a 6d9f56 60ead5 6640f0 e15fac 8c4352
e0160e d9b615 60edc5 6841d7 9c7bd3 b26c79
6d7d59 99be77 60fb0c a45dcd edb6ed a60f74
954f43 71b713 60fcc2 621aff 8869c3 dbaded
bad311 7d8d3a 86cccd 6127f9 c084fb b20d6f
9b4221 978773 73ba0b 612af5 e3c6e6 e256ca
c8e76b 66dbce 613afe c77ad4 8e5280 d10548
e17908 fbd877 98a8a2 82e6f0 6143e4 a367a3
e1481b efd758 75e3d6 8599d4 6143f7 876472
91ea78 6149f1 e37ace f8cfe6 91667b ef1f28
996244 ecc717 77c392 dbdaff 614d97 ee6cbd
efbb12 c5dab8 6ccadb 614fc1 a67195 d01422
6c8d23 b8edc2 6151bc aa7cff d48fb8 a24a70
804a0d 7a9751 7bde0c 6153a1 e8d3f8 e180f3
fd5923 f5ce61 a7c0c4 7870e6 61547c ad3c47
ac2415 947c75 73ae1f 72f879 6156e1 f0b3ed
e58c41 a55d02 615a50 d9e905 6bbfba 726cde
a67b53 f0da87 a9ccd4 8685ee 615f6b 8823a7
d2978f 6edf12 616271 a892d2 af1edf e50b18
e5b270 616e19 addae4 8d94ae 6b3bd6 94566d
e3e526 617909 94b254 99e6d0 658dff e910a4
c85925 c3bd8f 617b7d bbe2fc 68a7dd 8a41ac
617c56 6dcf74 ad95bc cb11f2 7d4373 f5cbde
fa816b d1ed0c 94d3f4 617e9e 840fdc c92830
e8743d ebd102 76bda6 618087 882cf5 aa1314
debe0a 618437 a8bbb6 7333c5 fa4cee 93627a
cbc1ba 618805 81ff44 8fabe8 c103c5 79485e
ddddc8 618a04 7eea4f 904ee8 f88be5 d04c81
884d4b bed967 618e07 634cec ed96e3 ff0b87
dd4a2c dcc311 619c81 d3ddff ae81f4 803f8b
c69b13 868d8e bbe2fc 619de7 7e40af cc032f
eeb621 85882a 7deeca 61aba7 853ddf 913a49
f1bda1 d3682e b0f011 61cff0 6257a9 7c6669
a86010 f5d105 61d38b 6d38e5 c6b8e1 9e78ae
c48320 e3da28 61e4a6 b99bfb 784193 bd184b
d1a19c 61e949 867a9d 7e0afe 8b3a56 d81e20
bf3221 cd9f5f d7e309 61e9e0 928eef 96329a
bccb0d 61f1e8 899ddc 7e56a7 c85b63 ab070b
953635 d37056 c2c82b 61fcc1 90afe0 a34ff3
746546 7e9d13 61fd0d 6573f3 a60388 e8a7bc
8f4718 c4db4d 6231e4 976cb8 f5aad6 e1426e
c0e950 7ed2dc 623bdd ac6ca8 e00f5b fe8b94
ec645d 9ff392 6241c0 cda9fd 8e6f91 be000d
ce4e21 c7d35a 78e7ff 918de9 6246c7 76686e
da7353 e8cbb4 a7de08 6248ec 9d7bb4 b20815
886e41 9ff85d 6daee8 6251be 982660 eac8d2
92e945 669f49 6253e9 b08efa b45a93 f8c7e4
9cb761 7bf8c5 6257f4 b27dbb e9b8eb d42962
aa6c09 8bf375 6258fb aa9ed9 fd2d94 a41148
f7be0a 626603 b7eabe ad96d3 9c10ea fe2a81
959090 7e4c40 c46d1e 72db7d 626eb0 e2b9ee
62700f 97f101 79ac2d 7617ee ab5fdf edb1fc
a2662c c7d47d 62706e 93d2cc 6b06fd f019be
f72c15 edd502 a0b1a1 627773 74d3f2 9a41a9
b43a08 f27b14 dfe572 a2d9cb 627c76 c74bfa
806868 a6480d dac366 81c7fa 6280ab 7903ea
7c6d6b e66822 7cf383 6280ca f0adee ad0411
b83025 f3976d a6e4e0 6292ef 8f1ace 97818a
efde4a 629441 6cd4ca 7e23e4 b574eb 9f1a4e
be3610 becc0a 72dec9 629a9b b479f2 783ca6
af8382 ec2917 c7cb81 62afc6 6b40f2 923a70
d1b9b5 755d01 a7df01 62bfe7 784dcb ef2669
8e3c1e d88f12 bdd396 62c1ec 8c8695 a904e5
b13e1f aaa263 bacec4 62c3f0 8f6ed7 7b4b5d
765f0f 9e9c47 cbdc36 62c8ce 8467f1 b2208d
d14910 c4cab8 62db2b 9b88de 6732dd 89596e
b6df0c 62dba6 ec3bf2 f3ade6 a32686 ec0f60
62e313 84439e ecd6e6 ef6aac a60b4a f10226
a2201b ead31d 62e3c7 785ae5 bea8f0 aa7894
c6100a 62e55c d3c9f0 723fdd 8e689d c96d70
7e8f58 62e754 7398e0 9e1dfb 952384 f0cde6
c30e01 62f50b 6b7ba6 b7b4e6 80495e e7b4b5
b6f21d 6ab879 6321f9 9f66dd e6bef1 c5086c
a33113 bde39b 6326f3 8a60a5 aca0ad fe2761
8dcf66 6328ef 855ea7 d7b8e9 d25e6f c00007
b41300 cbdb4a 68a972 6328f8 9463a6 fd8cfd
f33e39 77f916 c8bff1 633de9 8a71b4 fb899f
d3b7ae e7882c b1e6fa 7f9fe6 6345ca b13657
9c7070 b22204 f27d3f f7de22 a0bce5 634bb6
f8270b ecd862 81bba0 6355a7 aa84b4 a80248
a88a6f 635a06 84fc10 900df5 fa48fa eec2c6
f9960a 635c06 d5e0a5 898f80 84cde2 9741e7
63602d 8dfb0a 74b628 c3b0ea af378f ab8186
a98322 c5d96c 636461 88d6c9 ad8eff c20ea2
be2d1a a4ac26 71c8bb 63656c 9315a7 f13ff2
78524d c15316 bf9e86 69f912 63659e aaa5e8
f6ad23 765c26 65b7e3 6367f7 a40864 f92e73
b0d740 82f8cb 637cd7 d6a6d2 985d7d b30427
ed714c a3ee3a 637e83 d69ef2 a73bc6 bb1725
82634e cb8118 c6c7ab 74f728 6384fc 7316f4
8b5543 fcd0a8 ef9419 639797 a5cbde 9654d9
b09c99 639c32 a1df89 fa8ae1 dc02a2 80484b
e62009 f1cc69 63a795 b69bea 6a2ae0 8e4c89
825601 63c12c c8c9e7 6d43f7 c978e8 cc0c7f
725048 e3864d c2e2bf 63c4ed b41f9e 8f8489
cb1c14 efd5cd 63cc05 8c7f9f 7615e1 8e4357
b5a439 c5ee24 63d4b7 969acc 9745e3 dc2571
da9674 c2ea1d 63daeb 7114fe 9f5bbd c82866
705b21 65a425 63f003 8b1efe c350b1 cbb4b9
898152 63f12d 8008fb eb5df9 f8c2f9 b82792
decc26 88a261 63f1ed 7d39d5 dd73e4 a60a5f
b28801 63fa2a 9493d0 7120ff bc0f67 fdbbbc
e3a191 83fe27 a086e7 641bfe decaed cf0555
b73936 f0dd08 66c486 6423fb c7affd 936ad1
7c893b c2ee2d 879df8 642ef7 af4875 f57e9d
895902 b3a10c a1f760 8795e6 6433fb c70288
f37119 b7f226 69cfc9 8c83fe 644db3 b82750
dad13f abecde 644fbd a495cb c51e23 e97e7f
c91c09 68615b e39219 91e1aa 9692f6 6451e0
8f5e05 c1de6b 82c9c9 645393 cc7af3 ee4b75
f6542b 9ee0b4 6454da 817d8d e8a7f8 a11c3d
e12604 a88e77 9ee963 bf2eb9 dcc4cc 64575b
aa280f f2c47c 71efe9 645bc5 b292ce fd306c
dfc71a 739268 c1eabd 66caf2 645efa 7e438a
cd8b6c 835c19 6bff5f 92a6c9 645fd4 a5025f
b7230e 67b424 6468a8 c495fe fda6c1 75555a
b00b06 84cf26 646c5c 7016eb b052ac f6b2ba
f50602 feb904 b4a98b 90e7f3 6471b4 ab295a
9c3511 d8a56b dee701 647669 b4d8d3 e62bba
a61804 d3821f 8bd099 647c6d e1c8fd 9e1aad
dac538 7ee9c5 6484ae 852cd9 a3205a f61741
c42f2d 69ebb8 648781 b263f1 91248a f8aaea
648925 74de05 c7c5cf ba68fe 7e03e1 bd0069
9c4b3c fc5e11 ddde19 9de2b3 648ca1 6f37da
f2d4ac 648f2e 71cd14 724beb c070aa 9f1c65
649020 abc194 6bf41e c90ac9 efa6d9 73525a
db9d3e c9d8c7 6cdaff 6492f1 682aec bc316c
ae3932 bd9687 88db0f 6492fb 7b3cb6 f0d0ec
ddd6bb 649a37 6de721 8a27a5 f340e2 6c6768
8c4134 d1d062 649b6f 99e3ca 8e29d3 fc45b9
80570b 859d06 d1e391 64a5c1 7820df cf467b
e3c16a 64a68c c8d3d8 7b27fd 8f59a1 f11a23
fa2e21 f2cd50 64a787 78f4e0 a00fd5 ca7dce
e2d3bb 64ad23 6df12a 9a78e7 7d22d7 d4066a
dd703e 983701 bbd099 64bdd6 8959f1 6f5b61
65614c 64c867 fb5efa c013a2 b38da5 f7c9dc
a2402e b5bb3d c4e3ce 72949f 64d0ff a33edb
6a8166 64d658 d6d9d9 8539db fc5ab7 a80d0e
db521f bcd542 70997b 64d7d6 ba80fe 8a49bf
64e420 d2dfce d8a3f6 6a646c b745d7 d6252a
a90803 d36819 c5de4f 64f5e1 80a5bb a02bb4
d9c0b3 64f851 8b96e9 7d4aea 7a4980 eb4866
f1945f 64f9d8 83a5d3 6c6d8c b902f5 b41619
974226 73f585 652dea ac6bd5 f99ff1 f33f75
af804e d5d825 6ecaac 652dfb 996cde 9e0a6e
ebd7c2 95d309 6532e6 cd7ed2 8e4a88 c60d4d
8a7009 9af804 7973ff 654e8e e4bfef fa649c
65573b a59f0c a4ef1d 82a3f2 6e65b0 f67c95
655a46 9c8944 bfce3f 8ae7c1 c31ec6 f683dc
655d5d b69842 e3de4a 7ed4b2 8625fc ff2eb7
e1ca1d 655e0c 679f42 6ef8dd fe74da a8647d
a80606 f65343 8dee93 656374 b6b0d9 bb28ce
b0210b fe5301 6cc198 65676a b914c5 f286ec
d3e34b 657b0b 93b182 72e5eb ae4fc5 aa216a
a72700 a6d51b 657b6f 67fbbe ea25da cc9bbb
954d4b f92200 73c3fb 6586a3 8127d2 e2b4b7
98411c 6bd63e 6588ef d6daff 92688b d69fa8
658b53 6ed65d 8d07ec df50fb 824768 dac1c8
ac3e36 d18d2b 99f51c 658e83 7026f1 d4a7f3
d9bc92 b5f113 65900b 65eaf7 e60ec2 923748
e5d511 8cebfb 659efc a828a2 df809d cd0c46
fecf59 796a20 b0dbc8 659fd4 8505f9 fd1b8d
fdb731 65cfae 74837f b5a6e7 a506df b1191c
dfd2c4 7f8944 65d248 a529e8 fd78d8 a60c57
78512a 65d45d a692fe 795caa edbde8 d37d9e
896d0c 65dc07 9fa49c e004fd fe9ff5 ad1f6b
b59c53 c0e613 65e1e5 6851f1 c94e90 a50c36
e69f60 65e2c6 8d2bff d2abfc a96eba aa0847
ee6326 ffb782 65f7f8 7488bb 782cc5 a44952
9f441c a59364 cbd5b8 65fb45 8988bf 7128e8
dd2f03 65fe9a 79a0f4 8140c7 ddd0e3 c47991
f0a179 abd1e9 6611ff be87fa a941a4 dd355e
d4d92c 8cf2c6 6616ff cc89cd b13093 f91a3c
785d5c 7d9652 95d353 6630f9 d4c0e0 d160c9
847429 9fae78 77ec2a 6631ec fb88fc c9498f
a64600 fbc418 7ca86f 91f5b2 6642ed b67bbb
903a1a 797f6d 67d36d 6645e2 e5d1e7 d387d0
915950 a89739 f3df0a bddbbc 6646ac f675f0
75b710 b0f28b 664da7 a484df e5b6e4 cd4d6e
73e262 788be4 d7d5fe 664da8 bda4ad e30140
e4cdcb 8b7001 6dda4d 6655e5 972c55 dd6b8c
d84747 a7e099 ebd6f2 a926bc 665768 c392af
9c462b aa9f10 91f868 7a70e7 66586f efc7d2
eadcbc a0e918 6659da f68dc2 8e4d6c d0162b
665c02 77b903 d5cdf4 8421f2 c46be3 c60386
c08a43 f2dc67 83e1e2 665ebd a196ef ae0209
8e5e26 c09b05 8af697 899891 66616c e12fc0
e28a7a 82551a d6ce1c 74cac9 6663a2 a590f5
b37d2e 666560 7ddd4f 915ffc 893287 e4ccd5
eda74c 666624 839d8f c8d7d7 751be4 c845a9
666b05 66ae6f bbeac1 deaafd e911ff 992794
ce8b35 ebd202 666c5f 93ebec a089d5 a00290
666d09 69b230 84fa55 e1c1ff bb2ea2 f680aa
b50a08 b29f35 667264 6feca6 d9d1f4 de2ebc
bd8c08 f2d503 66794d 78e2a7 9a93ef 9228b8
b40500 a3f413 669468 ad00ab fb4df2 e2b1d6
aeb104 669788 73d8c6 b72fc1 69535f b5151f
f5a57a 91622b b8e9e4 6697f0 690ffe d72397
7af39b 66af8e 8b25e0 e799dd ba549f c2142c
8f4003 d6d2a0 66b806 b817e9 fe7af1 e31d68
e1941b d4e88b 66cbce 8074fe 9d088e e71463
9c4237 ba8219 d0cd36 66d1a3 758a93 a456f1
8e4808 8f8476 66d962 9a0be0 d553bb ebb3db
8e5b0e bfe148 66dbc9 673df3 b085cd f14877
ea810e 66e5a7 9218ff c07ce8 ecd4fa e8055c
a03f38 66ea08 7e69d2 e7d1fe 6c5674 be8fa4
a11f17 66f705 7ea072 c73fcd 795f71 f795d5
a06f63 f04802 66f845 715ae7 eeb2f2 a80074
b12a2a db795d 66ff74 6c86a0 d4b6fb 8b11cc
887812 69d552 907afc 671cf6 f5cdf9 e52d8f
976302 7384ee 6738da b7acc9 b90a63 ff6668
c8dc36 7fdcc1 6738db c86ed4 aa3474 f11640
cc4611 b1aba6 baf141 78bef1 673ee6 776989
8d3c36 fbce01 6fa768 77d7f0 6740f8 b06aa8
f0390d f0be63 7fd5c5 6745bf b790f3 904c69
fc300b d8d968 7db6ae 6750df d07be7 af487c
69e533 6754fc af8de8 785b8c f7c6df dd5060
ac8b7d 675750 d24f15 dbcc97 83b9d1 754fdb
cd7f09 efd964 a4b399 8cdff2 6757fb a62875
f0c1a3 8fc5fa 7735fd 67597c a8898e c82332
675a00 7bd662 708c72 b10f99 fd59c6 f7cce6
cec403 83efc8 6767db 7a505f d07a93 e12f30
826336 e9b829 6abaf0 6768e7 a10573 e3649a
fa2508 c1c775 676961 87a79f bedcfb e04ad6
c11000 d4c2b1 ff9303 67736d 7db0cc 9f0295
ee1506 cdea10 67c86d 677569 b59fcb ba18db
f79503 88e8b7 677ded d0c3eb 865976 d2082b
9e2a19 f25922 f8ce61 678283 84bdeb 9d29eb
aa190a b5a217 a0cef3 6782a6 8715f1 a55f68
c83313 b2ae21 94daeb 678acd 8e04f0 7d4763
9b5544 f8762c d7d2c4 6791a1 7c03e4 fc95fe
e9a318 dedfca 9fd2f4 6793b1 8324bd e61559
f6d3a9 ada048 98e2f3 6799e7 9e1b9a c1032b
cdc348 8b8617 67a696 afe7ec dc3fc5 a5074a
eba513 b8dbac 67b2b1 8b5acb 903866 e9334e
e75a56 cae9af 67b5a5 895cc0 ffbef9 a81a24
bb280a b9f321 67bc41 874fd8 9e628a d7a5b2
f8d109 67c480 dcd7ff c789f1 b4309e e21c31
6b6e05 67cf0d bf7cfa f1c3f2 8e388f f43d73
67db08 6c61c9 ab99f8 80596b d59eb0 d92426
67de25 b8a4e9 7e32f1 7a4280 c27b90 d70d1c
67df84 d6d8dd 8e31fb c88bc3 974181 f10655
eedc10 67eebc 852fff cc60c6 873872 e9255d
ebdd03 67eecb 7da5cd af2ed8 a92659 f60a0f
80990a a7e264 680ffc 9e5dd5 d4b6c2 d02569
d10f01 ebbf61 809c78 6820f4 b171c7 9a3e62
6a9d0a 82dd56 6822fa b162c9 bd3068 f588ad
f6972a 7a703b a1a297 71d7ec 682ae9 b54694
d7deaf 7c8f32 99d9f8 682ffa 9e0476 e940aa
a7560d d6b99b 818173 a0f127 6836d1 f162bc
c32102 856c63 bcbb6c 7be9d2 6836d7 e06cc6
8a4b2b c98d5f 94f642 698c8e d5c7ff 6844a8
ab3f01 ff7902 d7e395 7ecae7 8e8d92 6844ac
e3e553 909c3e a7d7bc 68509a ff68f4 9e4c62
a46522 71d950 7a53f4 cfbdef 685960 d895a0
685c10 e4cd37 69f7e8 a2a0c3 b302a3 f5145e
e2b0a4 886346 90e12a 756bfd 685c8c 9b93b0
a17c29 c2c42d 89ebc3 7282f3 7202f4 685f6c
f86a62 686105 89f95a 7d7af5 bd038e cea8c4
e02a08 68615e 88f03f 7ca4d7 6a61c5 dd9096
766b1a beeb2f 69cd8b 6867bb ebc1e5 8e3360
a5a301 686a2c d5e969 779ba5 c53dfc 952a6b
d4c90b 94b4fa 686fe7 75547d f74e72 9b2838
687347 94ec19 869db8 be42ef 9b0b86 f1d4de
bb5f24 cca885 d4e947 687880 a5bee0 8a31c2
9f9e08 badaa9 688884 6cc0fe 8c3fe6 a21c25
689347 78ec78 c8c6d8 7051a3 d388fb 8e3e55
959b16 74f0c1 689996 c6bbf4 903ef0 8e4c57
d2cc93 a5e1e2 68a1a2 c544e9 96207f c8092d
718d03 a1ef43 68a1dd 7041b4 ddc5d8 d74c83
bcb4a3 68a401 71d9fb 7445e4 a66faf be4666
9c803e efc323 68c997 6967cb c3b8e1 a73069
6b6e45 68cf46 d0cbfa ac57fe a12f7c ed6794
c8cab9 68d21f 6d8b7e 6d1fed 8a63a0 e11327
68dc39 8056f1 834673 ebc2e0 c1073b e56e8f
bfe757 68e4bb 719d98 7a04f7 f088fd fc0c25
717525 68eb74 b79bf1 712fd4 fbcbe2 c95d87
d7231d 68f204 9eb793 6c6f85 832cba e562f5
f8c005 6f7809 68f7a7 b76fe8 9e079f fe4d8f
d0800d ada796 68fb5e 75a3f3 783fe2 c8215d
8bdf21 9582fa 6938eb a2016f e9c2d2 ef707a
69f09b c5c6f4 693aff a284cd 9e0e75 f02048
ca7e57 bcdb1e 8de5f9 a88bfc 693bc5 8a6e7e
b81b0c bb8b5d d3de46 70ddd1 9d95de 6943b5
e33224 8bfe1f 7b9acd 6947d3 d0c7d4 be7482
a3cf68 694ab1 b473f9 ea9ad0 db5682 be0d10
854a0f c1d107 73ca92 694fd3 a175a8 f59bfb
eed8cd 6b5a45 a6ef20 6caf66 695aba b59adc
9d2a1f 7aa81c 88f49d ba46f2 d7c8d8 695d65
9d7468 f1975f 80b0e6 69629d dfd2d6 af0509
f8cc3a b19416 696310 9dcbdc ab15ff f42794
7a532d 7f9737 86e15a 6965e4 e1aaee cc4580
ce4800 e3e11d 697561 6fc28a 760afe ca75c6
f4a32c 69756d 9f9ce3 aa2faa f1cff0 ab0001
e46c11 e9d608 9ca18e 9bd9d7 697bef af1767
ebdc77 699514 a3cbec 9d28f1 cc397b f094a1
bccc26 699948 92f1d7 873caa f095fe de5f9d
923b08 ef971c a0ebaf 69aaeb 814be7 eb0e65
ca5645 e2c27b 74f6f5 69b2b2 6d6379 be58ed
ebbaa7 ade90d 6b825b 69b5fa a424e3 e15ea5
88fd26 69b744 767385 ba20f9 f9a2e8 b90c46
d32622 b9dd23 69bd8d f207f7 fb9df0 7f4a77
a26f08 69cf50 9735e3 f664ff d3bac9 d20070
69df0a 785cd2 e4d0f4 926f84 f70144 e09da3
69e058 7e04fe e361cc ebbdda 952e68 d70e42
9f8902 69e12e 8f1ddd ee5dfb e6c0e0 d10163
ba3404 b9ce29 69eae1 868dca 7926d6 e07d86
973121 bdd92b 69f4c8 b350da fa86e5 e44071
c10402 f3ac6d 77846f 6bc2d2 6a01ff a250b8
dccf7d 728c05 8fc4c7 6a0fff e549fb 973f7b
70a40e a9e796 6a26f8 9160b3 f491d0 af4954
6ddf12 d6dedd 6a39f9 b57cd4 863c80 f20956
d9dc61 6a3ffe b07fef 9b0d79 dd92a2 ef3035
b44d3e ee883d 6a4ede 998da3 70537c fbcde9
dde08e 9aa71d 6fb6aa 6a5980 db29fe be1a46
ee8883 d4d420 bbdee5 75a6d3 6a5dda dc0c32
d3a89d 844a0d 8cad08 6ffd17 6a6770 e339cc
de842d 6a7154 7ef594 a245e3 a9007c feb8da
df7745 854c08 a1fa2c 6a74e1 feb3eb c30f6c
fd9746 e1dcc8 6a7705 7c26fc b284be bf046b
a5822a e0d196 94b8cf 6a7da6 8c1df2 9b2556
f27838 abf606 6a847a 9250a5 decdd7 b01b1f
c01c0e 9ac547 6a8b76 7bf8d8 cd97ed b11dbe
eab8b7 7ff72b 6a9dd6 8130d6 af3d7f fa2c49
dab249 a5eede 6aaccc 7a57cc 9b3567 e0222c
a4a151 d8e489 6ac6b5 843fc9 ee64fc be2e64
da5034 fdb504 6ac7a3 d6c8f3 7b00fe a64ea9
e02c04 6ace64 946fde efcafa 704e64 bb8fa4
d3d412 6ad4e0 7b71ea a97897 a90e29 f14d5c
e44e31 6ae941 819c98 a927d9 e599fe a20164
e9df06 93cb87 6b1df9 993684 f45ab7 c80c45
f86b63 e5e344 70c5c3 9378d8 6b2ff2 8b5f7e
77ac08 94f223 6b30dc d086f8 885d9b a54152
a0513d e68b52 f1dd29 99d8b8 a485e9 6b4a9a
ee3414 c7ec6c 849ded 6b4ef9 8f3b78 e3a7b6
f9583c ffd32f 6de1e6 926dde 6b4f76 ac3031
da803a dfe137 a6e1d1 6d9ea8 6b4fa0 ba2859
e5cec0 bf9352 a7f90f 968cc5 6b4fe8 943e7a
e6d4ca c47939 7de619 6b71f3 a190a3 8c375f
6b7319 c0e96e 78c2b2 7a09fc c68cff c332a0
ef5a1c 7cf06a 6b79d1 d1b5e2 a42070 b67380
c11e07 f7935c cec6bf 72cafc 6b7c8c c348ff
afd43e 6b945d 85dff3 aa11e2 a00d6e df52a6
7a726a e5e121 6bab11 b4d9bd dc1ece fa91e9
d77d20 e7db19 bbecbe 6bb5da 880ad9 d50468
99320e c49106 cbda82 6bc4ed 8863dd eb3a79
f4d3cb 6e8254 6bc65d fe52ff ba1fa4 ba94a6
e2291e c4cb16 6bc790 7357f9 df7fc7 a03c6e
854f4b e8cbb9 6bc83c d0deff 901eeb d86ab2
edd040 859d15 6bcca3 c119fd fa71db bf3169
6bcf0c 6c7078 a393e8 e2d0f8 9914a5 db042a
d2e2bf 6bd000 7d8d75 c43cc0 f9a4dd b0040a
af9710 6bd596 a692df aa1dfe e4cdf1 ca4c67
f61400 6bdf4c 7623e6 a57cd1 b0316a f2c0d5
ebcd35 7daf71 6bf6d7 7a50cc c180cb ab152a
6bf764 769d8f 7324d8 c69dec a12a5c ff2026
a12e18 ecae21 6bf8df c49bf2 a51bd3 eb5d67
eb5b07 ab9382 6bfabe 9099ed 8222fc 9e2656
e2ac99 6fff39 c6c7e1 9f80f7 6c49b5 d41b5e
83af55 6fff85 6c4ae0 d882e6 965d6d af0a13
f97810 c2d1c5 74b8e9 6c59f8 7f4268 be1836
6c5e06 72c376 70798b ac1ace ed62ea edbed2
d9cd45 6c7522 b1ecdd 9193f4 9212c1 e3548f
a09286 7deb90 6c75b2 f1b4db a70040 fb0e12
dca269 d1ed08 6c7626 85ddc6 d42ed1 874672
c57716 92d57e 6c7cd5 dccde1 a58f9e 884a6f
c88e85 6c7e05 75e863 cfbddc 9b48b9 9e1560
b0271e ace755 6c8f7b 9a14e5 ed57ea d9bdc8
fe713b efcda8 9fedf6 6c96f7 7037c2 b55a98
b70504 8cb30a 6c9dfa 8a08ca e1cfdf e544a1
8f3b25 df5c21 b0e809 6c9e81 83638d dcb3d2
