# colors_mcd18.0_mld2_nc8_cvd100.0_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
e69f97 af3108 a7ae0d 447c62 a0edfd 004ffa 9593e5 f81ca2
aa705c e8a347 baedac 45edee 669cfc 6c7796 9f1ff6 932d5b
e9a282 bce018 4e8e1c 45f5f7 59b4c5 4969f1 ae2883 a87582
bd807e 45f767 b7ccc0 831ec0 f7c6ff fd22df ac3f74 e61d2b
c24b0f cfa20f 45f8d7 469cfb b6c9ff a0a0ac 6f6e7b 9738ad
fc380d a2d673 7a7c79 45fad3 a81ae6 f996eb 9d1d7f ba0112
eb876f d8e2bc 59780a 45fd3f 98bdbe d48ff6 b534bb 8f757c
bd0905 f0660f b4c495 45fe0c 6f78f1 feb3f4 952679 ba8fa6
4cc032 45fe82 dbbffc b94aff 870bc9 a62e7b e4638c cb0304
c49b7b 916f0b e4d971 45fed4 668196 adc8e8 cc20eb aa1161
71620d 7c966a 72e37f 4634fe e5d5fe c168fa b61b7a f48cb7
9a4b47 ea5926 bbb1a0 54fd2d 5f6f7d 4641fd aa6ce2 fea2f5
fd9813 58fb9c 4648e0 c9c7f5 8f75c7 90496f fa2053 c5a6ac
d8a28a 565f0d 5c9611 4bf534 464be3 9678f7 cdb6fd c90d7a
e9a990 a28522 c6dc05 85bcdc 464ce7 a079f3 e65e9a 984556
9c4e44 948e88 d3eb3f 51ad09 60efca 647088 464cfc d573e0
d8aa9f b5e439 68af2e 97e9f9 4656e5 b595ff c06588 962b4f
cb4340 ef8c57 e6db15 b2ccca 4bcdfa 8694a3 4657e4 902883
ef725b 47f4bb 465bec 978aeb 645570 f5cbf8 a38695 a53035
fbb8b5 5f6f08 6eb120 5cfc09 465bff c79ef5 af1060 e65d97
cc3904 ae8f78 a8cb5f 466155 76efe0 66a2fa 807f91 ab09c6
cbbab9 c62202 888f6d 5de71c 466157 7b15fc f16cf7 b341aa
b93f2f fbd229 8aac72 7edfc5 466163 d0b0fb 8041b5 b769a6
b68750 fdd507 776601 466351 4bf2b0 71a1c4 9b40ed a31787
bb5a4e f5c87e aca423 62a39a bbe7e3 466376 912cea f865f4
ad9895 a12302 df5226 e2ddae 9bef1c 466479 9189e6 9f16dc
d8b979 c8f001 466702 6aefd2 5ea2a3 c2abff ac3eba d63a66
ff6606 ecca7a 466754 bdc7e2 6777ff a92999 ad7999 ce0307
c27101 bbca03 466c48 53f5bc 7cb1b1 d1ddff 896bfd 8f316e
e7daad 5bf203 b3c1c9 51a6f9 466cd7 ae6b8c ad0f3d f6464d
fc853e fddc03 466d0e a2dfbd b7aed4 8462d5 794475 ac6f8d
de3d12 c5d376 869788 75d1c8 466e74 861fbc ef52e4 9b3a3c
a90f00 f7bcaf e04b04 abc635 467764 9fe9f7 9d14c1 c76fdb
f51a17 e8c291 cded04 467869 a1e2ff 9602c8 fb54c3 a80427
e8d3c4 a38737 a1cd4a 467b7e 86d3fe 908bf9 9d0dd1 a91948
d82f02 e6af00 467c5c 47be87 8b7c9a ee12f2 9c149e ebd6df
fca69f ee6c1a ebe208 46846c a4dcff b06ec0 980ab1 c80f17
f71d00 bbadab fec233 c4eaae 468a99 74d0f6 aa21fd a63451
a93413 78d108 468c65 d4d9ff b19cc4 816d8e d622ed f3babf
f1b506 869025 bde1a8 468d6e 74ccdc 9013e7 cb55f4 9a2975
735e5b e49c8e dee631 46900b 63e4d4 9ea1d3 bf40ff bd029d
a69909 bddb0b 586e3a 4fdaa6 469286 6e2fe4 ffb8f9 fe37eb
cba488 e77405 77f109 4697a8 5e2dfd 71519c e6d2f2 d1023a
774c4b ad1b04 46ab30 58f041 a6a1fe cdbed6 be2bee ed2b86
d14c06 97e05f 4d614f 46ac80 8d7f9a fc32fb a214a0 cfb0c6
61680a bcc85a 88f4d3 46acad d03cf8 940ba4 faa7fe fe3871
a22803 d46a00 fbd70a 7b7c5f a9be76 8be3cf 46acf0 a115b3
a77454 e0b58f 88f605 46aff9 949ca8 d2cde4 756982 9415b2
bb0f0d 6d6b5b 77e850 46b036 6d10fd f958ea ac3d9b cea9ba
ae9995 974a2b c87c05 f5bf2f c1e1e7 46b2fd 597186 7810ee
f9aba5 7b591d 82ee2f 46b506 6259c6 cea7f3 9d136a d64f7b
dbddd0 46b507 5cf21f 4e66de 6d4b7f f2a0fa c46fa3 a32a44
c21505 ab9151 d3ca9f 92f430 606262 46b5b5 7203fa a749a8
e4c030 838707 46bb97 71f9d7 c7c8fa 5145f0 c772d6 c71f64
d3a684 eb730a ade9dd 46bcdb 5f31ed 8561b2 ac6d75 bb0112
cc9b92 e6de95 46be1a 4f7f44 9fe0e5 695d6f 8f17a4 f72ec0
ecc641 696b3c 909d6b aee9c1 46c5f7 5f37f8 93237b ae6a91
f96b02 d1e724 46c97d 5641df 9882ef dda3c9 a95e7e cc1b26
8a5f05 96b828 aeee98 46cdc7 6420f9 c47aef df018a f17692
ce2f0d 756a5f ddd1c3 46df47 6290f3 abb5d6 5456b6 ea6c9a
da0402 ab8c69 5f5e56 46e242 527aea afb0fb b8148c e5bfc7
765958 b6b176 759404 aceb40 46e4d8 7e9de7 4a42ef d56397
867660 f4cc7e b1ada2 6eaf02 46e4e3 6c02fe e968f9 c511a4
d1dc41 63aa38 46e5f5 b048fc 8d209d e8419a ad1c40 e5a5af
ddad00 5b663b 7a9751 a7cdb5 46e6ff 6ba1d6 9517e1 d6298d
bee858 67a503 46e9dc 4e5ae7 c891ed b54c86 f96d91 b10e27
9b3809 97825d c1b942 bfecac 46e9e1 667696 aa7ff6 8812fc
867060 e2e41d 95a613 46efbb a39ffe 6041fc 9a0c83 d15ca9
b39311 f4d80e 4b7349 46f39f baabdc ae15f6 a2198d f1419a
ea2303 f4d2bf aead70 46f528 b7c2fd 684cec a3287e d56dac
7c4d13 acd039 74923a 46f9b2 d7a0ff aa35e5 b70075 f261a8
5f5b29 d7e1b9 8ba071 46fa2e 910cd1 c454e8 dea0f1 cd268b
bd6855 edc0ad bcea17 46fbf6 90b2f5 923bb0 a7929e a41a59
b41e01 46ff52 68abaf 597581 d4bffe 8112e4 ba5beb ef5153
df3a10 e4e607 9dc271 8debd8 473af7 9b7fcb 6b568e a7535e
a08e54 74610d ead447 d2e3d3 4995a1 8dc9f3 4754be bd246b
975249 dc5c19 49dd5b bbd1bf 4754c9 6d5e74 f18fe9 ab939f
f96316 c0e837 49c691 4755e7 807ca4 efa8eb 9c4f63 b10515
c65344 f2cb49 93bba8 6ff5fc 7f878e 475da1 c288eb 7a485a
f8bbb3 745310 b4d60c 6f9935 49cce0 475fd0 a62064 ea5f9a
dc0401 fb9933 476052 66b5a7 ccdce7 7869ee c398f7 b12c8e
fb150b bcae74 86f904 729791 47625e cfcee9 972fee fc51d8
b34e15 fcc519 dfddbd 7fa174 9ed0ec 4763c4 a386a5 6e5865
7c5b3a c4dc1f 71a411 64d2b8 4763ff c08ee6 9b0687 da3f93
706867 ac7510 c4eb46 81a97a 73e4c8 47648c f501fc fb95f5
c8ccbe 53c144 afe3fb 4768e4 97969f d78cfe 944269 bd2324
9e7753 e8d8c6 5a5e02 95aa05 9eef07 476cd0 af0276 e98cc0
e4ae07 476d0a 7be49c 9ba4e0 dcd9f5 a553fd 9b1c7b e14d57
ca371f b3a496 d8e2b3 62dc28 477066 ab0ecf fcb1f2 e95ac0
c63309 bee189 72ba2b 47715a 8df0de 900fb6 fe1de8 a98597
b34f2d ea8228 91f198 7e9f9f 477386 773dd0 b270e3 fba2f4
bb6449 b4c7a1 70f648 7e9298 4773f0 706290 f0b8e6 a30c54
827828 909c8e 78d36e 477693 7e20f4 d1bcdc cb56f6 a3025a
ded2ce 58f16b 47774f 58b069 5131fa 8363c7 884475 f38cd1
aa807e d5e4b7 477820 55c439 880fc1 fcc0f6 ff42bf a3266f
bd5b17 dfc07f 477c6a 66f5e5 48ada3 c4affe a96cd9 8201e4
e38a00 c4ec1a 566c0f 80dccb 477fdd 710bf9 a93e7a f13262
eb4a0f a38d70 4cf62b 4786c3 b7b0f5 6d33e0 a52d69 f0b3b6
a0371d e39a2b d1e09b 478974 78c8c0 5c5676 a982c3 a811da
8ab31c a0f514 52c9f7 478bc1 8b28f1 952079 cf1f5b e9bec3
625934 9ccb61 479111 88f4cf a80cfa f851d3 bd1381 b67d87
f67b78 eabe32 648710 88f2c0 4791fb aaadc4 7b39be 936067
9b5004 f3c967 b49d02 479367 96f4ca bac1d7 78517d f221d8
c5b2ad 63684d aaf64a 479a10 57d8f2 6258e1 824575 ab769d
dae491 959c86 479a11 b3e1d7 7d2edb 9f65b8 d39fdd a73755
b0b803 506c04 5cf2cf 479ed1 c7cbfd 9833fc 924f82 d88687
ff620d deb295 cfec45 63706d 5eeee8 47a1ce 973a9d aa022d
9c8d00 58641d 6de759 47a3c6 d0d1f1 a90fe2 e02e79 e8a4ac
e6c4a3 a29582 c8f019 536b17 47a613 9fbaf9 833ed5 af5888
dc7e01 fbc63b 47a678 58f6e8 b498c3 c240f3 766068 b3141e
98843d d5c537 63f0aa 47acdb dad6f3 7d3de8 ec439b a32455
875011 a0cc2d 8df7a9 47aefa 868999 5036f4 e4c0d4 e80d6c
db771c f1c602 babd9e 49614f 47f2f8 47b2bf 4a4efb ad328d
f29f81 c9e209 71f5db 47b2e9 585d66 a03ae2 aa9099 e9152d
e9a570 4f6f25 b7e1f1 47b6ed 5539fb c13496 695259 a6999b
b41e07 5c6053 c3d8b3 47b721 71fa45 9244ba d584f2 f5458c
f46211 84ff2a 47be9b 54616e 8d86b5 d9cefb 8e10af ba2c3b
637239 b6ef20 47c364 c4b3ee 8639d2 9e0b73 bb7f9e f6bac4
a58a7f e5dea3 47c42c 906aee a00290 6a6267 f292c9 d00115
8b4905 e1c89f 47c607 8bf3f5 a292ff a141d7 ae90af dd3b63
617c43 a3b49a 47c62e aaeee1 e2abfc bc1cfd a71971 e94aaa
bf2f17 dd7b66 f6d6b3 abd32c 47cbcd 7f858f a157dd 8a337e
de8b3e e2df20 aed9ba 47cbe3 7d05ea b541a4 c70e46 aa9092
b49155 ebc547 4f7407 47cdaa c6e1f8 6431e9 f54def b84276
864701 b6e437 75a10a 526552 47ce93 d3b1e5 ca39cf a28092
94aa14 bee302 47d3ae 66979c facdfb f030f4 903a77 cc0f26
47d743 5546fc ff5af8 a64d9b e8d7e4 67565d bc929e c80f23
c65832 afe503 47db8c 8786f3 6559a1 ab9fab f3ceee 824a5f
9d3431 ef5413 aba384 c4ea2b 47ddcb 597778 a840d4 f481fe
d0a708 c2ed83 569b8c 47e1d0 7225df e145e5 a71678 f31252
d6aeaa 569f33 47e41c dadcee 7244d4 f35cbe 81445d a4777e
cc6562 f9d0c4 47e901 5743fb d4cef9 8c74d1 bc94b0 933655
9b320c c86a41 dbdd3e 47eeb2 6f66e5 c6bfff ac82a0 6b5f64
f6cbc9 ba9b84 488c30 47f24e b2b7f8 9c3feb cb5199 a01c55
9e3e01 a5a31b 47f56c cedfde 7500f8 9552ae e97ddf e41a65
ea1704 47f84e 609f68 a7c6b5 eccdfb c126b3 b58aaf 74656c
835959 f14916 92a47f 47fc0e d5e0d2 5b5588 9659ea e082c2
805422 af8a1a f7d300 9ecc8f 47fce9 6b9492 8427fd f84edf
e71802 ebc4bc aa9e6a 47fe15 6f8893 9db7ee dd2ffd 9f135f
e52501 8fbf69 47ff02 7580c9 8305fe fea7e6 998592 a94f52
fda293 9f9f1a c0db15 b0e2e4 6eaae8 484df8 e53f9e a52438
ac4901 de9a32 c0bdaa 86886c a7e8fd 6fa1b6 4858de 694f75
f3d0b5 746f28 8deb26 50b454 4859e4 c1b6ff b87dad a9016c
d01a08 ba756b fcad6d 73f6cd 6f94fb 485ab0 e9c3fe 7d5f74
cc7512 8ed853 649ae1 485bbb 78748c d9d0e7 ae9da2 c21949
7b8126 4ddb4a cce4e1 485ca5 9284df deb2f7 9b4861 f283a1
f4d4c4 926318 a7e53d 69daf3 485dcd 8a95f3 a2065a f73177
aa8d88 f3c3b9 f9944d 93ecfe 4fafcf 485de2 a82858 e6050d
d73119 f39e36 808475 c3d1a7 a9e6f6 4862fd 9397f5 91389a
cda994 9e7040 d2e56b 8bb418 8ad9ee 486476 8508cc ea33db
86836f b5f022 486522 6aab19 63dac5 bdaaf0 c351fc c10492
f2bbbb ed7753 bfe20f 8b9192 5dbcdb 48677e b837eb c71630
dfe602 5d624d 4fc04d 4ff3d8 4869db c2b5ff 8b307c b88995
a87927 8ba385 71e57d 486af4 d4d0d8 735d89 d996e0 a3284a
cdb8b3 e79915 486b0f b6f18e 6fc2e1 ab1fc5 a3025e ec486d
7ca410 486c02 c1d2ba 5efc1d 891ef6 ff87ee d940b1 a1727b
dab39c c1e813 486c0f 72a6ba 8916fb bf61fb 9c0c81 de2c6c
ea8c7c b36217 d7d852 49fde8 7ba5df 4870e3 7a5c82 aa0b41
a89710 a2dd7d 487343 60b0ae 5af9f9 ac99fd 9258e7 795083
cc9908 dfe428 487407 69dcb5 c69bf4 b13cff a00897 e64c99
e0d4a9 a6e01c 487514 48dcdb 7c7ddb 6f3fa8 985876 ea737b
efb184 ed6d0c 487e67 8ddbf1 95a2a8 7010f0 c65df8 a11387
fad90f 488129 6ccea6 cbceec 871cc0 f63def a988a3 ae096a
b13a37 d18d77 fa4902 7afb14 488288 9673fb 8329b6 f4bcfc
e5b301 48840e a6eba5 ad9bf2 6e22f1 8b65bc b40961 fa6487
b63838 9aa450 c3de6f 8abda9 488b81 6df8ec 5e4dac e183d1
d87021 dcbf79 99a39b 5ff3ff 488bc7 786f7f 851abb b9104a
bdbb11 4d7404 5effa9 9fc3cb 488caf 6d39be b33f72 e88489
dedfcb 488f17 7af262 535d58 8aa6fb 7c0cfb 9b4aaf f16f91
a79e9d e2deb4 489308 61f829 b7bdfd 79598b e433f0 8b3c4a
ab8886 f27838 7a5f07 d5df12 8ddcb8 4894bb 8f40f5 9e275e
a70e01 81d210 489a5d 998cd5 d9cffe 6f31e7 b13e83 f3b8bc
b68e08 d3e939 78eccc 489f97 6a5a8a 661afb f758e7 bc4f55
f42703 c6ec60 48a16c 7ee2f5 4e56d5 817f9f de71fd 9b313f
af641a e1d69a 8fbb24 48a286 b9e7e8 7165ab c385fb a30859
cc6437 943911 e9b707 56fda2 9ca9b1 48a7f3 6d7a85 aa19d5
b01c1b da650b 756d66 ade604 55feb6 48aba2 634aff dbb3ee
d19692 cae308 81a427 4d641e 9cf0e7 48b0da 536edd bc1070
e1c686 87a19e cad8da 48baef 65578a bb2df7 eb365c a51822
9c562a f4d96a b09106 9ebc94 48bfcf 4c67fe 545b8e 87858b
668051 7afe47 48c442 d5c6ec a569e4 7812e0 97336a dd78a1
e13914 e5c50c 48ca80 6c717d d4d3de a01ab9 e84ef2 a01d40
a54228 e5c9a7 95b33b b8f40b 48cdd9 537f93 8906cc d23efb
aa510c edb065 7c8d74 b7e8c6 48ced7 5631f6 685b6b c856e0
e6bb96 88b611 48d3da 5a89d6 5b40d3 876285 a92739 ce7079
b02d15 e6dacb 88bd52 48daf7 4b96ff 7025ef f01ab2 a66074
f5ae3b c6e8ae 92b091 48e1f8 8369f5 c22398 83465b fb0d39
aa847c 955307 e9991c bbe1a1 48e4e4 717bed 7612f2 db00a1
754d4b ad8b86 ba3e04 ed762c dddf1e 48e6c8 b7c1fa 5e60a3
aa1402 fc7d22 91997f 48ebb1 4c7069 dbd3f3 b92cc8 c789bc
e79482 717131 48ec09 7689e7 bcbcf7 692bf1 dc1b97 f0d3da
f63104 aba981 48ef2d c9e3cd 52a5b0 a045e1 fdb6fd ae315a
7a6048 6aa903 b9cbaf 48f038 8667ed f7c9f5 c790bd c52589
c25019 f1d925 79aa83 48f4a2 c9cbdf 6654bb f96bfb 846b77
964f4e e06528 c5b188 a9e422 48f6e2 52617f 9b7ace 7b0bdf
7d5504 5ba952 48f77c bdc9c5 6543ff cc91ed a20162 dd4b9d
fd0401 897c70 7bcd63 48f8f6 536880 a606d5 f75cd5 a91829
a68c4f 67641a a7dd16 63bda8 48f9ed ad8afd 8125ff a6448e
808654 6db602 c4eaac 48fa10 6c1ef0 dd64dc c8b2c4 b12993
a72221 74726b b0a400 b8dab0 48fafe 7e98bf 545fe6 954085
df3636 bad2bb 48fb59 669b81 4f5ef8 65618c fe93fa 982b4c
dcc650 919225 48fcc2 56a8ec c5d2f3 6561b1 a30d5a cc778c
e47b74 f9d4bd 48fd26 5c95f3 b4bed1 8e8399 921da5 b21a39
8b4f46 65ac4d bed0c1 48fd68 4a46d4 edbeff d079dd d0418a
f89261 5e6101 48fdbf bdcadc 749eef 5b69c4 88839c b71562
cc2d1b d1cb99 48ff00 86979d c2d2f4 7917e4 7d4c83 ef66f4
a70e06 52c60a 48ffb5 4d71ee d1bbee a48da4 a0338e e33e6b
bb908f cf2910 6d6664 f89616 65f393 748dae 493ffd c0b0fb
d0927b e3d447 b7e7bf 5cc4c3 494be2 a78bf0 ac4967 e3001d
e20201 e8b7b0 aee444 66f6fe 4954c9 a391c8 7b6784 d47073
c54329 b5c4a9 6de446 4955c3 c48df2 fec3f4 7e4362 b97085
86443f c48d3c e2db6b a7aa9d 4ffcec 6f7c87 93b8fb 4957d2
d87741 55fb2d 9ab4a8 4958e9 e3d9eb bc87e2 9c587c a92031
e9a225 68a08b c1e3dc 495be0 dfb4fe 936896 8e424f ca050e
9e9a8c c6eab4 59d042 495f74 bc16dd f6c5f5 fa5ce5 b50a1b
725134 ffc609 7b994f cbe6bc 51dae4 495fd6 b789fc c74383
b1200e bdca1c c6e7d1 61a97e 496058 75d9fe 887990 ed26e2
eba48d a6e50c 5bfbe6 4960ea 6a6f93 afa4c2 a31b5e ef143e
abb47a 7ff522 65b0cd 4961ec 9e0f88 ef142d f5d1d5 8a7476
ae7c77 fbc861 496930 98c8b5 52f9ff 5c79e4 9f98b6 b02f81
b0a7a6 816720 a5f580 496b60 a12ef9 f7b3f8 e362df 9b1c87
9e3821 b67a17 9dd846 779d94 67f7d7 496b75 b99edc a944f6
c70f08 f0d8ab a69c67 afd614 496d64 9bb4fb d41cea 9d038e
afa8a2 ec9b54 ecdbb4 497066 a1c4e9 8809ee c054b5 a7081f
497111 abdc91 61a753 a16aed 8e1da9 d18cc1 f1cee1 d73284
d84509 bef241 51edf8 83a6f0 4973ec 645688 afa8ae 926062
b61414 fdc6bf 5bd632 49755d c6b6e3 741ce4 a55acf e8779b
6f5426 9f8512 b4d95e 497578 7bd1f4 9289f8 8a20f4 e19eab
bfb943 497754 4ff2b4 c5c4f9 740ef6 c773c0 a5148b d80002
edab60 d6e2c4 497837 94aea0 60e3ef 950acf de48ec d10e82
ebab2a d3ccb9 9f9777 49890d 7dccf9 5e56fe 853d7e bf6aa7
816058 c28754 bbc4b2 52fa37 4990e0 8108f5 feccf7 972674
cbc908 989996 499a06 6de8b6 ced5f0 9117e8 bc74c5 bd1f5d
e2cebd 77fe16 49a036 bdbefc 5945d6 ab7cfd be0362 f078af
ebd53e 696537 92947b 49a405 4fd9be 635bf9 bcacfd c44b97
ca6d05 f4b723 87f3b7 49a998 5855e0 a996e3 dccae8 a02663
ecb020 8ae6b4 49abdc 575b67 e1d6f5 a70fb0 ac858b f3353b
c2b406 596a0e 68fc9b 49acf9 ced3df 9947d5 a2046e eb4458
878959 b0c783 49ada3 4cf4e6 8802fb a152ab f683fb 972f50
a44124 e3e63c 49b121 98de9e bb8ef4 ad12ec f03ca4 69565b
615b05 69fc36 49bc9f bfbde1 7942e2 a568ac 9d3668 e55154
f4823e d6d0b5 5c6603 9df817 8aa1a6 49c0f2 cb23e7 d70d6b
e87640 e5d12c 49c4b0 656b83 9188fa c5c0fe 7f2cc9 a6343c
ebc4c3 896a4e 9df93f 49c64b b8b9e2 ec07d5 ac1178 c78698
49c90f bad2b1 8c9c87 62f2f7 791ef2 e44eb2 893a6a bc1a40
b83b37 7daa1c b1f521 49d692 825ef6 f380f2 997295 e1cedf
ce7c49 d3c0a1 bded31 49e4e8 569398 734eca 77486c b40b2a
e85b0f 49e971 cdcefa 6336dc 8c6fd5 8a6785 b40151 c491a2
faceb2 5a7026 8ebd38 49e9ef 7882c2 4c4bda be237d c88283
aeb524 beef8a 5a754d 49ead0 7c9fa1 7406fb a24dbb fb80ff
77991a afcb6c 49eeea 789be7 6126f5 8d579b b30547 d591a1
b68a7f 767a20 90ad04 49f07b 7476eb d2b6fd 7406f4 9c2b8c
f09809 635f01 49f193 a6abaf c480de eccbf6 9b2a9e f8385e
f1b7b2 82aa19 49f650 678afb cbb4f7 7347b5 ce709f ce2554
b21f0f bb7659 7fcb14 49f7bb 556d70 4e85ef 7e3a9a ddb9e9
bd4030 cdb4b0 52c44e 49faf0 6e80bf b5acfa 8016d6 b67380
715552 e8dbb5 49fb29 6b9a92 b409ff ff7be4 a6278a ee0312
d84025 c6bf7a 4a957b 49fcd2 4c636b bacaee 9c05ca db5ecb
81b454 49fe11 4e4adb 77749d c593ff ec98b5 ba081f 896769
d18936 8e8a77 59621d 49fe7c aebdb5 6eb1d7 9f45d2 b80576
82472d a08973 ebad37 49feb4 5a7b9d cbc1dc 8901e7 fc1dfd
af3804 cc9c75 6a725c a4e94b 879edf 4a3ffb f437a1 fad1df
e7cc89 62be0a 506e4b 8ff3e3 4a41ff c2aff2 922775 f245a3
d26c0a 5e5e43 bacb2b 58f8af 818fe0 4a46ff 994088 c0919d
f5cd00 afa242 d3e0c1 5399b6 8dcbf8 4a4aef 8d3757 c91e2e
a65530 59ff1a 89bba1 6e8488 4a59f9 d3cdf9 605180 d27cd4
8a8371 f6d77d 90ba01 4a5f62 83d2f3 9a16a9 d757bb d10208
b11814 69665c abae34 5ec4fe d5d6d8 4a60e9 8c2d82 e568a7
fa1c05 a7e582 5ca3e1 4a61bb bab5b9 82426b b40021 c45f6a
c83f14 d4ab9e b4d131 b3ebe5 5bc0ed 4a61f8 784289 af6584
a6480b cdea22 4a6457 57e9d4 5647f1 8d6eb7 cd99ef fa7780
d65815 cfd7c5 5fdc4c 889c90 4a6e61 7d06f8 91599f d8a4d3
d1aa47 4a6f03 acf0ac 8aa5c5 dbd2e0 d21af5 be1d6f fe4b87
71a12c 4a7112 9ed864 5cf0fe 8338f3 e25acd c90381 b696a2
e8ae18 5f9034 85a7fd 4a72ee d6d6dc 96498c a48aa0 a5074a
f64803 4dec4b 4a777f cde0fb 703ab9 ec66e2 bca7b1 b4191f
953930 d9dec1 879656 4fe421 4a7879 7a45b0 fca9fe cd70c3
dd9d4d d4eb00 7e8870 56cfc4 4a7989 8537ea b988f7 a90f2f
d4e871 4a7a2e 50bc26 a8e3c7 96989c c02ee0 794a7a fb9de7
8a5443 c96a0c d6af65 8beafe 9aa1aa 666f7b 4a80c9 6f05f6
9d3531 a2a489 96fb01 54c418 4a878f 9e04d9 e952ed f2c2e4
f6d90d a2a413 4a8845 7fe2a6 d6d0e6 8e45e0 ef6bd1 933f7c
a0381c c77318 f9aa47 b3e6ba 4a88e4 5a5492 b4abd3 7f5d61
605e4a 4a8f2a 70e44d 8d45f2 b284e2 d8c9e2 b74888 ef92a0
d29392 834b1e d9d478 94a327 acc9e8 4a90f0 7738f4 ca4ba0
9b492e c5941c e7e15e 66efbe 4aa894 b3adf3 652bf9 a567f5
957f76 f79b65 52f6d4 4aacba 5b5968 9f74ff 960bc8 c0152a
f6ae38 909e75 a3eeb5 4ab8c9 8105f5 b159fe a43792 d00923
79633e 90f766 4aba41 d0c2f7 7e0efb d945d4 a1066d 9d9299
d2e10b 54793e 4abc58 98f4b4 4e3eea feacf6 993f75 b07d91
d22a14 cfe2ca 4aca50 55886b 4e34fe 7e499a b578c4 f3b4ea
745a27 9c932c aed945 4acafc 654aea a00268 ca5485 fac8d2
f5d59c 506201 4acf1d 5861d3 ced1f8 9a3075 e285a4 e53557
d52803 fac1b1 4ae52b 9499d2 d5d5f7 8155e0 864f6b a38f95
daceca 5a7305 6fa963 4ae757 516ffe b0379f fb8ce7 987e8b
f3cc24 53af4f 4ae9ad b5b9e3 5d5672 6a38ec 9971b8 a54247
b7d91d 6f9546 4aeeee aba1fb bb3cc4 a1859d a71743 fca5ad
a87e2d 4af17f 75aea0 726f7b e0d7ec c193e5 9f089f a70625
b82604 78ab09 4af292 5c7484 8213db b957db fc85f4 d7c0cc
ad2e06 d97754 4af433 d2ddf5 543de2 8e6fbe 8e575e bba2a5
82631d c2cd88 78ae09 4af6fe 4caff6 6442d3 d53784 da9eb4
fe5301 fdc385 4afce8 94b5f2 9781a1 d116f1 84348b b0305a
89710e c6b418 4afdcf 9f9bf2 d4cffc 8353ca ab066c ec3f79
a2aa0c 4afe2b 629893 b4aefc 7e35e5 8a397b eac4d1 e60f57
64801d 92d10f 4affa8 6c479d ac61f6 e5b7ce d95a97 94455a
933925 ddd944 4affbe 89bfb8 6f5775 d139d9 fd87fe f63f64
beb2a2 66890e 83f228 70acdf dbdbfd 4b34fe 8e5db8 ba326b
bf2112 ac9936 e3d842 7df6c4 52afe2 615d8c 4b39fc b45f6c
e83d25 ddcfbe 56e523 609d92 4b3bf4 8769b3 fb8fed 8b4f5f
b50707 dea796 71af0a 82fa4a 5d6e58 4b42de 9772d2 dbcbf2
dba476 bbf124 4e8336 4bf4d0 659bfc 9fa5b7 4b4ded 8e5082
fdcabf 967a1b 6ede3a 569e8e 4b4fdb 656288 a885f6 94323a
ee2d22 61da6d 5f9894 dcdde0 4b50f6 c89de4 9a0494 74575f
dc5f1f eeba6f 979f8b 88e4d2 4b50fe ba79c9 923084 776e70
aa5e55 fbb376 909d16 d0d2cc 74ccf2 6091ae 4b53c3 615370
d1918b d2d010 75fbbc 7192ac b3c1e9 4b53f7 853d7d de0f44
eec1a4 989b37 aeef19 6a8a78 78bbdf 4b5bfc 6e5775 9e2631
857605 c0bf54 60aa94 7fe5ce 4b5d7b 8c15f8 f273e6 91444a
996029 eed881 8c977d 58bc03 6deaf0 4b5e71 8201f8 e82ac4
ce1e16 c8a496 71cf07 4bf9db 4b5f7f cbbdfe f132f0 a36b6c
ad5118 e1b120 74dcb9 8195ee 4b60cb cccdf6 75526d a38c96
ecd3d2 a3a193 4b6b07 77c626 7c0cdc ab56ef f28fda cb368d
e15b0f 91e279 829c7e 4b6b5d 9856e8 e392e8 ebd4ea 8d2987
aaaa6c 73ff6b 879ce0 4b6bea 8c2c88 c55792 b40c44 f2b3c4
903e0d ba7807 54ed3e 5ca073 4b6c68 bd7bfa a319dd ff99b8
a4a28f 4b6e1d 60aa26 81f38f 7f4be8 f3a0d8 bc5891 665457
d2d9a7 859f56 4b6e37 4ce100 ba87fe 904fd4 b85a8a db99b1
afb903 7bb097 4b7464 82f7d3 8731ae f4adf0 d166c4 cf1a1c
997601 caae00 5dfccd 61b7c7 4b79a1 8e01fa a4254f da6677
d4e3b5 7bad67 5ae824 4b7a8a d735fc dfa7c8 835052 c6080d
a8663d d9a278 d8d5cf a3f757 4eb8c8 4b7d88 7144a9 b26eff
ab8f80 beeb87 4b8114 61b512 51e2ef 6b01fe d01db2 7f5069
ffb33a a0a69b b7eab7 69cafa 4b83a5 791cf1 91305d dc474b
f37845 e9dc66 80d0b9 4b8c81 c9c0ff 773fa1 ba6ecf b92b2d
ca0503 f5b3a5 909f51 baeb43 8bc0d6 4b8fe7 7808f2 71616b
9a5233 6aad1f 9afa2f 4b8ff7 5451ce ecc6f6 665369 f06ba3
cf0600 ff6b44 88fa3e 4b9198 d2ced7 7802f2 e695f9 8e5359
cc201c 9d7370 f0b8b2 d7e867 92b710 4b92b9 a8d8fd 642ee7
7e5844 4b960e 53d456 6131f9 a17fee f0c3e5 c31690 d9869f
