# colors_mcd20.0_mld2_nc6_cvd100.0_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
0047fa 4dd02c 844d8d c3311f cec8ef de7193
557edd 66dfa9 6c6758 9b147d d3640b ffc60f
558225 81f1fd 91a5fa a42cad d5c837 f56b93
5583e9 6cdbff 936180 a6bca8 fc582b fed65b
558439 93c790 9e27d0 ac226e af99bd eae12b
55844e 55c8e7 655564 9d20ae b2afa4 f8b943
558563 73d5db a2058d afb866 c666e9 ec0f01
55867c 62fa3c a71b01 c2abf8 cb39dc f04d16
559553 784b5b 8913f5 a0e7e9 bc69ea f0b81f
559676 9d03a3 a2e6d9 b486c1 b7cc6c bd101d
55977d a941b9 b5e5c1 c70b25 d2bd3f fb78c7
559cf9 773efc 9b2d81 c3e719 cb1032 cbaa7d
559eb8 6f4ad6 7af3d8 9f7323 a51d56 eaa976
55a199 5af15b 8005e6 b761e3 bfc2f0 c8051f
55a7a0 90e2c3 9103e0 9eab1e 9f4953 d666ff
55ace7 6c40c9 915508 b1ad13 cadadd f55696
55b1f5 732ad3 894274 c3dceb ddd614 e1623b
55c631 807e74 8d0af8 912e74 dcbabc ed52c2
55c897 7c4468 8072ce c8dff6 cfce33 db5b14
55ccce 7b05ee 827fe5 944b64 c3e773 eb7046
55d1e0 7663c6 88592f a8d16f aa0067 eb5681
55d54f 704a8c 8e65ff c01b28 d27fa5 d9cbf0
55d8f8 5772b8 7c5261 bbde08 e0422c e98a9e
55da44 6811fc 7a6c2e d0e4cf f3baf7 f604b6
55e142 588965 a7140c ab94fb af0ec2 e3c4c2
55ecf5 848eef 8639d0 a12b24 c7c1a1 f28429
55efe1 62ad92 7441f3 a91580 bc8fea e8220b
55f2be 862cc9 8c4128 a79acc f4466e f5a116
55fd92 5d57c9 84511e 96afa3 c99ee2 d37b49
5640e8 7f665f 8b83f7 9ae0f4 c09c7a eae246
5646ce 76e5f7 888e8a b8112e bf74d6 dac984
564fcf 68f7af 7ba4a0 8d5758 db724a dcbbf4
5655f9 6ca2f8 95bf53 988590 bb3c3d f1cef1
5658b7 768c05 7ce935 868eef 9b5662 d0aaae
5658c2 6ec752 7d4769 ab7ba2 bf5055 f2b8d8
565e32 6adae6 938085 c723ac d5e3bf eb9a56
56612c 64dbe6 85af81 956aee c60488 f1d23b
566215 7dcee2 85a927 9507dd b14074 efba9a
566402 a0d2d6 a290dc ad14e3 de5567 f7aa47
5668f6 77ef45 9b315f 9e91bf dba9a3 e80f44
566957 6bc2b1 bb009d e4d902 e758f4 ff460f
5669ed 64d92a 814e03 a08ab2 de0c6e fec5ee
566f4d 85cad6 957f93 b731c2 e5df9e eb9810
566ff2 65ddb5 a37ea3 c5affb cc5d65 f1dd1d
567474 5eebd1 8034b2 a77df7 bc9965 e0e16f
56755e 67a8a9 85eaf4 b03102 b641be e4ad76
5678d5 645974 89c5ef ab432c d6e0b0 e27a62
567cae 73b7ea 7513ef b24941 c4e3b8 ef9e3e
567e03 62eceb 685451 b8d23c ca8899 e121ae
567f4d 7522ef 9bbddc a36cbc db8a00 efc9b6
568535 5de5fd 83435f d19098 d90cb5 e4e158
56879b 782ae5 a0dbf9 acb589 dd5604 ffd91c
56897a 5fcb8a aa26ad cceb32 eb9af8 fe0c0c
568a91 881ec6 9abffc ae1d4b ed5a53 f5da4c
568bf7 7526ec 8ae0bc b83f8f e81900 f89e10
568ccf 81eb53 8807ef 93375b a68646 e8b5e5
569279 68eedb 8911ed 8e5c03 bab602 dd57d3
569799 a4f32d ac9c23 b3a7fc c234e3 d40459
5698cb 5de7dd 6444dc 95833c 96286d e9dd5f
569f33 625b20 8f32fc ae227c b89dd2 d4e67e
569f5f 6f5a5c a80c13 bedf5a cf41c1 f9b4bf
56a21b 695d1f a52f87 a8f666 ac59fe cdafb9
56a440 9ddafe a327ee b4186b eb66ae ecd6b3
56a4f3 7510ea ab5293 d2e90a f02623 f3848d
56accb 6c6c10 6df62a 8f3ffe 94198a f87d7f
56afa1 77fac9 8c7209 9e10fc a52785 e9a225
56afa2 747520 9c245a aee4ef d63cea f9b34d
56b70c 85f73c 8e540b 9455f0 b08b99 c6c2eb
56baa5 58697a 7f37c4 a4c62c bb473b d866de
56be2a 7c66f2 965855 c2e0da d89df9 e1729d
56daca 5837f5 a13772 a370c8 ee5748 f2d473
56e0fe 87a10a 8f374a 9d50de cc91a6 cee594
56e4d6 89806f 9fa2f7 bf0ba1 cd8f1c e6da79
56e5d0 7f4e9f c293f3 c82a2f f6d436 ff8a82
56e84c 77a061 874242 8b09f3 e8c2dd ff3cf2
56e9c5 5766da 70641e 879caf b6f004 c5974d
56eaf1 814ef9 863e5f aa81ab c3cb63 f12610
56f198 6a636a a7281c ac9541 df53c1 eccce8
56f246 5ba319 922dfe b16778 b8b4eb f8cfd0
56f5e7 793bb9 9eae91 b671b8 bc2a3c f9b901
56f6ad 5d8576 6a6006 b3c2d6 b92ca0 d1a732
56f8eb 619036 6f5e7f c3e21b d613fd e1b193
56f973 69a26c 7709ff 992e2d 9e55b9 f4acdc
56fae8 59694b 6236f1 82c75f b885fe d86696
56fbaf 708273 99c21b a602b8 c32e16 ce79ef
56fd0f 70b760 765676 7752da 9f492f d29fd7
56fda2 5e843e 7d33c2 9a4172 bcbbe3 bd70ee
56fe03 59905c adcc95 ae1675 b409fa e995ef
56ff09 8e89fd 9826a5 dbb4e0 e48591 f51008
56ffb6 66afdf 844590 c11217 c2728c ded61f
572afd 6bd300 913e63 9a6bff d74d3e e3b6de
5732f5 6cf727 799f69 af5cad b8050e cec8f0
5732f5 805e07 8385d7 a1cdee bfaa0f c50d7f
573dee 77a0f0 945e91 b6def6 b71334 d5a452
573ffe 63f101 ba3793 bd9fe7 dd8a6d ffcad4
573ffe 81b454 86fd69 a56583 be152e d9b3bb
5742fe 6ccaef 6d4f81 c40a4a d6df6e df8f8c
574ce8 625b1d 97bdba 9d9c17 ac5c94 d9df8e
5752c1 8aec38 a597ad b77324 bb135d f4c9f1
575a7a 968db2 a203f0 c1e6eb e0da56 e13d44
575eb2 5fafef 6b515f a2919c a3f39f ce733a
57615d 5982cd 69d4d7 9c5a03 c0d241 f57d8d
57616f 78f273 878ed1 8c28df d9b5bd eb233c
576679 5fa3b8 9139da 9aefeb ba6223 cfdd98
57695d 96b678 ae46a2 c32007 dde527 fc93e3
576b0f 6bae99 83f2f4 902684 d74ee6 ead031
576bba 75f685 7d7c7c aa3b30 b0a7ee ce800b
577377 65a8f4 8b01bd b05205 bfe5f9 e5b68b
577f3a 60fad7 665362 99c377 d90bb6 eca4f6
578110 900cd5 92e1d8 992852 f637a7 fcd31c
57837c 91f247 9851c3 ac0526 d9bcaf ee640c
578421 6dfe8f a11a6f b19099 c8c7e7 ee10e0
578433 6a26fb 6b99f6 9df828 d7ccf0 fc11a4
578475 65f94b 93973b af00ad bac7c5 da7ad2
578546 59dc17 ae026d b34dc9 d8d3fb fe7aa7
5785c5 6e2dd4 8c4570 a3e8ff cdce6e ed4240
5786d8 741ee5 78844f 91d995 c13985 f0c5ef
578f5b 625568 a5ead2 a7c53c ac3ac8 d396ee
579b03 7c574e b66af8 b6d8f0 d02592 ff957a
579cf3 711fed 7af321 8a6828 d0cab6 fd08a3
579ff9 8eec6e 990afc 9d3940 c8a7a2 dc700d
57a596 684ddf 91e15e c65d09 f4c8dc f76bfe
57b2ea 89a238 96f406 a835af b50c0c d29ea4
57b592 6143d7 8d5f76 b89cd1 fb2134 fccb67
57c0b9 8b8455 904872 d2e3aa e6a60e ef00ea
57c546 88704d 8f03f4 c4d2c2 c94c96 ef8be5
57cdee 6c23f4 85998b 9465a4 ab530a d6d021
57ceec 7e4e62 8c8d64 c2cebf cb2baf e0a310
57d0ca 6914fa 6e9f1a a9606b a9da1c bb7ee8
57d3d0 8c7d8f a11546 aa39bf d0dd89 eb394f
57d7c4 67819e 8332be ad3708 ba776d d1d865
57d812 5a630f ab5ad2 b01d76 e7bcd7 f06786
57dfe4 6487f9 790df4 b45c84 b9eb28 d4ab8b
57e1d5 5d57cf 74a080 9b85ac ac0b2d dfaa3e
57e3d3 774964 8e8c82 d21cc3 f3cf67 f8062c
57f01e 7a48ab a90e30 e4534b e47de4 f3d2c0
57f065 794ce7 823e77 99989d d13250 d5e0d6
57fa4e 79a9cc 874bd9 a33f72 ae8a84 e1011c
57fae8 8726e3 8ea6f8 9c5873 e0272b fb950d
57fcc8 832ff6 83add9 a80a19 c8be30 c95c6f
57fdc4 8731e7 9e6513 c9e240 e098e6 fe1e86
57ff03 618266 9202cf a19d22 c650b2 eabcf4
5847e9 785d6b 9becd3 a9aac6 d85d2a e5c56c
5847f0 6c97d4 a07724 b5b7b9 d3107c ebc065
58548c a3f359 ac9afc d26f8c e2201f e2ccc0
585a81 91b5f3 9e6022 a952fa d0d3b9 eb8f11
585a9f 5df824 7c686c 99a9eb cf5b27 d8a28a
585b8a 5ec978 ac57fa d1ec0a d60d06 e799fc
585cec 78c282 814a77 bf81bc c14a11 d9c7da
58669e 8ba1a9 b2e2f9 c72956 d9d904 e28b63
586770 810ede a2dbfe b1b29e ba3124 f5b90d
586c90 70e422 97716b a02f01 ea8dbb ebdac5
586e73 67f2be 8623dc f352e7 f3bb44 f71b1b
587325 86b87d a71cf1 ab157e f8dd42 fe79d2
587668 6af059 8a1cf8 9c3a07 de47b3 f3c8da
587f19 9b14b7 bee8d7 c99bff df3f88 fac418
58827a 6bdef6 b4c09d bb0c23 c137ce fecf16
5888a1 8bfc44 982fe7 a2ada5 ecaff5 f07045
588905 5e98ff 94324f b1c1da d5ca5b e4179b
588dd1 6b6871 89daed b62103 cbc58d cd8507
5890f3 647580 8b01c9 a4ba04 a9ddf3 b02b42
5895c5 7523d9 a46c0f a7d0c2 be1260 e69f47
58987d 5adcb6 665b9f 9f7009 cbe73f f093f5
5898dd 7c1fd0 b0f077 b64687 d2aaa2 ee0b42
589948 70de0f 7a4e5d 8334f1 c46fa3 cbcad7
589982 62e806 6e2cd6 a15822 c79dd8 d6e1d1
589c73 5c2df4 7a5a22 8af73f ba0585 cd7ce7
589ebe 6955d0 89870e 99e4bd b6c409 c9006a
58a070 6c1bf0 903d8b acf100 bc2012 c69cd5
58a314 6047f4 83e32d 96351c c6baa3 ed51a7
58ac22 8025e4 933d03 ae65c4 b1d5e1 ded976
58b0a3 63f9a5 7d504e a542fe d5c3fd e99a18
58b499 58fdae 636408 6c58ee baabfc f58d13
58bf12 5cfdad 920fc1 cea6c4 cf0742 ed42e4
58c5be 6b67e1 aa7174 b40487 f91d05 fbd467
58ca3c 887b55 a40165 d5d3bf e113d7 f99cec
58ce41 5b835b 8702f4 a10673 d1dac0 fd29c8
58cff2 7b557a 7d7cf7 a4ac9e e83043 e9cc75
58d0cc a892fd a90924 ab0ce8 afee1d f53d60
58d103 6972ce 757622 984b6e c68e86 f4c2f1
58d3a0 715bef a02e56 c9c1f9 efca04 fb002e
58e0bb 8966b9 953b11 bfa7e3 c0756c f4d419
58e3bb 6339f6 6a6a26 932d6c aad106 c765b5
58fa9b 5a8efe 6f2fe4 a56288 e5bfe3 ed1b48
58fad6 927a74 ab0301 c22fa1 e4a7f4 f48b2b
58fb93 7416fd 97aca3 b862d1 d6021d ebb3f5
58fcde 664efe 71b2c8 a3238a f2b77c f41058
592cf9 6d5d65 7fe582 9b76e8 c38ba7 cf4c2e
593ce8 5ddac4 9483c8 a7770e c9016f dcb455
593ed4 8375aa 90c7a8 cdec14 d82719 f79cfc
5940ee 5cd181 9a8fd0 b93462 f3bfdf fa0104
5948e1 65b8b9 7c7e45 9b4882 9f82fe eabc62
594feb 5fab6c 6c5266 7ff486 964507 ef81cd
5954b6 5fbdf9 7b8974 c4ddd4 d8be18 eb0017
595e9e a0676d a51617 c0c67f e45125 f788ca
595ede 952b6d a8dc59 b6869b dd3f38 ffbccb
596657 5a32fc 9562b7 97b68d e58914 f8b7ed
5967d3 78766c 82ef73 adb1a7 e21d0f f69ffa
596a3f 830dd7 9af443 9eb376 d657d9 f8acd3
596ec9 8c3569 9ae2b5 af97bb db0749 e4e218
596f2f 5bd0d3 92b721 a77d89 c615a4 f9cea4
597055 71d7aa 85ab23 8a16db c25dbf d3eb2d
5971c0 8bdafa 923448 968736 c5ed31 fe919c
5974dc 6ab9ec 8a4e7c c3242c cacdbf e4a629
5976c8 64dc21 947b3c 9d2e69 b1acdc e3c0b6
597765 5edfc2 a445f1 bc0f0d d1abfd dc9a13
597776 67cc19 780fe8 a760cc c60614 fbcfae
598285 59c4b8 813b99 acc505 bc6ff2 c63542
598b95 76f5f6 928c1e a20cc5 b19cf4 e5ba74
598fb3 695827 7c2bf8 abc6d3 ce7a17 eed5ae
5991f8 787987 8b2aab a3b3cb b8094a cbb74d
59932d 6c16f8 81b1f6 a6cc23 ba449a fec4d1
59961a 94c1ce a38e88 ae0465 c7d53b de27e4
59972e 7aefbc 7e0fd5 ae3074 c779d1 d5cc14
599ee4 7a4a67 87e115 8f1ffc cf464d e0aca5
599f0c 73d6ef a90a5e b806f3 decb9e ff399e
59a795 768803 7e4a6a 93e7c5 b9ca0c f022d2
59b502 64f981 8a15c1 aa3725 f3bbfd f932b5
59be76 7e08e5 896587 a74037 df46ee f2d2e6
59e5fe 6196f7 687480 a5aea9 edd941 f34022
59e795 629f87 663cdf 946095 ac4906 f56bff
59e843 6849c5 93a290 995c3f ca93d1 d1e1cf
59e8fb 7a3dd0 894058 c0c818 d867b6 eb1d37
59eb20 a727e3 ac1b0e c089dd e56052 f9cfef
59ebbc 5f7944 86b256 a46294 e58def e5e435
59ed30 785314 8165aa aaa2ed e2dad2 e66c79
59ee24 5f8d7b 8b357b 965ddf d1b2f3 dc0c15
59ee7d 62593e 6e9981 b51191 cfc3cb ed77f1
59f3a7 7e37ff af8d56 b11014 bfc5e8 e642a5
59f559 5d55e3 919527 9d8bf9 b14779 df96b0
59f6f4 6d7c04 74b395 933054 d744ec f6c050
59face 7d47fa 817285 a5113f c6b4ea f67463
5a2bf8 67d9c7 818adb 9e6c80 bb4403 f88009
5a34ff 73cbd9 ac62b8 b53034 e5d322 f96b8b
5a36eb 7f6f84 a94b07 b9c6d2 ec69f4 f8d08e
5a3ce7 7de6fa 8d6d6e ba1c0c e5e23d ef6d3b
5a44ed 7b476f 83c9be b08ced f4c965 f55c10
5a4dd0 7fe900 b57fa6 b8300c eecfe0 f96269
5a595d 5b9758 6cdd49 a541cb e3d4c5 ec83c7
5a5cf3 60bdc6 895088 a72d2b ddcba7 f9941f
5a5de0 63f8f6 7db1aa 87521e a29100 ccd10f
5a644a 7ab4c4 8c64f8 a38624 b7128b bbc68f
5a6a03 72d5c2 8c1bbd ae86f4 e91973 f9a015
5a6de3 6bcebd 7b4b52 9ab454 bd1504 f1e107
5a7476 7d3ab7 a5f208 be172d f297f0 fa7256
5a752b 6aa093 a20265 b537cd bad2f6 cabd72
5a76ea 5be1ce 825b7d a92e41 e9d76f f9586d
5a783d 65eed2 7d5774 84b971 cf05cd fadb33
5a7895 60e4ee 860ef8 b9360b cfec0e f27761
5a87c3 819d31 8212f8 88eee9 c7066c d5da1d
5a8b14 6dd03c 8c14f5 a07085 d3c3da f850e4
5a8c4b 7b5164 9cd3c4 c916ae cdd518 e788fd
5a8cc9 7b1dd9 967e1a 9feb15 bd126e f5abb2
5a92a2 5b3adf 77f63f 87693b 95a311 f6b2ba
5a9419 64faca 72636f a894bc b02fce edc60d
5a98a9 5ae0d8 8041cc 9d4e63 aab40c d0170c
5a98f8 8f17a6 b1e9f9 cfcca6 d41c6a d79524
5a9ba1 7aff53 9d04dd a9c496 e81e3a f6bcfd
5a9bf9 70eab6 9a4831 a0a90e d4d5f9 f71aab
5aa23c 75e85f 923653 b542e6 b9a7b3 fb7efe
5aa3b2 7c8203 91e279 bb1b65 c339f5 facfef
5aa5de 735098 79fe27 a70239 dcc2a4 e0535d
5aabb3 a8070d c221d3 d4d6c9 f50a5c f8ba38
5aada5 5bf1c8 5d800f 6f575c adb91e c52aba
5ab5e1 7a64f0 893380 afddae d4ae09 d6454b
5ab617 677a54 7fe7e1 9909ca cf4798 d788f9
5ab979 5d566d ad3c30 ccc3f2 d35ae5 fcc609
5abee2 5f7574 902ca6 a4f037 d0ac8b dd1208
5ac1db 665e76 706be0 a04d04 f55960 f8c45a
5ac221 8b13dc be9efd c01c3d d6739a e9dca8
5ac2dd 7142ab 9f4838 b6958c d4dc0f ef600e
5ad8c3 5e4bd1 b26e7e c18ff0 ef4e04 f3df11
5ad90c 6969f9 8f5073 a792c7 c8382a f8b2bd
5adacc 7c04e3 9c72c6 a23a71 d1dd84 da7f2b
5adca8 7526ef 965699 9b93fc c0b32c c53e46
5aebf8 6d6a68 91b69e b62102 e1b146 fa0fbc
5af037 67a1b4 6e56d4 7e8105 b34b6d fac3c0
5af0f6 78731e 8f3c6d aabfaa e83afe f6c610
5af367 5b6cd1 64546e 935421 b69de3 e57781
5af386 8096e1 a404be cd9208 e7d1f5 e82367
5af5eb 798c13 7ab8a0 9e1d9f cd67e2 d5bf4c
5af8ee 664bbf 917fb6 a31826 bb843d dacb8d
5afa00 9472f7 a61573 b38eb3 ea7f67 ffccdc
5afc07 875ee9 99ade2 a90934 f0476b f1c3aa
5b36ee 5eadd4 765f98 b7074b c27e23 ccdbd5
5b39f4 65ae7c ba3529 d06ebc d6cdf9 f8d55c
5b4e9f 725b66 748f51 7ce0cf d1e37e e66bec
5b51b1 7a95e6 896c31 9cdfba decefc fe9b26
5b5594 7fe1d9 8485f6 9e7f8c d51340 e69959
5b5b6d 79f647 939239 962bd0 9c8ff7 e8b6dd
5b5f14 6e86b3 7cdae1 9304e6 bedd49 fe0968
5b6483 68d334 9a6a0a 9e4bf9 c691c0 e8d9cf
5b6af5 68d529 72710e 95456d e9cebe ef75b3
5b6d65 63b118 92f1a7 b01009 b628c3 e095cd
5b6ddf 81456a 938a79 a5d197 c55f12 df9bd3
5b7571 84d09a 9312b2 b52818 cbe930 f74bed
5b788f 62f047 774c4b 8c3ee6 cb7d59 fda5f7
5b7896 5ffc16 a48f2b a9145d b8bfba f37dfc
5b7e0d 65e4ee 7e2dbb 94b902 b762ea eb5487
5b7ee2 963e70 9beb0a a8060f b7b3a4 c88509
5b7f01 63e407 9c80dd b30773 cf8b7c e9c6ed
5b8435 74b894 9321cd ac7ff2 b32c72 eae20b
5b8634 5ff7d9 9535fd 9d3567 babb78 ec62b3
5b89c0 68f9ef 7a26cf a63e64 b3b963 d70104
5b8dcd 68eecf 6e0ef8 ce090c cfb036 d36a79
5b8fd5 730ef4 96e5c6 9c3479 dd0c4f e88623
5b90e5 69daf3 6c11f5 6d6b0c ac557b cb9d8a
5b9286 84cdd1 8d4504 9f9726 aa2be5 cce6a0
5b935d 67c1ef 71545f aa099d d2e4bb d9b418
5b9982 902df4 91d8f0 924622 b29427 dce296
5b9989 655e19 6ae112 b4a1d4 c92ce9 facedc
5b9a72 9108ed 9cd080 ce63e2 d34604 e9d5f2
5b9c53 71f7f2 8c14f9 953169 dad921 f679fa
5b9def 7b33d3 7de6f8 866535 d7c247 db4798
5ba28b 61f9a7 676403 92267e b1be07 d970da
5ba48c 8108f2 abe9f6 ac61aa b8d12a ec2f2d
5ba727 6132f6 8bfd2f 904b47 eb2ea1 f1bff0
5ba8cb 758471 a700f8 b92c18 bee984 d59019
5ba901 72f9b7 910ae2 ba2c6a bce12f ee98c7
5bac2f 626074 aa04d1 b2dffa d4ec0a f0a5ac
5bacb6 61f2e0 6f5c99 c1f12d cc3d56 d9a278
5bb30b 5bff5d 6e1fea 906dc2 bb0540 d7bbee
5bbb18 6b0bfd 6efb7d 8a5755 9a6cd1 dfcdd1
5bbb6b 6e751e 892e8d d3caec e85aa6 ffd723
5bc5fc 9f2078 a20dea c1e5ce d1d12f ed2160
5bcba1 a38a3c ae034e c7d626 dc0cea f396e4
5bd632 8f38ed 9492dc 977d0a ce126a d4d2ca
5bdb13 a812cd ae1229 b991d4 eb5980 f5d5cb
5bdedd 7f9f1f 9b2458 a45de8 f9d453 fa849a
5be5e9 7865ec a34668 cbe9a4 d10412 e7951c
5be9f7 6aad2d 7a4d38 8456de b679a9 d9dfb9
5beeec 6c7fe1 aad282 ab1063 ac8c9c ed5511
5bf3ed 5d37e4 9a4d62 b8cd39 e00520 f765f1
5bf7c3 a90b24 aa8d81 c13cae c1c8ef fb3213
5bfaaf 902da0 b8c0cd c277e5 e41e5b edd11e
5bfd0f 7e9d85 8f2db2 a3123d ce87d6 f06b18
5c2cf9 63b334 905534 d21384 e9d2a0 ff60fe
5c33fe 5dd58c 8d5046 c1f10f e7bbfa f727ae
5c35f4 80a47f 905394 bde2d7 e383d2 f93612
5c3ed9 8b7fd9 9dd518 b88481 ea151a fdb8c0
5c52ab 6bd5fc 83641f 898faa d0eb3d dd8b5e
5c5695 91d906 97646d d2c6b9 eb7dfc f32626
5c5cf7 99693a b995f8 bbd6ec dc1b89 e4b296
5c5e43 76f691 95a1fe a801cf c5827e d9c8dd
5c5e77 95ebdb a90adf bbd150 dd6ee7 e84c34
5c6019 748df4 7dedf8 983196 bf9195 cddd08
5c622d 8027f8 a4e0b4 a58ad7 d2ce20 ed3674
5c6514 85b9dc b40174 bd9a4c c91ff2 d0e0b5
5c6674 5db5b7 8b12bd bf3804 c753f6 cbc582
5c676c 7c37a1 a8f61e ae432b c1a679 fd50d9
5c68a4 61d511 943623 bd90ed cfd7cc d47a7f
5c68f2 735e75 82f626 94acb4 a62002 a89622
5c73bf 91efca b00346 c5aef0 e27266 f0c542
5c7406 6fe5da 7a18fc b78edd d9da89 de3a91
5c840a 78e9cc 7a18f8 8f525e c2c361 fe3fed
5c8897 95e6f5 a53843 a72ae4 b3c275 d582fd
5c896f 6821f6 83e26d b180e8 bb6f04 eca2c1
5c90c0 7614ee 84656d aecaf8 da794e f9bcab
5c93a1 6c5729 9c8f02 b523f6 c7d7ee f7ab73
5c97a5 83d7dc 9822e3 aa3425 e9814b fcd439
5c9c01 82dc66 923ad0 bf487d c391e5 dbd5f0
5ca9f8 837309 840ed5 b5e3fb e2d34e e84f9a
5cb844 714c6f 7a5ff4 83f0d2 b00b36 c4aefa
5cc3ab 7209f6 787980 b6ee1f ca57cf ea082a
5cc757 707e51 9a2567 9f11e4 d8dcf2 e060c3
5ccaa4 6c7ad4 804365 b8f30c c30230 d6842f
5cd36b 8118e7 9a4486 d63437 e575a6 edcbfc
5cdc22 7f43fd 924475 a61310 b79bd9 da5857
5cebe9 738fd9 854b7d a03014 d8763a e1c29a
5cecb1 6547cf 659393 9f4b4b a2c616 eba1ef
5ced25 79945e ab17f1 ab1b04 cac0b4 f63daa
5cee6c 853e92 b158fd b5332d efcefd fe64b0
5ceff8 7e36ca afc625 ba5061 bf7bd7 fd809b
5cf2c7 8081c7 8720ca ae4440 bcaa52 bec3f9
5cf2d0 8344a3 8a98b4 aa021c bd7658 bec410
5cf2f4 759f25 8c14ca a43355 e7bc8e f442d6
5cf3e8 6e85bd 7632bb 944268 d6af97 ea5519
5cf3ec 75be08 9326a2 bab19b cb3051 d770c5
5cf7ed 6fa5ba 9912da bea181 bee128 d23208
5cfbbe 6e0af9 788feb 8b5102 c5bc45 ed2d80
5d28fc 7fbb8c 88f3f6 9677ba b4470b ead543
5d29f8 68e307 6c8417 7c86f8 b13a8f d495a5
5d30f8 667a2b 7aff01 8eb445 deaef7 f720a3
5d36ea 84a27a 8cf2b7 d4d91a e33607 e376c2
5d3ddd 884d6b 9c86f6 a0e314 c92333 ff8ea9
5d3ed2 675972 85f0ce bda356 cc200a ee57d5
5d43cc 87f137 a16375 bab9b6 ee74dc f34611
5d53d9 8ca8b9 943972 aaf31e d3a181 ec1f23
5d5ee7 5fb09e 774c63 a93400 adde6e fcbbfd
5d5f6d 67e79d 91938c b618e0 b73803 d59bd4
5d6054 68ef15 718ce0 950e93 c4c3df d67b46
5d60fd 847670 ad1f14 b8db4d d29cd9 d96f1f
5d6436 5ff2e2 7571ef 8fc463 922e72 998b95
5d6811 8f10ac 90d475 c372e1 e2cbf1 e71f76
5d7b20 7adadc 98168e 997e83 f0aa74 f91de0
5d7e7c 73efd8 8800c9 a53b30 acaf0e e53efb
5d82a5 87b5f6 9a0afb a4315d ab7c46 f4c475
5d83de 665f3d 7811e5 91f393 9798aa fe6906
5d85cc 7ccdb0 845e13 af9625 ce247b fdcd54
5d8928 67e285 7411fe 9e8088 cfcdf6 e855f8
5d8931 78e47b 9c38bc a30c5d d1a5e9 ff4e9f
5d89a1 95cbd0 ac14f3 b21309 e6da2e e97431
5d8a9f 8524e6 8cc4fb d4034c e2d7cb ea9257
5d8c91 7fde8a 8d40bd c07bf6 ca1b56 e3dae3
5d90a5 9016d5 a3cfb2 a81223 d7dc31 e47748
5d91e0 70ec31 7e5c7c ad1310 d9dafb ed93ab
5d927e 824908 88efdb 9c52e7 a4b82f e294fd
5d92dd 6b6872 73fd3f 943b01 cfb9aa e9732b
5d9af3 7538ec 785707 a2edbe bbb934 fa0a95
5d9f66 6a640f 7708eb a1f0a8 acbb10 ca79d1
5da009 73c6ee 913a95 a41730 b19f92 bfe55c
5dabf6 7864a7 a1d179 a41f19 bf6a6c f2cee2
5db0bf 6b62d2 7a536f b8bf48 bbe7cf c64233
5db5ed 7c9e1f 924932 ae18f8 b4ea73 dc0a8b
5dba5f 672ef7 8df6cf c59bde cb568b cc050c
5dbb04 9707e3 a08dbc a4f574 de105e f7c7d3
5dbde9 628f39 a50e5a b929d4 eec09a f74fa0
5dbf1d 687c69 af2f0f b749fd edd5a3 f686ce
5dc830 648539 aa23c0 c8e7b0 f8529a ffade0
5dc96a 622df6 815174 b592b8 b84a26 ccec0f
5dcf08 7614ea 9c6c7e d1061f eabcd6 f730ce
5dd2df 6d6341 7157e1 8f2b7c cee01f e38e6a
5dd2f4 a4a102 bd01fb bf272d cded07 ff6f92
5ddbae 752afb 7e668b bfd42e cd73f4 d15863
5ddf1f 8351cd 9e3b06 a68f9d cac6ef f1c6b4
5de92d 5e8aef 6b0df9 7a5870 9a9aa2 c72a21
5ded7f 5f29ff a970fe b94497 e61d2b f182ba
5df2ff 755d68 92b6a5 b124b4 d8d46c ea6231
5df820 6163a6 6a5c54 a5b085 b45702 f1a8ea
5dfd32 665e57 66aceb a29190 a5329f e74b07
5e21fd 67be80 7c662a aa2273 ae8bc8 bdee32
5e28f8 69ea11 866fa2 af2246 c67a07 fa9ce9
5e29f8 8ec0b9 9d3a23 9d5aa9 d5c45b ef496f
5e2df5 60f3f4 6e577a 8087d5 b62d05 d6a077
5e2efe 8cdf06 9968d1 b42605 dea5d7 e06a5b
5e38fd 74e966 776287 bc604b be86f1 fabecf
5e41e7 627925 62f44c 90527f b0a88b fd87d3
5e41ee 7f8e6f 90e407 bf2909 ecd3d1 f26bba
5e49db 69b1f6 746d6a ac070e f6d48e fb511d
5e54cb 639b16 68d3f7 8b3c49 cced5e e67290
5e55cf 7a502a abb9c1 b68106 dc367c fab72b
5e589d 65b99b 8a5859 a1f92a cb5a14 edb5ed
5e59ff 8d8358 a4dfb0 b00f77 cca5e1 fea33b
5e5b67 9ceede a957bc cc3030 cfa6ec f47f7e
5e5c23 6cac02 83cdfc 9951f2 c673a4 eebea4
5e5f0a 869752 9106f1 a1f413 d04a9d d1c5ad
5e5fae 7cf697 819e8b a9014d b96a0c e894f2
5e5ffb 814e7c 828c7d 8fd6bd ce9de3 fe3f0b
5e608b 90a694 9be9a6 a84f1e efabe4 f47f36
5e612f 739cf1 8a9486 a625a4 d7a248 d9d8de
