# colors_mcd16.0_mld2_nc10_cvd100.0_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
85790b b6ec41 7ab508 0ec584 01815f 67fae8 0046fc cab0ff a11196 ff1eb5
964031 d14a0b b1b330 a8f403 41d293 47866f 615476 a827dc f265e3 efabd4
e0d3b5 9b9869 41da4e 4a725e 5c9d99 c6e3ec b9a6f1 744879 dc21dd b11022
ad1200 cabc78 988e22 677151 a2f521 69a28e 41dec5 d10bc7 fe73e8 914671
755330 d7deb6 96e705 4e9b12 41e1df 6d32f7 9162cc c698ff b92a73 e5789f
bd1702 a48d46 b4be08 41e490 84b1a1 528473 8914c2 eb84ec fac3f7 df2ba8
eb8e69 a57f06 fdcc10 41e4b6 5f9faa aaaefa e7d7f6 b90fdc 7d5380 95374a
cf3125 e9d3ce 41eb49 749077 4d605e 5c9aec b1bdd6 7250f7 917798 893f92
8d5c18 f9d589 a6b596 57b00b 5e796c 41f0fc 6920f0 6c568a c250e0 fa6cbe
e42f0a c28f6c 796e63 e1c55a 81beaf 41f3eb 518398 bb90f9 9025c1 a22021
685a20 f2df1a b4b54c 758d0d 41f8b8 a5c5c9 4497c6 7642dd c14c6a f47492
a23d11 b07e00 aab970 a8e91f 41fbc2 5385a1 9d1dd1 ed60fc f3abfa e13667
7b4c28 c1922b 41fc0d bfebbe 62b7a5 448499 af71ff 8438cb d8c2e6 b5356d
b79700 baccb9 41fd6e 68a7fd 7488aa a543e4 f9cff4 695466 e95c77 b52934
d2877c dddb93 96be2f 5c8611 41fee3 6fb4c2 9580e6 6b46d7 9d0080 826168
41ff31 7b9385 a7bdb6 4a3fec 6d5d9f a892bb dbbcf3 d558fc 9f3054 ee1336
cc601e b7d064 98eff9 536679 92afd2 4f95fd 8a8a90 423af8 f2bbbd ac191e
9b4101 f9d330 bbc49d 49a643 497265 b2d3f7 4240f6 9453ae ca79dd e46295
db9224 e9dc38 bfdcb1 59ddfc 424ae6 71689a 987ff8 a98eb7 c1545e da0107
c99413 e6d10c bceb9d 99ae9e 45d7e3 424ef9 7b6bba 9b829b 92326f eb1857
b4b597 a8ea7f 6781e4 4251ce 895f91 f3d2ec e38cbd 99475b fd3f4b c51218
a8513e b8a418 e3dfb8 acee0f 75bcf6 4486f6 a8aab3 4253ce 92719d f05678
7b665a 974808 fcaf0c 8ee599 4fad5c a6aaa8 426071 8260cc ca82f8 f3ceee
f3b387 806f04 e5e61c 85b506 a3e8d9 4261bf 5d576b 9085a8 c6a0fd e17076
ac2502 b56c4c e79c74 75f50c 426263 90a7ef d7daff 9553f6 ee2e9f ccb6bf
9b6125 ab9f04 a0e718 426355 6bbffb 4d85ee 7d27e5 d5158f f1c9d9 e3848a
9f4d03 e4881b ecd614 595a54 81e092 81a0cd 42639c d4dbfd b151fe 8b8a8b
847f6e e5c820 aeb49a 6d9e2e 426b1a c4eca1 61f1f8 8749f2 d072c6 925380
b18a88 bcf023 61a11c 426d24 47d770 8606c8 ce40cb fd77f9 7e6d7d e4b4d7
ba461c deded6 65ef1a 8ab687 427371 7121ff 763f95 ad9db4 efa0ff df3bdb
c29019 827f4b 98bb90 42f11c 427472 dadadc 9372ff 7a2fd1 dc9afc ff1aa5
5d5957 c29a34 dadb1b 42782d 52c9a7 cde1ea 5783e9 613ee8 b4a1d2 b64b95
c09e9d fa9529 427908 60fab7 bebeda 827992 6c06fd 9b26a0 f406ef c52569
ac3513 826056 a5bf0a a7f282 6fa983 49dac8 427a99 b36aff 800ed3 e696fa
7f6e60 b88245 955300 f2a406 cad596 52b8a1 7ef0e2 427beb 969acc 6a09fe
cac38f 7a9911 b1ee3e 427c45 6cdee2 a4a0fa 7669fc a21895 65575f c5778c
e79c23 d2cb95 97925d 5a750a 90ede3 7fb0cd 4283d6 7119e9 a2618c b30b5c
e81812 ccb298 afd54b 42896e 52f2e3 49bbc3 6c06fa d564ff 894998 ab1930
67554d abd875 428f4a 6eb999 791cf6 e33ddf e694da a92795 9b7e95 e9ccdc
a46e08 566a48 80e777 a5b9ad 429184 7745fd a774d9 e4dae8 74477a ec9de8
b27510 766237 e8d7a8 9cec2b 48dffc 429ce9 a7a2b1 8211ee 961987 f56478
ce9a99 aa0902 916a58 429e02 c2eaa8 4bd548 536978 bea0f6 af0dbd efc7e7
736456 d9c318 429e45 95bea0 53fea0 d5c7f5 918b99 7708fb d078da b61c9e
845b59 e36033 923a04 eed711 51e5a2 429ff5 cfe0f9 9eaabf 726c8c 8526d3
b9d225 42a535 59edb0 858887 576776 7211ee 9c52be d68bcc fec9f0 ad1a31
c7d028 55700c 42a62f 63d5a9 c5d6ff a697b2 bb09fc f956ff 941198 c0206d
c06867 b9eb04 8cb625 6cfcbb 42b09d 7c3df4 ab7fcf 814c91 e1b5e5 af0918
c5ae9e 86490c ade71e 42b927 45f6f8 a685e8 8006fd 9047b3 d1699c ce1561
af9656 8bd205 567c10 6bfdb2 42bbd3 731aeb cb49f0 b0067c f763a3 8a5a5b
81634e cc6f21 e8b235 d1e6ac 539388 a6e5e0 42bed2 a875f9 8407ea 9c0977
a47524 42ca32 97ab9c 77f9b6 4b7c85 d3d2df 9315bc e541f7 f295f8 b42c61
f98002 f4c57a 95a16c aceddd 42cad6 8700e4 e016b2 96295e b9728f ce0001
a81d02 d55710 fcc61d b0b161 d9e2bf 7fa795 42ccd4 9a79e3 745799 905b66
aa2600 ade51d 42d08f 629589 b869ff 8d14f0 a147a9 e282c7 ef114d f9d2da
6f5641 e0ceab 6e8b20 8ac039 92fa26 42d0e1 947ff6 970dfd ab098d f22081
706606 baad11 ece21b b4d8af 5a9f9f 42d1da 5966b5 ab85eb a61678 e81469
e8441d e5cc36 94b882 baebb6 42ddd7 828284 6c25f9 c478d6 855589 ab2b4c
8f413f cc4708 dfe72a a9af2c c0dfcd 42e0f4 839197 4356ee 8269a0 cc79fd
ce9b58 e1deac a9ea33 446e03 96a49e 42e4de 649bcf 7e788b 993bc1 a40d58
e82b2a 94857c cba26a eae078 42e5c8 45819c a7bbed 7206f1 e817fa 923e59
cce605 969c8e 52ba00 42e8a2 af6bf4 8514f5 ec98ec 9e0284 a65c82 cf1939
ab3b2d f6450c 7f7a76 acc46b a7f709 83bfaa 42ebeb 6b69b5 bb8af0 754d71
b41105 edd7cd d77e1a b3dd36 5ab88e 42effe 7782a8 5253ad df83fd 815e6f
866532 b68d09 e7e138 7acc85 4d9679 42efff 59696f b49fc0 e40ae6 991897
a63430 887772 dcdad4 a8ab58 42f51f 6baea6 57749a 4737f9 c054ff fa7ceb
a86010 f5a033 ac997c ccd19c 607463 42f5f5 89b2f9 5681ec 543fe0 ec2b9b
c64f27 d2a877 918573 c1d205 b0ddc6 42f6ff 839fd5 60759e 7a33c1 805161
8a6707 d6e0b1 8fb14b 42f70c 4d8161 4745db 8e6cca c4a6f7 a90978 d59da7
fe8713 a7c0ad 42f984 9d44e5 ba91da f1d0f7 904086 bd6c8e a22939 ed171a
dcbd68 92a891 647768 b8dcc2 42fbfe 8609cd bc49f3 a82b85 fc70c8 ff1314
b90504 8e914d c8d845 42ffc9 48c6b2 6d8aac bf2ef6 9019a7 fc84fb c1407c
ac5f39 a6b04f a4f130 62e7ff 4baed5 433afa 7863c5 7b4f73 aa7f96 e5bfc4
e3cb9d 909434 4a6c2c 71f916 51bfec d3dfe5 5985dd 433ffa ae3190 f66f99
aa5e01 bba078 dfd5ab a9e012 516a51 669797 6dc8d4 4340f8 7d5e98 ec52fb
cb9279 5b8501 71cc01 82f7c6 7a8dea 4341f9 9a97aa dcc3f0 85468f a83d55
cb3916 67554b fb7f07 86826e f8dd18 afd888 50aafa 4344fc c1b1ca 9d3980
e86f01 a59e75 6c632d a9e914 62fdb7 6f858b 4346ef b95ec8 ed8fee d7c5d5
fd2d09 93a078 abda61 48f0ed 71b2b4 434ae0 7f75e9 d09cfe 8a4c8c be2b5a
ef7e02 b6b1aa f6d091 71531b 73e7f0 9da7f1 707bde 434af5 b01c90 f61c5c
fc1300 abc04a 518b64 69f3ac 79b4ae 434ce2 e163f0 a25996 f7d1e8 bc021f
b32e21 fd4715 d8d9d5 81e511 5e9e66 434df2 5f4f96 9d96a3 e66eec 82647a
e77707 e8d0a8 63ee34 6f98cb d7daed 434fca 75577a ac636d d3999f cd121e
aa605c 993011 e34d15 b3b87a 63f132 6c9997 4360f8 83449b f5cafe de74db
d2be90 8f6c01 a5ed2c 70b32e 43644c 45e6e9 6099fd 882be4 a71080 e739b1
b49c03 43660a 4ef74c 529e65 99c2b4 a338fe f5d0fc a5249b f962d7 77656b
abc493 51b810 61fc63 436696 c319fd e1c6e8 d882ea 9f2a57 e74a75 d1020e
a3655f e3d940 7e9104 436901 7fb88c a1f0ca 5168d0 bfbdd1 fa7afe b10473
eb330d e09f5d 71ff2c bbd6bb 819587 436b58 5c5af5 d3b2eb a35199 a90b20
a8170a 97784d cea132 cedf96 84f5e4 436b66 94bad3 ab82fe b01bda ff2997
b1380c f65a0d e3cb0a a7b4a2 aeeea0 436d52 7ac3f4 8281f2 861fbd 85738e
debcaf e2845e 8e5d03 4bf423 436e5f 7998a0 4e37f2 bbb4e6 6a5486 b463e5
7b7c31 b3f404 82ba38 63e6a4 436f5a 518ed9 8334f5 d4b3e9 9e1d7b d27895
c5a38d bf6c20 f49810 d9e07f 59e8ce 437285 b7c2f6 9a8cd1 7d3cb9 a31433
ca9705 eae123 437332 4eecaa cfd4e2 96a9df 686ef5 c023a8 804a68 f3628b
aa0600 824f4c fb3d07 b7ce34 72945e 79ddf0 4373fe ae87bd b60d95 f19dac
726b28 cfe5af 7fdf29 81a766 43788e 7201fe a650f4 d47de9 eec4ec ae0c62
b21307 fd2e05 e6926f d6e201 437a57 5aebd7 c0b6fe 6f5f83 b732d9 b589b6
bade70 437e0e 75bcf6 9871cc 9006db c8178b c57d99 893f55 ff586a fdcccf
d1dcbc 6eaa08 437e1f 76de5a 5182f4 6827ef f7bbee b144a0 b1015d fa6496
9df931 437e29 64c53b 9992d8 6a36fd e3cafc c31e96 c87393 784b57 f8b1b5
a33e1c d17f52 d5e643 8de0b1 465d71 437ebd b69bff 860adf d2a0c2 887c7e
d3c6b6 bd9d1c 6a6a31 b1e738 8feef3 76b1df 437eee 7c06e1 994a9a f05f86
c79912 d2df19 437f27 6abc83 5df9d4 c6ccf6 7b05eb a28eb4 a150cc 9e306b
8a5205 cfa12c b0f436 55d0a1 4381a8 9797f9 7a35bb cec0d9 ea2f53 918889
625a57 df9f02 c5f107 438724 90d093 820ff4 e144e8 9b3798 dbbcd3 ac7999
e8dd53 7ab44f 6b7863 b9d7d2 51c1e9 4387ac 852de3 9d176c b19299 ce0006
c68621 d1e4cd 7bec6d abb1ad 438d78 9176fe 7327e9 f5ace8 d731a9 c40922
ce7212 e6af26 8fb279 5debc7 438d83 d9b4fe 7a04e6 bb5bda 913a91 bf303a
f01814 e5a60f 5b5c4f a5ab9f 82e28f 439055 990dd5 d542f7 fac9ef c02e8f
c2aaa3 ffd0a9 b4ea02 439319 74c9f0 6a3bf2 9674f7 896a90 9e2049 b76c74
e9c3c0 ac4327 9bb529 c7e838 527d71 8fc3ed 4393f9 6b00ff 853cad f4569a
d9df53 54664a 98b197 439443 c4e9c7 7be3f8 4a47d6 b196bc d65af9 c2328a
755a4b c58f66 e5d2a5 597e05 90d11e 69def0 4395df 8442d8 9d1679 d1538e
e99606 ffda35 b9b47f 439682 62e1d3 9d92d3 6d0dfa 9650ca 8d426d bb2047
d51206 a16758 e5bb03 d3dba9 a0aa75 439c98 aad0f6 9b17ec fe37eb 9c226b
b1a2a2 e1a437 fddc00 82edb8 439ef9 bdc1f4 584abe ab5f81 b01142 e25055
8d4f35 e3b87b 7cff02 43a530 45b5fb c5d5e4 612bf1 995ef2 d0169b e078a9
e2c29c b6965b 817812 77f438 507355 43a69f dadce2 ac8fff aa0af5 a20e91
cf8157 e6bf9a 775203 49e30b 43a9fa a7a7a9 d3d3fa 9028f7 645e66 e814a9
706203 43ab01 73ed5b afb1fc 73708d b74feb 8f24ab c1055e fcc2d1 ec8092
fe4819 78512d d4ca34 888c6b 90e0bf 476965 43b1c1 ddd8f7 8356fb be009e
855d26 c1db79 43b264 abeed3 8f75fe 7b20f9 d821b0 e8a3d2 9b9097 a01065
c22808 f8a989 907e5e dcdf0b 43b615 9daab0 96dbfb 606586 860adb fa02e1
816e24 c0bd20 79a75c aae4a8 48624e 43bdb0 4cf8fe 5e54dd ce7bed c13784
88713a eddf2c b7d3ac 43bf46 58e9fa 9f7dfc 8f1db8 c6a5b9 a62a6e c66387
9e3b1f abe098 43c217 6d80a4 7e4bd2 ddd2ef c896f7 68535b ea98b5 ba6a6b
a1732d da9721 e0e517 adbeae 487a6d a7e2e9 43c3ef d308f0 a28da2 9c008e
d12726 71826d 43c92c a6ebab 7c2fe1 be5bcd fa84fd a38ca3 c6bcc5 8f386c
e11918 fdc8b2 b8f312 43cf50 488ebb 7c53f9 c7bee0 674c8a a33954 c18689
a7bf61 8cfd05 43cffb 61568f 9585aa ba11fe a54b5f f00731 e3b2b8 ce787f
a6877a 745b28 bbf085 459f13 43d21d e3ccf6 9612f2 ea4dce a84c7d f3b0b5
705144 dba560 eee058 5c8524 43d5bd baccfe 7358df aa8de3 9a3270 df6485
cac6a2 70681b 99f334 53af4f 9aa3a4 43d5e9 4f7895 6b38d4 a76af2 ab1961
e0d025 75a837 5e6655 43dba3 cbd5ef 7612f5 c39dec 9c5ab4 de5685 c60511
904a3e e04203 a9816b afea0b 43e48c 67a6a4 d5c5ec 9c04e4 e971ee 746973
a39b5d abf44a 43edb5 61847b 8eadaa 7523de 8665a6 f382e7 fbc1eb c70f2a
be342c aebf37 b3f095 79b182 43eeda 7a8382 7530f2 e3a3ff 73506d ea42c0
efd8cc 836e20 8aaf67 43f14a 48737d 9011ee da62c5 ff9beb 9f2052 baa6ac
ce280d fed753 afac2d 61ab88 43f4c6 c7bfe5 7933fe 970e8f c753ad 785356
84a12a a9f463 4b7528 56ae85 43f5cb 575efc b88dfb eebafe ae6ea9 9c2871
f89548 fcdc08 738105 a0a5a3 43f7d4 b1cbf8 6897fb 655ade a3669d c03162
8c4f3e ce5c00 d9aa71 e3ddc1 939691 43fc15 4b6f74 b8ccd8 6b92c8 8246e6
9b7357 e78f2f f7d33e b2c99a 77a9a9 70def0 697295 4438fb af83e1 a62564
ab2006 d07f32 83755a ebd61b bdd7b4 8fc0fe 727bbe 4441e8 a598ad 97447a
9c4601 b2e119 72b21c 7af7b9 4444f2 785d8c db5ada e0b2ce a78294 dc335a
f8280b 766654 e5b00d a1a86a bfe290 7de2d3 7599a1 446374 d306cc ff5bf8
ca2619 ebb2ab af8a77 f88e00 cce86b 44645e 92e3f5 719cfe 8a89ab 9833ac
9a3004 876554 b6df0c 4a9e06 95f6bc 446480 9eaef0 8276cf 881ff3 da8d91
98523f d3ae4a 9b830b d8ea00 6ddbca 446883 9394af cdadff 8b03cd dc30e8
bb7e0b 9fbc7e 446925 7af955 4474df 7da2f5 848497 dfbcdc a51b8d e0076a
f7d7a8 936311 b09200 b1ed1f 5fb08a 6ae1da 446a68 7d80a3 8646ba eb77ff
c98e3a aff607 446e01 44eb92 5a60fe 8281a9 73429d c984fc f5c0ff be1760
d31917 e69e76 dfdb35 446e64 48fafa 86b5ba 7e7e9c 6c25e5 863e93 ff27f2
446f15 b4dba4 47d521 96a695 8000e3 e085e1 a643a5 857a84 f6c2f0 f80d51
f3cd9b adcb17 446f1b 6ba268 c7e3eb 5bbef5 685286 a022e7 b971ac f892b2
a12305 be956d bf6402 5bff04 b5d8a6 447355 5da1d3 8a8d93 b60de0 7a4c84
c23e0c c3970d b7c39b adf54b 798d72 60e6eb 61a6ac 447389 9518c7 e837e7
655651 eec3a9 447709 4bc507 bbe0fb 704dfc b186fb c7228c fd8bbd bd7a7e
e72809 f6c5bc aeb067 8be802 447b61 50f7fa 931de9 d471f1 a3077b e65d97
a68172 69671a caea85 6cc126 a0e0f6 447bd2 5f6a83 be9efe a60d58 f6a3b4
caef0f 98b91b 447c54 44fa96 4ab7a7 e951f6 f9a6f6 c20db1 764f68 c20e0f
a75731 fd6706 9cad85 93ea8b 447dcb 7908fa 68616e df97de f2d3e8 9f8693
f84700 69fe89 48c76c 447f79 b5c5fe 6225f4 b347bc c188b6 dcc5cc bb2627
a6110f ee3b25 775b55 8ffc2a 4480d6 86aaf1 d2d2f5 6630f5 b3658b e99dae
ab2215 d26113 d6a06d c5da30 448562 8fedc7 5cb1df 8b00fb 9e48b6 a28d9d
f3bdb2 867718 cceb0e 8ac349 75d2f3 4487ce 8a04f4 a296ab a40c47 ce5979
fad3bd 84b238 7af72c 477c53 4487ec 6d31ef d2bdfc 88548b bf819d da010c
e9e402 88c03a 597b35 62e6bc 4488fc d0ceef 7425fe db1eb3 b295aa 7e6169
a8987a d7ea23 98bd31 44892f 64f4aa 7d9fff 8444e5 e7b3da d45bb1 9f4166
fe8b7e fbd2cb c4e527 537d17 448aaf 9cd5f7 9fa8b0 6d4fc4 a40d5f c66474
be8e24 755713 f9ca41 93f1ab 449993 bab8dc 927dfb 6745fb 7365a2 c44b60
b0130e f85a2c f7c624 c9e7a0 90ccf9 449ae0 8b3cd5 873774 bfb1b5 bd5572
71572b fad28a a39a80 97c702 449c05 65d3c7 6d7376 9721ef e24fd8 a4168e
934c07 dde29f 99af31 a1ed04 449d9d ada2fe 9453fa 86569e f7b6d4 cc2860
6e514e a24702 b98f21 bff104 67f697 44a18a 5d598e ad98fe cab2d5 c525f0
7a6214 44a621 52e272 aabbb0 5e34ff 835ec3 eac3f2 cb8dd5 93334e be6c7b
e2a78c af5a0b a6a50a cae014 46776d 44a8b3 79dae8 7904ff b064fa 844a9b
aa5700 becdb4 85f640 638365 44b95f 5655da 9680ff 9f729e 7c417a d49ccd
ed7166 827c05 cacc08 92f3c2 44baab ccd3e7 655cf0 d78eeb 90478f ab0246
836445 ebbf09 818f17 76fab0 44bc8b 5778f8 6029f8 ddcdfb a81a74 c56ca4
a34705 9f9000 d2e88a 50875c 44c5a3 abdee2 9292bd 6d29e9 a45df1 8b4193
bf481a f2dd7d 79ba2f 698676 44d6b1 bcccf1 8008ff a996b4 7f3aa0 d351f3
c25551 df9237 fccb29 595e06 d0e3d9 80a694 44d7f4 516872 8133ba ad69b1
877f7d 9b4605 545d4c 6a9b4a 44d93f 6195f7 625cd0 d2befe d595b9 fccada
eedbaa 83a344 44e01d bdd7d9 7567e2 c5a0fd 6d498d 965e71 ee789a b8282a
eda41e 698a33 44e08a bfe6d9 92b4af 6121fb 8357b5 e5c3f8 c17fdf 91445e
fcb828 787813 44e099 a1abad 68879e d8d4f1 992ec1 df67ee ae1a55 e9556d
be0c04 e6b036 649651 a2afa0 ace9b6 44e3fe 59a0f2 765ec8 a0849e 962f68
bd9b12 c8eb61 80b67d 44ede3 690bfd 8d7c92 eb11ee ab0294 7f4d5c d61634
ac5401 d79203 44ef70 657df4 b6bced 7d1bf6 744694 aa96a6 f33d71 f9cdce
7b7f08 9ed615 5da073 44efa7 c0a8fb 8f18ba f3d1f7 d142db ae1368 cca2b5
834902 9d9a96 c5d9bb 47ae20 44f213 5962f0 93639f ed77f0 facef5 b72458
f3be9e 775f4b 8fbc17 b1f604 4c9116 44f4f2 b15aff 7f02e9 c40683 d28493
f9c93a 93d8a2 479672 44f7f8 c204ff fb52f3 aa8aa8 bb1291 774f5a fe1a22
ab3f24 83cd38 44fcc3 7562fe 624d9c bd95ff 9c7aa9 e6bde3 725766 fb607f
aa0f0a a3a60c bfd868 4c8a4f 44fcca 9dc4f2 7352d7 a584f1 bb578c df8e9a
44fe12 869497 cbe1ff 98adfe 9874b5 8f14dd a05564 c8bebf a70e1c ff565a
f7bdb2 ca4401 9ca364 44fe55 458161 829eaa b5cbde 6e3ae0 f362fd 8c5a85
b88678 ea5005 6d552e debb49 44fead 9fbab9 7d739c b193da 9e31e7 af216b
ab0805 fcc7c4 d25845 85eb51 67a49b 455ec4 c7c3e8 787296 e571f1 8b5761
82653d b4ad98 e7deb1 79a60b a3f137 56e5e3 45979f 45606d a608b9 f641ef
b33006 f8531e 856756 7af074 c0cdc1 929f94 5b8fa7 456475 d3abe2 bd1bed
e1120e b48c63 dabe8b 9eb905 c5ee44 45655c 91e4e5 78879b 7340ef fc53f7
e08403 6f7842 b2ec63 54a988 51eec4 456864 9970e5 b6a8cf 8c22a4 a36e9a
906204 bd8b05 f4da08 8bb079 c1dabe 456b52 78deeb a992b2 d924e8 9d0c7e
b8a185 757c37 83aa03 4eee43 456f6c d3e0e0 a978f4 7f05f7 fb9eed f017a2
ef8c2b f1d690 a2a285 5ee4d3 739ba7 45709b dc91f8 d114fe a32d64 e10d43
fa8a02 c6b18b 815701 d6e67f abdbfa 849cb1 4576a4 53aaff 7e0ade ea2f65
a94012 f3a95f cd7103 96937b d3e3c9 457877 76dfee 4eaac6 8a6df2 6b40bc
886f6d b8ac6b e7e079 457b22 96e1c2 6a0bfc c240ee f18cf2 a70f7c e74ea4
f5a911 a27613 72b789 45855f 53f297 c8e2de b35cfc c8aad2 8f09b2 b73686
e9aa09 959e5c 566c0e 7af9be 8bb6ae 4586fa 5743d9 dacef2 c24aa1 8e6f75
bab830 4a6226 458f10 7dfc8f 4ec593 b8c2eb 863fd9 918c96 cc6be9 8d4263
d06c40 6ed717 4af4fd 458f98 5850be 8d72f8 b29de7 704c6c ba0c42 e3b0bf
bf4111 dd851f e2bc83 60594c a1f60f 7a8a63 6ac8d1 458feb 5e4dc8 a56394
b65b19 605b4a cfdf84 6ec702 55fafa 4590b1 b5adfd 9121c4 f9147d efa4b8
e0200b cce833 5ec457 459359 bbaceb 7b10ea c85de9 a93978 f05da0 f0b2b6
de8e2b 8c7040 f9d218 c4e9b3 459582 74c3c7 4c4ed6 8674b1 b897fb 873e51
cbb1a8 796f61 45961b 58c740 92f77e c7c8e2 6c02fd fe55e2 9b2f78 be7d9d
615c53 8e8249 c6b650 c9e2be 90b197 459fa5 73d1d9 8702f3 dc5bfb a242a7
a42222 d8b28d cd7d02 b0d720 70ecf5 8ea9ad 45a4f5 5260e2 956a9b e43160
99473f bce921 45a54b 61db81 9ba7ab 896cf9 732be3 c397ed f2d0ff 7e5d81
d1b46d 47710a cfdec1 9eaba1 45a7bd 5cd8f9 6062d7 873583 ba4f7a f6194a
d8b743 bdeda7 45b8a1 5bf2e7 827e9b 7d20f6 d850f3 902884 fa596e ca2939
a22e2d e73708 a9bc71 7dfe27 45bed5 847df8 8234ed a15793 e3749d f7c5c9
c00c0c e3e50f 45bf1d 618961 67f5af 565c5e c3d1dd 9c94a7 ad26d5 ee7bfc
ae917c 45cc2e 6fff71 b9d1bf 7e7d89 8201e2 894a95 e81dfc f590f9 d01227
a7401f f77116 dce424 45d281 bfd6d4 8a8cf9 6349b3 b69fc4 6f577a a17684
f8a516 e7de8e 5e7c11 abb6b0 45d8fb 981fa2 ca4cc9 a48098 b4165c f64f68
c91108 de9f9a 9f7e5b 94af31 c1e88d 45e1d7 6170f8 a2a3fa e84f9a 854057
fbcfac aa9786 626053 599a26 45e52d b0b1fd 8069f4 5730f3 9a4192 f06eb8
746856 b5c535 5fa67f 45e5ad 496982 8e11bc da43e3 f9c6f7 cf95be d20012
b2a49a 915314 c07c30 fdd761 c7ddbc 45e5f1 4c93b1 4f5a76 8d0dd1 907679
c20301 98574f d5784e d6b202 b2d2a4 45ebf9 547ffe 5d34ec a696bd fe108e
825401 9ad22c 46a838 5a705a 45ec9c cf1cff e599dc be188d edd2e4 fb5196
b33827 c3813f d6d9a5 45ee21 63b18a 507d67 9873ed 8702e6 97709e eea5d5
967662 d0c5b6 5d6405 7c9508 94ea56 45f5fd 64a2f7 5f6ad9 a73689 d28aad
e5d02b 96cc93 45f5ff 4d91cd 863fef b6a8bd 972c78 927986 bc1624 f4434f
b56f50 b2a701 ddd90b 9fda8e 4cb297 45fbe1 6d51e7 7e6e94 f572e9 a31759
e32d2b d2cf2e 96a875 45fbe3 b2bbff 6855e6 913979 e75cb8 a41532 856b6f
d4a187 8b7659 5cac08 85f132 4635ff 9761ff bb91f0 e0d5e8 a1238c ca5da3
e16758 e0a310 6df4d3 68a2ec b8cdef 464acd 706eab 854c6c 9c7c86 bf0821
fe8960 c76101 f7d31b abcbb4 4bc9ea 608dc5 4656c7 951f7a 9b647e b90c36
e58171 a77e00 e0d73a 5f6119 74e5b8 4661e1 7b7fa4 d8d8ef c591ed d3117c
766f22 c4c7c4 5fb464 4af956 466450 8814ef ee9ce5 ef2bd5 b21a83 ae7287
ad1a0c ff8d4f e2c5aa c6f006 84cee1 7698d1 4664f7 825584 b47387 ee124a
70773a 62b225 84ed7e 46665e c4acff 6b1eed b96cef 91428e c86293 e6bdcd
a0a922 466807 c9e6bd 63f659 d4baf5 8023ec b858fa b3278b ec5eb0 e81263
815135 cd6101 f6940b c2e181 60ddc0 5d9f95 466b79 bb8af6 be1bfe ebb6f8
b26200 e5dac8 91ac53 82e015 46714c 4ba387 a067f5 716778 8e1abc f584e0
c83620 f7d11f 67b253 c9cec8 939793 556b5f 8dcefd 4672fc ad7cb3 991498
6c5e55 b89c57 d3d975 46760f 72bbb0 9eeee3 6c25e6 fa0ffb fb99fa a9459c
eb5b50 625b5a f0a998 9cf91f 4cc3fc 467690 d6d0d7 d308f0 ada0ae b70c1b
9b342f fc6e5c d73604 d0dc4c b5eabb 52daf9 467690 8a81e2 9819e0 cb9ca0
c6b6a3 b6ec0c 819071 467721 46b90d 93d8fa 5d5864 a301af e53aec 9c7893
a31b0e c36518 e6a113 a8e48e 6eb186 4adefa 467787 ad7ccb bb0af2 895052
e91f07 938781 c1b2a9 c5f107 7ec445 54e7f0 467892 7b36ba ed4bdf a13848
e87d6f f4d1ab a8d025 46820a 54e9ea 9497ab 8f11ee ab5ccb e086fa 814173
8e560f bb8624 b1f02a 5eef9c 7db79b 468af6 7b81a5 4b43df eea8ef d81c7b
ab1804 f2af93 876251 b08f1d bce73e 468c8e 98b3b9 55cafb 6154b8 977ae1
c59379 dada50 8a9108 496a01 b7d3ba 468da7 5bc4fe 7d49e3 980c8c ce3077
84c003 a0f66d 4693f3 c8c5f9 6e36e6 965b91 c087a8 dabbbe bf1321 e86169
824842 d04616 b9bf71 a5ef15 73926c 7ebbaa 66fbd3 4695ff 5863b3 917994
ec7e18 f8d21f d2e5b6 469976 76c7fb 4b4ed5 9a81e5 bdb0ba af0f76 dc001c
b40b04 db621d 786457 c8e9a2 95b975 63ee0d 46a69d 9061e7 f3c0f1 9a1280
745e02 dde2a7 8aaf31 57f01e 46a774 557467 b67ff6 a509bc e13fab e7aebf
c8a703 898363 a9da84 46aea6 b88ff9 a448fb 9e4b97 ebcbde a50856 d90611
c19d56 8f6e20 d4d44d 7ef7ce 46b39d 616688 b4bbf6 9701c9 ea23f4 a3015a
766456 d66104 cab46b 85fa0d 46b3a2 667b86 bdbbf4 7a24ea b27be2 893189
d57d0a e0de6c 46b584 4d8270 4de8d6 7f20e3 a770be ee8ffe 972370 c20838
e01514 c8e9b6 46c858 94e7fd 641efb cd98fe aa62de 85498c cf76a5 b03159
c2db06 7b826b 7bfbb1 46c97f 4b728d 8820d8 b760f5 a1075e fca1cd d71e29
d70402 765d55 8e8962 abea18 74b523 46d0b8 602efe dfbffb ff0bcc ba1283
fd1905 9cfb28 d0d8ca 46d36d 4f6e8d 929298 a72ce2 d869ed dfb2e1 a7235b
e4d6a1 638003 7baf07 96e909 46e1e0 9a7fd0 982dbe a67992 c10c5f e28283
