# colors_mcd16_mld2_nc10_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Colorspacious 1.1.2
0292ee 0048f9 656365 b75ba0 f19dd1 ccd197 67fe05 0dcc0a 128836 81998e
437777 5592fb 9ca0b0 cfcce8 7e2cba a8234b ef0533 e08c80 c7be11 9dedad
4baca3 437894 8c1ded ac76ef d5b9f4 84424d d24335 ecac0f 9cad70 bddcc2
a6e2ef 43798e cd93db d835f8 655a59 905023 f7c729 92a430 cee6a3 4ab69e
437a79 850cfb ae57e7 833f95 d3a0c8 ad6245 f36f0e e0e424 6fb588 4af19d
859391 437f9c b87ced a818e6 f0a1dc b12262 ed1836 c5d507 77fd9b 97c5a6
9c9fa5 4384c7 6b3bc8 d8c6ed 736d74 934d3e e94402 d99868 fbdc34 90efb7
48f8f9 4dbccc 438590 9b7df8 834eb6 aa0f57 d45b28 9d9979 d7d6bb 9ce403
95aea8 43878c d3cef5 8c40fe e467e6 953b0a 9a7f4c c1be3f 88e3a5 56685b
5d32e9 c0a4e6 b063c9 767174 973586 8ab345 afec4c 438b19 54e8a0 44b29a
6dc2d8 4c6e7e 438bd0 930bcb ffa28e a37f77 dc712e 65583d 9be206 dbdad8
55eade 695aad b4a5fd 9e7ead 714d5f aa2303 ec6c1c efb98a d7e820 438c64
438d86 bbdbe5 7208fb bba9ea be61ff 9844ae aa3056 d0ea0e 84a247 45ed9e
bce5dd 83ace5 634ee0 7d7391 774a59 a63010 b3aba8 fbbf8d e0862f 43906b
83dfe2 4390ab 7058dd 754e66 a4430e f69c61 b18508 edde13 738467 8eb0a5
44c9ec 4390b7 5e4dd3 6a6772 aba4ab 9c2842 f48a6c 917b28 d9cd0a aee3c2
4d31fe a6a2ac 8260b6 e4c5fb f56ffa d44d74 92423f f1c028 439100 6fcb91
91a3a3 d4d8db 82c7f5 6c3de9 a77ebf 845390 95381d e5740b ecb666 439161
526761 573bf0 806994 cb64eb e2b0eb b43b05 e07f08 c1dd47 43925c 8cc3a7
50c3b7 439295 b0e4fa 854afe e46fed 9a189f c22c1b f45d34 fdc074 5c6761
4393d5 8b21e7 e2cbee 874091 c65a8c e8bc23 9f920c c0ed9c 5a7a4b 9bb49e
97d9cd 4399e6 743afe a57894 aa078b 76524a ff8f30 e9dd95 a9aa85 707b0a
439ccf 6738e9 f0c7e9 ad0f89 a76e88 625657 d79806 a39e76 badb7c 4b8136
abdbed 5e5d7b 991ce9 fd56d6 baa9af a50743 ad5b15 f1d6c3 f7b14b 439f6c
8680a2 8e00bd e569f4 fcc3e4 c03b70 b6a491 6d6426 b1d43d 43a126 90f6b4
78e6e2 6d63f9 9c8ddb 925992 c3a1a1 ab1f18 f8d2a1 bad601 43a32d 596d58
43a493 7d6a9b 9415ca f92ffe f0a0d6 913557 a77131 a6b877 bbf018 80edc6
ced8f1 693ef6 d087eb 9c429b 887481 dbcdb2 939f82 77e331 43a515 496246
5bd0fc 5b3cfd a583fe d544ab 92534f a51c00 d7b220 90903b aacfb0 43a58c
45635f 94e1fe d80feb c48ac3 a01e94 fe99ae f4d58c 7a631d a0b902 43a971
c6e1e3 84c4fb 661ffc 9a5cef 8f5c96 df90a9 a04307 cfc762 43ab01 647d6b
43adff 8053e1 a098af ac198f 71525d af8073 d9511a f19754 d1ec1c 8be5af
496966 c6b8e1 a932f2 960c91 e348b0 d08ba0 ffc1b7 776429 bcf102 43af1f
7596a7 b286f6 8f52c2 e5b4fa a7346f f59d0d a77a28 765515 9ef38c 43c7a5
578f86 9e9cd6 a356dd ebc6eb 853488 bd7d03 ecaf19 676639 adf296 43c9a1
c2e5e9 5483db 6f38f8 bdaff7 724e84 9c7c98 995437 e7caa1 7d9c6f 43d334
43f4e8 465cc0 8082ac aea3fe 9c245c ec3a6f e6b98d cb841e 776516 c3d90a
d9dcda 7d3df3 9c7cd7 7d508f f09dde 963b2e aa9822 43fb5b 8dc493 578774
43fced 6dbbee 707ad0 7321df b2167f e37ca4 9f8f3b dfc70d bbe4a4 4f6750
58cbf8 4435ff 955fe4 bd7eaf 9c507d ea8528 f9d21c 4e6745 b8eeaa 9db89d
d9dee5 9ec4f9 4446ea 817ddf a93f8f d57e97 fdbc06 86702e b2b165 4d6b5e
758089 578ec8 4449fe 8d1da1 dfaddd bc4a27 a3a299 c4dd18 80bb5b 82f1a0
969496 4451de 975b9b ecd3e6 e391de bb250b ea7b2e 6ff312 a4c39d 5d7462
65b7b5 4453ae 857399 e6bbfc d45ffd a82b18 df550f a2c05c 5b7f5f 8ef4bd
4455e7 694e7c f9abf3 da70b7 8e5c25 b0b505 dfe714 70786d 61bc78 afdcca
5fcfd4 6a8cf8 4457f7 b13196 d99b9c a91b03 755a50 9d9b43 cad410 beebb5
bed0cf 445a95 a49ebe c93bff 6f6365 bd5e3e eb8b3b efdf04 79ee96 68a788
b3dbe7 5dc4ff 4594d4 445ab3 724d5d a47186 c0280a f66c38 fbcea7 aeaca7
a9d6ed 445d8a 9064f0 b996fb 665e62 fe81af aa602f c9bf0c d6e3b9 5d947a
445e77 9891db aa2ddd 92848e edaed3 95473c ec7e21 b4e647 54c087 65fbbd
445efc 70429b a4669b fe86da da2408 b9a92c bee66e 65796d 85e2c2 63ae96
6ea299 5df6f1 44617a c9a9fb d81dd7 6e5d57 a84101 d88e59 e6d003 9cd3b2
90b3b1 47c6f1 446270 8318ed a658cd c32d23 e08a4c f2c712 727868 b8ebbe
6ad3fd 5d94bd 894fe0 9d2b7f af848c b9bd99 708907 7fbc06 a9f353 446349
a2ebf9 b29eff 9e5ddf 8b4c85 e09bbb 9f9a09 6e742a c0cc69 66957e 446555
44657a dbd5fa b140f3 f763c3 c11a25 ba870e 7b776b d4c368 94a379 59efc3
6ab3a6 4465c9 d7a4f8 8e779b 715062 b8121a d07000 fcac18 648063 9ce4c7
446760 bad8fc 5c26fb 9f7ce3 7f4fb4 f79cb7 b74c2a dae43c a1b53f 739472
9aa7a3 a7e6e4 4467cc 807593 d0a8f1 834a52 b22b0c d7752d f5b93e c6d9a7
48a995 c4e3f1 a7a9de 7204f6 d038f4 a03677 8f7602 b0a912 dbd98d 446a40
bacbf9 8f50e5 bc8afd aa649f 97158c fe97b0 736b18 e3db60 58b253 446a52
77e9ea 6421f6 9e8be8 834baf 9a848b ba6109 d0b82a c1eaac 68bd7e 446b4e
655473 caaec4 fd76f7 e10dce 996d74 fbc81a c5e599 446d1f 9ab284 46a427
446e66 81c2e4 5f24f8 ce47c7 9c1992 fbd0d6 ab968c 657108 bdd34b 68a62d
8fd6df 5149ca f253de 9e4282 cd9ca2 8f7173 fcd1ab b3c635 44701b 6d9d49
8aeee5 4cb1fd 4470e0 969bb4 5c5287 7e6262 f3a6a7 994a03 de7215 a5dd01
6a4cfb a994fd dbc6e8 7f3890 b65dac fb1149 a6968e fd9225 44710d 86f69d
44736d 8a5aee ac93e9 853a8d f9bfe5 d1977a 69652c c2d356 809313 58fdb8
6634df cfc6fe a38ed4 9e4a9b b12813 cda14c dcdc29 a0f0bc 65a186 447464
47d7d7 850fff ae89f7 ca1cab e97da3 903b01 8b852b d4dba2 93be34 447767
44776f 85cdeb 4c9cfe a112b2 df52b9 d6989d f4d5d2 625e02 788f2b b6e75a
60ad9c bfdbd3 6f44de 9d6ffc d39afe a565a3 982d6a e8e301 9caf64 447842
78abb4 44798b ced4ff 937fda 8427cc 8f3c0f a37625 e0a844 656758 7de6be
7cebfc 8980a4 de18f5 764770 b80c08 b19845 c8cc14 447a52 b8d2c5 55a58b
b7e4e0 a189f6 ccbafa 92858e b82aaa 6d545d f25158 c1ba00 447d0f 6bc39f
7cafe9 4484d7 7b00f7 93546d b48582 e6d7d5 eda987 7a7932 86a817 47f926
7ef0ea 80afe9 4485e5 752fd0 9c6196 f190a4 ba0802 d2da0b 93a52e 5a7456
448a8a 88e3eb 7c13f1 65507b c395e3 9c54c9 ca1d46 feae9c f47116 b1ed2f
69e9e4 7e90a6 448bed 664aa0 7a625e a15e12 d59e01 9d9269 efde26 a4d493
448cfe b2b0ef 6f34cd 8c6ca8 cd7a91 924551 d32803 aea33c dbd7d0 88ee5d
496762 aae6ee 448d97 654e8a a137ec fe67df 9e6d42 d7bc3a a0a58b cad7b6
449186 ccdbfa 574dab 8f72f9 bda4fc b73a01 6d5a51 c38d23 dacf3d 77d4af
74def2 a1a7b0 7b06eb da60dd 943d7e be1b2b eb5b29 ccc51c c1dcca 449277
4494a3 c1cedb 8947d9 cba2f9 82416a 8f726f d07802 f9d639 546a28 5de2a5
449690 a0eaf5 47627c bb9ed2 c021f5 d11f00 fb7450 736650 f4c91f b3ccb1
4f7278 4499cc 463bf8 7053a8 c5bdcb a65549 fcc496 c68748 9cf90c 8ca591
bfd0d4 85b5f2 979ba8 6b7085 4e60d8 9c3332 988001 c0be3a 71f8aa 449d6f
96aab1 9c0dba faa9ff 8a7487 eb2fe5 c24101 c99111 afe880 4c604c 449e69
6d777d 9ec0e3 44a1ff 484dfc 8753a3 f97b6d 844b00 ad7805 d0cb27 6cfcc1
44a4a2 c6e3ea bd9cf1 cb33ef 90279c d12473 d7932f cfde61 697425 64ddaa
44a6ec 476bdd a4a0ab e9caff f01d77 794f47 f0957e aad719 5d831a 46ecc9
4ab7fa d2d6de 7153ea 665f70 f057b4 997670 c8ab9f 92390d 84eb4b 44a713
44a9f3 d8cdf4 8e49d9 8e3b64 e45791 b6023b ac7f00 e5bd02 87c175 7cf6c0
44aaff 5465ed 787a8b 71468d a72e3c e9210e ac7f6b efdd6f 9cbd06 6aedc4
63f5f7 544abe b4aeff 8f76fb 6a5b68 e579b5 e5b8a7 9d5525 a1e809 44ac5b
8eebf1 44b1fc 9e31df c47baf a2286b e16502 f7b648 745307 767d56 b0b9af
44b2ff 6886a7 e7d5fd 6a4e7d a62bd8 edb3af b56121 8a9374 60f736 516651
4b5c71 9e66fd 7c3db5 cc93f5 f2d1f6 d067ab a33e44 b4ec26 44b408 5de6ae
44b4c9 d6d5d9 5563e7 aa078c a97585 db5d52 7e5011 dbae1c 9cf697 99b997
44b9ad 8ee7eb 456d75 a8a9f4 8a66e0 810ad1 a7272c cf7068 f03c07 ddb864
77f5ee 7a10de cdaaff d637e7 814a75 ba8aab faac9b 6d6f43 afe514 44bd3f
4c86f3 5d3dfa 7373a0 eeb8ed 734d5c a07175 b0482d ada805 b7ef16 44c797
5a5b5c 7d8290 8792f7 6f27fb 9c47ae dfc0d3 df8681 b92f0e 44d710 b8edb6
44d7d7 5d8aa0 5e5f63 b696fe 995ce0 c37c7c f82835 a71011 feb23c bfd4ab
979df3 673cf7 bfb2c2 c13f97 d79689 825104 707160 5c9a24 44df41 bfebb6
d1cfe3 8249ea e576be b3068d a0691a c5ad32 ede303 575e50 44e798 519276
b6c4da 555c68 9b01ec df59cc 987e8e b34904 775845 d5da05 699e5f 44e9aa
c9def9 4c77bb 9da4d8 7509f8 685f5e b03c1b eece5f af9814 7a8b66 44eabb
44eada 5ea29f 585a65 8d59ed cf95e6 ae6a5f ee6f0d 735c0b f6df0e afc677
689dae 691bf7 c8c0fa 9a6ff9 7f5ba1 a66739 d1c058 9d9f89 44f3be 556963
76b6ca c5e3fd 624bcc a97bf7 685260 aa7583 9e483e d56636 d9c074 44f8c9
d6dcda 9cade2 8a8992 7d05e4 b84bda 74615c 9c3f1b e8b48a d4812e 44f902
798490 91a0fa bcb8d6 5c5a63 a14bdd f8d1d2 dba188 9c611a 9aa217 44fd2f
bcdcf2 7cb6f3 5366ce bb99ab a5186e c46308 66573c ebcc00 83a572 44ffd0
949ea4 ccc4e2 a32ce5 da7be6 a14770 d86e2e 6b5934 a4ed2a 53cc82 44ffd0
475de6 d2c2e5 6e5b83 db79e3 e05d03 804e2d a2f05c 6c7f77 73bba4 44ffd3
4537fd c3bffe 7e63d4 675a68 f879b0 9d542b bd991f cfe81c 7eef94 509472
648e86 abece7 453efd aaabba 7e65a7 c187e4 93534f b12802 c3813f facf59
71f2f6 708f98 7ab4f0 4543ec 5e5e79 9f67c9 995529 bf8257 d7d211 aebab3
d0d8f4 4544ff 7874ee a9a0ec 674c97 9c87a2 91525f f5ca06 5b7f16 4ad385
84caec 4545e5 7974e3 94388c 7a6972 c28ca8 c44e0d f59404 e0c79a 869d6a
9aece1 4548ff 828cd3 b6b8fd 884aa2 953b1c a5821c edc500 aeb089 6c7164
565b61 4549fa 8a72e2 caa2ec b67196 b63c17 80ee07 d3dcc6 4cb82f 46855d
454cee 8c76fe e7a5e6 a75f8b 943155 c72b2c e28003 a59580 b6d565 82e9c4
4552c9 7577b4 b699ff fac1f6 c593aa 785a66 e9746f b9500e b8c819 90e3a8
8aeef9 8baaff 455abd aa728c b9afb0 6d5250 a4430b de6616 efc001 badb9b
c1cadf 455ef1 908dbd 745989 aa1c27 a87265 e34e1a ffa07d e8da26 7ff8cc
455f61 533ef6 aa92b5 e5c0ee ad5bc4 a54b22 e6aa0d 747f6b 8aaf87 b2ebbf
747c7d 455f7b 8c0cdd c94fee f69ddf b0300f fc852d aaa597 e2e619 abe8a5
bbd0fc 9a98aa 8119ef 7c5d84 cd59d5 d7c2c5 b14e0b ed9e3d 45614d 588d72
456272 7787b1 bea2fa 9916be f1c6ef f698a7 c53006 77765d 87ff01 53c63b
6393fd 4562c4 b5acd9 80789b 774a5e bf6673 ad1e29 d8b7af 63a11e 89eb6a
69bce2 6b7bf7 7c21f7 9a6c89 ae581d f27305 ebab7a dce114 bfd9c9 456355
848a8b 6c9aca 4563dd b9c7ff 5d6285 d4cecf 8e3e40 d39875 857108 5efc84
699597 456874 a18ce0 a922e5 f0bbfa d4946c 995600 7e7660 46fd75 c0cebc
5cf2e9 4569e7 8c93f8 df5ca5 954f66 e29cac 9f2a16 eddcab 929137 b3db33
8addd5 4569ea 9e9aee 931d8b a56395 b72e0e c7a66a 918c7f cde465 5d6053
4569f3 8b84b8 674e96 fea3ea a65d7b b11f2c b7a79b a6ed05 62bd0b 58fdaa
4c77ff bfb5ed 8f79a8 8e346c ba1e02 f1cf71 b4a50f 456b49 82a789 9cdac3
49aea8 84dbe7 8464ad bc8eef 902e69 c00d06 fca580 b68c29 e4e322 456d4a
456f6a 69f2f6 8fb4ff 828eb2 964af6 d5bfa9 f3a339 b77707 9a947d 5c652e
6aefed 4571f9 b499fb 6e589c cb8eb0 7d4a59 e75e48 bd2b0e cccd21 93c99a
4576b4 d3dff6 cc95ee 887f8a d08b0f 786207 e4d316 9aad9c 466153 5af7bc
5f5ee5 c4a6f4 a57dab f6ceea aa058e 7d4e58 b3e10a 45770b 57b142 5ce29d
4db29d 457886 b5abdb b438e5 f0d4e7 ab045e 82471e c1a74a 7d885c b7e39c
84e7f8 665c7a a984a2 d10ac5 fd5feb 764f4e f7d1c6 b6c449 457907 75a880
b3d8fd 9306f8 dd3ed0 a32589 a66e8c 6f5755 ac9f90 e7dd9d 98c427 458300
7fc5da 4588b1 8140ff 98426f f1d4d1 ae0301 bc9350 837052 b4de77 9ea39f
71677f d01ee7 ee7deb e4bdd8 814743 9e9579 c9ec23 6db82f 45891c 6ef09f
8ca8b2 4589b5 46b8fc d8dde9 891afc 806f6e f65c2f 814e12 c3b398 77e91b
8fa8ab 496d8e 458cef 8012f6 eec8f5 7e4a53 da6c77 ffad05 767b09 6fe0b9
625c81 e0d6fb af9cd4 ac12f7 c47794 7d4950 f80304 e9c840 458f4e 78cb91
c9e5dd 596161 71d8fa acafb8 888094 db29f6 b03018 baa648 dddd5e 459067
45928b 626094 9c89f3 d0c5f3 a029fb 9a3547 bf714b fbcf39 8fc98b 72f8d8
5dedf5 4a5e79 9823ec b6a0b8 bf68d0 ed7874 f3c233 6a6041 45941e c4e7b4
4596f8 7b38c9 e2b1d9 9c678f a41c15 d55300 f69f04 90be82 6dfe82 4a775a
4597a9 c4d1f0 8b2ef1 df7eff 715770 db3c41 a71009 a09487 e4dbbb 53e705
4597ac d9d4f6 c893fe 9c36db 932878 d52e68 b09225 dcc544 596b0c 7ecb99
459da0 5b6c99 a09bf0 d6cdf8 974ffa 8a3c4d b72206 e9be98 b28860 f69605
83e2fb 99a2ef 7166d4 9a739b 675764 cc9cb4 895527 91a318 cae71f 459e67
87f4e0 45a3aa bdc4f7 726078 dc64f9 aa3bc3 c85b4a a91a00 fdcc80 b3b214
879495 476d74 45a6ee 4d31fc 704ba6 e2cbdc a45c32 aca938 baee18 78da97
45a8cd 556575 d1d6f5 7e4eb5 9d2046 c56b70 e5c6be f69e67 948009 87ff0c
9eb1b5 45abe7 5f62e9 8d3f7a a61628 ef2714 afa66f dedbd2 7b8167 8aeb6b
c3cee3 c79afd 8d0acb b74abe b42000 eb651a e4bb70 566f62 82f2c5 45b39b
7152a8 f846ff 9a748f d898c1 7b4767 bf2905 eedd0f 45b624 638661 93daa3
8dedde 7349f1 9b7ce9 c4a7ea 66526e ab2634 fbbe18 9c8824 45bc81 61877a
515a72 7a67e2 b29ff5 b67ea6 ac2014 d05d13 eeb935 766e5c 45bc91 c3e3d6
4742fc 7060b0 9e88ec efcaf2 8c7678 7f4839 e6501c 9bd533 84f8cc 45c6ac
53676a 45c7f8 9275b1 a207e1 a66f12 d89c2d 685b35 c8d5b2 8ef85b 709285
45d4f5 60608a b856e3 c59db4 7a4d52 b13c01 f57806 f6cc06 8b9b68 b9ed98
536c6d bbe6fc 4843ff a9abf5 ad59ae 8f3d33 e8440c 9b8f6e c7c19e 45d807
c4d8fa 5c5d87 a27ced 9e25e9 b38f9d bf435e e91603 d7c703 74bb6a 45ecc6
45f2fd 5b5b76 987be8 8f25d1 bf99c4 f9a467 9c640e fadd0f c8cfc0 5a9686
45f8d9 88b5cb 6541ed b288ff 893782 b43408 cd7802 8a7f61 f2c524 b3be93
616c82 7211f3 d1c4eb 9e7ade 92494c e7390b f69d66 f7de2a 45f9bb 76a497
b4c6cc 797b7d 4b6585 842af6 bd7fbb 7b4a49 ef705b b04f1e f5bd5e 45fab8
9cbbc4 4a48fd 7b71ba b891ff a6808a 665956 eb6f4d c53200 ffc470 45fdd5
a1b6fe 4644de aa67c2 78506e b90138 ed521b eac73c 9cb07d 5efcba 568b74
577771 7bd0d2 8393d8 4649d0 6f5286 cc948e bc2820 e7d2ad 95a801 aedf2f
66c3df 4656bd 907cfe 8a8590 7c5379 b2685a c01500 e1baa7 a9e019 6fad11
48fbea 465bed c990e5 9b2a8e de579b 645a47 d3df18 8eab06 628220 7ac091
465c7b 6f80b9 9339f7 fb9fce a34124 6e6b68 a19f16 b7d800 83c083 6ffe9c
465c7d 728df2 893fde e2a1d3 9a7c8c 895804 adad94 78b21e d5e2cb 69f861
6395d3 b2beea 79758c 9d26cf c894a1 73621b c2d53d 81a735 466054 8cefcf
b679fd 9e20ff debbe1 89478a ca719e 827f4b a7f57c 51cc05 b0c0ae 466055
b6e6e9 466165 6f2cf9 bd56d8 a793a3 ed91e8 b92c33 f94108 cfde07 68c66a
466271 7d8ea8 be98fc a644f7 f5c3f6 ca757b ad9e2f 667222 beda61 70d7b1
c4e4df 49c5fd 466475 9775f9 833bd2 ad81ae b75854 a71105 c1c090 67b928
649a93 a894f8 954bd7 d7b2ca 9b4585 b52000 efa312 868b56 46654b 5dfab2
6a6afd b78ddf e4c4fc 815b91 ae5925 fa7c12 55ff3d 77947d acccb7 466558
466573 69b5fc dedbf4 b73ff6 8825a9 bc98ae ba1034 e15a4f f7cdb2 8fd707
466577 6b8bdd cac5f6 9326eb 855651 b89f7a f7d782 718315 87c706 55dabe
466699 750df6 ed61f1 c39ebd ffc8f7 85747e cd034b cbd6a7 7ba430 5eeb00
72e4f7 4667fd 9f9bd2 68519c 7b475f 9d807c b42c22 edd1c5 d3701f 94d91a
8e25e7 c75ced faa1eb 97358a 776f6f a9a779 dae828 46682b 529621 a5e0bc
5ba198 81dae1 8920fb fa34fe a63ca0 6f5e5a ecb373 a08a2f dce902 466901
86ebd8 4f63e2 b1acf9 a1528f cf7eb0 726260 dec361 a4a57f 466903 559b16
81f3f8 466b6f ada7bc ad1def f64df8 9b3612 dbbb00 9a8b08 b1e593 61ad7c
56c3da 466e9b 8f77f7 7226e8 e3767b e8c5c1 6f624d 708923 92b70e a7ed69
5ca9e5 8b93a2 466fb1 c5d6f9 8e386e b81305 e84e17 846c60 e5c478 64f9d4
46727c 8a98d2 670cff 8a51d1 ecc2d1 c19193 865645 dd571f c7e802 73e188
abcac1 467291 64a2ef 8c4be9 ddc7fd 9e7778 97323b c0aa79 819b05 5efe79
b7cdf3 7b88bb 8a4edd a41484 6e5257 a58a77 e38b3f c4e024 467419 46dcba
564ddc 9f74fd d89fee da3e96 754f5b f383a2 bed73f 57ae00 46762f a1f2b1
46778d 6847c0 9c6cec e0a3dd 9b6d61 ae2d06 dd6127 bdce65 91ebcf 51bba1
65f9df 46787b 5d99db 9e3dfa aca4ab 8e2292 e29774 a87505 e4d604 6c6a44
aadce9 75aec7 798287 467abe 7e00f4 b4a7a1 b8814f fbb415 6e6246 d2dfa7
86c3c0 467deb 6734d8 ccacff 785071 aa3b01 f1c47b a09d36 62816e 68fbd1
468395 c3dfea 5a5c5e a3aac8 a52cef d763fb b2272a 9c8879 cbc4a4 64d200
d8dbe6 d9a5ea cf11fc 9a6ba2 635760 f88da9 bc1802 81a035 47e462 468557
aaaeb0 d8dfe4 6fb1de 5442f9 8d72fb 7c6491 8f3e36 d84c0e d7ab5a 468973
468ca7 82bbdb 57567c 9d64ff 8914d5 df1518 7e6f60 e0d50b a6ae4d 5bfacc
d1dded 64627d 954cd2 ada2aa e888ed f6566f 923f43 ebcdba 468d05 55ed50
469089 b3eaf1 7717e6 b14cc7 e289c0 f01968 a14009 fbd23e a5a01e b8cf97
4ccdd0 4692ce 49609c 7c717f 8c3b4e bf2f0a f25d05 f7b844 bddab1 779a72
c5c1ce 8542cc e66dd5 9f267a a26f15 eac751 595c48 85b57d a7e7af 469380
4695bc 9ebedc 656a78 8934bd a50f4a c1aea7 bb5e27 947f70 e78c0a fccc68
858d8c b6cacc 4698f3 5a5cec 656364 8d2f83 97753d bead57 eae30b 5ef7a6
469fd2 a0a5ac bbcdf3 7b55cc b1206c a38074 735230 c5bd45 678919 49dea2
5d716e c3e1ef c5a0ff 8863ac d57fae 8c462b d45d13 c8db2a 46a172 58d4a2
476b64 7fd1f3 46a1d0 963ae6 e1409b a0202d ab9885 a97426 ddd8cb 9ccf2e
46a8b3 d9ddde 8e7ef6 7b41b5 952c5d d64f68 fea68b aba128 5e6f13 5efb12
46ad9b 83e2d6 4f7987 b58ce9 a640dd a50e5c c77137 885200 d5af0e b5cf8f
46b0c2 5b7681 8c57e9 8d2492 ba8070 c35900 6f6141 cbe623 9cb43a a3e0c9
9293a9 68647b e3c3f8 fa53fc c90dc4 7e564d efb20c 988722 8cf4c5 46b68a
46bfb7 8974b1 605376 caa2fe aa11f7 e34c6d 8b4f19 b69c25 e3d100 c4eab2
9defec 46c3d6 7672f3 a34788 9e7f86 69544e ce8148 efc308 506a05 cae09f
78918b b7e6ed 7617f1 c19dc5 c44cc5 7c5474 bd1735 f16040 ffc81e 46cd97
46cef0 6d93a9 505cd0 a780fb 9b1680 b07372 d52e06 f0833a d1c6ba ffca3d
46d8be c7cafe 9318f9 da79f6 c936ab 785047 b12300 9e884b b6bd33 709c8f
46d9d7 6482c5 a2a8ff 94909e 6b3abe eb766e 9d571b fcd3a2 bae114 49675a
657077 beddfb 9246fa 764598 d26ed7 9a4c2b d76706 d8cdae 8e9872 46dd0e
7803ff d38ff3 facbf6 c633c6 9b7a94 824254 c4df39 566e20 4bab3f 46deac
d6e0e0 cab0dd 7d6682 d236f2 892d9b a62f25 e83902 90c809 618667 46e598
dcd0fe fe66fe be95b6 d619d2 9e0188 815361 fcb8c3 90a26e 538c13 46e93f
54afef 7c5ff8 bdadbd 843d86 a96f9b ac2d23 6f6760 a8f10f 799754 46f19f
46f1d5 a5bce8 706f8a 780ff5 cf4dde 875549 c65104 cf9f13 dae088 47a58e
acc1c1 5554c7 7b7fba ffa1fe 805973 ce7888 be3447 aeac00 dde1b9 46fc4f
819098 639ef0 bccef0 69557e a912e5 eeb4ae af5a01 de891b 46ff6c 4c6b5c
7ddeee 798186 4742e1 755989 be86db a45e51 b10300 e36b25 d2e568 7db3a0
474dc2 6e74fa 938dc0 edb7f3 9a4870 d81118 a07e66 afb95f bdf319 8fc7af
aad2ff 697299 4752de 9c95fd b3680a f08d03 ffd37e 746a50 9c936d b9beb0
b7d8d0 4f83fa 4759b4 daa9fb a883ab b34814 ffad83 dce928 89a90a 757770
c9ced7 475b84 7d95f4 8b82a0 a326ea 645f5f f0818f a5714c fcd480 b1a40d
475ce0 767fba 555980 e7b7ff a08c98 856364 be4c29 e59f21 cdeb82 87d1a9
47605c 8ea8b3 e7caf5 f581fd c43bd0 fe8005 8c5d12 8a905f 62ed7d c7e6d5
4cb3d7 476283 d1dbf9 9061e7 7c696b b63218 d47211 d6bf6b 6fecc1 88a298
8abbf8 b12bd8 775279 f170b3 fad0cc a38103 b9d805 476333 85a77c 7c7b7a
6b67d7 ceb2f2 805781 fb69b0 f9bbc2 ad6a24 b1f01c 798a71 64ca67 476348
6bd5eb 506cf8 8291ce 7a6183 b11e12 e44f07 ea9a62 f4d617 aba9a7 476351
78d9f2 a3a7ae 4764fd b581d9 b81979 9e6e55 675900 dee62f 5bb930 bedfbb
7782e8 c9b4fe 978aaa 9620b1 f8b7cb be476a b6f051 47650e 649005 84bc6b
d4d5d3 4766e2 5f5d89 9184b6 ebaef9 844845 e44122 fca60e a8f297 68b588
476771 8d9ca4 886ab7 dbc6ec e583fa 835e4c ba4903 eb851a bcee33 6bcda4
d6dce7 476ad9 a795d2 a51783 8a5766 eec6a1 ba881b 4f6500 5ae811 72a696
4aa29d b2e5f8 c188e9 ae40df 96296b fabeb1 c4890f bad129 7f9164 476b36
7af5db b6bcf3 988eb5 726782 b358f8 8730a5 d94c12 c1d121 476c54 4eb987
5889c2 abadb7 dadded 6e17ef a21a7e cf8e6f fdcaa6 95650a 5dd603 476e5b
489697 cccffd 6e0efb c670e0 a831aa d9c4c8 d0321d 97b078 65e035 476e5d
77979d 476e86 99bff5 7514f2 b363da d47d03 f9bd30 a8a180 66753d d2d7ce
75999c 477177 c5dcef b8a3e0 842dbf b160c9 be493e d48803 ecc366 69caad
78e6f4 64abb6 8a7ad1 7c2edc 744783 b25d7c ed8538 c3bba3 adf100 477234
a4b7e2 777fee 7425e2 a44c8c d7769f fcba33 ada46a 6a621b cfdaa0 47735e
5ad9e2 b092fe 9e52d0 c681a7 a04b73 f0c6b6 abb31f b4ef66 477435 6fa36c
47779a 977bf6 8e16e9 e3acca 8c445d fe8721 a59874 526204 c7d9b2 7bff64
b1c0bc 66d6f9 4777bf 879afd 6919f4 b11880 df700f 705845 dfcc0f 8a8e86
84f2e6 8d93a8 c8b2fe b062de 832ea9 b2292a ec4e1e d4c839 8ec891 477d6f
477d85 8617f7 a56bed 892d97 f1c8e6 f88fa9 b09658 756c2e a7cb0d 9df69d
4782ef 707998 cbc7da 9b989c 6b38c4 826b6c a62a04 be740c fdca32 76ce90
5ebfea 4784c7 8f8d93 6045b8 7f537d f8c4cc af5d59 c60005 eb7007 b0ca70
7cf3f6 596b7f 4786cd afaffa 8214dc a97f7f cb3d33 f1b490 e08220 bddd09
4787a0 9cabee 9c61f3 7242a4 bdafbb b21c53 cc7967 f83d00 f5c398 9ff715
