# colors_mcd16_mld2_nc10_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
0048f9 0292ee 0dcc0a 128836 656365 67fe05 81998e b75ba0 ccd197 f19dd1
459e67 675764 7166d4 83e2fb 895527 91a318 99a2ef 9a739b cae71f cc9cb4
45a3aa 726078 87f4e0 a91a00 aa3bc3 b3b214 bdc4f7 c85b4a dc64f9 fdcc80
45a6ee 476d74 4d31fc 704ba6 78da97 879495 a45c32 aca938 baee18 e2cbdc
45a8cd 556575 7e4eb5 87ff0c 948009 9d2046 c56b70 d1d6f5 e5c6be f69e67
45abe7 5f62e9 7b8167 8aeb6b 8d3f7a 9eb1b5 a61628 afa66f dedbd2 ef2714
45b39b 566f62 82f2c5 8d0acb b42000 b74abe c3cee3 c79afd e4bb70 eb651a
45b624 638661 7152a8 7b4767 93daa3 9a748f bf2905 d898c1 eedd0f f846ff
45bc81 61877a 66526e 7349f1 8dedde 9b7ce9 9c8824 ab2634 c4a7ea fbbe18
45bc91 515a72 766e5c 7a67e2 ac2014 b29ff5 b67ea6 c3e3d6 d05d13 eeb935
45c6ac 4742fc 7060b0 7f4839 84f8cc 8c7678 9bd533 9e88ec e6501c efcaf2
45c7f8 53676a 685b35 709285 8ef85b 9275b1 a207e1 a66f12 c8d5b2 d89c2d
45d4f5 60608a 7a4d52 8b9b68 b13c01 b856e3 b9ed98 c59db4 f57806 f6cc06
45d807 4843ff 536c6d 8f3d33 9b8f6e a9abf5 ad59ae bbe6fc c7c19e e8440c
45ecc6 5c5d87 74bb6a 9e25e9 a27ced b38f9d bf435e c4d8fa d7c703 e91603
45f2fd 5a9686 5b5b76 8f25d1 987be8 9c640e bf99c4 c8cfc0 f9a467 fadd0f
45f8d9 6541ed 88b5cb 893782 8a7f61 b288ff b3be93 b43408 cd7802 f2c524
45f9bb 616c82 7211f3 76a497 92494c 9e7ade d1c4eb e7390b f69d66 f7de2a
45fab8 4b6585 797b7d 7b4a49 842af6 b04f1e b4c6cc bd7fbb ef705b f5bd5e
45fdd5 4a48fd 665956 7b71ba 9cbbc4 a6808a b891ff c53200 eb6f4d ffc470
4644de 568b74 5efcba 78506e 9cb07d a1b6fe aa67c2 b90138 eac73c ed521b
4649d0 577771 6f5286 7bd0d2 8393d8 95a801 aedf2f bc2820 cc948e e7d2ad
4656bd 66c3df 6fad11 7c5379 8a8590 907cfe a9e019 b2685a c01500 e1baa7
465bed 48fbea 628220 645a47 7ac091 8eab06 9b2a8e c990e5 d3df18 de579b
465c7b 6e6b68 6f80b9 6ffe9c 83c083 9339f7 a19f16 a34124 b7d800 fb9fce
465c7d 69f861 728df2 78b21e 893fde 895804 9a7c8c adad94 d5e2cb e2a1d3
466054 6395d3 73621b 79758c 81a735 8cefcf 9d26cf b2beea c2d53d c894a1
466055 51cc05 827f4b 89478a 9e20ff a7f57c b0c0ae b679fd ca719e debbe1
466165 68c66a 6f2cf9 a793a3 b6e6e9 b92c33 bd56d8 cfde07 ed91e8 f94108
466271 667222 70d7b1 7d8ea8 a644f7 ad9e2f be98fc beda61 ca757b f5c3f6
466475 49c5fd 67b928 833bd2 9775f9 a71105 ad81ae b75854 c1c090 c4e4df
46654b 5dfab2 649a93 868b56 954bd7 9b4585 a894f8 b52000 d7b2ca efa312
466558 55ff3d 6a6afd 77947d 815b91 acccb7 ae5925 b78ddf e4c4fc fa7c12
466573 69b5fc 8825a9 8fd707 b73ff6 ba1034 bc98ae dedbf4 e15a4f f7cdb2
466577 55dabe 6b8bdd 718315 855651 87c706 9326eb b89f7a cac5f6 f7d782
466699 5eeb00 750df6 7ba430 85747e c39ebd cbd6a7 cd034b ed61f1 ffc8f7
4667fd 68519c 72e4f7 7b475f 94d91a 9d807c 9f9bd2 b42c22 d3701f edd1c5
46682b 529621 776f6f 8e25e7 97358a a5e0bc a9a779 c75ced dae828 faa1eb
466901 5ba198 6f5e5a 81dae1 8920fb a08a2f a63ca0 dce902 ecb373 fa34fe
466903 4f63e2 559b16 726260 86ebd8 a1528f a4a57f b1acf9 cf7eb0 dec361
466b6f 61ad7c 81f3f8 9a8b08 9b3612 ad1def ada7bc b1e593 dbbb00 f64df8
466e9b 56c3da 6f624d 708923 7226e8 8f77f7 92b70e a7ed69 e3767b e8c5c1
466fb1 5ca9e5 64f9d4 846c60 8b93a2 8e386e b81305 c5d6f9 e5c478 e84e17
46727c 670cff 73e188 865645 8a51d1 8a98d2 c19193 c7e802 dd571f ecc2d1
467291 5efe79 64a2ef 819b05 8c4be9 97323b 9e7778 abcac1 c0aa79 ddc7fd
467419 46dcba 6e5257 7b88bb 8a4edd a41484 a58a77 b7cdf3 c4e024 e38b3f
46762f 564ddc 57ae00 754f5b 9f74fd a1f2b1 bed73f d89fee da3e96 f383a2
46778d 51bba1 6847c0 91ebcf 9b6d61 9c6cec ae2d06 bdce65 dd6127 e0a3dd
46787b 5d99db 65f9df 6c6a44 8e2292 9e3dfa a87505 aca4ab e29774 e4d604
467abe 6e6246 75aec7 798287 7e00f4 aadce9 b4a7a1 b8814f d2dfa7 fbb415
467deb 62816e 6734d8 68fbd1 785071 86c3c0 a09d36 aa3b01 ccacff f1c47b
468395 5a5c5e 64d200 9c8879 a3aac8 a52cef b2272a c3dfea cbc4a4 d763fb
468557 47e462 635760 81a035 9a6ba2 bc1802 cf11fc d8dbe6 d9a5ea f88da9
468973 5442f9 6fb1de 7c6491 8d72fb 8f3e36 aaaeb0 d7ab5a d84c0e d8dfe4
468ca7 57567c 5bfacc 7e6f60 82bbdb 8914d5 9d64ff a6ae4d df1518 e0d50b
468d05 55ed50 64627d 923f43 954cd2 ada2aa d1dded e888ed ebcdba f6566f
469089 7717e6 a14009 a5a01e b14cc7 b3eaf1 b8cf97 e289c0 f01968 fbd23e
4692ce 49609c 4ccdd0 779a72 7c717f 8c3b4e bddab1 bf2f0a f25d05 f7b844
469380 595c48 8542cc 85b57d 9f267a a26f15 a7e7af c5c1ce e66dd5 eac751
4695bc 656a78 8934bd 947f70 9ebedc a50f4a bb5e27 c1aea7 e78c0a fccc68
4698f3 5a5cec 5ef7a6 656364 858d8c 8d2f83 97753d b6cacc bead57 eae30b
469fd2 49dea2 678919 735230 7b55cc a0a5ac a38074 b1206c bbcdf3 c5bd45
46a172 58d4a2 5d716e 8863ac 8c462b c3e1ef c5a0ff c8db2a d45d13 d57fae
46a1d0 476b64 7fd1f3 963ae6 9ccf2e a0202d a97426 ab9885 ddd8cb e1409b
46a8b3 5e6f13 5efb12 7b41b5 8e7ef6 952c5d aba128 d64f68 d9ddde fea68b
46ad9b 4f7987 83e2d6 885200 a50e5c a640dd b58ce9 b5cf8f c77137 d5af0e
46b0c2 5b7681 6f6141 8c57e9 8d2492 9cb43a a3e0c9 ba8070 c35900 cbe623
46b68a 68647b 7e564d 8cf4c5 9293a9 988722 c90dc4 e3c3f8 efb20c fa53fc
46bfb7 605376 8974b1 8b4f19 aa11f7 b69c25 c4eab2 caa2fe e34c6d e3d100
46c3d6 506a05 69544e 7672f3 9defec 9e7f86 a34788 cae09f ce8148 efc308
46cd97 7617f1 78918b 7c5474 b7e6ed bd1735 c19dc5 c44cc5 f16040 ffc81e
46cef0 505cd0 6d93a9 9b1680 a780fb b07372 d1c6ba d52e06 f0833a ffca3d
46d8be 709c8f 785047 9318f9 9e884b b12300 b6bd33 c7cafe c936ab da79f6
46d9d7 49675a 6482c5 6b3abe 94909e 9d571b a2a8ff bae114 eb766e fcd3a2
46dd0e 657077 764598 8e9872 9246fa 9a4c2b beddfb d26ed7 d76706 d8cdae
46deac 4bab3f 566e20 7803ff 824254 9b7a94 c4df39 c633c6 d38ff3 facbf6
46e598 618667 7d6682 892d9b 90c809 a62f25 cab0dd d236f2 d6e0e0 e83902
46e93f 538c13 815361 90a26e 9e0188 be95b6 d619d2 dcd0fe fcb8c3 fe66fe
46f19f 54afef 6f6760 799754 7c5ff8 843d86 a8f10f a96f9b ac2d23 bdadbd
46f1d5 47a58e 706f8a 780ff5 875549 a5bce8 c65104 cf4dde cf9f13 dae088
46fc4f 5554c7 7b7fba 805973 acc1c1 aeac00 be3447 ce7888 dde1b9 ffa1fe
46ff6c 4c6b5c 639ef0 69557e 819098 a912e5 af5a01 bccef0 de891b eeb4ae
4742e1 755989 798186 7db3a0 7ddeee a45e51 b10300 be86db d2e568 e36b25
474dc2 6e74fa 8fc7af 938dc0 9a4870 a07e66 afb95f bdf319 d81118 edb7f3
4752de 697299 746a50 9c936d 9c95fd aad2ff b3680a b9beb0 f08d03 ffd37e
4759b4 4f83fa 757770 89a90a a883ab b34814 b7d8d0 daa9fb dce928 ffad83
475b84 645f5f 7d95f4 8b82a0 a326ea a5714c b1a40d c9ced7 f0818f fcd480
475ce0 555980 767fba 856364 87d1a9 a08c98 be4c29 cdeb82 e59f21 e7b7ff
47605c 62ed7d 8a905f 8c5d12 8ea8b3 c43bd0 c7e6d5 e7caf5 f581fd fe8005
476283 4cb3d7 6fecc1 7c696b 88a298 9061e7 b63218 d1dbf9 d47211 d6bf6b
476333 775279 7c7b7a 85a77c 8abbf8 a38103 b12bd8 b9d805 f170b3 fad0cc
476348 64ca67 6b67d7 798a71 805781 ad6a24 b1f01c ceb2f2 f9bbc2 fb69b0
476351 506cf8 6bd5eb 7a6183 8291ce aba9a7 b11e12 e44f07 ea9a62 f4d617
4764fd 5bb930 675900 78d9f2 9e6e55 a3a7ae b581d9 b81979 bedfbb dee62f
47650e 649005 7782e8 84bc6b 9620b1 978aaa b6f051 be476a c9b4fe f8b7cb
4766e2 5f5d89 68b588 844845 9184b6 a8f297 d4d5d3 e44122 ebaef9 fca60e
476771 6bcda4 835e4c 886ab7 8d9ca4 ba4903 bcee33 dbc6ec e583fa eb851a
476ad9 4f6500 5ae811 72a696 8a5766 a51783 a795d2 ba881b d6dce7 eec6a1
476b36 4aa29d 7f9164 96296b ae40df b2e5f8 bad129 c188e9 c4890f fabeb1
476c54 4eb987 726782 7af5db 8730a5 988eb5 b358f8 b6bcf3 c1d121 d94c12
476e5b 5889c2 5dd603 6e17ef 95650a a21a7e abadb7 cf8e6f dadded fdcaa6
476e5d 489697 65e035 6e0efb 97b078 a831aa c670e0 cccffd d0321d d9c4c8
476e86 66753d 7514f2 77979d 99bff5 a8a180 b363da d2d7ce d47d03 f9bd30
477177 69caad 75999c 842dbf b160c9 b8a3e0 be493e c5dcef d48803 ecc366
477234 64abb6 744783 78e6f4 7c2edc 8a7ad1 adf100 b25d7c c3bba3 ed8538
47735e 6a621b 7425e2 777fee a44c8c a4b7e2 ada46a cfdaa0 d7769f fcba33
477435 5ad9e2 6fa36c 9e52d0 a04b73 abb31f b092fe b4ef66 c681a7 f0c6b6
47779a 526204 7bff64 8c445d 8e16e9 977bf6 a59874 c7d9b2 e3acca fe8721
4777bf 66d6f9 6919f4 705845 879afd 8a8e86 b11880 b1c0bc df700f dfcc0f
477d6f 832ea9 84f2e6 8d93a8 8ec891 b062de b2292a c8b2fe d4c839 ec4e1e
477d85 756c2e 8617f7 892d97 9df69d a56bed a7cb0d b09658 f1c8e6 f88fa9
4782ef 6b38c4 707998 76ce90 826b6c 9b989c a62a04 be740c cbc7da fdca32
4784c7 5ebfea 6045b8 7f537d 8f8d93 af5d59 b0ca70 c60005 eb7007 f8c4cc
4786cd 596b7f 7cf3f6 8214dc a97f7f afaffa bddd09 cb3d33 e08220 f1b490
4787a0 7242a4 9c61f3 9cabee 9ff715 b21c53 bdafbb cc7967 f5c398 f83d00
478c22 74e1ef 7d3f7e 845bd1 9b6f9b 9e324e b493ed c3ec9f ecbd29 f26884
479690 704bfb 7bea9b 804461 8666ac b49233 b4d405 b784f5 bd1b18 fb9acb
479a7c 576046 9e29ee 9fceb2 a66d17 a82276 ba9fbc e4d1fb e556e8 f1c917
47a457 47d698 5c6f5a 795cfe 8f3f9a 9e2e06 a58ba4 b8e7e4 baa6f4 c1dd23
47a5ae 556b6b 5fdae4 74448f 8663f8 ae99ff b17254 b30d16 c5d7ba d5b364
47aabe 5b7574 644d8d 7517fa 97b411 ae53dd b1292a baddeb eb9192 ecdca6
47ab81 58e0a8 5a747f 82464e aaab36 ad3317 b723ff bfd0de d9e15b ef8eff
47ad9c 507173 719d26 73e157 77734e 7921ff 8e2294 aa7aec cbe3c7 f1bfeb
47adce 586a60 909585 ac050f ac3ef8 bd239a cecad1 f43d28 f9ce9e fea217
47b17e 4e65e7 5b605c 734680 967b97 9bf59b 9c6612 ae98e0 e9cbd4 f8af2d
47b2ef 596f81 705d02 88a5a9 8c5dc8 943152 b8d693 cdab24 df3550 f1d0ef
47b663 4aeb7a 638900 65623a 9f1af4 a00877 a47a89 a6c4b5 e945d7 e9c9f1
47c286 6476ad 894205 9002e9 999be7 9b8893 abda16 bd155c e6c8d0 fc4920
47c9c0 7a8799 7e625f 9c32ff 9d038b a19a84 bbe9b9 c568f0 d83a0d f3ab60
47d0e9 5e5d50 61a78c 954800 9a2cc9 a97eab aa87ff acdab9 c16f3a d2c400
47d5ec 4a6f4e 4d8ef4 7b8521 8ba2a9 960bfc b4e1c4 b52a9f d6956c d9d205
47d8a3 4867fb 659d88 675d0a 6e629a 938707 9a3e58 a2e80c ded1f9 ec86fe
47e442 49a387 565c85 6e5f62 a24b30 aa23f8 b37e05 cfa3c4 dbdacc f54fe5
47e73a 537047 61a207 7e697d 9c199c aea493 b332fb d763c0 d8e3bc fdc3ec
47f153 5446e1 7c9e65 854d90 a672dd aab5f7 ad3d5d d9decc e30c08 e38bad
47f3e6 608079 8123fc 8ba5be 8d9556 9747a6 a22e18 b973f6 d8e84e f6b99c
47f5ec 6e2bf7 738b4d 73ac9f 7e666f 894211 b3f61c d49603 e7c58d f734d6
47f788 4f5bb7 5d90ec 963409 96789f 9cb198 b1646f c7a5ce dcdbdb f26816
47f7c4 4a7502 4eb0f9 933170 95a753 973be4 a56c66 c5e3f8 dfd432 fc3cb4
47fed3 6195c8 884767 a518f8 ab939b abc7f9 b71f2e c2d82b f67a66 f80502
4840fb 54ffbf 5b6b0d 849707 84c2b0 aa7073 aed32e b22a89 e744cf eacbf8
4841ec 5df3f0 60846c 6a640e 93b9f7 9fb47b a13f99 aa64ef e07f01 e6d302
4843ea 496864 765b96 7a72f2 9aeaf6 a0acfd b197af bc3427 ca7c62 e7d355
484ced 6dfa06 6f68a0 9d6771 9d8dff c09cb7 d2c3ff ec122f f4d7c0 fe8474
4855cd 747ef2 796988 925355 94e2b6 a2210c b9848f c8d011 f06c45 ff99e2
485a9d 57ef0a 6c6068 7d8b68 80bc5a aa839e b28bff bd5415 c5dec3 e2a9d7
485d6d 50b2fc 55f4ff 6e31ff 755640 8690a6 8c5bc0 a67735 add82f caa577
485e66 4e8d9b 6ad3e6 6c6c40 9d99fb a29d91 bad6b1 c01fdd e5dd2b f09054
485f5f 737c5f 8498ff 8c30aa 91ac7a ad3d0c b0df96 bd6494 c8b5df e1aa16
485f74 7c584e 8747fb a1ccf7 a78072 b0b980 df68b4 e3421e edb01e eed5d4
48606c 50977a 7af6e8 8678a6 9cde06 a13c0f ac2ade d16f17 e6ce99 f787ed
486151 7153ee 7f8965 8892e2 9ed1f1 b2b69b b84186 e10b09 efda7f f3912b
48640a 528d73 7eef35 92aab0 a82b91 ab00f6 bc9bec deaf8e dedcda ea7c2b
486468 77a5b4 817b65 a23d18 a521e2 b88cfe c2d5cf d79e83 e9d978 fb5515
48655d 848da1 91468d a0bae3 a5b109 a65ae8 b43c1a c5f111 e7bbbc e8777a
486858 78428c 81ff32 8a838e a2ca91 b696fc ba4713 c125f1 e1b4d9 e48614
486918 63acfe 675bfa 7b5ba0 96b892 a3f272 ac84ad d38d0b d83b5f dec9e0
48694a 4dd8a6 64536c 88b649 8f86a3 a53bfc b04e01 bedce6 cc6fef fed938
486a2a 5d63ca 5ee1b0 9a147f a693af afb5fa c17c07 ded8ef e4b90b f00a77
486bd6 684d81 6af1ed 6db1a3 727c75 ab1831 aea0db b6f52b d3bd7e d87701
487184 91394f 9242e5 9283cc 9ceece a87364 bd010c cadf40 cfa5c5 f26d13
487343 6029f9 69f341 7b6983 836aed a98306 ae9cff cab3d4 cadec8 f27887
487561 5efdc2 649aab 982b83 9ca185 a1c6c8 c6370d d69bfc d72fea f6b459
487640 76e4e8 7c3c9e 7c987e 8147ff aa598a aa86e1 b1ea50 e4bbaa e98536
487b82 5e624f 6db7c8 8134f8 8eeafe 9d2c01 a46ccb bbd4c0 da7660 f7b05e
487b8a 6b3eb9 856059 87b73f a39694 a72b11 b3d1fe c8ef3b eb60e7 fbc4cd
487bbf 6e21e9 726265 82f3d8 87a2fc 993f2b a39a9e bdcbf3 bf8b24 e4cf85
487f22 5b5a59 5f43e4 7788fb 898376 a1bd3f a25b9a aceba2 f17fae ffb5f2
48802a 844c60 8c59ea 92a901 a19df0 b2e1f3 ba8982 ced600 d54f9a f5b096
488176 74deab 7536fb 8754a2 94a5c5 9e3821 ad7cff cbbf0e cd6e25 d4daf0
48817e 606320 7ea7fa 8f8809 941c87 a025e4 ace32c d09f70 e4d7ce fa41b7
488185 51b5b3 5ff7bd 6c6e47 8826c7 8e9d78 93d54c a76fd4 c97a1b fea8fe
488277 5ffaea 675984 6822f6 965222 99b188 a6ee6a b152d5 d0792e db9de6
48835f 726791 745203 8d27d0 92dbee b27901 bace04 bd69fa ec99a8 fad5a1
488369 4ef4ab 605e73 71b38d 830fd5 905b1e ac70ce bdc3ee cc8d1a eddc21
48862f 5dd435 7f08df 7f505c 86758f 91aa82 c9c9fb cc99b7 e3d1c1 f11fe4
489440 75ee11 785158 7f1ffe ab85aa b02489 b5a9f2 cb4bda e1aa83 e6d6f9
489755 4a6233 7b3efd 7dd645 8a5da8 9293a0 a12569 bf79f4 c8befc e8c5d1
48a041 5bd98d 7638f6 909090 9b58a0 9d363c c386cb c8caff ebd6dd f5b621
48a11c 5058d5 8b417d 8cdde5 8e7875 9a3010 a2b4a2 c78bfe cd67aa fed120
48a7b8 6bddaf 714d70 785ebb 954247 b8f440 c06b74 c3ab03 d82107 e2d0f3
48ab26 4c4cda 515d51 84db54 868468 a34d85 b13000 c07cff d2c7e2 e59fa6
48b4ed 4e7576 6a04ff 81db18 8c7145 8f9d15 b22fb7 d09e99 e7cdde fc52b3
48b9ec 695170 7080aa 7a1cf4 9a615f 9ab9a5 a5a033 a93c0b bbe4f9 f2d25a
48bdd1 5157e1 58810f 874c4d 8e81ee a7a939 b3dbc0 bc0289 c07f97 fcd765
48cdd0 6c7b99 81445b 8424fb 97a594 b20e2f bbdba6 c555fc de4f33 ecb911
48e29f 543ae4 5c8384 6d5c9a 88ada6 94440c b15ff7 ba8d33 c0d4fa c4d600
48e8fb 5885a1 77572b 8909fc 932d60 a5c4bf b257f7 bb890f c2ce06 fe677f
48f2cc 727e79 742df1 77497c 89b090 a467ff bcd63b e273b7 e63731 eca1ff
48f3c5 5f5f5e 5f66fa 619210 884220 884f98 8f8395 aab9f3 c28979 ffab13
48f4b7 7e61df 8c5e53 9aaaaf a11f79 c8a1ee d30c08 dadcf5 f9c400 fd612e
48f6ed 634b9b 7c65fb 8d6279 9495b0 a1b6ff a34108 bccf35 c77c29 f8b9ac
48ff47 4c7123 4d64df 789ba3 804b72 ad89f3 b3c2b9 bd5d6f d59f6c eabefb
495698 5d71fb 685d59 82fb3e 91530f 99932c a79deb e7c2ea ea5f89 f8a689
495bf4 6f6da8 74576b 85a1cd 903e36 a0846a c0d6e1 cd3d04 e6d6b3 fb832c
496325 5787d3 7ed3a3 808104 8828ff 9e248b a8ad19 bcf224 bf7589 f8a8fa
496334 4edafb 56b04f 7b5c85 7f1ee8 906cf9 a96971 a9e457 c29bb5 fecdc3
496376 5794c9 7d888f 814643 93763f 9e1ae8 a7cce1 ada48e dbd9bc fa9f31
496660 51bec6 5588aa 9aedff 9e8876 a820e1 ac3d21 c4e33f d18035 e9bda1
496661 60bc81 694afb 81329b 84f2e2 858694 a85d31 b1e55c dc9aec e0850d
4967b9 52a1f3 5de3a0 666409 767d91 a0175b a7a5a7 be7a68 dfd0e0 f8c642
4968ff 6bd5cb 75949f 805686 9c314f be98ee cae9ac cb070d ee7847 f8d244
4969c8 5e6b5b 69beff 754c75 7f89af a06019 ad9ca0 afe657 d98057 eed8c3
496bd3 647b5e 68e74c 75526d 8e3e14 9aa0fe a4879c ba7405 d6b49f d7d6e6
4972fd 55e28a 637615 7ba27a 824e91 933757 ac7fb6 d5ace9 dadce3 db9b03
49732e 52f3a1 64aaab 6d47c3 a2096e b3bdf2 cb69e5 d2e613 ee8a2d f4217e
4978e2 555c54 7f5788 84fe53 a9310b af7a8b bcaf73 ccc1f9 f95901 fec4ca
497b11 659c9e 66d4dd 775557 7807e9 a853e2 b10a91 be9d7a e2dca8 fa9622
497f8f 7d4c5e 93e208 a2a68c aa3033 ae3cf0 d79cc2 e4ddb3 ee5d14 ff5ff3
4982b0 608103 804c6d 93add5 96948f 9903fc a2153f a2e4ee d0ec32 d9b885
49860e 51b99c 60654a 7f66fd 844080 8fbb13 8febcc a47097 d1eb23 ef88d8
49868b 535d52 6ce4df 838c66 866013 8e56ce 8ea5d9 b4ba8c b8f01c c78c12
4988ae 77fe00 7f4be3 866e65 8f4171 9e9cfe a32506 c2ca9c c86919 dfa2c4
498d89 63584d 7ccb80 803ef6 9e248f a478fa bc6e39 c79edb cedcdc f4bd14
498e70 52ec50 575f7b 821fbe 8d77db a9bf98 b63224 d09aba d2761a ecc8fe
4993ea 52746e 7de6bd 85309d a19574 bc063e c56207 cdbdeb f88d00 fdd862
4998b9 525e40 6cfd9e 8e6710 8f0eee 9f918d a8c1f2 b62178 d8a330 d8d4d8
499978 5842e7 714e55 7a63a1 9f492c a09125 a69adc abd7da caed1e e8b57b
499b65 60547d 644dfc 927fea 9ce8a7 9dad16 ca79a3 d4e842 d5000a dca5e3
499b94 536d1d 7d25db 99c92d aee8fe b02d66 b755c5 c897f0 f7c8c1 fb385f
499ba9 50636a 56d37e 6c543c 808778 953bdd a76e2f c7c2e8 d681fb d9d41a
49a0ad 556d76 8c57dc a5a306 ad1b1b bbd3e2 bc9efd d07d73 d8e536 fab1a9
49a27c 715156 7827f8 80c2f8 9790ac ae3aa6 bb3103 d2dbdd dfd079 e98c15
49afdb 6e01fa 747981 913f9d a94efb b3db55 bd903b c4364d f0d1fa ff8b9c
49bdfd 6d7cfa 6dfcba 7630c0 956099 ad3551 bcbfcd d88e85 e7d41e f74d06
49c1a4 4c61e3 738769 7c4378 8ef4dc ab8dc5 bfd984 d43212 e18b00 e3b4ff
49c500 4ef99a 5f7365 8c2a94 92829a b12919 bb4dd6 c1aeb5 dddaf7 f578e9
49c63c 4b6e8d 50edef 645f5b 7e0cde 978df8 9c8c95 a85724 a8f552 b7bda4
49c70e 5f5952 72fda9 9487f9 a110f3 a51281 aa9797 ab7346 cccdd9 e836b1
49c7cf 548bc3 6949c9 695279 88fb00 8d8993 95b689 9b6d5f c21900 cf9a0f
49caff 816680 82917b 9a2f46 a5dbaf c190b3 ca34d1 d80c11 ed8b42 f2d728
49cc20 4e72f6 6f6383 87fe55 8d3e35 937d09 9598b7 cc7477 d7cae4 fab2a5
49d3c6 6e3cd3 77b93e 855e6b 91277b ab9a88 b31e32 b6a0fd c55db2 f7d38e
49d91b 4f9e73 686006 838c12 8953e8 9a8ef6 9c4b71 bf92b6 c9e9a8 e2c6d9
49e1c2 54a615 5d7075 761cec 989aa8 9c4b05 aab7fd ae63e2 db9b7f ddd61a
49ef17 5b46c2 868483 89527b a52a47 b1ca96 b567da d87c0c eaceec f390ff
49f083 5598f5 587197 7528cf 924900 b49f9b bcc6e9 d15552 e6d9d8 ec9d02
49f0b0 5393e0 5a7e0d 685652 8731f9 8b836a 99b1bd b74688 beef2b cf9850
49f0e4 5a44cb 5ebcaa 7782c3 7b7023 a54065 b6a8ff b8eb92 ccbe16 d38067
49f2f9 57664d 6b4ed7 6e9eb7 9a4f81 a22402 bcb9ae c2ec9e da6825 fbc210
49f964 4a806f 62bf84 7c652d 8e7ef8 9600d7 9c0e7b c39222 e229b0 eabedc
49fbe3 58a363 597364 882e91 9d2ffd a0919b ad2107 b1bff9 c0d06f c55bbd
49febf 5c42ca 5eb49a 6d6f57 93397a a576d7 b2acd7 bc2305 c97d25 f0bc41
4a46fe 588df1 659529 844813 8a6c8a 8ef1f9 9cdb43 ae9fb9 c07b80 e2d2ba
4a4ed0 5a868b 64f0f2 86b0b2 9a4b36 a671fe c1d1b1 ca7f6a d3be24 e94a03
4a50cf 508fab 58eab9 84a168 af4a70 bd0729 c2cd32 cfdff4 dc96f9 fd150e
4a5b78 53888f 5cf3f2 6c694b 87967a 94e159 a27b17 b922cb deafba ea64f3
4a5bb9 5b5766 74a7aa 867777 95570d 95ddc9 9b76ff be865a beaefe e2c241
4a5f9f 4febac 6bb3a0 787078 9c75f1 ace855 bf1743 d195d4 f55024 f5cefd
4a6047 53fed1 6b49de 788afb 7d790b 94c6ce 9a2780 a0aa5a b8748e d8e056
4a625a 54fbed 7e7f8f 834aad 85c6a3 8a500e 998809 af66fe dbd13d e18ddd
4a6288 706a00 7af8cb 9144f4 952e4a c2c1e9 c985f4 f4c900 f879ac fc2853
4a6960 4fa3ab 6844fd 78521d 8262b3 9dd8fb af86fb ba7017 cac03c fea8a0
4a6975 827b64 8c9ae0 9d2f15 9eebfc b32dda b6a9b7 f03e09 f2cac2 f9a31c
4a6a60 6bb734 794282 93ec99 ad6e92 b4511c b8a5a8 bfb8fc ead5df f506da
4a6cff 4d7b65 58cbf8 940b99 b82618 b8e6e0 bbd900 cdac76 d05cab fe5308
4a6e10 6464ee 9c91da a0135a b2c5ea bdb641 c64b8c cfed00 f381a0 f5175b
4a6e5a 5da792 6b4d7a 8fdf0c 9c7fac ac1f18 bb29f7 d9e59e db520b dba1e7
4a700b 4cf5a8 5787a7 683fd7 8fa7fc 912b6e 956c6f b8afbc cd7b55 e7c840
4a717f 68d4f8 889cb3 8a11ce 9f64f3 a58d83 abea06 b54b33 e48423 fad3c5
4a71e3 7b5106 7e9ce0 82f4e1 a8008b ac9cab bce095 bf7220 e00266 e9b41c
4a7594 4afe03 5b6a00 854650 8a2bf5 a29fa3 b568e8 bbd4ed cf9b59 e3dfad
4a7a8d 721de4 7e5525 8aaab1 8f8b0d 90ec1c c5aefe cd53e6 f68a69 f9cde6
4a7c3c 4ff6e1 5193e6 6c47f1 8a687d 932c8e 959db2 bdb700 cb7a7d f9ac8e
4a7e60 4d4ffa 64e4f2 654d95 8d7b9c acbeaa c60f21 e2b82f e667e9 e85d05
4a7e6c 675b8c 69f7e2 8c99ad 8f920c 914028 a8befe cadb0e d2a298 ec26ec
4a7ffd 5d6167 844ba1 8c91bf 963806 a5e3f7 aac58e ab7b55 f97f0a ffda25
4a85cd 617669 682fe1 705382 73d86c a5afa1 ad3226 cfa4d5 d0733c e2dae6
4a8604 8532a2 8bd1d3 8c91a3 ac6cd3 bdd74b c4a3fe c84a75 d59a8a fdd4b5
4a8973 4dea76 63627c 6417fd 9553cb 98b5a5 a52b05 d2dbe5 dc99f2 de770f
4a8be0 665596 6e39fe 74bf99 844636 88717f 92f5ad c8acce de6c4e fbbe02
4a8ff3 539117 63d4f9 6551af 786c5f 7e4269 9290a0 bde3bb c9be23 e9867c
4a919e 583cf0 6b7c6a 6cc9db a6a896 ad68f3 c12f13 cfe1cd dcc56a fe562b
4a9289 716753 762ed0 8ed4f8 903d7e bbca44 c74df4 d24202 f8c9ae fe86bc
4a929a 4bfbbb 555f61 896f49 9f28ad b09af4 b39e7c ddcaf0 e36f09 fbbd58
