# colors_mcd20_mld2_nc6_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Colorspacious 1.1.2
0046ff dddae2 7a5396 e088db c62b45 05d274
8ba4d0 4c6edb e2d6e3 77637a a2381d c98946
70eaed 4c7073 9b95c5 f38789 7d5b21 e0cf1b
636a6c 8ccbff 979ca4 4c71ee e1481c f3c447
4c71fc 9594ba 685778 cfc1c7 aa5351 db962f
4c726e 998fcc 9b34ea d2a8a6 d64713 83d32a
75f5f6 4c73de f383ac 8c635c db3d03 8fd007
c4e0e4 4c73fd d1a0fb c45e97 fbb434 6c711c
a131f0 f069f1 9b9904 dce024 4c7448 8bca98
4c7573 6cbbfb 9e28b1 a62620 e0af23 9ca993
66e6d3 4c75fd 9e759e e4c212 597541 86ab82
5df4f7 9986cf 754a7f bddc17 4c783f 5ebb86
4c7a72 bc7cea 9230b2 da2320 e7c12c 74c7b0
7ee7d3 4c7aca 7a6971 f1725d 99520a dee141
4c7afd ded6ec 7f6d85 c2999f be504d 5cc73b
63b2eb 9c55a1 ab9c96 f1a838 4c7b07 acebcb
4c7def 74788e eabfec c32346 c6e7ab 50d804
4c7f7c 6be5ed b080e2 8c0dc6 d53429 b8d36d
8cf1fb 4c7fa9 685861 ab3b03 cad741 87a46c
4c7fdf d6c7f9 705873 b64b3f f2ba4a 88caab
b9e1fe 4c80ec a1a3ac c37c13 e1d56b 64695c
4c81e9 6f6f84 dad6f0 e57255 8a4f14 f6ca0d
95aebc 6b6e71 4c82bb 8b471e daa345 e0deb4
8e4fd2 db72b0 903d65 f3d3d3 97d028 4c8730
d1c2ed d745f6 a7116b fcb11c 4c8b4d 91f4c6
77e9d7 4c8e9f 9d38ee c14f1f dea10c 96a482
4c908c a2d4f2 b17ceb 812dbe b73124 d6bd22
c6b5f9 636061 b23dac f0b4bb 4c910c 5bd622
4c9295 751ce2 a071f2 efcaf8 7b7324 8ee29f
4c97bd 6f5073 d0706b b43104 ddb730 afcfb8
9e32fd c282ca a8246e eedc5f 4c9922 aab8b1
75daf0 8462d9 b48396 765949 b7e411 4c9b04
4c9bff dcd8f5 918797 7e439b b3752e dcba44
a4e8e4 c03cb4 af8ea1 70625a cdda46 4ca738
4ca794 7e62d6 d3c4ed 963e38 f28f16 a7eba6
4ca7ff 725db5 9c265c f39fb8 cfea45 78a553
bacdeb 726faa 7c495e 99847a cebca6 4cb71a
546d72 4cb9fe 9c53f3 ebac95 a87b12 c4dd0e
4cbba7 cdddfe 71718e b463fb 934d05 cfa32d
4cbcd9 7563de 86556e a22b24 e0b581 889701
4cc9c9 8e49db be407b ca9272 c2ed1c 4e6410
7431f0 d9d1e1 bc77c7 bf5707 7b8471 4ccd54
76938e 4cd0fa ad42d0 b51331 e36c0d b6d084
4cd4cd 667bf3 80707e a12c11 da7e4c d4d81d
5e44d8 a67ac8 df6a6f ac2e32 d9c6c1 4cd909
4cdbd7 c041d9 766866 eb4a21 a4a78b c0f11f
4cdde2 5868f9 8689ab 6f545f b0945b c4e951
63586c d288e5 b91fd1 a8d041 58951f 4ce4c2
5a5c63 dfd4f5 b00ee7 c60e21 4ce54c 9fa19e
4ce5cd 5e59d4 9998f9 b66991 913b27 b7ad58
4ce9f9 7447c8 b34f77 a99d19 d7e438 99baab
588389 c1a6e9 d32df1 f7c12a 818933 4cf1b9
5d7b7f cba4f6 c82ed3 b10803 e39f1e 4cf4bf
5d6bda ebb1e7 8a3c7a c1747e 577101 4cf726
86add4 dddbe0 4d33fd fb488b 7f543a e7ba70
4d41e5 f871ed fe0394 9d5201 91a92e 72fb42
4d45d8 e676e8 ac516f f4d0cd 9dcc11 517502
dddbe1 4d4acf c480e1 a25383 626340 85c67e
b4d2cc 4d4ce6 c87bd6 f33b75 875d11 dbdb24
4d52b5 8d86dd d2b8e2 ad2752 d58140 88e4ad
c5d4cf 85a2dc 787b85 4d53c2 9b6539 e5b75b
79d5d3 4d58cb af89ee b1637b d5d03e 6d980e
4d5bac cc96f4 a06378 cb141e eb8808 b7df92
4d5c6f aa00ef c0a4c9 bb032c f1754c b7e3b8
bfdbed 4d5da8 9797be 7f484c ce2103 dca180
4d5e60 ff97fd e719d4 7f6630 b2da15 54a68c
4d5e66 5483dc e2b3f7 c1ed01 7ea44f 72d7af
6d2af8 8b5ea9 e8aee7 659854 4d5f48 acdbb7
73b9fb b126b6 b51206 9a8e6e a9d261 4d6056
a123fe fc2c95 fdb8ca 84860d 63dc20 4d614c
93b4b1 4d6169 eb33da 995116 e3b12e 82f7b9
e04df9 a7167b fecddf 90796f 4d6410 60ed46
fe96e7 aa1792 878a21 9def4f 4d644b 5da386
4d64c7 d78ae4 95657b ff4348 dedd39 8bdcb2
54f9ea 4d6669 e53bc2 dabe29 736614 91b3a2
4d66c8 9d9dcb a23008 7b7572 d97f25 4ee5bb
b2e9f1 88a2eb 9736df c36600 e8d069 4d674e
6ef1fe 4d67d9 9c9ffc 8e4512 f8aa72 818673
4d6966 a7e9fd 95a0d3 8f40bd ab160b feaf9c
4d6a69 8934ef feb1fc 9a611e 87f85d 83b37a
4d6a85 aea5df bb0cf8 d4494d d2c24c 62f3c9
4d6b7c e1b8ef b50be1 9e2703 f64d0f 73cb8a
a1a09f b8d7fd 4d6b94 79574e be5500 eade3f
7cf0fe 4d6b9d d39ba4 a26b0e 65615a a3dc15
87c4dc 4d6cd9 645272 f57e89 a07218 c0ea44
95c6f4 5d7fda d46285 eabead c5ea0b 4d7023
ccdbef 8a49d5 c46fa8 a0a80b 4d7052 61c99b
a7dfe3 4d7073 f91ed2 887d30 c2c946 4eaf93
6959f9 a29cac 883e68 f6981e 4d7120 aee4a5
4d726e 8ca6fa a040f6 963b12 fb8c18 c6bfa2
4d7387 9e4bf2 df8ef7 5c5f16 91a661 8af6a2
4d759a 7c12e1 f799fa 9e4b50 b1b2a2 86e23a
4d76e9 a1a3be 893972 ef1f3a d3b59b 9bf83e
4d7aff e9bcf9 ec7ea7 c91565 828d01 81d652
ab5bb2 fd97fd b41b24 a9ac83 a0ea24 4d7b6d
aab0bf 9e52f0 a82a0b e6611b 9af398 4d7d6b
4d7d76 c3dbea d703e0 885f16 e0bf18 56bf91
4d7daa a9b5e4 a50c57 f2b748 8c7e36 55f8c2
8cb4e6 b440ea 963367 f56678 ecdb9b 4d7f11
4d7f83 811de3 dc75db d94f12 e7ccb3 a3d901
4d7f8c 9daef2 892fe7 f0c5c3 9d573f a1af0f
93c3c3 8633ff 976da4 d07912 cdd85b 4d8162
cfbded c86cfa 9f0c97 f9a23e 98e9b7 4d8165
96cad8 4d82bf d4a341 926f03 e4dfb0 696f6c
4d837e 973eda c8a0de 9c5224 f0882e 87e3ca
e1dbdf dd52d2 a2028c 7f6b0c b6a653 4d8471
4d85de 656972 b0a2bb c66e0c edc804 8fd8a2
9716f6 e7b3f9 a44c93 9a9d2d 6df240 4d8867
939da9 4d89f4 6b5b89 df5d60 a42a12 9df066
5833ee f958b5 6f5b62 daab99 b1ec40 4d8b1d
4d8bf9 bab7d3 9e5794 e48027 5e6143 6beea6
8a0fd1 d75edf b12070 9fc65a 4d8e07 8df1ce
4dc2fe 86519e ad560a e49027 bae3b1 4d8e6e
abaeaf 705378 b50ee1 eb8ff7 4d8f3b 6ae977
4d8f96 a3c4cf 9346db 953651 db5641 e1c722
95e9f0 4d8fbe 6940db c48481 bb4622 c2cb57
4d909d a2c5fa 9653fb ab4c0c b6c61f 576459
8a43dc f3c6f4 dc72cd 725719 95ca69 4d9374
4d93af 93d0ef 784e5f b5aaa0 fcc909 5b7505
4d99af dfccf8 714a99 aa6d57 ed9e0b 96f6a1
62d4f3 ac54de e2dabb 8fa41f 506449 4da089
535c64 a330f3 bfa2d3 b5260c f5b412 4da385
e325ca e0c5bf 973b01 6b6662 94ef59 4da947
576367 9683cf e7c0d6 f17215 8a4506 4da982
b1c0c5 bb62fc c42079 f7c704 616214 4dac61
646c7e fd7feb a22928 a0962b abf0b4 4db293
c0e6e4 7554da ad9ef0 be929f 982b49 4db302
4db5c5 736dd5 665f6c bd3d06 d9bd16 ccddd1
4dbeeb 756dfd 84487e a91212 cb9976 a4e521
5b7a7b 4dc0c9 a617e4 983e15 d2b569 bbe9d1
7325d6 da5eed 827280 ded2d7 b02d16 4dd26c
7d2eb3 de6ce2 ffc4ca aa5616 4dd413 546861
5364a5 8f92ab f3bfbf df0b01 9a7569 4dd700
4dddd2 535b64 6380d0 d1797e b72f14 b5e13b
5776a1 a7a8ea a24b32 f3d75c a59f19 4ddfb9
4de0e7 ad6cd2 954045 fc5c24 eede1d 96a79c
7b71df e2b5fd 913e59 f88ba8 70791b 4de129
8f59f9 b4adbb 6d5183 fbd0b8 ab773b 4de714
4de8f4 576cc3 794b4c b7a407 cee888 88b99a
5e4dcc d68fcf 932b63 de5d16 4dee01 6da189
4defd2 7ba6bf 606a75 b041d8 d4090f abb351
5f7b77 ad52fa f194fb 9c2d07 98b116 4df89c
4df9f2 60b0bf aa27bd f88507 e6c49a 707a58
8eb5bf a84c9d f26574 bd1c1b e6ca26 4dfdb9
4e43ff f577fd a2006d 6b6c45 9b9e85 a6ed30
4e44e6 f060ec c8b2c0 80656f 538624 6df330
585963 a8b2f9 4e4ddc d7a060 986e30 dcd8d6
9fb5ff 4e50b9 a85f71 baaa97 ffb51f 658e0b
70f7e1 4e53f6 cc93e6 926792 badc30 6e9841
4e56fc a77ab6 695669 d51b2a e7ad5d 98b9af
4e5b6e b750fd fb91c8 985f03 dad6a9 779b71
4e5e7c 9f4cf3 d992f0 95631c bee37a 819b8c
4e5f70 e246f0 d9b2b2 a13c2c 8ba835 74fa05
9ceff4 4e6068 6c89d9 bb8e9e 806229 dcde05
4e6267 d441b9 f99dd3 8b7c59 adbe80 7efd0b
8cadef 8b5bd2 af2c73 f1d0ae af9034 4e6303
4e638a d8d4fb fd03fd eccd4b 7e9123 7bc4a5
aea5f4 9e2bf9 e6369b c49700 4e6443 68f990
4e6581 b7cbf5 bf6cf4 89403f ffc29c cc6a25
4e6670 5d99b6 dacbe4 bc947f ad4f03 9af2a3
4e6874 cbd1ef 958ade bd94a0 9d2b28 ff9341
88c8b9 e71ae4 9b008c 957d17 c4c541 4e695f
4e6968 5c9bb0 cee0ea a321b7 f8543e ddd501
4e6971 7ba4f7 8f1df9 dc061f c4a294 bef249
8ef2f2 4e69f6 942186 de641a b8c087 75847c
a1cce5 8d89bb 8e278b c5947e f5dc08 4e6d34
4e6e6a 68cdc9 9280c6 8231a1 bc4108 c2e125
bf97f3 a624d8 d3438d f1c442 4e6f2d bfddc0
9f97f8 d9cef9 a32ee4 d493a1 93fd23 4e6f54
4e739f d7d5db c88df7 f46b48 a0410d 8ffc2d
4e73fe f69bc6 ae406f 6f5501 968f0f 78fc92
65bdde 4e7699 a82c2c b78e55 fcd433 c8d8bf
4e76fa edd1fb 995788 e7858b 587209 80d40b
8ceaf3 968d96 c036ee a51275 e59d1c 4e7935
77f0d9 4e79bd bfa7ea 765069 ca7840 e9c02c
4e7bd1 c5b1ff 8a818e ebb3be 8c5541 76c03a
a2caed 4e7cea 7c688a ae1116 d96926 b6ac91
76f5ed 4e7dd4 a42172 a48683 eb780c 585e23
60d5e7 4e80d3 b1882e 6d5906 e2d306 a6bea3
84b9df 6f5571 c23dd2 d6b294 bef026 4e8159
4e81e0 b7aee0 b22a66 caa86b 8a7107 6bf4cf
6c46b6 aea6b7 915806 e2a340 ade8c8 4e8272
50a2fb c6babf b12188 98837f 4e8313 74f371
6c44bb c87ac9 f1d4e8 964363 8dc657 4e851a
4e857f 7819f3 9e69ca ebc5fd 9f5f0a 8dd56c
f8b9f2 d548cc 68565e ab9794 a7f168 4e8635
4e88b7 c8c7fa 6f5a5a 9c2b05 d88702 f0cd78
4e8bb3 edd1ea 73656c 9e4307 bb9363 90e31a
4e8dbc ddcdd9 645460 984f1f 9d8778 8abf47
575b5e a47bfe 90369f caa2ca 4e912c 9bd9b0
4e91b1 7e2ce9 6b5357 d3731e decf1b 6bd9bd
aacbe4 b21adf a52706 edd974 a89911 4e9269
7825f7 f563c4 a90d08 ab8b09 b7dea7 4e9574
aa8ad0 893c99 be010a e3b919 a5d7a7 4ea18d
4ea18f b1e9e4 7717f2 fe43f5 d5b527 727101
93d8f3 565ab8 a58cf3 74690e b8ad1b 4ea97d
4ec9df c03dd7 ec580d 796756 b0ae91 b0ef06
4ed2f8 5c71e7 a7114a e0a495 987e00 aee536
4ee2f4 7a8db7 8139b6 c13837 f6c768 b2b0aa
4ee5f1 7089bb 8128f2 c61d39 d5c09a b1e901
d1bbd1 9f6aa6 a23821 df6e08 4eea82 708f75
4ef2f9 536dd8 796171 ac989f ad0213 f09b4b
b5a3fe 943ddc db64a1 9e3169 689b27 4ef40d
bcbfed a472f1 784883 d59699 cd0522 4ef50e
cbded9 6f3ec6 e3a3f4 ef3f08 4ef579 598c6d
a4aade 632af9 835ba3 fdcad4 ec3839 4ef757
4efade 98b5e6 647ace 8c4274 d14f5a d5c929
7c87a3 a03ee5 dac5db e36463 964314 4efb7e
b3d7dc 739df0 4f4cf8 97555a d82c0d cdc048
5ba7b4 4f52c5 9a205f ba841a e1d3bd acf73c
6ccad8 4f52d5 6e516d db6110 e8d977 8fa482
aac9c5 4f5979 d17de7 f35975 6e5f1f e3d50e
6decf8 4f5a72 6666fe 855103 dfbc13 828d79
4f5b76 708bcd 900cfb b0481a b6da24 56d5b0
9caefa 4f5baf 893c57 f3b9c8 c46f7a cee776
6c91ff 4f5ca6 d1b0d3 b3736f b23109 aae45c
d5def7 4f5cf9 807895 ddb7a5 6f5329 74c904
6ca5a4 4f5d76 e42cfb 806526 e6b611 ade9d0
4f5f68 7ea8d1 a03ed6 dc5e4e c6c61b 70f4cf
4f6071 a359e7 d68cb3 9f4234 b4de20 7ff9c0
4f61f4 9797fd 605b6e d49fb9 cb5a4e 96eb0c
5cc7c0 7f4ff3 b18cfe ef2c7d dfba62 4f623b
6c59d9 a692e4 f5c0e2 9e816f 4f6307 a3de1e
4f637a 9692ea 932aeb 97812d d5d2c9 83e031
8799a3 c8dbf7 4f64df 65606f 9c704f efc04c
4f6560 5184cc b9a9b9 f16e55 86450a fcd341
acc9fb 4f69da 777784 db9f85 825225 d4e411
9645ad ef8de4 ef4d00 ccdb59 4f6a55 6aba92
4f6ad5 b08ead 6b5369 c16a02 f1b308 50f2c4
66e3d2 4f6ba9 b096f1 a71d00 eab047 877f5f
4f6bdd c2a6d4 715422 b38006 9ee602 768479
4f6c6f 78a0bf 934ce1 f1d4e0 a9864c aaeb3d
4f6ead b2a1d7 68535f f3d1e2 a56220 63d664
8ca8e9 4f6ec9 d5ced4 855756 bd967b 66fb6d
e425ca b6adaf 973066 4f7108 71a750 5de80a
65f1d8 4f7283 9968ec a8671d f7bb26 69b187
4f73da e2b2f6 8a3c79 a7848e 536d28 8ee99c
6dc2fb 5b7bef 71506e 89ae5f 4f742a dcddd9
4f74dd 575a6c a19baf f8846b 805d3f bef208
b1b8c2 c72bd8 b51b1f f3d162 ad9420 4f776b
98099c f6cae5 d85dbc 715d68 4f792b 6bd98c
d5daf6 9d9cbc bf30d8 cda91f 4f7a53 69e6ab
4f7abe 8b8d95 dbb8f6 ac2a3f f89531 9fcbb7
74c8da 4f7cb4 c18d0e 70622b c9cd86 8a9089
4f7ceb b2b3fe 9d3081 e3b1ad 9e8118 57fa1d
8eb6b0 6733e9 8e7aa9 c4d92f 4f8130 74f9ba
4f81fb b39cc3 8a588b a41b41 f8521e c4dbcb
6e3ac5 a26fb4 fdcfda ff6588 75e70f 4f8438
a2d7cb 4f887f 9d2de4 9b3b07 e77602 d3e078
4f888d b7d0e1 8848da df8846 6f532f e8da0d
4f88bd 575969 975d3d f1d421 a89c04 89dba8
ad95e7 9639ef ad741e e2b018 87e4cc 4f897b
72d0fe a55ffa c30574 c3ac82 afe414 4f8a2c
7020e8 e683e2 e2dbd9 6e6904 8edd36 4f8a74
71d0c1 670dff d457ee 8f3e64 ecc25a 4f8b1a
4f94a6 cdcbda 8821b5 a3305a f58f6d 678004
8c61d1 cf89bb 775351 b2d91d 4f9528 72efb9
4f9595 8b57de ddacf0 c78602 725d19 abe67b
4f959e 88d0f1 7e4fd5 786233 cce453 89a01f
c7bbea 8d57ca 975160 eda6a2 8aea1f 4f990d
9dedfb 4f99c6 674a9c b84455 cf9256 afb0ae
a2eaf4 841cf4 d082bf 91547a bec379 4f9a20
9459e4 e5a6f7 f25396 844523 4fa029 8ce07e
4fa1b4 8a45ff 7e4c5b a58a15 e4ca01 a1f0ad
64f5f6 5b5c63 a687e2 d3899d e2d098 4fa234
7533c8 ba81b5 953c71 d0cabb 80fa14 4fa43c
4fb1fd 7b54f0 c1609c e80918 f0d36d acdccc
c1e2e0 4fc2ed 667d90 b93cf0 b93c22 e7c683
4fc3c6 847af6 6e5088 965509 f8ae36 a8916a
4fc6f9 5f3df1 9966ab b5344e f3b313 b8bcb6
4fc8f3 6863cc 6c5865 bb2c03 b69f78 9dd403
4fcdce a23ddc e15d8c 973357 c9e35c 60a01b
969a9c 5885c8 6c2be2 e3beed 756b48 4fd24b
4fd2ef 9463f7 a46389 f6c7be bb2705 84a762
5d65c9 f9a8fd a77083 b60f01 acb711 4fd5a1
4fd7ff a916ea ea6a9d ac1757 8c8532 cacf7e
838997 5969fd e5b6e9 a61d56 eb8837 4fd9a5
4fdbe4 b754dc 5f595e a03e14 e4cc22 77926e
4fdef6 b356d6 963a40 e99d13 bcd9c2 979896
4fe7f9 8d7ff7 695295 c198aa a24f03 adcd5a
4fe8ff 7c61d9 eb92b4 746264 e32e01 abee20
4ff6f5 c730d0 796041 af9626 d7d732 87bd9b
9224f9 af7aa3 9f2765 edcc19 5faf60 4ffcc5
7dd3dc 503dfc af77f1 845095 e8d989 5d8f41
aac2fc 503ff7 725c8e ff5f84 9a2937 cad924
7aa3c2 515a73 5049fa 855f40 c19e45 c5dbca
66b5a4 504fb5 d9c4f8 983e61 a68e27 a3f49f
575c63 5054fa 8b89b2 fc722a 81561e adddc0
bccdf8 50578d 7e82e4 715857 ae6414 caac3c
5057c4 8e7ea4 9f2532 d46d0f c2eb6b 83b69e
80caca 505c76 a067fe ec7381 83652a c9c615
505ce8 eec3f1 a96d82 9d3b1b 83ae1e 59eaa7
c8dfdd 5bb6d3 9b40d6 ef4a95 c6b65a 505e57
a7c2e8 903bea dbccc1 eba610 917a19 505f44
b9dcef 545de8 a47ea3 cdc601 506245 54ae77
5f60f1 a68fd4 e6b5bd b87505 5bee4f 50624d
92d2f3 8e909a 5062a1 b46842 fe9205 dad7a4
b3a7fb aa3dda edc1ac 55a900 67fc15 50634c
5065fa b87ba5 d1bdc1 795854 87a35c 6cf267
79d4ed 5066e6 b41c66 d58c94 817614 cae657
5067e1 7c757d ed9ffc a3251c 6ca64d 5cf513
65ade2 5069d6 724975 ef877c aa6011 d4d423
f4b6fe e143c5 952b69 506a12 58b858 d1e1d4
506a72 9f33e0 b998c1 a62d07 d67728 6fe784
89f1e6 506a74 79a8e3 812ab5 b57841 c2c205
506a7e e6b2ee dd11fc 92793b bbee45 61c295
506b66 aea8af c028d9 fb77fe e74117 86f16d
506bc5 93a1f3 c1b3bf 9b637a e73d1a afec84
6bd5eb 506cf8 7a6183 e44f07 c4e93b 839a81
909f9a 506d6c a9d9e9 df1cd1 ad060b d8c641
bcbbbc 6cbdf8 506fdc 8a4b61 ac0900 b68955
8fb1fe 85858a 506fe1 893379 d72c34 d4d091
926bdf 983c00 d98230 e5df77 50705d 5fb6a1
5071a3 85a9e6 e5d4d5 c48991 6a5c41 88a104
5071b7 98adde f0d1d3 a07e7c b20e0c e7711b
507486 72cefe 9c71ec 915130 e9a669 cad2cd
507577 8c46f6 bd8eee fb9aa7 e42708 97f50f
5075c1 bface8 c78750 7a4e10 ebd23a 73d2b0
5077fa f1caf2 aa6f93 a1ad1f 5d7e44 50c9a0
dfdae6 8510cb fc2dc9 98410b b99e33 507869
9d59ee d991e2 6c5754 507a00 79f563 9aa99c
507a84 9002cb cf72e4 eec7e6 ca4324 79da8b
54e2d6 935dfb ab006f f86192 acc11a 507b41
b787f8 f1cff4 8c3a6f e090a3 82e561 507b48
6ce3de 507cae 716367 b78e7c 994416 c0e883
507e7b ac57d2 fca4bb 9e2614 fe5d32 adee09
507ebc 5f5968 918a8e 8b5032 ead5c5 6ec527
507fd6 6c5262 a84302 bc9849 e5dd03 afd0b4
73bcba 50838d b97bf3 9c5339 d88d01 ecda79
bbcdd6 5084e2 6f0cf6 974983 d7ab47 7a7a5f
5085b2 7330c7 998c8a eb9640 785632 d2d3b7
8f9096 5087f1 c5d2fa 6b5365 b26307 eba02d
9dbfb9 508892 bc93ec 7340a1 e2474e faac28
8d41eb 804b7a f874d1 d8c8c6 87d816 508b37
508f87 c89af6 704992 b51c42 c87510 8adfa3
7ecbfb ca47e1 b03705 c7b121 c1cec2 50916b
509183 94c1d6 a057cc f8921f e7ccad 596139
50928c b61bf3 ee84df 665e4a a0a70b b9e292
5094e8 6c6a85 c7a8b5 986a59 e68927 9ff589
6231e2 dfdae1 a37fe0 85607c 69e87c 50975b
b9bfea 595974 ac2ade d16f17 e6ce99 50977a
a1c3ef c65cfe ca3f90 e1d4cd 55633d 509c01
8debe9 8d49d6 cc7aba 8d3f50 c5d840 50a15a
50a8dd bbdefb 8438f7 966b03 cac204 858f82
57646a c726fa d6a6d1 96381d a6df7b 50a911
50acc4 665acb a66c73 fb7c1b 5e5e18 90f2b4
50b1b2 60667e ab1cea 903a30 bc892f afe4c3
61f9ef 50b1b9 6e5a73 c005e4 fd534a d6db60
6568d7 b39ddd 8e434f ace410 50b56f 52fad9
50b8dd 965bdb ffc8cd ca8587 6c5b14 bae348
715be7 d3c6d3 9f798e a13809 9af86a 50ba16
50c3b7 c46ff4 9a189f de4a08 fdc074 5c6761
5d71b2 f8b0ce a58580 804836 d7e691 50c501
50c6f1 657cd4 d46a7c 91470f faca8c 97a700
cdc5f9 b182e9 983c9b ea4722 ecbc25 50c7a9
50cfee 8f3ffa 906e83 b72c24 f89804 a3af97
50d4ea 7582e7 838184 71543e cb9f0c b9d7ad
cfd3f9 5935ed f24dad 6b624b a7b23a 50eab5
50ebd8 a1a1fb 964a94 d96d8d c8d14b 5b921d
7c8c9f 904bd3 ebbff6 865035 bd843b 50ec04
888af1 725296 e6a9cd ad6f68 99310d 50ee53
d4d8eb 5b67c5 c995f8 b05b72 819813 50f13c
ac3dda fa74d9 b2a307 656a4f 50f696 6ca982
6065db fb93ea ac5e82 657305 50fb17 80b67a
a351f2 fe499d a70f4a b78a40 c5da05 50fbc1
513af1 7a7dae baaff3 7b5b42 c17700 60ec1b
9aabcc 513dfe 796faf b02165 bc853f e6d06a
8fc1c4 5143fd 8b7bcf 963161 da6755 dcd688
55c1de 514bd6 b62002 bda315 66886b c9dbcd
9fcecf 8284ef 514eb4 896a79 c94f35 cabe6f
a5b5d2 514fce 976f91 b22548 ddb601 6bf2c0
514fce 8d85f0 c0b2c0 806f79 d36924 acf394
5150b6 be92b5 fecaec 855a69 d15707 6fe283
5152ed 625969 e2cce9 d573ac dc3428 7cda91
81bfda 5152f3 857993 963e55 c2821a f1d325
5157d3 9ba6fb cfb9c1 857176 f76b1e 78ff72
a8afdf 51589d 6e5f58 ab906d dae144 5eebc5
515983 6472fc bfabfc 84665a fac364 52fbd5
a6c0f1 5159ae 8685a8 e45d6e 76520e ebde6c
d0d5d9 515a74 607de1 888996 944f3b f59755
515b6b 9451fd e6bdf8 c97a7b c02423 92f30a
515b72 8884eb d4c0f9 f4aeb0 c42d2e 86d40e
515bc3 9d90d7 856678 d86050 f8a945 8edbba
515cc5 a9a2d0 615a6d e4202c f4d4ce a3ec19
515d60 91a0ba 883ac3 cb6040 dcaf89 adef09
515d67 af74c2 bd1b10 f57954 f2db0c c1d4c8
70a4b1 515e6d a71cf4 ce5e3b f4aa1f b4eeb3
515ead cdc5e8 aa5c6a e3aca1 939e32 83f81b
5aa8fa 515edb bb4a78 eb9ba8 9d8720 bcd32a
72a5a7 9063ce e7d5f4 c77107 515f4b 8cec89
a9b4f4 a015d2 d16a9e ccca84 516030 71971b
51607e ba12fb b095ad e8d5e2 d2180f 94cd0e
8a4ed3 e47ad2 a82969 facfa1 94952b 51610d
5b75b2 ddbff0 ae126d 9b7f65 516206 6be237
5162ab ee83d3 844449 9c8223 c6c618 68cf9f
516368 5188c3 b3bff2 f1c0b2 fd8c0a 897844
54a99e 5163be b9abf7 f7b836 8f823a 93f1c9
516462 dedcdc ac17e2 e596ee a24309 54bd18
62c8fb 5167f0 eccec3 854824 96a156 a8de2c
86a1f5 ad19a2 d27b95 aab219 516856 ccddd6
516898 d2d3e0 9a97cf ae6c17 655d55 d5b566
8aabfd 5168b6 dadcf1 febca2 79542f bd8953
5168d9 c6aeee 8b3955 f8c30b 998547 8ac1a9
5169e5 b31b83 ab8085 785118 72a82d cacac8
c5d7d7 64bbec b034ac fdbb80 ad8f08 516e5d
516ee4 e795d7 875c74 f56b30 d3ea03 7ce2b3
516ee7 9ca5ec 726a71 a61528 e87724 fad68e
b663ba 96276e ead024 92a854 51700d 6bdbc0
51706d 90e6e0 b03af6 6b6312 a2a756 dbe666
5170fa 6c6d75 b5aae5 9d4218 ce8f69 f7db50
a2cac7 5174ca 774965 9b8186 e88c52 556731
5175d3 86838b cec9d0 94314d dd2c2e 55d82d
517789 8826f5 ebb1ff a7200b c2882f badaa2
9f52ca fc84f9 a11d66 b8acae 517829 55f63d
6ff6de 51787a a6a1ca 905ccd a6372e dc9c67
7a3ec7 f0d2e9 982c60 c78b9c 517a1e 77c43e
96dbe5 517ded 72728e 8f4237 d7660a c6bb86
518191 cc95fe a809f3 e35c51 923f06 89d4b0
5181a7 8abdfb 645e62 c57d4e ead72e adb1ae
5181b5 e999a0 6e5b5a a22407 87a101 8af435
51827a 9baae1 674a9e c31e3a e9d7c4 c89424
518284 7834cc ba67fc fac0e4 c42f22 77df3a
51858a d9d6eb 8a13e0 c692f0 8a5b3e 77db63
aac0bc 518781 8362bb 7b4b36 ba822f e0dc27
a8a2a8 ecd3fa f71ade ab127b 9fe008 518859
51888e 98e8f2 ae87fc 8b29f9 ad2a15 c99f6c
99c4d5 5189fc e61e90 eb8988 927911 efd23f
518af3 74758b c8bbfa cf404a eca186 95fa15
9e76fa 8220d9 e19fcf 9d486f 518b30 94ea95
518bb6 8e18f0 d6b9df 9e515e e31b12 9fe7a8
b2cedc ee38cc 9f3971 f1ce52 665a2e 519d29
7a41e5 e47ce0 855242 999f08 d2d881 51a286
cfccd5 8f5fd9 7a4e69 aa3306 84fa3b 51a35f
51b0a0 b5d5f6 6234e2 a073cb d4c35f 596849
cddfef 6c6e9a e97ef9 933a3b d76534 51b693
5b40f2 936ea9 efbbf9 af2f4d b2f455 51ba76
c6c6c7 51c1ff 9059a0 a02814 e36031 feca65
e3c8f7 c276d2 815681 aff32b 5b923e 51c9a4
923bdc e064b1 834e2f 8e8c00 d7dd2f 51dca3
8b8e8f b429c2 f285f3 72613f c1d514 51deb0
51dff3 6a50c0 da9fa5 ac493f cbe483 85ae25
5f559c aca3ce 89564b f17a2e cfec26 51ebb0
8c94c7 8149cc 923f58 aa9b56 dfe02e 51eeb6
5653c7 6f6b76 f772de a41f23 5bb402 51f6a7
5b65ec c8afea c2738e 565f33 6cac17 51f88c
82e4ed 5237f9 9863b3 fd3f12 cac38d 7d9087
