# colors_mcd20_mld2_nc6_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
05d274 0046ff dddae2 7a5396 e088db c62b45
df6f6b 735130 dad213 8cd8ce 6556cb a680ae
655a09 99b11d a5dcc6 7353dd e3a2ff ca6ca5
dbd0c6 a78d65 68ee09 8f9bb8 655a78 c512dc
a92e01 d78c47 655acf 948ea4 ddc5e0 6d5265
a34303 9ec00d 67dea1 655ad6 ca85db 71516d
cb331d ff7e52 86d7cf 869090 655b75 cf35f0
d43430 fa9660 c6dae3 655bf9 6a5c84 a593a7
9d4834 fb6301 dbe535 72c68b 655ed7 948696
c02d07 655f5b fdd53b 977bff d0bcf6 d5879c
c17c14 bbef32 65618c b1a5fd aa0038 f5bccd
a81802 e48145 ded8b7 a0c2df 6787c0 65626a
a89350 656347 c1d83b 7f8f93 90c3e1 c40eb9
a3471f efd4c8 b9c3fa 6564e4 6d4d71 a593a3
c3ba4b 7b841c 73f4c7 8eb0b5 6564fd 8f4058
b17e52 8ded43 65656e b085ff 8c19ca e1aed9
ac0c05 beb753 65695b 889d98 b6d6dc aa57b1
af5731 9dbd01 96defd 656b78 8432b4 c06fec
e43d00 aba399 8fd958 656e7a b634de f47dd7
d84916 ceed07 6bc973 656f67 9e4add e9ace9
ed6044 913a06 65f5c2 6570d1 cab0ee a67f8d
d5b054 657164 a3dffc b765f9 903c90 f568a4
f93a1b a8ee57 657680 a35dd8 f7b5d2 923543
826d6a b9330b 9ab269 8bf832 657ca6 dba7bd
f99b93 c9df00 657d50 9ed1dc bc30fd 754974
b77606 ddbb33 80e5ce 657fba 780af0 c71e5f
7a584f d57b23 c1ecab 65828e 742fd9 d2b8cd
aecb28 658559 78e5b1 ab59e2 f18cd4 923d72
c30805 d3ae2f 6586e3 cbcbfb 6a29e8 886268
de6c16 eddf61 72dbe4 6588bf a3204d b39b9d
a0923a dada56 b3edcc 658a86 a625ef e86bdf
7b6404 7ae723 6590cc 782fce c50e6d e79aa4
8f501f db9b1c afc5b3 6e7472 78e0f9 6590d6
81622c 9eae11 659687 ace7e9 8133d9 e467df
737f23 a6cf0e 6596c4 7747e6 8f4c61 fbb6c7
6c823b 93dc81 6599fc 8035d1 e5d0fa b696a3
a31f08 6b5c58 f98403 e4d8c9 659b95 b047b7
f0d6c9 87ec03 65a71a 7716fb bd59c5 754d51
685835 f9d901 65c07b ccced3 8078c3 a82974
937750 a9aba7 65d127 7158b5 fdb1f4 952b5d
ca4032 65d569 d6deee 7e54f2 cd92fe 815d81
65da6c 969fb0 c254fc 715572 e0d8da c4070b
836f52 bdaa1d 65f1d9 81a3bc 6a43fd 972273
f52f2a 65f7b8 83a89d 8e75b6 e3a4f3 a0395b
b04316 968f7f a2d289 662df2 ec92d5 83566e
ea0a03 fa946c bbdde4 6641b9 9c81c9 924c51
d5270b 786c63 bed082 a6eafc 664bd4 d47cb4
d07d73 c01c08 f3d8a8 bbd3e2 807dee 664c93
a06401 f9d781 93c3f2 6654c5 877494 fb6f7b
bc2b20 e2b7ab 91e414 8e8c97 665672 c716dc
dd4004 adb2a0 77df3c 6657ae e37ad7 834749
b72e0c 74b24d 7a56fd d2c7f2 c171a3 665859
9a3b35 decbbc f28a36 7cc3f1 6658c5 aa7a99
ab713a f1b072 c4cef0 7926fc a775e3 665967
d93a35 74d185 6659c6 d383f4 e5d1ea 7c6678
9b4130 b88514 b3da6b 68beb6 6659de 704c6c
ff6e10 adea9a ce46fa b9a2bf 665c66 c5060b
665f01 c4d130 9cdff2 7878d0 ab217a bd7e8d
e72803 d6d230 86eafa 6661c2 e588a5 973d4a
9e350b ffc10f 9af1c0 6662a9 c3aed4 fa2760
fe7a4b 9f3601 87e2de 989acb 6662cf a6757b
9e9b4a b1da11 74d7c6 666591 f753fc a62a3e
983a39 e16908 f6c467 75c0b7 6668a8 ad8ffc
774f4b c27320 6ce93b 666ca2 a39cac ddd9e1
864d4c fa4921 b8deff 666e8a d817f9 af9da8
c63c0b 76d51b 666f63 9300d9 d369f3 eec0c3
ad7618 6cdd7b 66766d ab7ff4 7f41a5 f7bafb
cb8f7c 8fdc34 6677c1 dac7da 6e4d6a ae1729
f4cb1d a9a26e 667f8e aeb9e1 9a24dc b80716
bb722d fbcf76 66838c d0cee2 ab80f9 7f2cb7
d9da05 668711 71e0bc 9445d5 d773be 953456
e24a47 d5e2bc 6be22b 668991 c08aed a113e5
a1430a bf875d e2e372 668c9c b1d6ff 8122bf
e3922a 9f9d99 b2e1b6 668cb5 7c2fd6 af325c
e23732 e1be0a b2b8b4 6697ef 8a2ce7 9e5f74
d9ae0e 66b093 c1d0ee 9e8dcc 8c0bb4 c7293f
a99a89 afda57 66ccd9 6d75b2 af335d fc0f27
8e9120 66f495 d8daf6 943dde d375b7 b3125b
bc1513 e1a57d 66f4de 7453d5 b2a3d9 917583
bdb051 6b7313 75cdea 7985d5 6727eb b7156d
ca3320 e5d566 7cdec7 679b98 6737ec b181fa
f84b13 e0da4f 92ab9e 674ca3 b584d4 a5393a
c80c01 f1d02e 6fb886 c1b3e9 67517a c44eef
fd3318 e0b39b 8be704 9092cd 675688 bc6070
67574c e9d89a 9fa83d 99d5df 8403ef d54fc6
f1734c aae6ab 9b77f9 67577b d4acc9 ba071d
c4a111 68908b b0d9ea 67577e f532f6 ca1e41
68920c 90e643 6757e0 927091 d2a2bd 9b274e
675e4d f1cc5f 9e9614 c2c6cb 9a127a fb40ca
675f47 8aa74f a2f33a 7348ee d25aa5 e7b7c2
fa7140 dfe1a8 6769d5 7f4c75 a9899f c10a0e
e28163 e9cd01 98edb5 676ac2 baa6f9 895867
f40d08 dee34b 9dbcfd 676b95 9b2745 c5949b
a71e04 ecdd34 8cb9a2 677271 9216e0 c37abd
9fb857 67785a 6e8fe5 6e25e2 7f4785 f5c2e7
d72e03 e7b220 8abda4 6778fd dfd8f6 a35864
f00e07 ffa02a d8dfc2 677995 a0a7e0 913944
b52e27 e78a50 9cfb1f 677a99 811fc9 dbd3d7
a04933 9ebd55 677e8c a76aeb 8515c4 e6a2d2
fc1f19 a6d2c0 677f92 a534dc e6a2fa b01b49
a76757 e0af4c a2afae 6780e6 700af7 6c5981
b02409 a6a121 86ef89 678994 941de4 f07af9
c1330d f59577 678e94 a775ea d7bed5 7a4f56
ec3113 95977d a7d65f 6794b8 7b34ac e8c9d6
c69576 8f501d cfe138 73f8ca 6799d2 7c6b7c
b91f16 efc42a 679d6c b6edc0 f344e0 903e6c
e4b651 6b7e3b 67b6e7 921feb e0dbe2 b53685
f94715 e6d430 67d7a4 7373a5 baa3fe 765059
ea3013 67d85c 808e83 6b2be7 915ea5 d1c0d3
ece136 909b07 67f0b5 8644fd f36fee 93585e
d6cb98 6db808 67f1f9 7938ab cb70df cb4c68
e9a149 e1dbc0 7a95c4 683bd4 6c5b72 b43739
d1d540 8d8f58 8fefce 83a1f3 683cd9 ae508f
f97d6d 974a3c e2dc27 77d6e0 683fcd 7e7684
985646 c1a941 9cd7e1 88878d 684d81 e551e2
d3b83b afd7d7 684f7b 908791 e13edf a63448
fbb41e c5e1b3 684fcb b990f1 983248 ee5e6c
897541 86ef77 684fd9 aa93df ecd3f9 b5437c
874812 bcd541 acecd9 69b0c8 6851b7 f53669
a8e127 6859d2 968db3 7c486d f8979d cd4e55
a97711 6bec94 7d9de6 685a9e a11f37 ab9e9f
74523d 81991c aadf75 685ae9 d3abd2 cd4887
a0824c 8ef574 6d17f4 685d79 e753d9 f0bed2
a51513 686460 cfee0b 88b110 80d6c2 d35ab3
c7954c e2dd30 686828 87e8b1 6c85c9 933668
ec6b03 dfbb8f 686946 7a94a7 ccddfb bc07e7
745429 7cb53d 95fa6c 686b79 dfcef0 f628d3
dd3f04 9fa296 8fe021 686b7f d83af8 f1c5ea
b25429 d4b17a b5e7e0 687170 83a3be 83419c
a74204 b49e48 e1dfb2 a8d7f1 6872c0 6c5557
9fa684 7fd60b 68767c ab5ce5 e9b5d6 c81135
e14b16 f9b834 b6ba9f 687a79 89dff0 b376cb
933e03 d17515 bec193 687b6e 84addc 933edd
bcd17e 687d47 7925ef ab70f6 eaa8e7 bd1986
94450b abbd73 81cecf 688289 9a1adf d16ff1
e9a207 688962 77d59d d3cef9 9548aa ac8db1
d2461d d5cb57 9cc7e4 688fb3 ab17f4 6e676b
c24818 74f53a 689178 71637f c857e3 ddb5c6
fba23e 77692b c3d3cd 689890 a783ec 6e1de9
804e41 dba240 689a85 7345d0 b095dd e6d7e0
f2d531 689d1c 85c4e7 b46bff a73c6b e58897
8e4b3f f47f18 68a89b cae3e2 875bca cb94f0
68b31b bfdbd3 6f44de d39afe bc6690 a32229
da4f3c 68dd1f 9963bc f3cbfc 903258 fa93a0
b06751 68e05c 768797 9a54d8 f287f0 e2d7df
9b928c ff9c51 ad6d20 68e6dd 7068e5 ab1251
dd700f cadb4d 68f6ed 6b8f97 a42dc7 bc0d40
957b09 caec0b 85dca3 7c85c6 693fb5 a9395d
e35118 d6d80f 80f9b8 6949c6 9987b6 99585a
986d56 dd9c6b 96fb14 6da2ea 694baf d7cee0
7e9e6b 76e7a0 694bf0 cf84da f0cef0 82535e
b97a57 cadb9f 89cdd8 6b31f5 8d76c3 69545d
78532a bdef53 89adbf 6959e7 ad0580 dd7679
ea700f 695c33 acb794 b3dff5 6f5fdd a73276
db7a03 695c45 cbed40 7bb789 705cf2 fcc3e2
e52804 d5c65a 8ab9fb 695ccf 9b8c9c 953b63
ae2907 9ef90b 87b35a 695dcc d78be9 764d52
c32702 e0b861 83f3e8 695dfb a39bc2 913f83
ca7451 943a10 d2d138 83f2ee 77a7ea 696289
b5de30 85ebd8 6962d4 d08fe6 8a3f6f ff2837
696764 f4c71d 6bae70 d1e1db c19afb bb3ba5
ea423d bce156 6ff4e1 80a7b4 696aa3 97285b
cd4f07 696b5c 6aeb99 dfcde5 813d7d bf70ba
91dc52 696ed6 d9c9f7 913173 cd074a e0a3ac
a82206 86c179 696f76 a75feb da87bf f0d2de
f77211 b7c3bd 697580 8419c8 cd55e8 bc1235
e6c021 69816b 86bcaf d62cdb 794d74 d00f14
d07957 d7e104 a2dbb3 69839b 7a30b8 b12454
f34520 c9ce5e 699190 86cde0 913adc a1394a
a95a56 f0b47b 699ea5 a8d0f9 b347fe 6c5977
e5b530 d1e2ba 69a0c7 804fda 853b6e d56167
f9c082 6c6b34 69a706 815ae0 bcb2d3 bf5385
745547 c0b493 768903 9ee83d 69a9b5 a9009c
e6b702 6d6721 69b4e4 8353dd dbd6dd b6737e
7d5c12 be8b14 ceea5f 69b8bb 834fe9 db117c
cbc7c7 f2720b 769184 69b9ec 80538b a9143c
c16d29 dbd6ba 69b9f7 7170c2 a099a2 7a5e6f
bda328 69c2a3 daccfe a68ce2 963893 c1062f
dae82d 69c8b6 8c3ffc ba8af8 8d3586 e65a6a
ad913f f0d510 69d1ae 7a6dcf 815471 aa1630
83453f d55705 69f341 836aed 7b6983 cab3d4
e5c105 6a6435 779d86 69f3b4 bea1f3 bc15c4
9a7a17 c1be91 bddbeb 8894ec 6a16fb aa2f64
e5312c d3b773 d7ddf2 6a23f8 df68b3 7a5764
efb083 80e1ee 8d9a9c 6a2af1 b35ec4 d0253d
e98165 c9e84a 84d6da 6a2cf1 9d75ee 9e4a66
feb8a1 6b6e36 70b131 b8defd 6a2fe2 c563b8
c73c0f fb8114 d1e0d7 6a34e1 896caa e2a3e5
bd6459 ead50f afecbd 6a3ebe b19ec5 805c80
c6562f dfe065 6eb29b 6a47b7 ea7ce4 8a667e
9b5630 c6de41 7daf76 82f1ca 6a4c98 ea80ce
cb1609 fe8d0c 908673 d5dab5 9197ff 6a50c0
bc6f47 8dd610 ae8fe0 8638f1 6a5164 e1d4da
a7aa19 dcddcc a4d2f6 8e8fd9 6a5479 c0303f
9f5519 83bf64 936bea b18ba9 d6cfd2 6a555c
c94425 c1b523 89949a 81c4f6 6a5576 b354e8
a93500 d3d657 9bd8c3 6a5673 e36cff f94a63
ee3e1d d6e0bf 7ce337 6a58f1 e891c2 9b3e5e
de5021 cfd92f ace9ff 748ce0 6a596c df8da3
a48752 d5d13a a6ecba 9a9fb7 7658e2 6a5a65
c03321 bea67a bed1ec 6a5ca3 a187ee 7d525f
6a605d 953501 b27d3c 88e18b 7278b7 d7b3f9
ba511b b0db10 7f9f99 b833f9 6a606e dc94f8
fc6a07 6a633b a99afc a82f9f f7bbc5 b98589
fb7450 9c3b06 6a645d a7edc7 bb9ed2 c021f5
6a664c d5cd71 6fa39e c1d7e6 ad3ed9 9a1974
e2433a 90db21 6a6678 9521c3 c376d5 ebd1e3
874741 b39d04 eee046 8facc6 6a687e c928fd
e58562 eedf64 c1dbda 6a68ce c49af6 ba174f
ad2421 d97332 eadb21 79cace 6a6d72 b619f9
903e15 ce762b 93dd7d 6a74e8 6e687f dcd6de
f6ccca a9510c a0b720 79bdf4 6a75df 705f79
7e5e3a d8841f 8fdfaa 6a78cf 95919c e5a8f4
6a803e 91dd77 931bda e1dae5 ce96d9 982666
cd9125 83714d 9af572 6a82db decaf1 a6347a
e99600 72694f 6afb9b 6a86b4 7529e7 c0b3b8
a1da12 6a8750 792af3 cb6ef9 7c5a8a fdc1d4
e8d0ac a0a533 6a8e7e 88d1ff bd15e0 a31b26
6a9829 afc3aa 9330fd edbbfa c569ac 71515f
d5b538 909493 6aa8da cfe1f0 784f9c cf1745
a14f2b 6ac95a 8564d7 d3cdd6 6b5071 a28183
d4420d d1be4e 7a8c73 6acbc2 9a3ce5 8e386a
edc7a9 bdec0a 6accdc 6c39dd 8a6c94 f3575f
6ad52f d1d7d8 a471f1 7a12dd ef6795 c41944
b22a11 6ad668 747f7e 8b2899 eb59cf f3c0e4
8d4322 a5ab8a 6aeb2e 9540fc b771b1 f9cbe2
e5a288 8e8a0e c2ee3e 6aecfd 7c6acf 8d416e
ca8109 6b5917 6af24b 73929f dcdbf8 9f39f0
788f37 99eb0d 6b0bfa e736c9 eeb2c4 7d4f5a
c72c1e d79c0e 8fdeb3 6e93d0 6b2ef1 956876
997d3d a3f769 7986d6 6b31d7 af2375 fda0c0
b7270d 71db59 6d5cf7 6b4b85 e8bef0 a97aa3
d52e06 d1c6ba 74f156 6d93a9 6b4eb6 8f5462
c8290b 9bda34 859579 7c28f4 6b4f6b b581b3
a86c68 a12d09 fe7c27 85edd1 6b53fe 9d92cf
944136 918d09 c9c92d 91dfab 6b54f9 df5da9
a7572f 72d90a b185df 6b5772 e9c6f2 f57c96
af4008 d4936b dae016 9cb9bd 7f6ce4 6b597b
c7b51c 799378 7cdae6 6b5c72 bf55ca a71924
6b643c dbe75d 909c76 a7e0c6 f891ec c52183
ce8f12 6b6444 ccd796 75a294 7cf1ef b23ce9
ae3408 e68b2d 797b6b a4f0d0 6b66e0 d6c0f1
929321 d3e46f a8dddb 6b6dbc dc94fb 7b4c52
d79733 6b7445 c6e7b6 bf9def 8e04f5 b34799
b6320a ff8441 6b746f b0a9ff bc24e3 e3afbe
bcb38f 6b7630 7be717 a231ff 8d2b8b fc44b2
ac3f12 f8b33a 89c0a9 6b7b77 e5c6fa af72ca
f8af3a 6b7f29 c5c5dd 8d0df1 f41f9b 814755
92483e 9dd00c 6b808c 8118c7 cd6ceb eac1c7
eea663 7edacd 6b8195 940af7 8f3f4e df0813
f3a55e ccdcf5 6b83df 70557d b19da9 c5535c
827467 d67d10 dfd36a aee6e5 6b85f0 9e318a
be6935 dabc76 cadff2 6b8ef2 9996a9 6f5b85
e9cda8 6b9664 bcc3eb 7130f8 b072e7 91507a
70592d b5ce68 6b9e00 92d8f2 7057e8 fc60a8
c5d4b3 6bb536 ba45cf f39fe3 948c90 bb2c33
facecd 973521 b2e337 6bbde0 7051ce d66874
a05113 feaf30 cadfde 6bc2f7 8a7fa1 a70bf0
e2dcbd 6bce03 762cd7 cb78c5 914d77 d6294a
948818 6be268 713ef5 e4bff8 c41a63 ee79aa
9c8e46 6be93d 9e98fc 8d48d7 bb4a81 f591b0
8f4b2b 8dc124 6becd9 7125db dd4fe8 8f7a87
796c0c 6bf291 98aca3 7363fb d29dfb a02d8d
9d5452 f38156 a8bbfd 6c27f5 9d72c2 f9cbd5
fd8001 e3e289 a8cae3 6c34cc a669b9 cb0355
cb695c ac1c03 cfd229 9ae7d8 9984db 6c43a2
b44e3e 81cb2b 8e6ef9 6c4c7c dcc9d7 b57f9e
d84e35 dbb336 cdd3ee 6c53ea 9689b8 71596e
aec804 74b8a6 6c5881 b45bfb ffbef8 c6444b
7bd974 6c5afe dfd9f6 a71873 d682b3 f0212f
fd9f3b 6c6114 86d2b5 718289 d9c6ff bc6ffc
eb2413 6c6462 ecb076 7ff5e2 7d9ca7 bb39cd
d14709 a69184 ecb11f a2d6cb 6c6fbf 7e4d6b
c46249 efa84d a2efe0 6c70c8 bea1f3 7f4d62
eed286 6c7819 89d0df b750db 9d167b e74c86
9e5e06 f8bd2a acc2a2 6ceffe 6c82e5 6e5977
6c8613 a3f262 ac90fd 763ab9 e4c7f0 a33d69
ae8d84 6c880c 79cd3f 7052f4 f86ac6 7f5667
c5c6c2 6c964a 75ff2f 843eea f08afb a96590
a8a26c 73ef45 6c9da9 8d49da b03564 f9c9d4
e8514f d8c721 cde4cd 6cbdc9 7f4ab4 9e2650
7b4d17 d7ce98 6cdada 7d3ae3 a184c2 ca516d
825d41 ebda18 6ce8b6 75818c c0b8ea d834fe
8e460f f4aa47 6cf3cc 7891f9 8526f7 f62d99
8e6d56 b9be4c aeece7 6d19fb ae0d7c f460c4
9c411d bcbb50 a5cbe2 708cde 6d37c6 896979
d54e21 81d42a 9974fd 6d37ca 85667a dd97c4
c14949 75bb1d 86f2be 9c79fe 6d38d5 cca8ce
a43c20 ef7b0c 7cf2aa 8893af d1caea 6d46a2
b3ec61 a48dd3 793bf6 6d4c80 ec0a48 daa6b4
fed1bd 9a7d4b 8ae610 6d4dc4 bb9ef5 874053
aa322a f6903f dddbc0 88c7d9 a26dfc 6d4f92
c5403c 90c923 7b4ce4 ab7fc3 e1bced 6d5068
af2e1c c0b43b 839a87 7ff0d2 6d506d fd55dc
ec7360 8dee1d 817fea cdb3dc 6d535f c21a1b
b92320 d0b40e cdddbd 8ae0f3 808eb1 6d536b
9f4326 fc6a34 d9e63d 9dceb8 6f84d4 6d5576
794e0f f6ca2f 9bd4b8 6d57b4 aa7a9a f95461
dc871d 6d5a38 b8ecbe 7974f0 b79bb8 ac2088
c76228 f0de31 8de0ae 7242e2 b27bb4 6d5a5d
c36c65 6d5c11 d4b421 98ceca 9488bf a428f6
d87674 b53b14 e2d571 b9c6fd 7268da 6d5e6f
6d5f22 a1a30d a5e19b da55ea f6aafe f5127d
6d5f5e c92009 b8be07 9fc7c1 db6df8 a31dbe
86786b be6a03 d8c516 8acea9 6d5fd7 b292ff
6d605d b39d10 bbf32a 70b69f de44ee a1108c
927418 cdb01d 6d60d7 c7bbf9 ba0669 f664a2
ec3a38 c1e535 72d299 6d6571 b311ce b895b4
b5d111 a9e1f3 6d6875 b856e1 e8a5aa d82729
ef7238 8c3f1a fddb0e acbcd8 6d6c81 b456e1
eb3f31 badc89 7eabfe 6d6dc0 c3a4b4 855662
7b5630 f3bf5c adedcb 6d7982 7d12dc d358de
edd572 6d8061 86d1bd 8832db c168c4 8f3773
fbb10d 6d8237 89f6ae 94a9bd 7953f7 913b6b
a1391b f95810 d9c4b4 6d8488 7ac6ea 9f42c7
875435 de8538 adb8b1 7ee5fb 6d8696 a23df9
e07a77 8cf3ad 6d86a2 8f40d9 dfbcf0 883d53
c0c732 6d8f0f c3e7d4 71bbe2 8923b8 b96e80
d34601 f49b0e a4dfa4 6da2a1 c952f6 7a5658
776725 72ee80 6da380 884ee7 f979ca a52174
e58a76 92f754 6da4fc b1b4bf 7852dc ad215a
c56258 e9d70f 6daaaf c1e4e9 725dd2 7b476e
9d2828 b9ef33 6dbe7d ec5dc4 ecc3dd 7a6e74
74652e b3aa21 6de4fc 9098fe b02f9d f588a9
c3650e 7e7b69 6dee30 999df6 911faf ccb7be
c84932 6df29e 7978fd dfd6fd 7c648f c09eaa
6df73b 7a15ff a14fa4 fb7eee f00426 b9a7a8
985851 abbc7f 8cf204 6e12f4 fec6f7 fb2dd7
c67b6e 8f4522 8cfa46 6e32fd 9278c9 cbbfd3
957b6c db7100 c7e818 7ee8bf 758cc0 6e44b6
904945 c18350 edd0a3 adc5d3 967ec3 6e488e
e09087 e5390c ebd96f 9993b6 b732e6 6e5170
fcd382 b2d7fe 7965d6 6e536b bc91ac ef616b
6e5524 efd6a1 9eae35 7fd1e8 8052da d34179
6e5534 debf14 88926b 7cc6f6 7e36e2 bd5aa1
dd2a08 8d7d74 a5d118 6e55ef 8e3f77 f06fc0
a5200b dd612e e2dc02 8dbfde 6e55fe 874c81
d33b06 dea763 9ec1d2 6e58ff 941c8d 77666d
fd7c62 84a0fe 6e5bcd a8899f 725164 ddd2d4
839564 79d03f 6e5cf2 774e80 d57dc7 e0c7d6
a16646 a3c72f 81a8f6 6e60bc a10365 dfb3ba
95382c cb8459 8bef7c aeb1be 7a7cec 6e6172
ca2e17 fe7701 aec7fb 797fbf 6e646d d6a1a2
b6c352 7b8c0e aeefc6 6e68ea 982c63 e77cb1
7ad376 6e68fe 8c3280 ee87c4 b80b1b 7d6d6e
c56b2a e7ba14 82c8bd 6e6cc2 bc9eff 7b616e
a6f423 6e70f4 bfa8f1 836389 f0a9b1 f12c42
de3a0f e9baa6 a48475 a5c80d 93daf6 6e76a4
826342 c99a07 a1d2a3 6e79bc f0c8f7 a2186c
f15515 cbd93b 6e7f72 95cabc d470cc 7c4576
dd6247 7bf70f 6e8287 7745a0 cf71ef d5c4d8
938786 7c4a37 d0792e a6ee6a 6e84c6 e5b1ef
bb8c68 b7ec1a 6e85a0 8f31cf eac5d7 a6283a
aaaaaa e7b361 77794e a7e2f9 6e86d7 9f2773
bc4b1c dda12b a2dcf0 6e8cee 7322ff 81647b
9c4d07 d08440 e8d370 c3cee9 6e8eed 826b8d
c6c018 6e905c 86d5a4 9346f0 9d107d cf76ba
b5381a f9b827 7e8b76 cbe0f7 6e94f3 804270
acc01c 6ff2be 6e9599 a227c4 eb9cf3 d72a4b
7f5027 dd7703 a1d996 6e997d 746499 b18cf6
ab423d eb9918 91f3bf 6eb296 704bd1 9a7ca9
e5d5d0 855a13 6eb639 8511e4 c670fc de4a84
ca5049 b6e83d 6ebd9d b173e8 eab2ed 8c488b
709045 6edf5e 7956ff b6a5ed 916f82 fec1cf
8e513f cce350 77ac7d 6ee5d0 7506f7 f131c5
e8912b 6eefa8 8985a0 c2bdd2 b239f2 9e3f5a
8d4e30 f3cd4d 6ef6e7 b9abfc 8365d8 ba83a3
735848 7cbe4a 6ef8b6 7a31fd ceb6e7 b56ed0
a06461 e0cc13 8d9600 75c791 6f1ef3 f344c0
d8bb3f 787339 c2ded7 9291d0 6f1fe6 a83980
ecbe39 bee6c0 6f30e8 e452b9 896e71 fb1016
f7b25e bee8d2 83aca7 6f36fe 9162ac ef0c55
c9432a a2a88b ace774 6f47b1 f9a8eb ad6e9d
d4ce7f 909540 89beed 7375d5 6f4f6c ce7e9c
cfed26 75eed0 733fde d668be 6f5265 ef252c
a04a31 fcb53f 866cd6 e5d5fd 6f5468 b694a8
6f5634 ecd71a 77a120 b9edbb b315f2 f172a3
6f5840 d0ab1f b3c3e0 a065e8 b12985 f4669c
b28a5e fdc211 b7e5af 89a0c6 6f5875 a02125
f3beb0 a76942 c7e710 a6bdfd 6f59b4 978f98
6f5b1b e9cf31 bac7d4 aa4af1 a82b85 f47a7d
f8876b c7e4dc 9f9dab bd1de4 6f5c64 c7091b
6f5d0f ade297 724ee3 961f77 f293d3 ec4068
993611 e9bb04 869f89 c4d6d4 6f5e74 bd0fea
f6786f 85533a dfd105 80edd3 6f5ee3 bbabed
b50b04 73b547 8bf69f e4adf8 c430e8 6f616d
934740 d67744 b7df54 9492ff 6f61a6 c59db7
a63412 fcd373 b19845 b8d2c5 6f627d de18f5
e04630 98ea21 6f66c2 dcb3e7 895168 ed8b96
ed310e e7a97c 6f6a65 d3ccda ea20ed 8e2a8a
f88c4f 6f6d40 8daea9 aa77f6 edd1f9 922a87
bba09d fb6f31 834f1e 9df879 6f95d2 6f6f7b
f88576 f4dd0c a6c3f4 6f758e 8230bc bb343c
994439 e68274 bcd8ef 6f7888 7f30b4 be5ffb
91d030 6f78db e9bce4 999297 7c486a bc2536
9c3630 c27d72 79d232 6f7dff 8b769a e7bcd3
f18528 cfd69f 6f846b 95c7e5 9935f6 7f456e
f0966b bccfd5 6f8591 c787f7 a501f1 963843
9e3709 f9d5b8 6fd12c 867ccf ccc3fe 9a6975
a89796 cc451d e0dbd5 6fd40b f25cf9 8e546a
e39a99 964a32 accb0f 8bd9fc 738ead 703fba
7a9b1b 84ec72 7048b2 c2bcc9 d16df5 7d4560
d07468 ab3119 b4e753 8080e5 704f7d eebbe5
c40a03 bda03d a2e8b8 75a491 c737ae 705060
cdad40 93a0e8 7253ff dfdde1 705172 c7102f
b9c700 b0e4f5 9794ea 7054a4 eb98a0 cb4b52
be3013 c3bf89 b5e2e6 874cee 705665 ea5faf
f7742b a9e2fe 705787 d35ef7 baafb1 93363a
d1482f fbd47a b9d4fb 705bea 7a4c7c bd88ac
d8c09f 715b1b b5ef17 78b1cd 705fbd b86f70
954940 b39a96 7bdb40 70618d f1cfff fe5def
f6c9c3 fb7b41 7067cb b1a6f5 958090 bd2c4c
828332 a4f59a 7069c3 f2bff8 883a64 e6819d
eeba54 706c05 a5e9df 8d97d7 9536fd 9a3586
b12f15 f7ac1b a29069 86e5ac 706e8c a49df1
c07f60 96d53c 7070d8 857c8a f8b7dd aa242c
ed5929 f2ce61 aaafa3 83ddef 707177 ac64d1
e8d4bb 7f7633 9ad523 7073f6 913585 d28db4
e16b47 f8ca64 c7def4 707fb4 ac9599 7d5a5f
c6b724 97c6c5 708494 b85df7 8c2a9a ba0d2d
b7a69b fe9b18 add1f0 708bfa 854a84 c52c49
8f554e e4c749 70ceb2 708c91 820df4 ae6ee6
7f524c 70980f 98dc0d 742ad4 e751e4 cea7bd
98372e e1d253 709d84 c5ddf0 c281f1 9c04f0
e39594 70a903 8eec36 9460cd e7d6ec c13770
c07816 ebce2b 70b88a 8a4afc a882c2 a52633
73811d 70ea82 ac8eef a0147a e6b4d4 ac7083
8c4f1a b7a826 7ac3a0 d7d6ef 711be7 df2ea6
ea7674 b03215 7794da cec5e9 712ee8 846073
a64004 a68d7b efa625 9b9df8 d3c7e1 715378
993b25 af7f6e fbd0bb fd8d28 77b1c7 715d91
93573a afa11a cfe7b0 76e3ea 715ef0 e54992
9c433c e7d2a9 99be04 b2eaf4 716477 e271ca
d97c11 7b6e50 dddb4b 96dfbe 7177e8 a29bb7
ddc4c2 717a30 98d340 9223f4 ca5ec0 844a64
fb7b0d d1bba3 7f5618 718781 a0d4ef a443ef
a74703 9de367 71909b 794a8b cb54f6 f1c4f4
b7642f f3de44 99d3b0 719297 894bd0 fe73f1
e7c109 71a065 b2e1ed b992e6 924a91 ad0d1a
c0c569 b5e5d3 71a3a2 e109d6 825b60 db040b
90480c eeceac 71a655 84dcfc 795adf 9a889b
db1610 fd9f31 71a998 bddfeb d298fe a740ab
c13e31 ee8a0c bee39a 71ac98 9661ca ca9de3
b47a00 c1e735 71c492 7d59e9 c091e8 a3026b
d3825e dfdd3e 71cbb5 8a7d9c a224c6 9f2830
dbd5be 71cd29 857f9f 892fb2 fc8ffb bb001a
7a5350 c04b04 b7c127 71d2e9 8670ba e3939b
