# colors_mcd18.0_mld2_nc8_cvd100.0_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
004ffa 447c62 9593e5 a0edfd a7ae0d af3108 e69f97 f81ca2
53ff2a 7211f0 966278 aa270b b19e04 c0d7c9 db39bf fa90fa
542dfa 724d9a 7efb43 8b5607 919802 97a4ef db3c70 dfc9b8
545495 6ef9a1 7082ef 806973 aa3e33 c3add0 d18459 f9c412
545877 5465f2 62cceb 7f6101 8186ad b39c0a d9dea2 e25975
545a6c 5bfb26 a497f4 a722dd ab312f c2a0b5 d2ddff f96363
545e52 81f3e0 939cf2 9419fc b40e0a b543a0 cfce7a ee7da5
545e83 689498 7e09da 84d80f d5b8f9 e61252 ec4cff ffbca7
545f30 62fbda 6f54f9 8aaff9 a7a4b1 b98b45 d03379 dbd73b
546004 5a69c0 62ebf3 789cf3 8c9a17 d12b63 d6e61b fbb096
546053 69a9c9 8249af 8c9729 9b4105 9fe6b1 d0ca02 f54f8c
54663b 66e5cd 7028dd 849b96 8d5aa8 c3a7eb d58c4a fed311
5467cc 5ca0f0 7af4ec 907d6f 922f77 b71003 ccda3f e6a79a
546a37 5754e6 8998ec 92f295 a00487 ab9413 ea3d8f fdb0d0
546a3d 7004f7 7bb4be 9aab10 9cf926 b32f97 dfbd95 f82afe
547384 58b632 74efbd 834a4e b12509 ba9ccb c728fa dce708
547e40 71c3be 7d2fcd a563b4 af176e b0d003 f85d81 fbd5a7
548192 56dc05 8f09ec 922f59 afa2f2 c8182d cb8f82 dfd8c2
548745 621cff 6fce4d 8052a5 b16eff cbd5c7 e3a4fc e471ab
5493b0 7942fe 7d4c6d 8ef5da 99a088 c4482a debcfd eba91b
5496b2 62edfb 720eee 7f6f67 a9cbad ada305 c7191b e9e20e
54987e 7d30df 81464c 8ec6ba ba9fff c250aa d51511 eab629
549957 7251a8 88d64e 8b566d 9d79f7 a12a0c be8db7 d3d1c4
54a103 6d13ff 78e783 9c2696 acacca c56ef2 cb185d e5d9dc
54a6ff 849d7b 8d01f0 96deb6 ad487f b00331 b5cd30 f33427
54b177 71f4d7 7f60bd 884a5d a9001e c9c105 e680bc f02605
54ba06 72e9e1 90697f aa0426 aba994 c829cd f4d879 f879fe
54bd26 80fe38 8c00ef 962c77 bdaaaf c0c4f6 ce0e36 d949f3
54bdb1 6e11fa 8b6572 9bf2d0 ae2497 d149fc e42e06 ffb91e
54bdf3 584cd9 695179 9af804 a77d75 c03c1d ee7b1a f1b0bd
54c156 568908 71449f 983c52 a294d5 bd7788 bee61a e6b2b8
54c2c3 5f62ff 766880 8e3b47 aaa383 dee393 e14500 fa9a02
54cb62 669100 701bf2 945cae a69cfe b1f522 bb2256 e4adc7
54d1e8 5e868e 8305e9 9ff81e b462ef b91726 d9d2c6 fe8c6d
54d2b6 6b27ed 805062 a969f5 baf010 cd4813 dab2f7 f18e5c
54da22 695c77 9a2d31 a08b9e b7a8ff bb45d0 d94e30 efc5b3
54e1e1 6454be 876585 a685db ac0220 b5ce10 e8510b eb9498
54e9f7 6841fb 7d6382 8d8cf1 a91c47 bfee48 de97b3 e85263
54eaff 763dee 80cf35 85682c a31779 c070f4 eabbbd f53a92
54edc5 661bfd 677420 6da389 aa2371 d0a346 d7ea09 ff5bcf
54f69a 67a695 754d7c b642e6 c09ff9 ce1c4a d7ddf7 fda710
54fbc1 69b961 6d55d1 8f396e a67383 b60535 c0e407 e4a2e5
54fe12 713fa5 a1516f a27dba b41c03 b9c2fe e16f71 e4caa0
54ffc2 5595eb 5f7a3c 7517ea 81c44b a69487 ce2e96 d5c5f0
552ff8 6eddf5 837f27 98af9d b02264 ccb835 d3e4c4 d466d7
5531f7 5b9763 70da93 7667a6 b22517 be85fd d0cbea dbad01
5531fd 7e5d3c 84b7d2 8975cf a71c6d e1dadb ed4582 f2b271
5538ec 8b4e16 a4a8ae a5912b ca1a6f e7ccf9 f1b185 f74ee5
554bea 77f515 795d87 9c2845 a2adf3 ded7eb eba48d f80e27
5554f4 60c960 78517f a4211f ab89b3 ad5d6a c2d2c3 e9affe
55589c 82a7a2 875703 9feebe c18de5 dacde9 f74b60 fdbb19
555a6a 9a7460 9e9ca3 a9e6db c40a00 cda62b eb12cb ecdf88
556131 669322 77bca4 7af4fb 9907bf bc96d4 ca3a8d cde261
556e25 6e4f63 80af06 a731a7 aad3ef be8ffb d9da8a e06279
556f4a 76f360 88ada1 aa44fb b67f12 d10894 d697fa d7e0dc
557041 6491c6 93327f 9929ee 9ca207 9cccd2 dee400 fa8192
5570ac 5ede9e 885a6b 9590a2 b1032d dbcdfa f5693e fbc403
55758a 65b8b9 770ce5 8b4b19 a957f4 a9f041 c6c193 e07d23
55797c 6d5913 7ef1ac 92a4b1 9f0fa8 a08526 d6c00a db33ff
557b63 6ce0c2 a61f0a aa08b6 bc87ce d37e29 dcc6fe fcd25a
558f54 7426f3 755200 88cda6 b2b53b c61a82 e56bf2 fcc0ff
5594e7 6c3bf5 6d593b 6e9105 84f1ea 8acd1c c5658b eda8aa
559811 5beca2 6c0bfe 835e52 a90e84 c68c9a c6e923 f520f1
55a8eb 587f8d 63fae6 933e0f 9c04ed 9ec099 d4760f f8bb1b
55ab7d 70ec31 795a50 902af9 971f74 d55c0c d576ef f9c7f7
55b162 6757f4 6c7e72 70fbb2 7b418d a44104 c0d209 db79c8
55b18d 78f1e3 7b22f1 855b5b 888e26 d921a0 ddc557 df73fc
55b41a 5b796c 6f4c78 8e5ddd 93f185 995716 e67cb8 eed4f1
55c30d 6921ed 80593b 975dd8 a8066c b7e59e d2aef4 e1638f
55d73e 677306 8b03bd b473ec c1ebb3 cb0970 d7c3d8 ee7596
55d7c4 615846 6f4ff0 9a85ba b5640c c6df0f ea9172 ec0079
55dceb 5d6a77 8624b7 9372fd b24b0d bae7b3 bebc10 d68797
55e12e 895d86 8d6cfd a31045 b19892 cedab4 e65038 fa8dda
55eaf4 677278 6b00ff 9337a0 9491f1 bea77a caea51 d81b00
55ebe9 64a589 7a25f4 82890a 8f525b a5d718 d54eb9 eadbac
55f2f5 5e822d 894864 b2deb0 baa1ff c5c219 d70db5 df87ad
55f8b7 75a9a3 8a347b 8f01e5 a4bc45 c159c9 d9003f f390f3
55f8b8 6837ce 895384 908ddc b59dac cad0f3 d82137 ff8d39
55f9f8 6caeeb 704f5d 9f9b9e acd7b0 bd893f c20fb7 f6d03c
55fda8 725c53 7ea9b6 7f43dd 97267d aee114 b2955f d50d04
5634ed 6888f2 69d0ff 835f92 c92d46 cacdce d19728 fbcf89
5655da 6c4d79 6cde54 a3340a b47c98 b58bf7 f91253 ffb3c7
565bf2 735122 76a4fd 85e991 9c8888 b30f7d d0c2dc f16a3c
5661dd 838d9e 99f239 a10d6f ac6757 c798f3 fc5f11 feaaa9
56630b 6cb1e6 8e28ca 98ef51 b3b3a2 b78a29 bb2177 f8d1e9
566468 84a719 84ea7a 8d99fe 9d38e5 ac3f17 db88aa dbd6ef
5664e9 5df3cf 5f6d63 a6a9f5 b40600 ba93a8 c2ef55 e1712a
56657a 56fcda 73bcc1 8818cb 928581 d1b829 e542e8 ed0711
566581 85b8eb 99541b a2919d ab21fe c3cac0 f6d705 fa7247
566656 5cfbdf 6c14f3 83a79e a63294 c28bea cc2a01 e39831
566ae6 59fc47 826189 8db056 ac124d b09298 dce0c8 f8a4dc
566b80 58bded a4094f a527d4 b7e9ef ee819a eed317 f20049
567783 58fd1e 9b0fb1 9da923 a1271d bdc7e7 dd9d95 fa03f8
568476 6dc346 74fab7 7c07f5 9a0b80 c8adca ce1619 ec34d6
56857f 7b2dfb a89402 ae0f0d b8d8f9 dce411 f0aa92 fa42e0
5685c3 5a5f29 6af3c9 7b30fc 993374 b9bbfe ccb967 de446e
5685fc 702aeb 72f95d 84a80f 886505 a8256b f592b4 facef9
568ece 5acfeb 762bfb 8b5f6a 94a093 a6201b bee7c5 ed8b3b
568f9c 990dff a12532 a57cfb a98417 aad3ee dfe420 fea89c
5693cc 5ceb2d 9216f1 9d5473 a3b3c0 a82918 e1d9c4 f0717e
5693e3 76f4cf 8624ed 888324 95c571 9a2577 bc6881 dbcafd
5699a7 5c616c 89e358 974bf1 bc2d12 c7806f d5cdf2 fecec6
569f9a 614bf8 64dbe8 9a0590 c7e6c2 d0185c eb7c53 eed550
56a3dd 6f30fc 994493 a0261b c0cadc e24c57 f49d31 f9d1aa
56a789 779110 7b05fe 7d4853 9defdd adb0e3 d8c763 d91aae
56ad43 677262 6e10f3 71f93f ae0684 b5a9fa d7b0bc da5ca7
56afca 665e7f 786ee2 7af83b a77172 b7451a b7ab6e dadcef
56ba01 745aec 756c12 80fe3a b30e66 bba3ca e75d87 fcc2b3
56ba99 657b65 6f31ef 74497d 9eeddf a04c0a b2ba39 e552e9
56beb0 6f55d9 7b5b73 a80827 b1eaf0 b4d23c d17ff1 da5318
56c06d 5a5e60 9553bb 96939c a3f75d b72b1a d3d2d0 e39bff
56cd05 5e8b4b 7112f2 9b59c1 ac0c6a b595fd cce5a0 ddb1d2
56cdfc 66697c 73ac81 a60c47 b12feb bedddc df6615 e4e092
56d555 5b898e 5f5f54 9c4600 9e05eb c6d7fb d459e9 e1bdba
56dca1 666c6e 8ba1ad 9707bb c63e20 ca4cf5 cca827 cdd5f7
56e91c 636b32 7022f6 749e96 9f4ba3 d675f2 dfd7fe f4c7af
56f0e5 619893 8854be 9a3358 9aa45a c50006 cbec11 eb86fe
56f1f7 5b57cd 8a8bf3 913e00 978806 c2f100 c7b86b e96e9f
56f5e7 645fc8 9b7687 a594d9 a80745 b1d558 d4a1a7 d96e3a
56fbc1 6544f5 677209 a07ed9 a90e5d b0e04c ddb7e7 fe4f7c
56fcbe 656982 7eb0fd a53de6 a7be31 be3825 c3d8f0 ce7f79
5735ef 578868 6dd658 ab0b84 d0d3ff d91011 eec1c3 ef48c7
5738e5 6ce714 954e6f 9cad96 a48d21 b40117 df62c2 e2c4e3
573dff 688570 76d534 9f3a84 d2201c d5e3c6 f26ee6 ffbdee
5743f2 5c882a 6dc1fc aa2d6a aaa97f b2ee23 db6fab f0c3d0
5758a8 7981ff 85eaa2 966672 c02d13 c1d60b ca91ba e8725e
575c6e 66f3e0 969197 9f6d4f abbaf8 c5da01 cea670 dd32c2
575d73 63fad5 6e9e81 9e3e41 b245dc d1bc57 e24b22 f574c2
575dd1 7d9ff9 8e6485 9eab92 a02039 c9e0f9 e3c961 f63737
575e84 58fa69 7380f9 7b5d50 a89b57 b1c7af c92201 e4bfe9
576120 64ea9a 65b60e 9538e8 9f8c7d b80070 dae918 ed94d0
5764c9 5cdd4b 844647 9293e2 977688 bf4102 d9d8fd f5bbbb
576a5d 7c0dda 7c5509 90edc9 b5b1fe bb9766 cad860 e631b0
5773c1 696a77 6ff8ac 7d5a30 7fb47b c0a0df e26a04 f5bc10
57797c 7f48b7 87e9a8 a32642 c8b4d3 d668f6 f2ba11 fe022d
577c77 9c9ab6 a8e9aa af11c7 b62e04 d6c4fe f4de23 f98547
577f5f 71ff3c 89abde 9e087c b23ddd cecfd8 d4ab8b fa1f03
578aee 5e5e00 6f2df6 92a809 a07760 bee562 cd0a94 f3a7bf
578afe 683de4 6bb01e 6c6c10 76edf4 abe427 ad746e c2b2ad
578b60 8221da 84dd31 b71900 c776ff d1d8bd e033a5 feaff0
579297 69c9e7 891ff3 9a7714 b26cfa c0c6a4 c1105c e3a416
57930d 5d60ee 6a6647 7bc65d a00182 da7fd7 ddd5f2 f9298d
5793fb 5b54b0 7b6055 818c9a 9af164 b88e75 c0520a e9bbfb
57957b 615f6e 6ed237 8f7412 9118a9 d0e4cd e55fbe f7c2fe
57985e 63e7c2 786371 aeac0b b8150d bc20db d7e569 f363c2
579b85 8447af 86d09b 983c3b d94403 dcd6ef f0c81c fd66e5
579d18 7bef56 7e4e03 8d11d7 a2ba9b b4165e deb6ed e943bc
57a06e 60d6ee 6c55c4 7d6a78 a47ffe a92909 b6e840 c29507
57b162 606545 68fe55 7d1ad9 908c91 a25cae cfcdbd de99d7
57b3fd 754c61 b7d8ec bf82a0 c11fa5 c50807 f3d56f ff676b
57b644 99009b 9e678d b3d3f7 b89ea5 c71036 e624f5 f8ccc2
57b918 58f91a 696046 7648d6 9d156e b293fa b86f9f f8adab
57be70 67567a a08fd5 a10cde a98090 ae4e40 d3e968 f8abc8
57c276 626d90 9d781f 9d98a1 a32551 bcef1d dd2cf8 e6c0e1
57cd27 7c02e0 a891e8 af937e b75a8f ba0841 c6d1c8 f6c1ff
57cdc8 5e33f8 7b89ce 996638 aa9586 bd0671 c1e55f ea810a
57e4f8 5a93be 7242e0 9c7a5c a2c9ad b81976 e3df64 ed7f0f
57e566 5f5d69 615dd2 9b8bfd aa0000 e393bc f9d3d0 fc273c
57e84c 706415 7c9cec 8348f9 9a178a af8098 dfddc8 e66961
57ee2f 5e8ec3 658603 923d44 940de9 cdd4ef f8267c faaaa7
57ee5b 6f47a4 904664 a27ade bbbef4 d62718 de7c73 efd2d6
57f316 614de9 72a6fc 75535e 7f77a1 c42b21 c48a8a f5c8d2
57fe96 59676d 5aa390 7932c3 a36eb3 c14433 c4bbd9 e9951d
5829fb 73f537 789fd4 904b8e 9f8c92 d55649 e6d4fd eab3a3
5836fc 7a696c a7cbde ba45a6 c28cf8 e19393 e6df5b f42005
583ef8 5dddf3 9a91f6 ab6917 b80161 cfe4d4 f7a96f f935a3
5847df 676973 6ef2a7 a071c6 a0d11c a6151a c1745f f9b4e2
584cac 65d397 698233 814c5a a27ef9 b998b3 c9ccff f3db49
5850f6 679a90 6f5879 99defd a60435 cd5a44 d96fe7 e0e128
585771 5f87b4 81d4c8 9120f5 91423b c4affe cbb533 ee5e7b
5857a6 67545b 71fcaf 8d8aff 995b2c ccb845 d6d4ef ef728e
585bfa 69e09a 6b9879 9e0882 b885d4 d7121d dbcbf1 fe8609
585c67 80cab7 878aaf 8e4ad3 9e6547 c5ea91 df9a2b e3b1fe
585e3e 5c9242 88d07c 8f5bd4 953f74 b49afb c2749e e1bfcc
585e4b 5b9533 78cf9b 884afb b20196 bde73a c46f94 ce9fe2
5860dd 5c6e32 71ade7 a21287 bc9749 bcdaea dfe502 eb4b94
5864ef 7ab1f9 8587a0 875706 b7bbaf c98629 d12b6d fcd866
586514 7ff008 a20060 a738b4 acb3c9 d174fe dd6f73 f8d6ba
586a1c 59a267 7408f9 9ddefa a269e1 a34e87 a3bb1e f9aeb4
586b63 66d4e6 6f13f4 95a09e bedaba c42ea4 ce060f df9844
586c06 5d26f9 5fa600 6adb6f 9349a4 aa8fe6 c85279 e2c8fe
587092 71f5c3 7418e4 b09497 b20f3a b59cfe d4612e f5bd4a
5872dd 5dbcb7 6f532d a78473 a9efd4 ad2a7e d0db72 fb6d1c
587668 60c68a 8e2f97 a9311c c56eec cfdffc d76c10 dcde31
587c5f 61d4a1 9891a0 9e0396 b90611 d336e4 e2b5f7 fe7d25
587da8 70e8f4 732ce3 8c4b61 92cc46 9e8c81 c2382c f2d6b5
587f03 7c4e58 82fe14 83b1f6 9b8c95 bf2eb9 d0c9d5 d6945d
587fb9 7326dd 7ce4a0 8daa20 a35d66 c0e506 c42403 dfaaed
588032 70515b 82ae9a 9ee9c6 a80090 d2bbf9 eb2dd4 ebb522
58884b 5bddc0 7c47ab 8dba15 932e5b b77cd1 c9ec79 ecb2fd
588900 7c33d9 83f76a 8b5760 8d81fc c9d3c0 caa1c5 de787f
588f8a 7af425 7c26fb 8e4ca1 913d06 9ea020 ad95fa edb09e
589077 82517b 853dde 9b9301 af0007 cbe89a efc1d5 f763d0
589211 5fd345 624cf2 87658a 9e283b c294de dc7985 e8d6ba
5895a2 697b07 6c13f5 7cc8df 8b475e 9b5aeb c49f5c dae754
5897c9 5d57a4 7e6172 7ee0b1 8a4128 96a0a2 cbe535 f45b60
58b67c 66e7f4 7159ea 72515f a5470b af8bbe cde88a fe8309
58ce41 763dc2 863a6d 878992 c14850 c887f5 ced3f4 efd5c3
58cf6d 7213ed 8b5dae b891cb c50921 c5627c c8dce2 f4e000
58d076 5b797a 7e12f1 874040 976bc8 aff204 d1610c dabfd4
58d1b0 741ce7 7e77e0 814e79 96889e c43842 c9c5f3 d7a841
58d5e7 725356 868cd5 92cc32 9f1cfe a97c5a b12804 dce2aa
58dfd1 618c9e 9636d1 99a48a a41810 c77721 d480fe e1d168
58ecc2 6e5efe 74572e 81aa56 908181 b9209b d38ccd dde15c
58f968 77b582 8e3aff aa5866 b30916 b788af e4c2d4 fa3911
592ff4 64b6f3 896bf3 89b443 c3628e c40709 c4ee1f e9b3b7
5942f4 80a4a7 8ed6f3 92238a afb87d ca65e0 de0461 f0dc12
5947ce 6fdbed 7eb63e b32e4d b4f231 c46cff decdad f75d9a
5949fe 5f5d70 81af00 a55013 ae84d0 b4cff8 f4d85e f68ca5
5955f2 69c3ff 71723e a15791 b2a495 b7e7a0 eed6e5 faa915
59578c 61b483 875a4f a859f8 c9d9ce d4c726 e0601c fe86eb
595b56 5ba3e2 86e272 9d12c1 ab2111 c3761a e0cadd fd328e
595d34 5edf95 7953d4 8c8f7e b30972 c1eb14 dda1c3 e37d2d
596074 67fa50 88a823 8f08b4 cc013e cdc7f5 d38fa2 f33dc4
596311 5ec906 6445f0 8e8d58 b5bfa0 b91f81 ce6acf ffaee3
596456 8fe718 908806 993cb5 9b87fd cbb6eb db6296 fec6b7
59671f 5a79f9 81c4fd 8a5483 a98f8c aaf723 d3d0ae ea8138
596ce8 655655 93a2c0 9d7046 ba1295 c4ddc8 d5ac4e f3d0ff
596d07 66f6e0 748eb6 9b34e5 a4165d aab9ff bce00a bea461
59761c 6148f6 83adfe 843f63 93ac2c 9ef446 a47478 eaa1b7
59787e 70ea3a 8a42be 953649 c5b4e5 c86ced d54d3a fa8c90
59789c 79f54e 7f09d6 914558 a694ff b48888 d84533 e3bbeb
598075 78b1ad 832bff a9ba4a b15fb2 bfe5f6 ce0c16 e395fe
5989b8 7b40e0 7ffc1a 8c3c56 b40416 cdb4f0 d06d1c e39f9c
5998ed 646a59 8fecb0 92aa6e 932c88 a07998 dd1b03 e4b306
599c96 73ed8d 93ac01 9624b7 a0291a d8d5f9 e92766 f560fc
59a013 722bf0 72edcb a89d8b a8b3dd b05fb9 c9015a f2c610
59a0f2 8024f0 826558 8b8d99 9d1d79 a6dcab f1da40 f27c25
59a7fd 66fbca 7b9925 8023fc 9f2f20 a4d329 caa4bc e13a7f
59b18d 607119 8de1e9 935afc a3c820 c61287 cb8ded f1daa7
59b7ef 6c32fe 925eb0 9ae99e a11d66 e3c70a e878a0 fd4421
59b9af 7c05fd 855e9d ac5946 b5e9f4 b884f1 d1de9f d3a52e
59c10d 6b3cdb 734d5d b38c7d c0d4fc c80d02 e64aaf f6b7ba
59d3a9 714d9a 78ad28 a55a5d b267ea bd0202 c0e331 f1abf4
59e3d0 6316ff 678acd 76580c aa1d7e bfed93 d0ad1f df6181
59e6f2 5a8579 9130e6 932675 b4be55 b80413 c0e9ca df64c5
59ebbb 5a3bfb 5b6b5a 93a8bd a74f0d b669f7 d5eb35 e6975e
59f09a 5e5f39 77b249 8500f8 b55bf8 b84e8b cfea17 fd85c7
59f50e 7247fe 824a5e b0b5ff b2a05e ba190e c853a2 ecd9c4
59f7ff 668ccd 7510f2 939e3b a3617b a4ec07 b12f32 fd90a4
59f9fe 61b388 635857 7f2ffd a16131 bbd126 d788f6 e01396
59fdc1 7a533f 90ae68 97818d c208e8 c7d9ee d8d201 de86ec
59fe3c 6a6520 82a80e a93cb1 c8c6e5 cd7ce7 fc3384 ffbbb5
59ff9e 63a982 9210e1 9c710b b270fb be2b7b ccac3b d1cfff
5a24fe 69595e a17555 a81190 a986ed d5e742 eeb1be f08106
5a32f2 5fbdf9 7b71a6 97d716 b30021 ba5d6d beb794 fc1b0d
5a34fe 70e24a 867ecd 9a2e03 9a587f ced9bb e1a8d1 f43e42
5a4fa5 78f5be 8ab7ad af5072 b61000 be92e1 c3e04d f7582b
5a5961 6eee19 791efe 7eaa0f 916e45 d6dbb5 e083a4 e91ab2
5a5c67 5bd8ad 89879a a405d7 b85e2a d9dcfb ed71ef fecd20
5a5cb4 78e9f9 866174 983610 b4d0b0 b785da e65b58 fac326
5a5d29 60d3ee 725ef8 738e2d 905a75 9fe220 e7d8d1 fd7b86
5a6271 5cf6f8 9c8ca7 a0a9fc ba1b33 c431dd fa5554 feb5a7
5a6763 5d2cf9 83af05 8ed2df 916b28 cc939f d43bb3 e3d76e
5a69d3 6ee1f2 7f850b 989cf5 a1154e b36a90 e3e555 f97d86
5a6a24 5ba01a 5fe648 9e195f a625cc bca8de f4c1c7 f83298
5a6d62 7eccb9 9041d9 b0591b bc74bd cec2fb f28208 fdda14
5a6f7f 75a9a2 96e736 ac0025 d624dc d8d9bf f28bf7 fb3e56
5a7003 5afc0f 5ba6b1 6e24f8 87589c a478f9 dc8f74 dfdce9
5a8613 62eb1c 8131c8 844248 cb6de6 d0d6f5 d1bcad e14a7e
5a8eda 66d391 8313f8 9d2c13 9d6064 a294a3 cfc5e5 f08727
5a90f9 615756 6542dd a3edce b2b5d3 b85595 b8ac0e c10f13
5a986f 675960 68ed60 a810bc b31d0a b78a0e c2b6c6 f44ad5
5ab3ee 734cc0 7c6a01 84f8cc 9eb2b1 a30555 df3f71 eaad23
5ab6f1 635669 a831b9 a88495 a9f833 b5102c d8601b e0b5a6
5ac87d 6243fb ac0a67 b48096 c7d5e0 ee2027 f1da2f fd59db
5ac99b 7f2cef 88822b aa0f59 afc41e c86296 cbe2e9 fe90ff
5acb10 7209f5 973b9e 9c8980 c6dfff d2322f ebcf9b ed5fd2
5adf99 625d26 709810 9a07c8 cd6df9 d2d0f3 de0c80 f0c625
5aebf7 5ba41b 792ec6 8a5443 9476e0 b6d959 d03a8c f18dad
5af1a1 7e3cbd 81ab06 9d1766 ad79f9 bdec28 d16379 d7a1cf
5af2f5 72591b 7f8d96 ace101 bda0fe c09c74 cf0bc3 fed4ad
5af4f7 6e0dfc 886f32 8bbca8 a0a702 a52467 e0d482 eb10be
5af7af 7c4c79 7e9faa a41731 bbc9f8 c3bf30 d92fec e34134
5afd43 71b81b 755dd6 8b3571 998496 bedab1 cf415d d4b5d2
5b34ef 88557d 9caa9a b01742 c765fd ca690a ead1ec ff9d2c
5b4ad4 66eaef 8cbf8f 942676 989406 cce664 cf235b e85abd
5b51d3 689215 6cccd0 95276d a982db b6ef17 e24a8b e5bc95
5b53d5 60be1e 645576 838782 83f1f9 ae5f39 bf7de8 f6abab
5b5a81 77adab 887d65 afeecc bb4006 c92ffc e4cdfd eaad62
5b5f5e 90819b ad02ab b0c0d9 cf6ef3 dae150 e80706 f87077
5b5f5f 80fa24 a21fb3 a67cff adba8b c789af e22d20 f0bef4
5b6506 6dd28d 7919da 9f9f0d c8ea41 eabae4 f4079e fd68ff
5b6669 66e6ce 719882 7f3c97 9b71e2 c9b8fe d1342e e9aa3c
5b7780 80ad9d 8647cd 91f0d4 a881f9 b4aa3b b60051 cdcaf9
5b7782 72d18e 8c18ed 943248 a07aff cea902 d72716 d7c2fc
5b806e 8cee2a 9fa44c a31193 bd0e16 dbe1b2 f797bf fa00ec
5b8a7e 5de24c 6f5618 8a05ec 9a8b3b b1a9f9 b746ac e1c7bd
5b93de 7607eb 80eced 84540f a9a998 b31b71 d57c3f e4c10f
5b968d 6c03fd 81da22 884476 a055e2 c2483c e4d3d3 ec93ee
5b9966 814b31 8d06e9 9c7098 a8ca8f f74df5 f7beda fe4800
5b9cf5 5d7c85 8a3cb5 8eecca 9aa182 c01941 cb7912 ecc205
5babdc 79512e 923ae2 abd3de ac157a dadbb5 dda82e eb4f96
5bb21a 6c5dc6 715d7a 85472a 8cf410 beacfc ea7a96 fcd4af
5bb4df 64916f 726316 91fd17 b905fe c6118c d1bb8f d58904
5bc0d5 68868b 7529fb a06dd7 c60729 d7e1d5 edd729 fb5a15
5bc5fc 6228ef 844b5c 9467ec b5a570 cee309 d41416 e36ba1
5bcbec 7263cd 8d4b6b bb957e bbd9d2 c31723 e2db85 e66b07
5bd06f 8512e1 8e3f01 b759be b9a0a8 bbb8fd d72f5f f1d7cf
5bdf1d 9849ef 9f1d8b a89afb aa070b cd86a4 d3d4db e14740
5bf199 8426e6 90664b 98a833 a00a65 caee0d e17efa e2379d
5bf9e9 6f5607 8199c6 898f17 9c15e2 a7de6e c5106d d19096
5bfbac 74504f 8cb5b0 a638fe a8158b ca87f1 f33829 f5b602
5c29f7 6c8bf8 7cd3fa 98a85b a1729c c71d5e d3e4af f4c31e
5c3cf9 74f8e6 787ab8 8b3671 9adb13 c4a8f4 cd154d db99a6
5c48da 729d0f 81445a 8cbfcb a77683 b788fe c7eb15 f2ac88
5c4bf9 63fbcb 9b1591 9b759a bfdf22 c71d1f e0abf7 eb7c5b
5c5d81 5fa323 99f2c3 9a9685 9b4650 9e34fc d5d838 ec94f2
5c5e18 654dfa 6afaba 7aa775 bdcfe2 d8db0f de1a96 e981fd
5c5f06 635ed0 6eb3d0 91435c 998c71 a9ee39 ce7d03 f3c2aa
5c5f60 6150fc 8be88a a2632b bfb1f1 c7a112 f3d1e0 f537a3
5c6157 6bb0c3 b3ddd7 b829d0 bc1404 d8df93 dfa119 f94c91
5c62ec 785706 85f2c7 9c0878 abd723 c37f08 c69bcb dd2b66
5c6d02 7dc9e1 8814b8 a3a854 c258da d5e251 d91c7f f9b7b0
5c797f 7aadaa 7fecb1 9122ab bf3012 cac606 cc5ddc d4daf4
5c876a 74dddf 969d1a ab0217 af23a5 c2e814 edad8f f53df5
5c89fd 7a2ebc 8cecdd 9a7010 9caad0 ac1763 e25b8f e4c07d
5c8e00 6be1af 8038cc 9e1f4a b668fa c6e400 ee2289 f384c8
5c986c 5f5b56 958aa5 95ebf4 9d08eb a43f07 c3bb57 f145fc
5c9887 841efb 8c434e 956dbb 99edf0 c8300c cad2ac fdab40
5c991d 6fed29 786f61 7f0ed6 8d3e7b aeb380 d65dc0 f7c2de
5ca9cf 83efc8 8f0fb9 9c3e20 b57b03 ded9ff e3236f f3b959
5cb1f3 705a48 9d0c76 aa1cda b6d7e0 cf8f64 dae530 dd4293
5cbee9 665ad6 755278 97303c abefd0 bed23d cf677d d91909
5cc0f6 795203 9a9fa9 a645de b0f127 b3347c decec5 f55f4d
5cc4b3 810dfe 843980 93748b 9d7bef c2e1fd cf635d f2ae5e
5cc66c 7e7b44 802dee 9e0e82 bb73f4 d9e0d5 ef3d95 efd500
5cc695 675ed2 805577 9d2a06 a485b5 d5c3fa df404a e7bc3d
5cc757 7581e2 7d0eed 8a4e7e ad839b c6e4c2 ca0620 f9a8e3
5ccca5 657c87 981fd6 a2a209 b4442a ceceef da5fd7 f5da31
5cd6a3 656408 6c09fc 9496c1 9f3ea8 d1d2fe f2b91b fd1454
5cdbaa 6e819b 9634cc b9ef6a ce3358 db6afd e0b9ed fa8007
5cf15f 61757c 6aada3 7b32c9 a57cc8 b8180e da754b ebc9fb
5cf2a7 8b737b 9722a2 a7083b b99fc8 d155fb ecab23 fa0c37
5d35e7 62cffa 6e6577 8283dd b10d1c bbe011 e5878a fb4900
5d39e3 6cedc6 7fbc2b 847728 9d4576 ba6afa e86b95 f0aef5
5d3afb 738276 7eef7c 991b85 ae72c3 c4210a eab2c1 eb7f0a
5d4aae 756272 7691b4 9aedde a83123 c8b9ff e9c54d f25e65
5d4aff 734687 75a3f9 7dfc74 8382a0 9f354a e76c43 f3c0d9
5d53f4 60e474 687662 784381 92aba5 ad82cf ba0912 fbceee
