# colors_mcd18_mld2_nc8_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
a62c23 e37a34 e2de3e 65756e 88e0ce 5783de 0045fe c4b5f7
785219 ae8124 bdcd0f 72f5a1 61aea6 7162df faa8fb b62e75
785c3d d8be82 af8626 bce4ee 61b1de 7665ac 9d9b9d 942b67
d8c869 758841 bbdfcf 61b8e7 7b11fb 9b5399 9b244d de7998
844b16 b9af4f 72f7b1 61b99e 737878 bcc8e1 8813f0 c54bbf
c6853d f0d651 6b6203 718a7b 61d1a8 b3a5e2 a251d9 a10368
9c7e5d 765200 c7e8b9 61d53c 8296a3 624dbe fc5afa ecbce4
705855 b8541e 9e9a88 61de73 6f8293 d5d1f2 ab0ee5 dc7eed
eed8a4 625a33 8f8742 a6c122 61e8f1 98a4f8 bc16e7 ed419a
ec7a18 61f85d aac3b3 626cfd 755a95 b485ba ffcaf8 cd0948
9c6903 91f871 66b16b 6224fb 805cb2 c2a7d8 b32261 fdb3bc
cd3320 d79652 e7d407 7cf7d4 6d9cf1 c7c6ee 624ccd 897598
ba3423 edb328 9a9f67 bdeda8 62c6b6 7478f8 625290 936b75
f49994 a8655f f92d04 f0da34 c1d1e6 8b95be 6f4ff9 625377
ca6620 ebd108 66b380 77f7d3 bcbdeb af80ea 625565 9d34b1
997d73 d6d5b4 79bf21 b38ffd 625669 b72ac1 dc9bbf b1121a
a4836e 914d0c e07f01 d2e383 95bbea 6474ae 625a5b e1aeb3
ecd71a 625d04 7b912e b9edbb 63cdf6 b315f2 f172a3 aa3e64
625d24 7aee08 6d9a50 8743e2 ebd3ed fb7ef0 a764a0 b6a0a6
626004 80b80a 8aeb8f 9554f8 dfdce0 90417e cc9abf ec3d6d
aa130f e17044 626456 6ffaad b3c2c9 6e5ff2 cb93f3 954689
ab908e cccc74 62694d 71a31a b8e5ea 864bf2 88388c e16ec1
f7bf86 96972b 626c3b 71abff d0d2f6 7105fe 8d3b9e f157b3
804f1c ddca54 9c911b 74b898 afeadf 626c6d baabe6 c43fce
ac7b74 626d07 a0ae3d beee74 81a3bd 655ef6 e7ced9 7f495e
d83f07 a19080 e4be5a 79f5c0 627592 a7b0cc cf10fa 913f54
df754c 7a5224 e9d52f cee1de 77bdee 6278bc 646171 b593a3
f59f57 627b3d cedebf 8fab9c 69e4f2 8805fa b34bb9 6e5465
856f4b 85c02b 6deeb2 627ea0 8435df d9baf6 943063 c58b92
d2c414 777b3d d2dfd4 8abee4 6287ac 8b18ee 9a2f62 dd858f
fc9e99 655d53 628c42 6bf023 b2b5ce 6c12f6 a254c9 cd5e8e
ad9a53 95ea09 628cb5 7841c4 e8cef8 794b60 c20421 faaeb1
9d8c7e db8d03 d9c58e bcf315 628da7 8fbcec ab1ee1 a32e41
a19333 7ce34a 629887 d4d4da 8711f8 f092f1 c54bc5 a51d44
bd2908 a79964 b4e31d 76dfb7 62a0a0 8248fe 844091 fd85f4
9d2f27 ce922e acf413 8e9783 62a0e2 63616e 9840b2 d0b8c7
e68e8e 78500b eade1f 62aa06 b8b5d6 7462c0 93809a c34c62
ab9b07 d5d43e 707a52 ace6ea 62abe5 a720b5 e457a1 f7a4a6
bccc3b 82920c 62b88c a7e7fe b067fe 7e46a5 d07db7 963156
d47a54 e8c71c 62d2b2 647dba b0b0e8 8c8a90 714f68 b11d26
a26b0e aedb22 648f72 62ebfa 811ae1 c071f3 b3007d f19fb3
916600 efc42a 679d6c b6edc0 aeb1b4 6331e6 6c6477 f344e0
913c04 a4d106 79eec2 6333fc 824fa0 c38de0 eecefb ce7579
c52c17 99756b c1e202 75f5fe 67a0de 6340fe 635872 ecaeba
a41b15 cc9f53 d2deae 709fa0 8ad4e1 6341ff 9563b3 bd5c64
a3882d b7c7a3 6be932 7b8995 63546d c326d8 f07ce3 a4313d
ce1a0d dbdeac 77ce14 7c917f 7b2ce2 af5fb2 63565f f5aed7
916357 c74b01 ecd6c7 f89c4d 9bd5f4 6479ef a6a6a8 63588e
ab750e 635d4e f3cb13 96f3aa 988fde cdc2f2 7b50d8 f37683
e58472 9a7109 cce80d 96dfc2 635fa7 8e8796 dcabe3 9c3157
ad4d0f 63605a f5d68e abac0f 67938f a7cfd2 af0ff2 ed57e3
8e4120 ffc927 9e8616 bbb9a7 8cd6fe 636167 a411e6 e750b0
d7c915 cedbd2 87cbeb 636271 a17de2 950caf e4727e f9181f
eb2f10 99e884 7eab8c 63676a 695bf8 a974b4 f6aafd 8a3491
ac211d cfa59c c0e971 70b32e 65e7e2 636e73 e30eed 8f2292
735444 b75c00 c2a265 86f9b4 71b0ab 636f90 d0d6f2 c143fe
f8c14a 7d6c2e b7920a 90f3cc 636fca d2d0f4 a11e65 fb6b94
efa07d 865b20 b0f62d 6371c2 a5aaed 948e98 e0d0df a20c5b
d1dd8f 637825 7cbf10 b876ef 961dca f4a7ea a4185e e87985
a7403a ad9180 f1a940 d7d0b2 abe7f6 6380a4 b1a0fd 8423b8
f27821 894917 b6ec10 76b7a9 638286 8d00f0 c253ee f4cfff
88441a 9a7b62 fabe7e dc850b 9fcee2 6392e6 6f2efd cd1d92
854c3d e3b3a6 639836 6cf619 dcdaf0 a9a3bf b220f4 ca4082
c2781c bcc778 848a7a b3e0e0 639dc0 7e4efe 845a79 a23238
a0381d fcc32a ae8603 abc0a2 8fe9eb 777d80 63a3e2 8c499f
fb8d0d 6bfda5 63ac84 914df8 804076 f5aee1 bf6fa7 c71945
d8430f 97f953 63b778 908da7 cbc7d4 e195fd c344ef 89495c
925d45 ec6009 aaa77c d7e543 63c6f4 7168db 686177 d181ab
af7772 c63118 f3ad17 b8caa7 63e1fa 8a94e1 7b4da8 8d3c59
bb4b0c 9eb27c 63eb10 cee5cb 746b79 9d2bba edc4f1 cf7acb
e7301c efc42f 63f4b2 8fb0ab 8752cf e4d6f3 b089d4 94365b
c10606 fccfc0 7df111 bab5d9 6438ff 9e5fbc 94305d cf5d63
9d5452 f38156 739793 c9baf9 6d41ea 64507d 9d72c2 f9cbd5
be1506 99847e de881c dfd488 aed5dc 6a9fd4 645597 704e5a
de5844 64e21e 889b97 6455ac eccffb da84fa 825c6f a21e2b
dd6e6e a93414 ebccb2 82e306 c1b8f2 64587b 987fbc ad13f0
dd9791 645a00 909327 b3d515 8cdfdc 969ce7 7b2afa ce3f6f
b03722 9c9068 cfc646 cbddd1 81dcfa a624e9 d769da 645a62
c60d06 fd5c37 e6cebb 645b51 aff507 79878d 90b2dc a162c3
e6c272 645c10 769a0a 96baca c57dff 9f34dc ae3573 f45988
a07f6d 645e1e ccee2a 9cb433 8edebc 6ca1c4 864ad6 b01c70
646161 bf1002 fb762c 8dfc0b 808c9b 9fb2ff cf24d9 cabbc6
f85a03 978d80 d7c5ac adf300 82b8ca 64667a 9b2dee b5053b
f38672 f23301 eadd3c 646766 b5c0dc ba25c4 a780a3 ad1222
7f4743 bd6a3e f1c913 91c993 646783 dad0e8 b980ea ad18ef
e99c36 646918 bbe9cd 699dff b1a4b9 a227e0 a11771 e84474
ddc5b8 647221 7ab93c 74fa2e 8e29d4 e852c8 a9798a 8b3956
8eb032 bee954 647d36 69caf9 8384ec 732ff3 902d8b d693ac
9b3423 fb5526 f7d452 9faea2 647d80 a4dae6 9e43b7 f066e3
f5b122 e1d9c4 a5a77c 67e0f7 648dd7 7e21c6 b94385 e4131d
648e0d 7ecc09 64fac6 6e5fee edc1fd ca82bd b33a63 fc6e85
8a4115 b3a51b acf538 6d768b 6490f9 8924cb eccbda f88290
b62e19 aca09c d38849 e3ddb0 a4dae6 6497da 6542c7 995283
c18911 e7d55b 6ff2ff 64a6ed 8c4fd3 a9a7ab 7b486b c44654
804a40 d6927e be4e00 f5d6b5 a7c909 8ee9f0 64acbd 7b64a5
aa0a09 e4491d 73685d c2d132 64ad9a 84f3e0 b448cf ef7df8
d31e06 9db53c a0f602 64b297 716876 c252f7 8a1aae e2cddc
c83e3e a3af2e c5e87e 64b29d 73ecd7 8034f3 71487f f882f9
943a36 c6eb85 64be16 93e2f8 ab8ee8 7f4dda 94667b dc9eae
c97675 ab2d0e f4c8b5 64d937 c0a6eb 7105f5 9b5ddd 8e516e
e6918f 886546 909b15 64e625 6d8a9d bdadff 8b5bda f3cce5
ba3e1a c2b6ad de8229 bbe972 64e6fb a277e7 831cd9 99617c
f56e26 9c8879 e9e329 64ee9f a3aac8 8568de 7f4769 b2272a
fcc3c1 77503a 67900b 64f013 c6b0f2 b65bef ab0e8b ff5299
fd813c 884e1a bfe09d 729f8a 64f7eb 676a7e a62ce3 cc86cd
cb2e09 b19d98 6e6764 e5993a 9294c7 6531df 903f86 e0d4dd
e3a888 795f29 cbed11 809b25 9ce1d7 7796e6 6531ef b54279
e57147 eed293 847df7 b8b1fc 6549bf b196a5 9f525e c10811
845500 aab430 83dda7 7d9aa7 654da1 d170f8 f4caf3 d23867
c9a049 745509 efdf65 b4c9f0 7694ee 888997 6552c4 d52d64
a44343 fd2c02 bf8776 e5c901 bce0df 726ddf 9e99c3 65556c
e68f03 855903 d7ea22 7ea084 8ce4be 655681 9c62fd cba0ca
b29608 655a01 d4e695 69885e a2e6dc a4aace 9b31e6 a33479
c12716 f3a73e a78d65 91debc 8f9bb8 ded1fa 655a78 c512dc
d43430 978582 fa9660 ffdb00 c6dae3 809bbe 655bf9 9c3f78
996830 82b655 95f25c 7011f9 d8c7e8 655e66 f13ac8 ab9598
a22d0f af8248 f2b748 d1ddb5 a1d6ed 7d72f3 655e7f 9c8fb8
caab72 907543 c0de04 81a4b4 b9e5fd 655eab a97afe 953a5d
a7100a b57841 c2c205 8d9291 89f1e6 79a8e3 6565dd 7a5062
af5731 eddf84 9dbd01 96defd 656b78 8432b4 c06fec ffa4b5
923930 e43d00 9da581 8fd958 656e7a b634de f47dd7 ddced4
d84916 ceed07 6bc973 656f67 9e4add e9ace9 9b197e c778a3
ea7128 7b4d31 e6d697 9aa496 a0d4da 657982 a02de7 cf86f6
78503e f36d18 bae407 81b783 65f5d4 657a8c 8e40dc efb2fb
8f3c05 eac193 d28224 96f1eb 6589cc a6a6a8 7b08f8 d73164
cf7561 7b6404 7ae723 6590cc 9d9ca2 782fce f3c8e1 c50e6d
cc3400 9ab647 75f7a3 65948b 8749df fb75f0 e5bed5 903b45
83eb18 65964d aab6ac 7533f3 80738d dea9fa c263e5 8a4255
a31f08 6b5c58 f98403 efdc8d abcfc4 659b95 db8ff0 b047b7
d23401 705f51 f8cd93 adb701 65aa8b b1d1d5 de7de1 b020a8
a07d14 d5b843 65b690 a1e8d3 797d85 b4a2ed 72409f ae1644
e78d15 b4b4ae a9f463 65bbdc 7470ce 917c89 8e3755 d6062a
94470c c4ddaf 65bf54 85f0f3 6a6778 9e99a3 bb3cf3 df8efa
992d29 dc4502 d4dfb8 65cf50 6e7474 b395f5 a406c8 dd94af
666015 c1c1b8 65d127 87939d 7158b5 c279f7 fdb1f4 d34d65
82573f 859839 d4e0cd 65e965 a657e1 deb1dc 9e116c d3508e
92b569 83fa46 6628e9 caa4ff c152cc 837d82 f7adc5 a13541
d34939 f0c974 cee3d3 71c3d0 6650a9 da5dfb 764a60 9a898e
e5d5d3 a3cc74 84daff 7728fb a475db 665478 d88bab bd454f
b5d926 7df6cd 6657ac a579f7 f2c3fd de8cb1 8f6072 d44042
c81713 decbbc b5ee15 8aac63 7cc3f1 6658c5 7e4b6c aa7a99
f8b820 665908 cce0cb 88e0fd 7b4dfc bc84b5 b31d8e e90953
ab7e63 f8750c 665925 e4da60 74e5d5 808efa 7e7f8c 9821af
ab713a f1b072 7bf8d0 899e99 c4cef0 7926fc a775e3 665967
a28383 9d4a1c ff8215 bebb8e ace6ff 91a2da 7269c4 665968
feb6b6 f74e49 b31e10 87f72c 665acc c1bbe7 8b3a71 b3728e
fab79e 936d3a bbe20b 9eedea 8268ff 665f82 b796e1 e17492
fe7a4b f0da94 87e2de 6ca4c5 6662cf 9d3874 a6757b c40014
bdb051 66631e c2dcbf 75cdea 7985d5 6727eb b7156d d97796
66641e a4ea11 7d66fd e6d0fc b695ca 9e4496 de5d6a fbb4bb
e14328 f49b0e a4dfa4 6da2a1 66658a c8b4f9 c952f6 7a5658
997f0a b8dc33 869c8f 666675 bf8cfd 9e37f5 fea7d1 a8263c
7e5417 ebc522 bedeac 82f2fe 6671e4 aa99c6 a01159 c06683
9c9e19 667222 beda61 70d7b1 7d8ea8 a644f7 ffa1fa 932673
a51901 d25c3e bfd94c 73eff2 6675d9 b0a8ff 6c5871 ad99af
c6d44c 96c4f8 667eeb 6f1de7 745b8c be95a9 ab1935 f4686a
e24a47 d5e2bc 6be22b 668991 a113e5 f6b3f9 e561e8 a81325
e3922a 9f9d99 8d6902 b2e1b6 668cb5 7c2fd6 f1d0f1 af325c
a52406 696b5c c7ef1b 669a46 6aeb99 9306e3 e6aef9 bf70ba
ff6152 afe311 669dcb 7859d6 902d7c eecbe0 906c78 bb0321
d1652b d0cc57 a0e8c4 669fa3 b9abf6 672de3 976ddc 834d59
a8360b 9aeb4f 66a438 7945e3 ebcffc a06fb8 ee94b7 7a4d4f
a69248 ecdc23 66e0b7 b4b7d7 797dda 6e1beb 8b4074 b72146
73593a bf9b34 d8d796 66f9ec 86828b 8a2bff 9c0281 fc62e0
ddcb3a a5b2ad 66f9ee 8e3eec 7d4683 b677b5 b05155 e60103
cf1612 b39471 f7ae39 66fcc2 6bb9bf 7d7883 cf31e5 961d87
804b35 c8a189 f26c09 66fd50 767b7d bac5f0 7e03ff c24dd2
f2472a e6dc6d 9bc6ad 88868b 675379 ae33d7 eb69f3 a62e34
cdc89c 7eb116 b0d9ea 6a1fee 67577e f532f6 9d7f87 ca1e41
f9c9bb db3704 675a4d accc44 a2d8ed 7b858a cb4dfb a316a5
675b4d a66b00 80d710 a47cfc e1d0f8 8d14f4 e30598 fbabb4
b6261a fa8d15 7d7b75 6bdaa9 675cec feaaff ba7fb6 844079
864233 9e792e c0cb4b a8e2de 68a5a7 7560df 675f69 ff81fe
fa7140 90fb68 6769d5 a69fff 7f4c75 e2b9d6 a9899f c10a0e
b91b03 f95e3d d6de75 a5cabf 676c8b b791d3 aa2ef9 7a5152
b10500 a99f9e de694e fab44a 7eecde 677072 6d82e1 852e99
7b504d c12707 cd8a11 c8dd88 85f4e4 95acff 6777b9 8e858f
d4db30 67780a a8cdd2 8806ef a563c1 e28dfe a43774 eb5f6e
a90b02 bfa630 d8e771 67835d 97d1c3 6998f5 870ffe f127a5
ee8a0c 6e5601 d4e0ad 678870 67d2d1 9983aa cb32f3 a12075
ec3113 95977d a7d65f 6794b8 7d54d2 814676 e8c9d6 aa3345
67a00d 7dd575 7b5cfb 69647a a785cb d6c0d7 cf8396 9b2d3c
f2c6a1 9f9170 67c925 d3dee5 6d21ea f854f2 8d516a b21126
7b7e00 67e553 745fe0 f18af0 decdda b56699 b32958 fb5576
77600e c9d502 c0e3d7 6bcbf5 7883d8 6838dd b71c79 fc5e63
a69d92 e9a149 e1dbc0 b4d6ea 7a95c4 683bd4 6b5c75 b43739
f0e00d 95a810 8cecd3 8757e9 684d80 d693fb df659d af3238
dabd27 c5e1b3 6ce3e5 684fcb b990f1 af648f 983248 ee5e6c
aea8a8 f52b03 f0ae4b cfd9ed 852efa 685074 e04bc2 ac2c35
915855 d7d384 9d9e45 bae3f6 685287 ee13f5 e09aae bf0003
f26937 d7d605 77f1dc acb5fb 68546e ca08ea a08184 b51726
facea2 68593a b5ca07 6e9403 9abdcd 7733f2 de58f9 f8107d
705343 d3bd61 70912f c6ddd2 78c3de 6859aa a877f8 e3679c
9d2c09 685c57 809122 83e33d b5a6f3 c03ee2 f8679c e3d2d8
c6a881 685e05 d7e64d 739aa7 b4c4ea 6947f6 af7dfa ce3167
b98e05 686332 dacd3b a7e6f4 7267cc a395d3 aa4675 fe758e
f39144 68640f d7decf 90d6f3 729ad2 8538ef 87396f c35572
a39998 745429 7cb53d 9af67a 686b79 dfcef0 8a01e9 f628d3
954206 8ab00c c7eaa3 68736c 7bedec 7000f7 a64dcb c4a5a9
fdd0ae 6ad52f 68768d d7cdfc a471f1 811ddb c41944 d5888c
9e4023 de6d46 f3b592 9af60d 6883f9 bbb5e9 7b7385 82389d
b82d2b f6a91b 939278 81dfa7 688c9d d2d6e8 6d4797 d25cfd
dc430c eda37a e8e334 b9c9cf 688e9d 7a4fc0 c89df3 745059
c24818 a0bb7a 74f53a 689178 9016e0 c857e3 903581 ddb5c6
e2473c efa490 d1eb37 7edcf0 6894d8 9e1edc 97266e a88d9b
d11f19 fe7901 9b8673 f5d799 b2ceec 6898df 7a4dda 714a7b
ab2e27 f89a11 9be1a6 68a672 7e55de 6d4c76 a676a7 edc7e6
f9a5a2 dd700f cadb4d 68f6ed 6b8f97 ba7cf2 a42dc7 bc0d40
89550c f4cf9a 6dbf27 b6e8f1 bd9ffb 6932da 9567cb cd5c7d
ea801b eed725 7c8e7a 78b9b8 693be3 ae7fd9 884e7b d1022e
ef665d e6cbc0 736b00 8ee712 9ba5b1 693ef7 bf6cd7 a00888
c40c00 ef8b68 71715e d6e650 6987ee b6bbfe 693fcb b75897
b8470f fe8d03 7e9e6b 76e7a0 694bf0 cf84da f0cef0 82535e
918b86 b17335 d9af83 d7ea15 b4d6da 73a7d7 694ec7 9c296c
af410c d5911d 999480 74ed9e 758ca7 c7c6e2 ae20df 695860
a51c0e edbf5c a98f06 b6e6ef a2a4cf 695884 a92beb ce5d73
f86a01 695916 a4a88a d2e5a9 85d7d3 7092e3 9515ec 9c3763
ea700f ffc326 695c33 acb794 b3dff5 859cf7 6f5fdd a73276
a82f0d db6746 c4c48e 96fb17 695dd8 de87e0 853b73 96808a
705855 e2220a 78d675 d4d6e8 695ed0 c092ef 91277a b1708f
695f17 a49624 cbce51 7fe4f1 7192b5 9346e2 aa436a ec9a9c
b7391e fb973a 85a182 b4e5be 6965da e9d6f8 b68fc1 716064
923b0f 7ca33c 9cee87 be95f2 a635ee 696668 e151a4 fca9c9
a13735 e6611f f0b28e 9c8774 899dc2 d5d5f4 696675 bb1fdc
af997c fdaf01 696817 d8d8c7 97d6f2 838698 c02dfb 90425d
ba4713 e48614 a2ca91 6991ec 7833fe 8a838e 78428c e1b4d9
b3280c 969556 92db82 699498 bca5ff c244d6 7b4d6c feb6d4
b96c15 ddac0c 9f9983 dbd5be 6994a9 8fc6eb 8052c6 a61c57
f57c0d dde44d a9e4bc 69a592 9755ee e58ef1 9d3b8a ce2641
eebdb8 a5c445 ade3f9 69b1e3 6d69d4 70597c a4849a cf4a53
7d5c12 be8b14 ceea5f 84967a 69b8bb 834fe9 bf85fb bd0285
f3ba23 dbd6ba 8b9555 b9e7f5 69b9f7 7170c2 944857 b00008
a0f830 69bd93 74707b 7c14f9 e4c8fd ba51c4 a80940 f03c41
ad913f f0d510 69d1ae d9ddf4 7a6dcf b19df6 815471 aa1630
c19f68 afef61 80a3a1 69e5fd 96158a de38cb 75676d da111a
d5c863 a1efca 73b5ac beaffb 6a13f8 c44dc1 b4105b f74958
f78785 e33619 6cee1e a685f9 6a23ea d8b4f0 9256a3 a0314c
e11c07 b6cb80 92f3de 7cb4b2 6a37f0 6c4f7f e059e6 a05056
a7aa19 dcddcc 84d0e7 8e8fd9 6a5479 a209d7 fc5a89 c0303f
cc7839 eedf63 8da592 83d8d3 6a54da b480d1 7a4f75 b9102f
f9a49b b46e09 dae013 a8b4f6 6a5be9 958f9e 744b88 b40447
7a5a45 bb9f23 e6e365 80ede5 8995fe 6a5dcb 991c72 fa74a7
e9d981 ada46a 6a621b 9bdfd8 777fee bfb0ff 7425e2 a44c8c
b39d04 eee046 77e9c2 8facc6 6a687e ab57fd 8f09ae c2494f
903e15 ce762b a6a191 93dd7d 6a74e8 6e687f dcd6de ef96f1
cb8e3d e0d287 6a8e7e aebbb9 88d1ff 785d84 bd15e0 a31b26
9d5e34 dbba8e e78707 6a9090 82b7fe cdd0dd 742eda 946ec5
f38676 89502d dcc911 9cedc6 6a97cd d2c9f9 953ee8 d71189
964640 6a9829 81f661 afc3aa 9330fd edbbfa 6d556b c569ac
6d590b b2d631 6a9b29 8fe4bc b04bef f1c9ff de7bb2 b94478
6c5b55 ab5003 d38838 ded422 6a9c9e 9dd4dc bd98f8 925de6
93352c e7b747 6aacb3 783bf6 e1d7ef c96afb 834290 f03977
ad4b3c 9fa03f ccd4bc 91f52e 6ab6da 8069fb 765b87 c67c8c
deb0ac ee2e1a aaeb32 6b7f6d 6af3fe 9ba6dd 8d52bb aa0922
a73408 a4b022 bfef15 6c8f63 81dddd 6b29e1 7a5d90 fb30fa
e9d9d9 e75420 95e342 7a898b 6b35fd 7b589f ad84cf ad1416
90460e ad9d06 d7e858 81eed2 8ea4d3 6b4df9 925e9b d56375
aa5802 bfbf01 d1e2d8 83d0f5 755dfe 8a80ab 6b5168 ff5c7a
a86c68 a12d09 fe7c27 d0e975 85edd1 6b53fe 9d92cf 736099
c37c1f 6b5921 d9deb4 7bf018 6b7faa 7d3dcf ffa7f2 b5a2a9
c69a48 6c6b2f b6e6af 72a2e7 94949f 6b5fdb dbc9dd 8a4061
f82517 9bf050 6b6a86 8727cf be77e6 dcc0d0 a53e48 ec7d87
ab2d08 91a73b 82f9b5 6fb4a8 6b7187 e2cdf4 bb57fb 794a4c
795829 b37d21 fdd903 99c774 6b8b77 995dcf bca7be af167e
84452f ff8441 c9ea98 6b8b7e 6caff1 725e82 bc24e3 e3afbe
fb8a74 fcd22b 78888c 6b9ffd b5caf3 9c3be6 86377c e12240
db1200 a3b638 b8f400 6baf8f 6cf0e3 6d3bce af68ca a04a4c
c5d4b3 80f80a 6bb536 ba45cf f084e8 764f71 948c90 bb2c33
facecd 973521 b5990a b2e337 6bbde0 7051ce 915b80 d66874
ebd5d4 874604 948818 6be268 b8affa 776aca c41a63 ee79aa
d6a09a af2f20 ea5c36 6be930 8b99c0 8d4ed8 e0d0ee 87377b
af8c13 737152 c4cd59 87bc9f 6bf0f1 6d02fe a12399 fc47e9
edc7a9 bdec0a 6c39dd aea8b3 8a6c94 e274e9 f3575f ae3031
ef855f a0611b f0df4c b2e3bc 8f97f5 6c44ea 896e9b bba6b6
f4a451 d4dfbc 9ddce9 6c4ad3 ac87e1 922775 ed417a b0021f
d84e35 f6c61e 73faa6 b3c1c1 6c53ea 9689b8 933d54 b37881
aec804 a6f0d6 74b8a6 7308f4 6c5881 b45bfb eea6f0 c6444b
ffa088 756436 a29513 aaf719 6c5afa a497e5 dfcdea c54b84
9c6e4d e38016 cbe231 7ac4ab 6c5feb 9184b7 f1acfd b02274
6c6161 aa6f07 7bef03 8b9c85 d5dcd6 6c62ee d494e3 a30186
b17d36 b6c701 77ed9d 82af99 6c7176 8741a0 ff78d5 aa0c3a
a3b211 6c764e b3e39f 72b298 ab38fb f8aeea de64c6 a62674
fdbcb7 ae8d84 6c880c 79cd3f dbdafb 7052f4 f86ac6 7f5667
805b0d a8a26c 73ef45 6c9da9 b8b7fa 8d49da b03564 f9c9d4
b1b33b 6ca181 a8d2c5 767189 7b31b1 bd5bed f698f3 8e4750
775e5b a41c0b db5100 cda867 d5ea3c 9fe7e0 6cafb2 7767d7
b11612 716960 e9ae0d c8e3a2 769e61 6cb8e0 7c5ee4 944384
77531d ddc551 6cf9c3 749fe1 cbd5ef 8125e4 c71788 fd687e
f3c6a9 cc9101 71690c 6cfd04 6e6ca4 a69ecf 9a2a61 e93e6a
7d6463 c63a17 f88c4f 8daea9 6fe9f3 6d35f0 aa77f6 922a87
d18e78 c34303 c1ed21 86e4d4 9991e2 6d4bd8 88748c 814c4e
e67979 b92320 d0b40e cdddbd 8ae0f3 808eb1 ac43f4 6d536b
828717 adb2a0 77df3c 6d57e0 e37ad7 fbc2f3 c64088 834749
6d5e5b e5bfb0 9d5201 d68907 72fb42 b6c1db c449fe fe0394
86786b be6a03 d8c516 8acea9 6d5fd7 d8d2f5 a294df a2006c
6d6645 d5cd71 899841 6fa39e c1d7e6 ad3ed9 e571fe 9a1974
fe7302 73fb78 c5c1f6 6d6875 b856e1 8829a2 e8a5aa d82729
bc2718 b9927d 79d810 6d69f7 938fac cdbbfc 8d4393 f7c0c4
ca931f c8eb33 95dcc1 6d6acd b7a2f6 928193 764870 9a393b
6d6c6c be401a ff6b10 bbdb86 8e9f75 7578f1 854287 d1a3c3
e7b382 75580d 9d8734 74acaa 94e8fd 6d6d82 b69aff b21de3
ff3b04 d5be7c 6d6f63 86f6d5 9fb3bb bf1bc0 fe4aff b71213
d88e85 f74d06 e7d41e 6dfcba bcbfcd 6d7cfa 956099 ad3551
e2ca08 c0ebaa 6d8c75 7bbeb7 c5adff dc30ce 725569 e3242d
a51b11 ce5d4e bede0f a5e9f7 6d9ec2 9851f3 894b77 d1a9ab
7f5555 aa0f0a e37b05 83fb64 6db49b 7154dc c3aae9 8b79a4
c7726c df3401 6ddb06 b67cfb 8527ec cdc9d0 8e5e9a 93374f
d44b0e 726c5e e8c550 c2e0c2 6de6f5 95a0b1 e76bff ad3cad
b5a482 b3db55 73a0b2 9e76f3 6e01fa 913f9d fbc5f5 c4364d
fda193 7f612e 97973a ced900 9bd1d8 8e72db 6e10f6 cf5f86
a23309 e3e51f 749a5a 84d0a0 9c70e2 6e40ad d398c3 8d627b
dc973c 946318 f4da8c 7fcbbc 915bfc b091d6 6e4796 d44b76
f9601b 6e5242 e5d770 92977c b4cee5 8b36e8 b86ecf a7267d
854c0d d7a733 99eba7 8693e9 6e53e2 846889 cdc0ce d25f68
da8120 bcdf0c 75f6c2 86b8b1 755cde d49bf6 6e546b be2533
ae2c23 8d7d74 e6d0a8 a5d118 91eff0 6e55ef 8a3286 f06fc0
dd611f dfd43c 80ceab d5daf3 6e5ac7 f076f7 7c4d70 a60535
f5cac5 fd7c62 cf380f c8ef40 9ec4e7 6e5bcd a8899f 725164
ff5050 f5c900 8d9596 d5d8db 7ca2fa 6e5bfb 76628c a23944
bac220 9eece0 92abd3 6e61cf 80707b b00a42 f60431 ed979a
a8a18d e3dda0 6e6800 82bf32 c755df 8d1ea1 f49af3 bc386f
ff430d 7ad376 6e68fe 87397d ee87c4 fdcbda b80b1b 7d6d6e
fbbc26 6e6d5b 779d44 74c6a3 a13ceb ecd0fd c18bc6 8f3073
dcb95d 9c8203 b3b9b4 6e7273 88dcfc 848bdd 9130c7 a80c2d
8c4537 e3813d 8cec95 6e7e85 a1a3df ded6f6 9943dc c3a7ac
d85f30 ecb526 d5d7b6 6e9c9d 9dd3df b191f3 8654d0 8d4f50
7fe306 b8beb4 6e9ed5 824de5 f9ccff 7f4f73 d75f6b c10b0e
d93421 f89a1c dcd4ac b4e5fe 6ea6dd 804bc1 b8647e 953240
a43934 6ea70a 71dc9d cfc2fc 7c01f9 706678 d04cc8 b194a3
709045 6edf5e 7956ff b6a5ed 9b088f 7e6773 fbbfd4 b7929b
866227 bdf213 73b925 6eebd0 9682d0 8133e2 dbb4fa e10c7e
7a4a4a fa3804 deb5a8 bedf15 6eeff9 9099e2 7727f5 b46995
6f5b1b f9c61e 6efdb3 bac7d4 818da9 aa4af1 c72771 f47a7d
e6c514 8dcf9f ddd1fe 6f06f9 ba57ff 893f9f e86cb6 de0352
ec9e0c abd9b5 8e96ad 6f2ef2 eac7fc c15df2 855472 df3544
e9442f e0a193 abcd16 9ad2e2 6f4af7 bb8eff a268a6 a42835
a72d0c edb814 82cb95 dddbe4 af0ff1 898389 f352d5 6f4f65
aa3230 ee6d2f ffd73a d0d3c4 8fb2cc 7d5ecb 6f5174 a67380
993611 af8b06 e9bb04 869f89 c4d6d4 6f5e74 a126c3 f15bee
