# colors_mcd18_mld2_nc8_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Colorspacious 1.1.2
88e0ce 5783de 0045fe c4b5f7 a62c23 e37a34 e2de3e 65756e
b4deee 6b58d4 b096f3 8d4476 fc7fa9 dad40b 717a53 48a903
4c4cda d2c7e2 c07cff 7f5986 f3739a b7465b 48ab26 a8f19e
b3b5de 7341cc a376d2 794d50 cec21c 557c02 78e7b6 48ab83
8468ed b498e5 efd0f8 ac7a94 a82c58 9fd41d 48ac48 64f2b6
b0bcd9 6964f4 a26a9f a7250d d9bcae 6c7162 62f311 48ad3f
61fae2 aca8e0 734e89 c626f4 aa394a c9a124 d2de88 48b387
48bdd1 5157e1 66527a c2738f 874c4d f45d20 fcd765 b3dbc0
797ebe 7538c6 c8afc7 81535b c17c7d b24808 c9e4a5 48c911
bcdbef 7b6f85 882fa5 ee63e3 c6512c e3ddb4 48cb13 8fa287
a6a2f7 7454f8 7c4992 ba84a2 a3114e ebbbc4 ea4967 48dc13
48ddfd 7b95b0 b730d8 ec077b 784d47 f3b210 6e7908 d3dbb3
8b31ec bf6efe 9c5091 f68ec8 d14338 e0dac9 48e10d 828581
6396bc c1cbe1 a70ffa a83d73 c68055 f8d0a9 626412 48e40e
48e7f8 91a2b0 6877fe 78518e ab004a b67751 e2bd60 c5dbc6
6f4bf8 5c5672 b475b7 ecbfea 9e4140 48ea04 c9e6c9 91b098
48eefa 7d4ded 834382 f461b4 e92c1a 827b72 d9e513 76be70
61847c c3c6e4 a48ec8 a444db b02022 dbac9f eb5710 48fa5d
493ef9 7a7ec6 726176 f1c0f3 ba8893 bf5934 7ad847 d1e1c5
494ed1 68607d 9f7fdb e9c8f1 926050 dc5e15 5aee2a 7dab86
4956ed 8e99d8 caccf0 a21986 8f8284 e6861c 516031 90f4c3
5c7974 52a0e3 4956fe 7d3d84 ddb3c2 af102a 92a64b cbe68e
4956ff 5f5775 ae89c7 f4b7ff eb320f c8e43a 598473 8dd3be
4959fc b48dd2 edc6ff 971782 de3275 676001 69be57 cae5d6
66c3d0 497fd9 495a80 6d5b5b ad7432 ccc013 b8deba 809685
c2d5ea 85a1cd 495bf4 74576b aa7e82 b0522e fb832c e6d6b3
89b5fd 495cd3 d2d0dd 774772 7f7879 fbb095 af733c 9cfa19
7d94a5 495e8c ab57f8 e4ced4 706966 9e681f b8f400 54d975
4ccdd0 49609c c66efc 754e53 bf2f0a f7b844 bddab1 779a72
4960af f36fee 93585e a2260b d1cb4a 909b07 67f0b5 65ae91
496265 8823ee b26fcf fd9be2 ba4b14 c6d035 83a470 72eac0
8bebee 496278 9366e9 be86bb b6363a fc3809 b8d147 7eae8e
4963de 838abf d3b5fa 775158 e69ba2 b22e00 f25f29 aded0e
6c7881 66a3fd 4964f4 c1c5e6 aa002d e95f2a bba89d fec732
68c2ea 4965eb 655489 b1164a c6948b e2ddb5 9dde13 4f9f1b
9cd9ec 4965f1 c28df1 95178d cf4892 685f48 dddd6f 80ad54
5a6cf6 d5ccfa 9d7da6 833980 e91215 dfba32 85c2aa 49685c
49686e 9a8fa7 e7c6e7 b534bc d79041 786b32 bcea6f 73c69d
496872 babeec c63cdc 794e3c dfb018 7d7f14 4be9a5 60a689
b3eadb 51c0dd 4969fc 6a5988 903748 e0bd6d 97958a 559728
496a6c 8118d1 e9bdf5 eb37ba 956b2e 9fa07e 75df59 d2e3d0
496ba2 b5bcef b4899e a64c64 e67a38 ebc4ac 6d5707 4bff26
496bd3 9aa0fe e7cdfd b796b0 815176 ba7405 68e74c 647b5e
868b8c 496d8b 7c18dc db57ee f0cce2 904951 d04c27 91e926
496d8e 9369f5 c49aeb 7e4a53 da6c77 767b09 b8ea35 6fe0b9
769ca2 496e77 cdbbea e118ec e89e82 69563e 848828 8df93a
5b9ca8 6b5476 b713f7 ebd3ec c36a13 a1a78c 89e973 496f52
889db7 4970f6 d3d7f8 9f2590 67584e b27c1c d3ba47 7adeaf
78f2ff 5d65ee af94da 853d61 da6583 f6b1b9 497425 54c61f
67e6d3 4974fe 625f66 c094d4 933b21 d65603 f89f0a 91aa73
6ea3a3 c1dbe2 635478 c941df aa2a0d b9a675 f6da55 49765c
52c5c1 49787a 8f31ce c766e5 9c2c2a ebd7a7 8e8d01 a7d40b
497a6f 7709f4 debcfd eb1ab7 ce9136 8a6004 8ded8f 9cb199
95bef9 497be6 7e7087 84493f fdcdc0 dd4c05 a9a971 b8e637
497d79 96acc9 9a30df b9232a e96f06 a79f7b e2d10e 6af3bc
497ead a6acfe 7c1df0 ba196b dc8c9b eece87 4f620b 839c3c
6ce4df 49868b 8e56ce c78c12 866013 f9d447 b4ba8c 535d52
aaecdf 498697 6b25e5 d1a3e6 9e3f63 e96949 bbdb09 89b2a4
498af3 7b15fe e0bbd9 c8079a df7f1d 685b24 989489 77fa9e
c9adf8 6c597c af35d9 9d292a d06723 f6be56 498d77 8ee6cb
498d90 5728fd ad97e3 784995 f9c1dd a05151 a69222 b8d779
9471f9 7e4b73 d09aba a11e23 e6d9d7 d2761a 52ec50 498e70
9fc5e9 4997db 565d98 a25b65 c0020c f6caba bb982a c9ed41
696684 d0c4d2 b00ef2 ff58e6 a52424 88a620 97e96f 499976
7429f5 f4a8ec d946c2 a18e95 565f45 499b16 5cd627 c5e1c7
499b94 67e3fa 7d25db a676ef 8c4e94 f7c8c1 99c92d 536d1d
499dea b9cbfd 673ce0 a6a0af d94973 f0d2d1 efa12f 917001
83848d 761ffa a25ec1 c99dd8 a21558 a9ca55 499e5c 92e9cd
51e9e9 ae9ef6 8660e3 6b5a61 92381d deac30 d4dead 499e72
4b757c 49a1d9 b7d0f4 7340bb cb6245 9d2902 d1ba51 9fa49f
5b5382 d1b8f3 cf08eb 815459 d31d1b e2b31f 6feea8 49a489
7046fa 665e82 e273c7 e0c3ce 794d3b bdea4e 999c90 49a632
b9e6e4 7437ee 6e647d d878ea 913545 ce080f fac343 49b278
5a4fa2 9868fd b384b4 f5cfe4 b8064c ff2708 a5d851 49b581
b5dfdb 49c8fc 5871f1 dd5b98 a80d67 845e35 efda9a aba94d
8787fa 7630cd d9c2e1 b3719e a72762 fda0a0 788746 49cc19
dddce7 a835db d68bec ae267d a0a295 555e46 5b8e41 49d155
a123e2 cd71ff f1b9fd 9a2677 cd627c 6c6334 49d742 b4c8b3
55738d 977dff 7731cd cf94c5 a4450c 868d65 d4e1ce 49d76d
5587f9 8202ea efb2f9 be028c 92774c bde410 89ad02 49d9a8
65a5ad 55646f b984ff 9e37c3 ffc5f8 a54135 b3c50e 49e7b7
62706e 922eb0 ba81b3 eec6dd ee4e36 a51e00 49e904 87ab90
49ecf6 8e9fdc 8d4ec8 9d979b d93014 e4bc96 b3f322 506659
49eff5 53abdd 717889 aa21ec 9d4144 f31800 d7a78f b1d715
99b1bd 5393e0 8731f9 685652 9e6021 cf9850 beef2b 49f0b0
56567e 7c63f9 c5bff1 98777a b3461d f1e121 65c25e 49f7d0
49f7fc a131f0 f860f4 893579 e1d851 9b9904 4c7448 8bca98
49f7fc 8a02f4 d439b1 ddafb9 7e5300 afe92a 59b239 5c7266
84b8b6 6653a2 cb7bfe 926c78 a02034 d95724 e0c907 49fab4
4d67fc ccc8d5 a882c2 7a5691 a52633 c07816 49fb85 70b88a
9dbfb9 6f7582 698bfb d4b8ff 7340a1 e2474e faac28 49feae
d2d0fe 5c42ca a576d7 655b6b c97d25 f0bc41 49febf 5eb49a
b1b7b7 4a36f7 695299 b661f8 f7b0fe 97584d 56fc19 55bb3a
4a50cf f587f3 a86192 d01b00 6b6b54 c2cd32 84a168 58eab9
4a58a1 8e79f2 c093be d9cfd3 a35972 ef991e 7f7c2f 98f391
5e87fe 4a58a6 898faf d7cff4 7b6c6c e1472b edc137 77cea6
5d999d 8de2ea 4a5d6e c200ea ff5bf6 cfad45 6b6134 e0dfb6
4a5e65 abcdfa 9313fc c05bd5 835332 dcaa45 d2d0cc 88a38e
a0d5d4 689398 4a5f62 f480ff c828d7 6f622b b2af44 d2eb3a
4a5f69 808ef0 a212ce f6cdf0 a0878c ab2528 ce6716 6bdf29
77d0f9 5092e0 4a5f99 878083 f58c4d 9b6721 fedb1e c3cbc7
4a5f9f b17bfc 787078 f5cefd a02515 f55024 ace855 6bb3a0
4a5fef cac7f5 b187bc 954265 cf707b efc7c8 5b8100 6dcc4f
4a6070 88a3d1 9059d7 e7d3f9 b07472 b1401d f79a4b a9e4bf
fec4ff 745574 e81eca d29805 4a6140 58f67b 778c76 b2c0b6
4a6162 b28bf8 9d24d3 e2c4eb e686a5 a9390b 58af11 6bea1e
d9d6d5 4d9190 880cfd f986dc fd5f0b 94b283 4a6443 5af455
4a6460 90f1ee aaa2ba ba10ee eac1a1 f98d13 7a5d21 579971
b1cdda 7b94aa 4a67ca 6d5979 fc9a2a 9e6419 e7ccab a99a83
4a6862 b5dae7 63b8ff 5f75fb 8c7da6 b73c1f eaa044 efd8b5
4a6868 7b2ec3 f6c7fa ec51eb b084a2 865d23 9fb938 4ceba8
4a68fb d18bed d11792 e3822e f2de47 556111 859d83 abd5c6
4a69a1 a48aec e6b0da 6c5861 8f3b27 aa8a4b c7e622 85e3a9
7fc7c5 566cf1 c2029a 7a5e62 b49282 caee19 7b9911 4a6a11
9ea3ae c874fd efd2fd ae2ab6 ef2d5b eeae07 4a6b0f 7becb3
8811fb bf4dc2 ffa0f4 972463 9a8d61 d7d4a7 4a6b20 69d523
8aa2b1 bcd8ef 6b23eb be5ffb 9f3b82 e68274 d8e848 4a6b3d
4b9ebf bdccfe 7658ef 9a3f7c eabc2a 989b67 4a6c1b 4cfec0
8b99a9 4a6cbd c48cfe fdcafb 903b70 e77c6d c5351c 53f651
88ded3 6fa2a8 4a6e7a 7434c0 d053f1 f39203 fad78c 7c7949
8a55db e0c7de c383c1 972468 fc8506 4a6f12 62f982 609f77
4a6f69 9293c2 a53aed bc9994 f6693f 705613 fec505 97ebd0
4a706a 82dcfb 7d95ee a9a6ab 9436e1 994115 d56c19 eddf39
4a717f 889cb3 bdd6f7 9f64f3 7c31af b54b33 fad3c5 e48423
5287e9 bcb3fc 6c2bdc a9026a e8418f dbc0c5 4a7418 6bd013
4abdf0 4a76c7 aba4ab c30684 844543 eea100 917b28 aee3c2
83b0df 4a77ba 844067 a29b9c ab2c1d c27851 e5c709 55fbd4
74c3d2 8285dd 7048c8 734f6b ffc7b5 a59162 c0da3e 4a7806
70eefa 9a46d8 c982e6 b81c17 da7c38 d7d110 9fbfa5 4a7968
a6afc0 4a82dc 75798c 8c4151 e07970 c6390c c4b704 9cef99
90b3be 4a83b5 8717f4 60575b a33107 d4773b d2d308 76f2c9
c8e2f7 704bd2 a782b6 93384e d97578 f3c8ac 4a840e 60d12f
bfbcc0 5a2ef3 714f90 c457eb bb3908 f96602 f8d933 4a8677
828c8f 97c0d6 4a86ec 575e87 955350 cd1701 ef792f cec699
4a91af 52616b 9b1bf0 e3b5e4 966918 c9dfae 69d21a 93a389
4a9289 8ed4f8 7d25c2 c74df4 fcbebe 9d371d bbca44 869953
52f8ea 8e0ded bf6af6 953087 ec7baa bcbe61 595e1a 4a955d
605e73 6d04fb ab4fdc de98c4 c4373d f87800 bdd583 4a9583
4a96a3 a4c9e4 9d79ff 6c48ab 8b726a ac5001 d5af83 cbe73f
4a98c7 d5ddf6 911eea 814465 998087 c7baa1 6d8e3c 6fe121
c1e2e1 61667a 8927b2 ce63d3 b34a0f e3d298 9bb923 4a997b
9cd7fb 4a9df5 7001fa 8d369a e7b331 808623 c4c5bf 50786d
506867 a6e6fb a59cb7 b52cdf e9b2a9 75541f b7e12a 4aa035
bfc7de 7b35fd 9176bf 8d4874 be8e9e fed264 516622 4aa14a
6968c6 745471 fe87da 923b22 db6415 eed50f 86df97 4aa88b
575f5e b2e6f9 a49dea 8e5cce 885508 b8832a cad08a 4aa894
5e6c78 9d9ea4 cfcffb d608f7 824841 d3c31d 4aa954 71e59e
4d6063 9aedff 6e8f9d 4ab2f8 a04cdf b06e20 d5ad34 bdccb4
cce2e9 4ab5d7 7d7e7f 5d70c3 fda39c 9e5025 b39736 d9d315
8ee8ea 7a0fed 6f587c fa2de2 bb7a8d bc3f3e bfd59b 4abb12
6f6dd6 988fa9 cfc6d1 ef93ff 9a2362 846b35 a5f758 4ac979
666a81 ced2ff a093bf 9932f5 d71c48 e29020 fdd91e 4ac9a4
719cab 4acdff 7a53f1 87516a b13b0c d8a112 918e6e bed0b7
d0d8f4 7874ee 720df2 9c87a2 91525f f5ca06 5b7f16 4ad385
589e99 becfe4 aa0dfa d979e7 9b177f ec1241 b6bc1b 4add9f
cfddf6 6040ce a17fda 725976 fac6ae ae711f 4ae212 609a7d
4b6569 5a95c1 703db1 f7caf7 cf1303 c1a43a 7c8d68 4ae8ac
4aebe2 71909a 741be5 725184 c063ee 9f4959 d63012 bbc213
53a291 b6c1e8 a477ca dd7741 924400 cfd10b 4e6b58 4afdd4
c162f1 e6afeb 9d0e78 6a6732 969e48 c3e10d 4afebc 7db7a4
675dd9 aa8de3 e1caee d4508f a20762 58721b 73b56b 4aff7b
4b38f4 8571ff d82597 fb8eae 675c56 955500 9e9f10 7ffa88
c5cfce 7db0d2 4b42fd 75649f e8a277 c8620a 784f2f ece02b
4d615d 4b46fa 8779e0 e1d4e7 9d879e b91e18 e3912c 67d09d
5b959c 4b51b1 9e7df3 ecc8ee 984565 ec960d 867d43 4ee4a8
4b56a6 b282f6 efbbf9 c9709d cb2e35 a3c800 51ba76 a9eec0
619aac 4b5b77 8c53ea f1d1f1 fd843e 997865 96480f a5c59e
4b5c6f cad5fe 9c9fc7 b545cb dfc6c5 d84b03 80735b 58da3f
8c9c97 4b5c75 8950e0 ec9fe5 75564d ae784b c7d55b a5e3cf
4b5e68 8db1e4 5b76f3 775a37 b18129 dbdc51 848783 82f7d2
a0e6e3 4b5e68 b1a4dc a258f8 fa6d1f 7c633c f3df30 68a286
61eaff 59a7c6 4b5ee7 676074 a21d3e d95347 cec0a2 a2de03
4b60ac 8883f7 b2a8cb 80798b 8c5852 c28c1d ddd802 74e3ad
7693e2 4b60c9 6e6d85 cec4d1 943a4a b28f92 df4307 fc9b3d
a9e2fc 67a8de 4b61d1 8f6e8a fc7786 9d3e40 ebc309 759402
72f6fa 608ba1 9c24dd d391f9 fb7349 a83102 a8ccac 4b6256
4b6571 586bfc 9c8ecb e9caf8 df989a 9c2928 e35240 addf2e
86b3f5 d7d1dd 9c2d9e a79c9c a9031d d8733d f4b204 4b665b
5d6161 4b66d9 959dd1 a80d23 ef4c00 f0ceb1 9d917b 92eb1b
cfd0ce 4b6975 781dd7 fb1fc1 a59897 94633e e3992e 9cf68c
7ddffc 958ba1 6c4e76 b149d7 f0d3c0 de8f0c 4b6a44 66ac78
50edef 4b6e8d 8696fa 7e0cde 90837f a85724 f9b431 b7bda4
5fbce2 4b6f82 9c54fe 894432 e4d4bd d29b31 8efe1d 8aa193
a6ede2 98a6ae 4fa5e7 4b70a4 675e63 bb5932 ee8a60 f5cc16
51a2b2 b13df1 edc0fa 794761 c96e6d aade2a 4b7214 67f9b7
864ee7 e1caeb c585ea a01a70 c67a02 6ae559 4b7244 56a880
4b74a4 7212ee f0b2df 7e4f5e c65544 b0c73e 88f4b2 71b095
d2def4 4b74e0 a39cc3 902f7e e84789 ab781c 666148 5ed479
4b7572 7730c2 eec1f6 f741bf 964d23 fbae00 b1892e acd3a1
9acfcc 4b767b c9a5fe b447ca 8c3a46 c93602 e8914e d3e710
8ab1ba aee9fd 4b7cf6 9c1f7a c90e04 866c5b f88e3c efd0a4
64bced 4b7eeb 645e82 968f93 91392e de825a f1da19 b8ceb6
969fb0 6927e7 c254fc 715572 e1cecf c4070b 65da6c 4b7f5a
88ebe9 a88fcd 8f07f6 93335f bc7f8a c9d892 7bb823 4b8329
99d6d3 a691bf b13ee2 a92580 ce0d04 dd8f28 eedc23 4b845e
4b8497 86b0f4 8e46f0 7b4a5d f2c9d5 bb2d27 b39789 f0a30a
4b8694 6a3ccc bc62ff 9e5a05 e2d3c7 636154 a0a195 73be4b
b317ce bf9ebe ef50fd 89707e a31d40 a1cb10 4b930c 50f1c7
4b938a 92d6dc be85d8 9a179a e16607 f1c7a1 6f6642 c3e910
4b99aa 74d2ec 6a566f c825fa cc0601 dc8f18 d9c88c 637c5c
59e7cb 988ccd 713abf 9a3871 d2a473 76684a baf414 4b9c00
53f5f7 9d2ce0 fa64e9 ae9ba1 a7366e c5de14 556428 4b9e25
4ba49b bb94f8 9839f0 954387 ac1d1c a28917 d5c054 c5dbd0
4ba99b 8eefe1 586d7a c3b4fa 8417c8 c15be1 d92344 c0ae26
5e6d6c a907f8 fe9ef1 e050c5 88542d b0b108 4bb278 58edc3
615ea0 9c79fa c1a7c6 9b5366 a9111d ace940 4bb45d 62fcc9
545e66 8472d7 dfa8ea b11d2e f53d18 abe259 4bc48a 4cfed1
5730f6 a691fd 7c65b7 ecc0e9 ab9399 915d60 e21b11 4be66f
d6dde2 9ea7b4 677cd8 b41b7c b97476 d6b796 715317 4bed0d
4befd2 565882 b4adf2 a14dea e06b8d 925448 afa309 e2e31e
a3a2fc 6316ff cdc7d0 8a56c7 964363 d48872 4e8c00 4bf45d
7e50db d8cae4 c56aab 784a5f c20512 85846e 98d401 4bfbb2
8314c6 bb5fd0 f69ed3 9b2f75 c11d02 99a249 59805c 4bfd8a
62696c b4d2e0 8810e8 e836c5 f9cf4e 866b0a aaa968 4bffc1
4d8cff aabbe7 6a44b3 a75e7c baa0a3 fbc31d 778916 4bffc4
8009de bc4ee1 d6add0 d00681 647735 abea1c 78ac6b 4bffc4
5c76cf e5a9ff 8b416a f8558d b91e3c a38a02 b6e744 4bffca
4c30ff 6e51a4 b284ec e4d7e9 db83a7 9f4a38 79a201 68d47f
71f8e0 4c3bf5 906cc5 cd8bae 915770 be441c d9cf31 87be7e
b8daf0 4c52b5 b478f2 905f71 fc85a6 cdc540 596a20 759c4a
b7d1e3 528bcb 4c5b75 831edd be969b bf5b4b fa931f f9cc9c
4c5f9d 9694b7 f6b9fc 645560 a05933 d1913b ceec33 73d5a3
a6c3ef 4c60b9 aa84fe 635463 a37c95 ae111e dc682a efd8af
55f9f6 4d909d aaacf3 9653fb f9aaaf a88941 b6c61f 4c6357
69b0c6 4c6491 8f6cfd b28081 784c4b d24905 f7d0bc b0d41a
d8c9fe 8911e9 df53c9 815a62 e5b404 909048 4c6607 6de2c0
4c6761 5b7df5 d7befe c383a8 9d2a13 87b033 b2f12d 4de1ae
5cd9e6 4c676e 7a1cd7 ab56c0 ec7f9a a74226 9e9c30 bfd849
80e1ee 8d9a9c 4c6a73 802abc b35ec4 d0253d efb083 caef15
7c949b 9acefb 4c6ee4 9c5160 ebbfc3 ad1804 ee6501 c6e46d
acd2d5 4c6f7f b356d6 963a40 df1405 d39e56 f4de00 979896
7aa2b6 b83ec9 f3d0eb 9e0076 7e6c69 4c710d b2c598 5df30c
636a6c 8ccbff 979ca4 4c71ee 992d32 e1481c f3c447 d2dcc2
4c726e 8ee2fa 8714eb c854e5 d2a8a6 913833 d64713 d2e27a
589cca decefe 9541f8 8f3c86 8f8879 d6b900 4c730f 63e9c4
c2d3f5 ab68eb 784595 944e02 c37d35 cec424 4c745d 52cba0
4c7573 6cbbfb a999aa 9e28b1 a62620 ca6c39 e0af23 b0d5a3
5b667f 4c75ea b1a5e4 8e3a48 c82210 e9bf2c 66b578 4decca
8a47c4 febcf9 e073c6 a1126e 9d961b bbbdb6 53ec60 4c7f50
4c80ec dad7ec b798b9 8b348d a73401 c37c13 64695c 7adf61
4c818f c8cdd7 975cf6 dc93fe cb6102 f2df0e 5a6241 72c06d
aebec4 4c8198 72b9ff cd27ff 70515a ff7480 bc1c0c d3cf3c
4c81e9 999fc4 6f6f84 dad6f0 e57255 944d34 f6ca0d 88dba4
8da1aa 4c82ba e2cefe 7929c6 b27f53 edb115 7be5a9 52655f
4c84fe 7121e3 eab8fd ab54a2 d40847 f19f3e abd0b0 84908b
701ae8 d1c2ed d745f6 ab92a7 a7116b fcb11c 4c8b4d 91f4c6
4c8c82 a69dfd a252cc ddc2e3 923b2e d35d33 fa9c2f 6efbb7
77e9d7 4c8e9f 5442dd 9570fc 6c5b61 c14f1f dea10c 9b957f
d9d1fb b28ff9 636061 b23dac f0b4bb b28a7d 4c910c 5bd622
6647d6 d390f0 9b4b7b fed601 92a009 536017 4c9465 aadab6
5ed9ec 717b84 4c94d9 734a8e ab283e b47509 dab12f a9b19f
cad2ed 7d5ce8 c282ca a8246e fead8d e7e309 556231 4c9922
6fd6df 5a698d cb30f8 764c4d ad1d07 c2de00 969a88 4ca624
4caacc a6ddfc 6369b0 7e737c 8f383e bf6d2b f4d88d aab7a5
a7d8d5 7607ea a55ced f986ff a65089 e7d794 526c40 4cb631
546d72 bce6f1 4cb9fe 9c53f3 ebac95 884427 808e30 c4dd0e
695fe9 a993f0 7f7389 e9b2d4 a0442e f66108 89f899 4cc084
4cc0d1 507fd6 6c5262 a84302 bc9849 ffc847 7e8b7d afd0b4
4cc1b4 6b58d9 a690f6 705e72 f9caff 933a3e d97d3a acec13
bce0db 4cc9fa 5e68c2 858495 744a68 cb7a6b a13a2a baaf16
7431f0 d9d1e1 b578aa 794a63 bf5707 abf81a 7b8471 4ccd54
4cdbd7 9906be de6fed 766866 ab0801 eb4a21 c0f11f 88b688
6c70ea f6a8f7 b66d97 ea2909 675e51 a1a688 4cdd18 cadccb
4ce0f9 7c9ca9 4e6471 a557d4 a75326 f6a916 b0a984 bee5d3
4ce5cd 5e59d4 9998f9 b66991 6f5757 d0411d fbd821 b7ad58
578f92 552bfe 795ab0 bea3db b14c57 fc6413 d0eb4b 4ce8ac
93a7bd 5d7591 dbdbe8 c745ff 814a44 bf610a a49c76 4cef07
4cf6fd 5da5f9 652aee 80547d c9a41d ced0bb 517551 919b94
86add4 dddbe0 4d33fd 896ce1 ca0a92 7f543a e7ba70 958e53
7ff1fc 7e8df9 4d33fe 7c5a9f ce3d41 d19e21 bfdda3 9aa19a
d9dbdb 4d38f0 9462bf c69cd7 b44c5e ec2706 f49f12 7ab889
4d4acf d2c6f8 c480e1 e36309 f1e03e 626340 85c67e 808f87
87c3c1 4d51b9 c26fea 84555c b13d19 fd6412 f2ca82 8b9473
d6dcf2 4d56aa a17af6 77596c d982ad bbb787 66982d 70ef1e
5c78ee 4d5a89 a9a9fc 8e889d 82655b d1ad9e bb5603 8fef27
4d5c7a 8738ea aa70cb ec9fe3 68641c c2d05b a6e9cb 799c90
52ade1 4d5cfe a31f85 d5a7a6 dc6f06 655b1f b0ea42 628370
c5dfd9 778891 56addf 78479c 92531b bf863d febc48 4d5e57
4d5e60 ff97fd e719d4 7f6630 99a242 b2da15 54a68c 7ef7da
4d5e66 5483dc d8c9fd a38695 b13213 e2c92a 7ea44f 72d7af
7a8aa5 4d5e7b b4b1f3 9c4ae2 a4510a a79a8d fac411 7af0ac
4d60fa 6a5993 bb95d7 a7212a d58073 ee3300 dbdb3c a6edd7
4d61b0 9182ff 5e596a c691ba 926757 d4cdc6 7d9713 a3f369
578d89 cdc5f9 b37de7 983c9b db8601 f1d362 4d634e 50c7a9
cbd1e2 8aa0d6 4d639e 67545d c1330b daaf0c 848b6d 4fe297
9daddb 854bb5 c72800 9e9694 ef813e dce541 66ebbf 4d655b
68cad6 7927f8 c05dd7 bb0981 f84c82 d9cb9a 4d6607 86b40a
b5e6f4 88a2eb 9736df 9c0878 ad868b c36600 e8d069 4d674e
4d676a 9cbbcb 5c6df6 907eac c28e6f fec854 8a6819 5df9be
6ea1de e3cff7 89818e a126bf daa995 c97108 8ddf0c 4d684d
4d6966 a5dcec 95a0d3 8f40bd a78f95 d44129 feaf9c d6e53b
6293af 964ce9 9b0285 f8cfe4 d88321 a0947a 4d6a3f a8e999
b0d9f1 869edd b500e2 a3106f e94b79 e0e47d a5b203 4d7035
c7cbd4 8834f8 ab6dcf 794881 e77b8f fec29c 4d712a 73ca09
4ef9f9 78aee7 4d71e8 7a5e7b caadac 88403d ca600f a8eb01
a3e7f5 4d72ff 54578a 9c9ad5 cd6d86 faafad ef2832 b9e329
64d3d6 4d7689 a88dfc 813ed3 e7514c 983118 dac82a c4e9b7
89ecf1 4d7695 7f9ee9 7238ca af632b fe9d19 bfaf89 84817a
79befd c0bdc3 6b07fb c63fc9 7b4c74 9c8093 eac148 4d7b3d
713bc5 8f79ae f6bbf4 92495c de7e81 4d7c03 71d82a d2dccd
57b8ae 4d7d7f 96eff9 bd99fb a52ccb bd8b14 625c2d b9e21c
85b9e4 4d82ba 7b13ee 715f66 e5babf cd2925 d5856d c6ed77
96cad8 4d82bf 7b27f6 d4a341 926f03 ccdaaf 92a187 696f6c
4d8378 cddefc 7e3af1 ca75c1 fdcb6a 876718 a2a607 7dbb9f
4d85de 656972 e0d9f3 b0a2bb bd7f55 7b5634 edc804 8fd8a2
904cd6 f9a8ec 922b6a fb68a8 af7010 b1bb50 afeac0 4d8867
4d8994 e1d9f5 bc9dde 9924c9 a51a4e f61731 f6aa09 9fe8bb
4d8bf9 bab7d3 9e5794 e48027 ffd01c 5e6143 6beea6 7b978e
b68ef6 aa3dd5 f4befe b12070 e77094 9fc65a 4d8e07 8df1ce
65c3fd 4d8fbd 6949de 69566b a68486 f6ab91 bc6205 c0ec22
4d90dd 918f96 5e4ecf c2bae8 764e58 f1bdbb b26c57 6dd248
4f6065 d4d6dc 7e42c0 b48aca bb5114 de9411 88e78a 4d9271
4d92a3 d2d4f6 914dda 9d7927 eeb61f 8fa286 5d6758 7be8a1
85acf9 6859ee 9a198b e93f97 c9ac77 cee613 4d9807 5c645e
4d99af dfccf8 7c42a4 962a5a aa6d57 f78f3e 96f6a1 9eab9f
8be9f9 9d90d0 943ceb 974705 d49e08 cfd598 4d9b5f 546054
4d9ec1 92d2f3 5062a1 84737c b46842 f09a67 f2dc0b bcc2bb
4da7ad c0dde2 505da2 a473f8 b84b61 e28f71 705501 d2d619
635b74 a327f0 f1b4f2 d567d9 945c0e abbe00 a6f296 4da861
576367 5d4def 9683cf e7c0d6 b73d09 f17215 85f514 4da982
4db0f4 5b5671 855bf5 d6aaaa ab1a2f 8f7a78 f93426 b2d03a
4db1fd ced2ee 928ca6 7741b7 a05a69 ef321b f6b452 5afcc1
646c7e 9248d7 fd7feb a22928 a0962b dbcc1d abf0b4 4db293
5e31fe 746874 e54ee3 e4b1d6 b8053d 9fb007 98e588 4db58d
67838d 4dbffb ae30ca ded5d4 a4211b e86d32 b29e8d a1e574
7b97a0 4dc2fe 6b36fb 86519e e01844 dabbb2 e49027 aaf66a
686e75 899ab2 bfcaf2 a05adb a32500 baa240 f8dc10 4dcda0
5776a1 8907f3 f190fe 714e61 a24b32 a59f19 c3db33 4ddfb9
4e6dfa b492d0 74497e fbc6fb d15c11 4de30c 5c6d58 abc1a7
dbd9fc 5e4dcc ae8cbd 932b63 de5d16 eccdab 4dee01 6da189
4df2db 5ba4bc 7e2ed3 803d78 b45109 d0ab6c c8ec0e 606d62
82c1ff 4e3beb 777bde f3b9c8 c46f7a 6f6529 95a417 cee776
c6c6c7 51c1ff 4e43fb 9059a0 a02814 e36031 feca65 5c6e65
7286a3 4e43ff f577fd e6c4cd e66b02 a59d79 6b6c45 a6ed30
6abfdc 4e44f0 ac6ff7 f0d3ca 8a4105 a17f03 aee102 72846f
