# colors_mcd16_mld2_nc10_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
ccd197 67fe05 0dcc0a 128836 81998e 0292ee 0048f9 656365 b75ba0 f19dd1
b22b0c d7752d f5b93e c6d9a7 9aa7a3 a7e6e4 4467cc 807593 d0a8f1 834a52
8f7602 b0a912 dbd98d 446a40 48a995 c4e3f1 a7a9de 7204f6 d038f4 a03677
736b18 e3db60 58b253 446a52 bacbf9 8f50e5 bc8afd 97158c aa649f fe97b0
ba6109 d0b82a c1eaac 446b4e 68bd7e 77e9ea 9e8be8 6421f6 834baf 9a848b
fbc81a c5e599 9ab284 446d1f 46a427 655473 fd76f7 e10dce caaec4 996d74
ab968c 657108 bdd34b 68a62d 446e66 81c2e4 5f24f8 ce47c7 9c1992 fbd0d6
fcd1ab b3c635 44701b 6d9d49 8fd6df 5149ca f253de 9e4282 cd9ca2 8f7173
7e6262 de7215 994a03 a5dd01 8aeee5 4cb1fd 4470e0 969bb4 5c5287 f3a6a7
a6968e fd9225 44710d 86f69d 6a4cfb a994fd dbc6e8 7f3890 b65dac fb1149
d1977a 69652c c2d356 809313 58fdb8 44736d ac93e9 8a5aee 853a8d f9bfe5
b12813 cda14c dcdc29 a0f0bc 65a186 447464 cfc6fe 6634df a38ed4 9e4a9b
903b01 8b852b d4dba2 93be34 447767 47d7d7 ae89f7 850fff ca1cab e97da3
f4d5d2 625e02 788f2b b6e75a 44776f 85cdeb 4c9cfe a112b2 df52b9 d6989d
e8e301 9caf64 447842 bfdbd3 60ad9c 6f44de 9d6ffc d39afe a565a3 982d6a
8f3c0f e0a844 a37625 656758 7de6be 78abb4 44798b ced4ff 937fda 8427cc
b80c08 b19845 c8cc14 447a52 b8d2c5 55a58b 7cebfc 8980a4 de18f5 764770
c1ba00 447d0f 6bc39f b7e4e0 a189f6 ccbafa b82aaa 92858e 6d545d f25158
b48582 e6d7d5 eda987 7a7932 86a817 47f926 7cafe9 4484d7 7b00f7 93546d
ba0802 d2da0b 93a52e 5a7456 7ef0ea 80afe9 4485e5 752fd0 9c6196 f190a4
feae9c f47116 b1ed2f 448a8a 88e3eb 7c13f1 65507b c395e3 9c54c9 ca1d46
7a625e a15e12 d59e01 9d9269 efde26 a4d493 69e9e4 7e90a6 448bed 664aa0
d32803 dbd7d0 aea33c 88ee5d 448cfe b2b0ef 6f34cd 8c6ca8 cd7a91 924551
9e6d42 d7bc3a a0a58b cad7b6 496762 aae6ee 448d97 654e8a a137ec fe67df
b73a01 6d5a51 c38d23 dacf3d 77d4af 449186 ccdbfa 574dab 8f72f9 bda4fc
eb5b29 ccc51c c1dcca 449277 74def2 a1a7b0 7b06eb da60dd 943d7e be1b2b
8f726f d07802 f9d639 546a28 5de2a5 4494a3 c1cedb 8947d9 cba2f9 82416a
d11f00 fb7450 736650 f4c91f b3ccb1 449690 a0eaf5 47627c bb9ed2 c021f5
a65549 fcc496 c68748 9cf90c 8ca591 4f7278 4499cc 463bf8 7053a8 c5bdcb
9c3332 988001 c0be3a 71f8aa 449d6f bfd0d4 85b5f2 979ba8 6b7085 4e60d8
c24101 c99111 afe880 4c604c 449e69 96aab1 9c0dba faa9ff eb2fe5 8a7487
f97b6d 844b00 ad7805 d0cb27 6cfcc1 6d777d 44a1ff 9ec0e3 484dfc 8753a3
d7932f cfde61 697425 64ddaa 44a4a2 c6e3ea bd9cf1 cb33ef 90279c d12473
794f47 f0957e aad719 5d831a 46ecc9 44a6ec 476bdd a4a0ab e9caff f01d77
997670 c8ab9f 92390d 84eb4b 44a713 4ab7fa d2d6de 7153ea 665f70 f057b4
ac7f00 e5bd02 87c175 7cf6c0 44a9f3 d8cdf4 8e49d9 8e3b64 e45791 b6023b
e9210e ac7f6b efdd6f 9cbd06 6aedc4 44aaff 5465ed 787a8b 71468d a72e3c
e5b8a7 9d5525 a1e809 44ac5b 63f5f7 b4aeff 544abe 8f76fb 6a5b68 e579b5
e16502 f7b648 745307 767d56 b0b9af 8eebf1 44b1fc 9e31df c47baf a2286b
edb3af b56121 8a9374 60f736 516651 44b2ff 6886a7 e7d5fd 6a4e7d a62bd8
b4ec26 44b408 5de6ae 4b5c71 9e66fd 7c3db5 cc93f5 f2d1f6 d067ab a33e44
db5d52 7e5011 dbae1c 99b997 9cf697 44b4c9 5563e7 d6d5d9 aa078c a97585
cf7068 f03c07 ddb864 44b9ad 8ee7eb 456d75 a8a9f4 8a66e0 810ad1 a7272c
faac9b 6d6f43 afe514 44bd3f 77f5ee cdaaff 7a10de d637e7 814a75 ba8aab
b0482d ada805 b7ef16 44c797 4c86f3 7373a0 5d3dfa eeb8ed 734d5c a07175
df8681 b92f0e 44d710 b8edb6 5a5b5c 7d8290 8792f7 6f27fb 9c47ae dfc0d3
c37c7c feb23c bfd4ab 44d7d7 5d8aa0 5e5f63 b696fe 995ce0 f82835 a71011
d79689 825104 707160 5c9a24 bfebb6 44df41 979df3 673cf7 bfb2c2 c13f97
a0691a c5ad32 ede303 575e50 44e798 519276 d1cfe3 8249ea b3068d e576be
775845 b34904 d5da05 699e5f 44e9aa b6c4da 555c68 9b01ec df59cc 987e8e
685f5e b03c1b eece5f af9814 7a8b66 44eabb c9def9 4c77bb 9da4d8 7509f8
ae6a5f ee6f0d 735c0b f6df0e afc677 44eada 5ea29f 585a65 8d59ed cf95e6
a66739 d1c058 9d9f89 44f3be 556963 689dae c8c0fa 9a6ff9 691bf7 7f5ba1
9e483e d56636 d9c074 44f8c9 76b6ca c5e3fd 624bcc a97bf7 685260 aa7583
74615c 9c3f1b e8b48a d4812e 44f902 d6dcda 9cade2 8a8992 7d05e4 b84bda
dba188 9c611a 9aa217 44fd2f 798490 91a0fa bcb8d6 5c5a63 a14bdd f8d1d2
c46308 66573c ebcc00 83a572 44ffd0 bcdcf2 7cb6f3 5366ce a5186e bb99ab
d86e2e 6b5934 a4ed2a 53cc82 44ffd0 949ea4 ccc4e2 a32ce5 da7be6 a14770
804e2d e05d03 a2f05c 6c7f77 73bba4 44ffd3 475de6 d2c2e5 6e5b83 db79e3
9d542b bd991f cfe81c 7eef94 509472 c3bffe 4537fd 7e63d4 675a68 f879b0
93534f b12802 c3813f facf59 648e86 abece7 aaabba 453efd 7e65a7 c187e4
995529 bf8257 d7d211 aebab3 71f2f6 708f98 7ab4f0 5e5e79 4543ec 9f67c9
f5ca06 5b7f16 4ad385 d0d8f4 4544ff 7874ee a9a0ec 674c97 9c87a2 91525f
c44e0d f59404 e0c79a 869d6a 84caec 4545e5 7974e3 94388c 7a6972 c28ca8
953b1c a5821c edc500 aeb089 6c7164 9aece1 828cd3 b6b8fd 4548ff 884aa2
b63c17 d3dcc6 80ee07 4cb82f 46855d 565b61 4549fa 8a72e2 caa2ec b67196
e28003 a59580 b6d565 82e9c4 454cee 8c76fe e7a5e6 a75f8b 943155 c72b2c
e9746f b9500e b8c819 90e3a8 4552c9 7577b4 b699ff fac1f6 c593aa 785a66
6d5250 a4430b de6616 efc001 badb9b 8aeef9 8baaff 455abd aa728c b9afb0
a87265 e34e1a ffa07d e8da26 7ff8cc c1cadf 455ef1 908dbd 745989 aa1c27
a54b22 e6aa0d 747f6b 8aaf87 b2ebbf 455f61 533ef6 aa92b5 ad5bc4 e5c0ee
b0300f fc852d aaa597 e2e619 abe8a5 747c7d 455f7b 8c0cdd c94fee f69ddf
b14e0b ed9e3d 45614d 588d72 bbd0fc 9a98aa 8119ef 7c5d84 cd59d5 d7c2c5
c53006 77765d 87ff01 53c63b 456272 7787b1 bea2fa 9916be f1c6ef f698a7
d8b7af 63a11e 89eb6a 6393fd 4562c4 b5acd9 80789b 774a5e bf6673 ad1e29
ae581d ebab7a f27305 dce114 bfd9c9 456355 69bce2 6b7bf7 7c21f7 9a6c89
d39875 857108 5efc84 848a8b 6c9aca b9c7ff 4563dd 5d6285 d4cecf 8e3e40
d4946c 995600 7e7660 c0cebc 46fd75 699597 456874 a18ce0 a922e5 f0bbfa
9f2a16 eddcab 929137 b3db33 5cf2e9 4569e7 8c93f8 df5ca5 954f66 e29cac
b72e0e c7a66a 918c7f cde465 5d6053 8addd5 4569ea 9e9aee 931d8b a56395
b7a79b a6ed05 62bd0b 58fdaa 4569f3 8b84b8 674e96 fea3ea a65d7b b11f2c
ba1e02 f1cf71 b4a50f 456b49 82a789 9cdac3 4c77ff bfb5ed 8f79a8 8e346c
c00d06 fca580 b68c29 e4e322 456d4a 49aea8 84dbe7 8464ad bc8eef 902e69
d5bfa9 f3a339 b77707 9a947d 5c652e 456f6a 69f2f6 8fb4ff 828eb2 964af6
e75e48 bd2b0e cccd21 93c99a 6aefed 4571f9 b499fb 6e589c cb8eb0 7d4a59
d08b0f 786207 e4d316 9aad9c 466153 5af7bc 4576b4 d3dff6 cc95ee 887f8a
b3e10a 45770b 57b142 5ce29d 5f5ee5 c4a6f4 a57dab aa058e f6ceea 7d4e58
82471e c1a74a 7d885c b7e39c 4db29d 457886 b5abdb b438e5 f0d4e7 ab045e
764f4e f7d1c6 b6c449 457907 75a880 84e7f8 665c7a d10ac5 fd5feb a984a2
6f5755 ac9f90 e7dd9d 98c427 458300 b3d8fd 9306f8 dd3ed0 a32589 a66e8c
ae0301 f1d4d1 837052 bc9350 b4de77 9ea39f 7fc5da 4588b1 8140ff 98426f
814743 9e9579 c9ec23 6db82f 45891c 6ef09f 71677f d01ee7 ee7deb e4bdd8
806f6e f65c2f 814e12 c3b398 77e91b 8ca8b2 46b8fc 4589b5 d8dde9 891afc
ffad05 767b09 6fe0b9 8fa8ab 496d8e 458cef 8012f6 eec8f5 7e4a53 da6c77
e9c840 458f4e 78cb91 625c81 e0d6fb af9cd4 ac12f7 c47794 7d4950 f80304
b03018 baa648 dddd5e 459067 c9e5dd 596161 71d8fa acafb8 888094 db29f6
bf714b fbcf39 8fc98b 72f8d8 45928b 626094 9c89f3 d0c5f3 a029fb 9a3547
ed7874 f3c233 6a6041 45941e c4e7b4 5dedf5 4a5e79 9823ec bf68d0 b6a0b8
a41c15 d55300 f69f04 90be82 6dfe82 4a775a 4596f8 7b38c9 e2b1d9 9c678f
a71009 a09487 e4dbbb 53e705 4597a9 c4d1f0 8b2ef1 df7eff 715770 db3c41
b09225 dcc544 596b0c 7ecb99 4597ac d9d4f6 c893fe 9c36db 932878 d52e68
b72206 e9be98 b28860 f69605 459da0 5b6c99 a09bf0 d6cdf8 974ffa 8a3c4d
895527 91a318 cae71f 459e67 83e2fb 99a2ef 7166d4 9a739b 675764 cc9cb4
c85b4a a91a00 fdcc80 b3b214 87f4e0 45a3aa bdc4f7 726078 dc64f9 aa3bc3
a45c32 aca938 baee18 78da97 879495 476d74 45a6ee 4d31fc 704ba6 e2cbdc
e5c6be f69e67 948009 87ff0c 45a8cd 556575 d1d6f5 7e4eb5 9d2046 c56b70
ef2714 dedbd2 afa66f 7b8167 8aeb6b 9eb1b5 45abe7 5f62e9 8d3f7a a61628
b42000 eb651a e4bb70 566f62 82f2c5 45b39b c3cee3 c79afd 8d0acb b74abe
bf2905 eedd0f 45b624 638661 93daa3 7152a8 f846ff 9a748f d898c1 7b4767
fbbe18 9c8824 45bc81 61877a 8dedde 7349f1 9b7ce9 c4a7ea 66526e ab2634
ac2014 d05d13 766e5c eeb935 c3e3d6 45bc91 515a72 7a67e2 b29ff5 b67ea6
7f4839 e6501c 9bd533 84f8cc 45c6ac 4742fc 7060b0 9e88ec efcaf2 8c7678
a66f12 d89c2d 685b35 c8d5b2 8ef85b 709285 53676a 45c7f8 9275b1 a207e1
b13c01 f57806 f6cc06 8b9b68 b9ed98 45d4f5 60608a b856e3 c59db4 7a4d52
8f3d33 e8440c 9b8f6e c7c19e 45d807 536c6d bbe6fc a9abf5 4843ff ad59ae
e91603 d7c703 74bb6a 45ecc6 c4d8fa 5c5d87 a27ced 9e25e9 b38f9d bf435e
f9a467 9c640e fadd0f c8cfc0 5a9686 45f2fd 5b5b76 987be8 8f25d1 bf99c4
b43408 cd7802 8a7f61 f2c524 b3be93 45f8d9 88b5cb 6541ed b288ff 893782
e7390b f69d66 f7de2a 45f9bb 76a497 616c82 d1c4eb 9e7ade 7211f3 92494c
7b4a49 ef705b b04f1e f5bd5e 45fab8 b4c6cc 797b7d 4b6585 842af6 bd7fbb
665956 eb6f4d c53200 ffc470 45fdd5 9cbbc4 4a48fd 7b71ba b891ff a6808a
ed521b eac73c 9cb07d 568b74 5efcba a1b6fe 4644de aa67c2 78506e b90138
bc2820 cc948e e7d2ad 95a801 aedf2f 577771 7bd0d2 8393d8 4649d0 6f5286
c01500 b2685a e1baa7 a9e019 6fad11 66c3df 4656bd 907cfe 8a8590 7c5379
645a47 d3df18 8eab06 628220 7ac091 48fbea 465bed c990e5 9b2a8e de579b
a34124 6e6b68 a19f16 b7d800 83c083 6ffe9c 465c7b 6f80b9 9339f7 fb9fce
895804 adad94 78b21e d5e2cb 69f861 465c7d 728df2 893fde e2a1d3 9a7c8c
73621b c2d53d 81a735 466054 8cefcf 6395d3 b2beea 79758c 9d26cf c894a1
827f4b 51cc05 a7f57c b0c0ae 466055 b679fd 9e20ff debbe1 89478a ca719e
f94108 cfde07 68c66a b6e6e9 466165 6f2cf9 bd56d8 ed91e8 a793a3 b92c33
ad9e2f 667222 beda61 70d7b1 466271 7d8ea8 be98fc a644f7 f5c3f6 ca757b
b75854 a71105 c1c090 67b928 c4e4df 49c5fd 466475 9775f9 833bd2 ad81ae
b52000 efa312 868b56 46654b 5dfab2 649a93 a894f8 954bd7 9b4585 d7b2ca
ae5925 fa7c12 55ff3d 77947d acccb7 466558 6a6afd b78ddf e4c4fc 815b91
e15a4f f7cdb2 8fd707 466573 69b5fc dedbf4 b73ff6 8825a9 bc98ae ba1034
855651 b89f7a f7d782 718315 87c706 55dabe 466577 6b8bdd cac5f6 9326eb
cbd6a7 7ba430 5eeb00 466699 750df6 ed61f1 ffc8f7 c39ebd 85747e cd034b
b42c22 9d807c edd1c5 d3701f 94d91a 72e4f7 4667fd 9f9bd2 68519c 7b475f
776f6f a9a779 dae828 46682b 529621 a5e0bc 8e25e7 c75ced 97358a faa1eb
6f5e5a ecb373 a08a2f dce902 466901 5ba198 81dae1 8920fb fa34fe a63ca0
726260 dec361 a4a57f 466903 559b16 86ebd8 4f63e2 b1acf9 a1528f cf7eb0
9b3612 dbbb00 9a8b08 b1e593 61ad7c 81f3f8 466b6f ada7bc ad1def f64df8
e8c5c1 6f624d 92b70e 708923 a7ed69 56c3da 466e9b 8f77f7 7226e8 e3767b
b81305 e84e17 846c60 e5c478 64f9d4 5ca9e5 466fb1 8b93a2 c5d6f9 8e386e
865645 dd571f c7e802 73e188 46727c 8a98d2 670cff 8a51d1 ecc2d1 c19193
c0aa79 819b05 5efe79 abcac1 467291 64a2ef ddc7fd 8c4be9 97323b 9e7778
a58a77 e38b3f c4e024 467419 46dcba b7cdf3 7b88bb 8a4edd a41484 6e5257
bed73f 57ae00 46762f a1f2b1 564ddc 9f74fd d89fee da3e96 754f5b f383a2
9b6d61 ae2d06 dd6127 bdce65 91ebcf 51bba1 46778d 6847c0 9c6cec e0a3dd
e29774 a87505 e4d604 6c6a44 65f9df 46787b 5d99db 9e3dfa 8e2292 aca4ab
b4a7a1 b8814f fbb415 6e6246 d2dfa7 aadce9 75aec7 798287 467abe 7e00f4
aa3b01 f1c47b a09d36 62816e 68fbd1 86c3c0 467deb 6734d8 ccacff 785071
9c8879 cbc4a4 64d200 468395 c3dfea 5a5c5e a3aac8 a52cef d763fb b2272a
bc1802 81a035 47e462 468557 d8dbe6 d9a5ea cf11fc 9a6ba2 635760 f88da9
8f3e36 d84c0e d7ab5a 468973 aaaeb0 6fb1de d8dfe4 5442f9 8d72fb 7c6491
7e6f60 e0d50b a6ae4d 5bfacc 468ca7 82bbdb 57567c 9d64ff 8914d5 df1518
ebcdba 468d05 55ed50 d1dded 64627d 954cd2 e888ed ada2aa f6566f 923f43
a14009 fbd23e a5a01e b8cf97 469089 b3eaf1 7717e6 b14cc7 e289c0 f01968
bf2f0a f25d05 f7b844 bddab1 779a72 4ccdd0 4692ce 49609c 7c717f 8c3b4e
a26f15 eac751 595c48 85b57d a7e7af 469380 c5c1ce 8542cc e66dd5 9f267a
c1aea7 bb5e27 947f70 e78c0a fccc68 4695bc 9ebedc 656a78 8934bd a50f4a
97753d bead57 eae30b 5ef7a6 858d8c b6cacc 4698f3 5a5cec 8d2f83 656364
a38074 735230 c5bd45 678919 49dea2 469fd2 a0a5ac bbcdf3 7b55cc b1206c
8c462b d45d13 c8db2a 46a172 58d4a2 5d716e c3e1ef c5a0ff 8863ac d57fae
ab9885 a97426 ddd8cb 9ccf2e 476b64 7fd1f3 46a1d0 963ae6 e1409b a0202d
fea68b aba128 5e6f13 5efb12 46a8b3 d9ddde 8e7ef6 7b41b5 952c5d d64f68
c77137 885200 d5af0e b5cf8f 46ad9b 83e2d6 4f7987 b58ce9 a640dd a50e5c
ba8070 c35900 6f6141 cbe623 9cb43a a3e0c9 46b0c2 5b7681 8c57e9 8d2492
7e564d efb20c 988722 8cf4c5 46b68a 9293a9 68647b e3c3f8 fa53fc c90dc4
8b4f19 b69c25 e3d100 c4eab2 46bfb7 8974b1 605376 caa2fe aa11f7 e34c6d
69544e ce8148 efc308 506a05 cae09f 9defec 46c3d6 7672f3 a34788 9e7f86
f16040 ffc81e 46cd97 78918b b7e6ed 7617f1 c19dc5 c44cc5 7c5474 bd1735
b07372 d52e06 f0833a d1c6ba ffca3d 46cef0 6d93a9 505cd0 a780fb 9b1680
785047 b12300 9e884b b6bd33 709c8f 46d8be c7cafe 9318f9 da79f6 c936ab
eb766e 9d571b fcd3a2 bae114 49675a 46d9d7 6482c5 a2a8ff 94909e 6b3abe
9a4c2b d76706 d8cdae 8e9872 46dd0e 657077 beddfb 9246fa 764598 d26ed7
c4df39 566e20 4bab3f 46deac 7803ff d38ff3 c633c6 facbf6 9b7a94 824254
a62f25 e83902 90c809 618667 46e598 d6e0e0 cab0dd 7d6682 d236f2 892d9b
90a26e 538c13 46e93f dcd0fe fe66fe d619d2 9e0188 be95b6 815361 fcb8c3
ac2d23 6f6760 a8f10f 799754 46f19f 54afef 7c5ff8 843d86 bdadbd a96f9b
875549 c65104 cf9f13 dae088 47a58e 46f1d5 a5bce8 706f8a 780ff5 cf4dde
aeac00 dde1b9 46fc4f acc1c1 7b7fba 5554c7 ffa1fe 805973 ce7888 be3447
eeb4ae af5a01 de891b 46ff6c 4c6b5c 819098 639ef0 bccef0 69557e a912e5
b10300 a45e51 e36b25 d2e568 7db3a0 7ddeee 798186 4742e1 755989 be86db
a07e66 afb95f bdf319 8fc7af 474dc2 6e74fa 938dc0 edb7f3 9a4870 d81118
b3680a f08d03 ffd37e 746a50 9c936d b9beb0 aad2ff 697299 4752de 9c95fd
b34814 ffad83 dce928 89a90a 757770 b7d8d0 4f83fa 4759b4 daa9fb a883ab
645f5f a5714c fcd480 b1a40d c9ced7 475b84 7d95f4 8b82a0 a326ea f0818f
be4c29 e59f21 cdeb82 87d1a9 475ce0 767fba 555980 e7b7ff a08c98 856364
fe8005 8c5d12 8a905f 62ed7d c7e6d5 47605c 8ea8b3 e7caf5 c43bd0 f581fd
b63218 d47211 d6bf6b 88a298 6fecc1 4cb3d7 476283 d1dbf9 9061e7 7c696b
fad0cc 7c7b7a a38103 b9d805 476333 85a77c 8abbf8 b12bd8 775279 f170b3
ad6a24 b1f01c 798a71 64ca67 476348 6b67d7 ceb2f2 805781 fb69b0 f9bbc2
b11e12 e44f07 ea9a62 aba9a7 f4d617 476351 6bd5eb 8291ce 506cf8 7a6183
9e6e55 675900 dee62f 5bb930 bedfbb 78d9f2 a3a7ae 4764fd b581d9 b81979
649005 47650e b6f051 84bc6b 7782e8 c9b4fe 978aaa 9620b1 f8b7cb be476a
844845 e44122 fca60e d4d5d3 a8f297 68b588 4766e2 5f5d89 9184b6 ebaef9
835e4c ba4903 eb851a bcee33 6bcda4 476771 8d9ca4 886ab7 dbc6ec e583fa
eec6a1 ba881b 4f6500 5ae811 72a696 d6dce7 476ad9 a795d2 a51783 8a5766
fabeb1 c4890f bad129 7f9164 476b36 4aa29d b2e5f8 c188e9 ae40df 96296b
d94c12 c1d121 476c54 4eb987 7af5db b6bcf3 988eb5 726782 b358f8 8730a5
cf8e6f fdcaa6 95650a 5dd603 476e5b 5889c2 abadb7 dadded 6e17ef a21a7e
d0321d 97b078 65e035 476e5d 489697 cccffd 6e0efb c670e0 a831aa d9c4c8
d47d03 f9bd30 a8a180 66753d d2d7ce 77979d 476e86 99bff5 7514f2 b363da
be493e d48803 ecc366 69caad 75999c 477177 c5dcef b8a3e0 842dbf b160c9
ed8538 c3bba3 adf100 477234 78e6f4 64abb6 8a7ad1 7c2edc 744783 b25d7c
fcba33 ada46a 6a621b cfdaa0 47735e a4b7e2 777fee 7425e2 a44c8c d7769f
f0c6b6 abb31f b4ef66 477435 6fa36c 5ad9e2 b092fe 9e52d0 c681a7 a04b73
fe8721 a59874 526204 c7d9b2 7bff64 47779a 977bf6 8e16e9 e3acca 8c445d
705845 df700f dfcc0f 8a8e86 b1c0bc 66d6f9 4777bf 879afd 6919f4 b11880
ec4e1e d4c839 8ec891 477d6f 84f2e6 8d93a8 c8b2fe b062de 832ea9 b2292a
b09658 756c2e a7cb0d 9df69d 477d85 a56bed 8617f7 892d97 f1c8e6 f88fa9
a62a04 be740c fdca32 76ce90 4782ef 707998 cbc7da 6b38c4 9b989c 826b6c
af5d59 eb7007 b0ca70 5ebfea 4784c7 6045b8 8f8d93 7f537d f8c4cc c60005
a97f7f cb3d33 f1b490 e08220 bddd09 7cf3f6 596b7f 4786cd afaffa 8214dc
cc7967 f83d00 f5c398 9ff715 4787a0 9cabee 9c61f3 7242a4 bdafbb b21c53
ecbd29 c3ec9f 478c22 74e1ef 845bd1 b493ed 7d3f7e 9b6f9b 9e324e f26884
bd1b18 b49233 b4d405 7bea9b 479690 704bfb b784f5 8666ac fb9acb 804461
a66d17 f1c917 576046 9fceb2 479a7c e4d1fb 9e29ee ba9fbc e556e8 a82276
9e2e06 c1dd23 5c6f5a 47a457 47d698 b8e7e4 795cfe baa6f4 8f3f9a a58ba4
b17254 d5b364 c5d7ba 556b6b 5fdae4 47a5ae ae99ff 8663f8 74448f b30d16
ecdca6 97b411 5b7574 47aabe baddeb 644d8d 7517fa ae53dd eb9192 b1292a
ad3317 aaab36 d9e15b 47ab81 58e0a8 5a747f bfd0de b723ff ef8eff 82464e
77734e 719d26 73e157 cbe3c7 47ad9c 507173 7921ff aa7aec 8e2294 f1bfeb
f43d28 f9ce9e fea217 909585 586a60 47adce cecad1 ac3ef8 bd239a ac050f
9c6612 f8af2d 9bf59b 5b605c 47b17e 4e65e7 ae98e0 734680 967b97 e9cbd4
cdab24 705d02 b8d693 88a5a9 47b2ef 596f81 8c5dc8 f1d0ef 943152 df3550
65623a 638900 47b663 4aeb7a a6c4b5 9f1af4 e9c9f1 e945d7 a00877 a47a89
fc4920 894205 abda16 47c286 6476ad 999be7 9002e9 9b8893 bd155c e6c8d0
7e625f d83a0d f3ab60 a19a84 bbe9b9 47c9c0 7a8799 9c32ff c568f0 9d038b
c16f3a 954800 5e5d50 d2c400 acdab9 61a78c 47d0e9 aa87ff 9a2cc9 a97eab
d6956c d9d205 7b8521 4a6f4e b4e1c4 47d5ec 8ba2a9 4d8ef4 960bfc b52a9f
675d0a 938707 a2e80c 659d88 47d8a3 4867fb 6e629a ded1f9 ec86fe 9a3e58
a24b30 b37e05 dbdacc 47e442 49a387 565c85 aa23f8 f54fe5 cfa3c4 6e5f62
aea493 d8e3bc 61a207 537047 47e73a b332fb 9c199c 7e697d d763c0 fdc3ec
e30c08 d9decc 7c9e65 47f153 aab5f7 5446e1 a672dd 854d90 e38bad ad3d5d
a22e18 f6b99c d8e84e 8d9556 608079 47f3e6 8ba5be 8123fc b973f6 9747a6
894211 e7c58d d49603 b3f61c 738b4d 73ac9f 47f5ec 6e2bf7 f734d6 7e666f
dcdbdb 963409 f26816 9cb198 47f788 5d90ec 4f5bb7 96789f c7a5ce b1646f
a56c66 dfd432 95a753 4a7502 47f7c4 c5e3f8 4eb0f9 973be4 933170 fc3cb4
f80502 f67a66 c2d82b 47fed3 6195c8 abc7f9 a518f8 884767 ab939b b71f2e
849707 5b6b0d aed32e 54ffbf 84c2b0 4840fb eacbf8 e744cf b22a89 aa7073
e07f01 e6d302 6a640e 9fb47b 60846c 5df3f0 93b9f7 4841ec aa64ef a13f99
bc3427 ca7c62 e7d355 496864 9aeaf6 a0acfd 4843ea 7a72f2 765b96 b197af
fe8474 f4d7c0 6dfa06 484ced 6f68a0 9d8dff d2c3ff c09cb7 9d6771 ec122f
a2210c f06c45 c8d011 94e2b6 4855cd 747ef2 796988 ff99e2 b9848f 925355
bd5415 7d8b68 80bc5a 57ef0a c5dec3 485a9d b28bff e2a9d7 aa839e 6c6068
755640 caa577 a67735 add82f 55f4ff 50b2fc 485d6d 8690a6 6e31ff 8c5bc0
f09054 a29d91 e5dd2b 6c6c40 bad6b1 6ad3e6 4e8d9b 485e66 9d99fb c01fdd
ad3d0c e1aa16 737c5f 91ac7a b0df96 485f5f 8498ff c8b5df 8c30aa bd6494
eed5d4 e3421e 7c584e a78072 edb01e b0b980 485f74 a1ccf7 8747fb df68b4
a13c0f d16f17 e6ce99 9cde06 50977a 7af6e8 48606c 8678a6 ac2ade f787ed
e10b09 f3912b efda7f b2b69b 7f8965 486151 9ed1f1 8892e2 7153ee b84186
deaf8e ea7c2b dedcda 48640a 7eef35 528d73 92aab0 bc9bec ab00f6 a82b91
a23d18 fb5515 d79e83 817b65 e9d978 c2d5cf 486468 77a5b4 b88cfe a521e2
b43c1a a5b109 c5f111 48655d a0bae3 848da1 a65ae8 91468d e8777a e7bbbc
ba4713 e48614 81ff32 a2ca91 486858 b696fc 8a838e 78428c c125f1 e1b4d9
d38d0b 486918 a3f272 96b892 63acfe 675bfa 7b5ba0 dec9e0 ac84ad d83b5f
b04e01 fed938 88b649 48694a 4dd8a6 bedce6 8f86a3 a53bfc 64536c cc6fef
c17c07 e4b90b 486a2a 5ee1b0 afb5fa 5d63ca ded8ef a693af 9a147f f00a77
d87701 d3bd7e b6f52b 727c75 6db1a3 6af1ed 486bd6 aea0db 684d81 ab1831
a87364 f26d13 cadf40 9ceece 487184 9283cc 9242e5 cfa5c5 91394f bd010c
a98306 69f341 487343 cadec8 ae9cff 836aed 6029f9 7b6983 cab3d4 f27887
c6370d f6b459 9ca185 487561 5efdc2 a1c6c8 649aab d69bfc d72fea 982b83
e4bbaa e98536 b1ea50 487640 7c987e 76e4e8 8147ff aa86e1 7c3c9e aa598a
da7660 9d2c01 f7b05e 5e624f bbd4c0 487b82 8eeafe 6db7c8 8134f8 a46ccb
a39694 856059 a72b11 c8ef3b 87b73f 487b8a b3d1fe 6b3eb9 eb60e7 fbc4cd
993f2b bf8b24 e4cf85 82f3d8 487bbf bdcbf3 87a2fc 6e21e9 a39a9e 726265
5b5a59 898376 a1bd3f 487f22 aceba2 7788fb 5f43e4 a25b9a ffb5f2 f17fae
ba8982 f5b096 ced600 92a901 48802a b2e1f3 a19df0 8c59ea d54f9a 844c60
9e3821 cd6e25 cbbf0e 74deab 488176 94a5c5 d4daf0 7536fb ad7cff 8754a2
e4d7ce d09f70 8f8809 606320 ace32c 48817e 7ea7fa a025e4 941c87 fa41b7
c97a1b 6c6e47 8e9d78 93d54c 5ff7bd 51b5b3 488185 a76fd4 8826c7 fea8fe
965222 d0792e a6ee6a 99b188 488277 5ffaea 675984 6822f6 b152d5 db9de6
